,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Brandt Snedeker,27.52,578,21
1,2,2,Greg Chalmers,27.58,662,24
2,3,3,Pat Perez,27.67,581,21
3,4,4,Justin Leonard,27.8,695,25
4,5,5,Y.E. Yang,27.84,529,19
5,6,6,Chris DiMarco,28.0,756,27
6,7,7,Jimmy Walker,28.07,786,28
7,8,8,Tom Gillis,28.1,590,21
8,9,9,Sergio Garcia,28.13,422,15
9,T10,T10,Bob Estes,28.17,648,23
10,T10,T10,Ryan Moore,28.17,676,24
11,12,12,Geoff Ogilvy,28.21,536,19
12,T13,T13,Jonas Blixt,28.25,565,20
13,T13,T13,Zach Johnson,28.25,678,24
14,15,15,Bo Van Pelt,28.27,622,22
15,T16,T16,Chris Couch,28.28,509,18
16,T16,T16,Charlie Wi,28.28,707,25
17,18,18,Jason Dufner,28.33,595,21
18,T19,T19,Brian Davis,28.37,766,27
19,T19,T19,Brian Harman,28.37,851,30
20,21,21,Henrik Stenson,28.38,369,13
21,22,22,Spencer Levin,28.39,653,23
22,23,23,Daniel Chopra,28.42,540,19
23,T24,T24,Sangmoon Bae,28.45,626,22
24,T24,T24,J.J. Killeen,28.45,882,31
25,T26,T26,Tommy Biershenk,28.52,713,25
26,T26,T26,Matt Kuchar,28.52,599,21
27,28,28,Graeme McDowell,28.6,429,15
28,29,29,Tommy Gainey,28.63,859,30
29,T30,T30,Ben Crane,28.64,630,22
30,T30,T30,Billy Hurley III,28.64,716,25
31,T30,T30,Kevin Kisner,28.64,630,22
32,T33,T33,Ryuji Imada,28.67,774,27
33,T33,T33,Ryan Palmer,28.67,688,24
34,35,35,Jason Bohn,28.68,717,25
35,36,36,Carl Pettersson,28.69,746,26
36,37,37,Camilo Villegas,28.7,660,23
37,38,38,Ian Poulter,28.71,402,14
38,39,39,Kevin Streelman,28.72,718,25
39,40,40,Jason Day,28.73,431,15
40,41,41,George McNeill,28.74,661,23
41,42,42,Andres Romero,28.75,575,20
42,43,43,D.A. Points,28.76,834,29
43,44,44,Rickie Fowler,28.77,633,22
44,45,45,Ken Duke,28.79,835,29
45,46,46,Brendon de Jonge,28.8,864,30
46,T47,T47,Brian Gay,28.81,778,27
47,T47,T47,John Huh,28.81,778,27
48,T47,T47,Danny Lee,28.81,605,21
49,T50,T50,J.B. Holmes,28.83,663,23
50,T50,T50,Tiger Woods,28.83,519,18
51,52,52,Michael Thompson,28.84,721,25
52,53,53,Aaron Baddeley,28.86,606,21
53,54,54,James Driscoll,28.88,751,26
54,T55,T55,Harris English,28.89,780,27
55,T55,T55,Jeff Maggert,28.89,780,27
56,T55,T55,David Mathis,28.89,780,27
57,58,58,Phil Mickelson,28.9,607,21
58,59,59,"Ted Potter, Jr.",28.92,694,24
59,T60,T60,Padraig Harrington,28.94,492,17
60,T60,T60,Ryo Ishikawa,28.94,463,16
61,T62,T62,Kevin Na,28.95,637,22
62,T62,T62,John Senden,28.95,608,21
63,T64,T64,Bobby Gates,28.96,782,27
64,T64,T64,Marc Leishman,28.96,666,23
65,66,66,Martin Flores,28.97,840,29
66,T67,T67,Matt Bettencourt,29.0,754,26
67,T67,T67,Gavin Coles,29.0,609,21
68,T67,T67,Scott Dunlap,29.0,493,17
69,T67,T67,Russell Knox,29.0,609,21
70,T67,T67,Rocco Mediate,29.0,580,20
71,T67,T67,Garth Mulroy,29.0,522,18
72,T67,T67,Jeff Overton,29.0,783,27
73,T67,T67,Charl Schwartzel,29.0,435,15
74,T75,T75,Bryce Molder,29.04,668,23
75,T75,T75,Brendon Todd,29.04,784,27
76,77,77,Tom Pernice Jr.,29.05,639,22
77,78,78,Charlie Beljan,29.06,523,18
78,79,79,Jason Kokrak,29.08,756,26
79,80,80,David Hearn,29.11,815,28
80,T81,T81,Arjun Atwal,29.12,728,25
81,T81,T81,Dustin Johnson,29.12,495,17
82,T81,T81,Vijay Singh,29.12,757,26
83,T84,T84,Stuart Appleby,29.13,670,23
84,T84,T84,Vaughn Taylor,29.13,699,24
85,86,86,John Daly,29.14,408,14
86,87,87,Bud Cauley,29.18,817,28
