,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Ben Crane,73,"8' 6""",3939.25,464
1,T2,T2,Ben Curtis,62,"8' 3""",2713.917,329
2,T2,T2,Adam Scott,59,"8' 3""",2195.417,267
3,4,4,Michael Bradley,63,"8' 2""",2754.0,338
4,T5,T5,Derek Lamely,64,"8' 1""",3337.583,412
5,T5,T5,Jhonattan Vegas,77,"8' 1""",3506.333,435
6,T5,T5,Johnson Wagner,88,"8' 1""",4150.167,511
7,T8,T8,Alexandre Rocha,62,"8' 0""",2360.083,296
8,T8,T8,Henrik Stenson,51,"8' 0""",2286.5,285
9,T10,T10,Brendon de Jonge,115,"7' 11""",5482.4169999999995,691
10,T10,T10,Jason Dufner,83,"7' 11""",3673.667,466
11,T10,T10,Martin Flores,95,"7' 11""",4622.5,581
12,T10,T10,Robert Garrigus,89,"7' 11""",4001.75,506
13,T10,T10,Charles Howell III,98,"7' 11""",3961.417,503
14,T10,T10,Danny Lee,74,"7' 11""",3256.5,413
15,T10,T10,Louis Oosthuizen,65,"7' 11""",2571.5,324
16,T10,T10,Brandt Snedeker,81,"7' 11""",4045.75,513
17,T10,T10,Lee Westwood,60,"7' 11""",2148.667,271
18,T19,T19,Gary Christian,91,"7' 10""",3851.25,492
19,T19,T19,Harrison Frazar,56,"7' 10""",2700.333,346
20,T19,T19,Troy Kelly,68,"7' 10""",2761.667,352
21,T19,T19,Edward Loar,59,"7' 10""",2241.083,287
22,T19,T19,William McGirt,96,"7' 10""",4190.833,536
23,T19,T19,Bryce Molder,83,"7' 10""",3962.0,508
24,T19,T19,Michael Thompson,80,"7' 10""",3651.917,467
25,T26,T26,Charlie Beljan,61,"7' 9""",2012.25,260
26,T26,T26,Keegan Bradley,90,"7' 9""",3970.667,515
27,T26,T26,Ken Duke,104,"7' 9""",5260.0830000000005,679
28,T26,T26,John Merrick,83,"7' 9""",3533.667,458
29,T26,T26,D.A. Points,88,"7' 9""",4158.333,537
30,T26,T26,Justin Rose,69,"7' 9""",2831.25,367
31,T26,T26,Webb Simpson,77,"7' 9""",3781.833,486
32,T26,T26,Tiger Woods,69,"7' 9""",2693.667,347
33,T34,T34,Sergio Garcia,57,"7' 8""",2418.833,314
34,T34,T34,Kyle Reifers,86,"7' 8""",3622.333,470
35,T34,T34,Brendon Todd,78,"7' 8""",3410.583,447
36,T34,T34,Nick Watney,97,"7' 8""",4111.25,534
37,T38,T38,Blake Adams,107,"7' 7""",4409.333,581
38,T38,T38,Robert Allenby,76,"7' 7""",3178.75,417
39,T38,T38,Cameron Beckman,81,"7' 7""",3549.0,466
40,T38,T38,Scott Brown,65,"7' 7""",2489.25,328
41,T38,T38,Stewart Cink,71,"7' 7""",2737.0,361
42,T38,T38,John Daly,50,"7' 7""",2111.833,278
43,T38,T38,Tommy Gainey,98,"7' 7""",4972.583,653
44,T38,T38,Nathan Green,73,"7' 7""",3022.167,400
45,T38,T38,Billy Horschel,63,"7' 7""",2474.667,328
46,T38,T38,Jeff Maggert,83,"7' 7""",3977.417,527
47,T38,T38,Graeme McDowell,55,"7' 7""",2000.9170000000001,265
48,T38,T38,Ryan Moore,89,"7' 7""",4388.75,577
49,T38,T38,Daniel Summerhays,81,"7' 7""",3288.5,435
50,T51,T51,Jason Bohn,81,"7' 6""",3397.5,453
51,T51,T51,Miguel Angel Carballo,73,"7' 6""",2814.5,374
52,T51,T51,Tim Clark,60,"7' 6""",2621.0,348
53,T51,T51,Luke Donald,63,"7' 6""",2641.167,353
54,T51,T51,James Driscoll,83,"7' 6""",3858.75,512
55,T51,T51,Brian Harman,101,"7' 6""",4801.25,638
56,T51,T51,Russell Knox,72,"7' 6""",2738.083,365
57,T51,T51,Garth Mulroy,59,"7' 6""",2407.75,322
58,T51,T51,Seung-Yul Noh,105,"7' 6""",4327.667,578
59,T51,T51,Sean O'Hair,84,"7' 6""",3625.75,484
60,T51,T51,Greg Owen,90,"7' 6""",3726.917,498
61,T51,T51,Rod Pampling,88,"7' 6""",3448.583,459
62,T51,T51,Scott Piercy,95,"7' 6""",4657.0,623
63,T51,T51,Dicky Pride,62,"7' 6""",2575.0,343
64,T51,T51,Camilo Villegas,79,"7' 6""",3478.083,463
65,T51,T51,Steve Wheatcroft,56,"7' 6""",2027.25,270
66,T67,T67,Jonathan Byrd,69,"7' 5""",3048.5,413
67,T67,T67,Will Claxton,99,"7' 5""",4235.75,568
68,T67,T67,Gavin Coles,72,"7' 5""",3202.0,433
69,T67,T67,Brian Davis,91,"7' 5""",4472.583,600
70,T67,T67,David Hearn,95,"7' 5""",4482.417,607
71,T67,T67,Tim Herron,88,"7' 5""",3573.667,484
72,T67,T67,Sung Kang,75,"7' 5""",3298.5,446
73,T67,T67,George McNeill,85,"7' 5""",3762.583,510
74,T67,T67,Phil Mickelson,79,"7' 5""",3496.5,470
75,T67,T67,"Ted Potter, Jr.",77,"7' 5""",3245.583,440
76,T67,T67,Vaughn Taylor,81,"7' 5""",3236.25,434
77,T78,T78,Jonas Blixt,72,"7' 4""",3711.75,506
78,T78,T78,Roberto Castro,92,"7' 4""",3714.0,506
79,T78,T78,Erik Compton,81,"7' 4""",3364.833,461
80,T78,T78,Harris English,98,"7' 4""",4210.167,571
81,T78,T78,Matt Every,80,"7' 4""",3384.25,461
82,T78,T78,Bill Haas,79,"7' 4""",3043.167,415
83,T78,T78,J.J. Henry,93,"7' 4""",3151.583,432
84,T78,T78,J.B. Holmes,90,"7' 4""",4111.667,562
85,T78,T78,Ryuji Imada,78,"7' 4""",3767.917,513
86,T78,T78,Brandt Jobe,57,"7' 4""",2172.667,296
87,T78,T78,Zach Johnson,95,"7' 4""",4256.083,580
