,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
130,T131,T131,Jonathan Byrd,69,1.618,1980,1224
131,T131,T131,David Hearn,95,1.618,2766,1710
132,T133,T133,Chris Kirk,93,1.619,2594,1602
133,T133,T133,Colt Knost,79,1.619,2244,1386
134,T133,T133,Alexandre Rocha,62,1.619,1690,1044
135,T136,T136,Rickie Fowler,84,1.62,2421,1494
136,T136,T136,John Huh,99,1.62,2886,1782
137,T136,T136,Jhonattan Vegas,77,1.62,2245,1386
138,139,139,Harrison Frazar,56,1.6219999999999999,1577,972
139,T140,T140,Garth Mulroy,59,1.624,1666,1026
140,T140,T140,David Toms,60,1.624,1695,1044
141,T142,T142,Robert Karlsson,54,1.626,1522,936
142,T142,T142,Marc Leishman,84,1.626,2458,1512
143,144,144,Nick Watney,97,1.6269999999999998,2753,1692
144,T145,T145,Kevin Chappell,91,1.6280000000000001,2549,1566
145,T145,T145,K.J. Choi,71,1.6280000000000001,2051,1260
146,T145,T145,Nick O'Hern,78,1.6280000000000001,2168,1332
147,T148,T148,Tim Clark,60,1.63,1760,1080
148,T148,T148,Bill Haas,79,1.63,2288,1404
149,150,150,Mark Wilson,84,1.631,2290,1404
150,T151,T151,Ernie Els,80,1.633,2293,1404
151,T151,T151,John Mallinger,74,1.633,2057,1260
152,T151,T151,Johnson Wagner,88,1.633,2587,1584
153,T154,T154,Jeff Maggert,83,1.6340000000000001,2441,1494
154,T154,T154,Justin Rose,69,1.6340000000000001,2000,1224
155,T154,T154,Vijay Singh,99,1.6340000000000001,2912,1782
156,T157,T157,Kris Blanks,65,1.635,1913,1170
157,T157,T157,John Senden,81,1.635,2296,1404
158,159,159,Louis Oosthuizen,65,1.6369999999999998,1856,1134
159,T160,T160,Billy Mayfair,90,1.6380000000000001,2535,1548
160,T160,T160,D.A. Points,88,1.6380000000000001,2594,1584
161,T160,T160,John Rollins,81,1.6380000000000001,2270,1386
162,T163,T163,Harris English,98,1.64,2893,1764
163,T163,T163,Martin Laird,77,1.64,2155,1314
164,T163,T163,Josh Teater,97,1.64,2746,1674
165,T166,T166,Charles Howell III,98,1.641,2895,1764
166,T166,T166,Adam Scott,59,1.641,1713,1044
167,T168,T168,Robert Garrigus,89,1.642,2631,1602
168,T168,T168,Jason Kokrak,79,1.642,2217,1350
169,T170,T170,Charley Hoffman,88,1.643,2603,1584
170,T170,T170,Cameron Tringale,88,1.643,2603,1584
171,172,172,Trevor Immelman,76,1.6440000000000001,2249,1368
172,173,173,Sean O'Hair,84,1.6480000000000001,2492,1512
173,174,174,Stewart Cink,71,1.65,1990,1206
174,175,175,Bubba Watson,68,1.652,1962,1188
175,176,176,Scott Stallings,78,1.6540000000000001,2322,1404
176,T177,T177,Ricky Barnes,92,1.655,2622,1584
177,T177,T177,Tim Herron,88,1.655,2621,1584
178,T179,T179,Chad Campbell,84,1.6569999999999998,2506,1512
179,T179,T179,Gary Woodland,70,1.6569999999999998,2058,1242
180,T181,T181,Greg Owen,90,1.659,2688,1620
181,T181,T181,Chez Reavie,83,1.659,2478,1494
182,183,183,Cameron Beckman,81,1.66,2301,1386
183,T184,T184,Hunter Mahan,88,1.661,2452,1476
184,T184,T184,Kyle Stanley,86,1.661,2512,1512
185,T186,T186,Robert Allenby,76,1.662,2273,1368
186,T186,T186,D.J. Trahan,73,1.662,2064,1242
187,T186,T186,Camilo Villegas,79,1.662,2304,1386
188,189,189,John Merrick,83,1.6669999999999998,2371,1422
189,190,190,Brendan Steele,77,1.6680000000000001,2192,1314
190,191,191,Lee Westwood,60,1.67,1623,972
