,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
65,T65,T65,Davis Love III,40.17,94,234
66,67,67,John Daly,40.12,65,162
67,68,68,Rickie Fowler,40.0,144,360
68,69,69,D.J. Trahan,39.9,79,198
69,T70,T70,Robert Garrigus,39.77,136,342
70,T70,T70,Bo Van Pelt,39.77,136,342
71,72,72,James Driscoll,39.63,107,270
72,73,73,J.J. Killeen,39.51,128,324
73,74,74,David Hearn,39.44,142,360
74,75,75,Richard Lee,39.35,85,216
75,T76,T76,John Rollins,39.29,99,252
76,T76,T76,Jhonattan Vegas,39.29,99,252
77,78,78,Kevin Chappell,39.22,120,306
78,79,79,Ken Duke,39.14,155,396
79,T80,T80,Scott Dunlap,38.89,63,162
80,T80,T80,Charles Howell III,38.89,140,360
81,T80,T80,Martin Laird,38.89,112,288
82,T80,T80,Bill Lunde,38.89,119,306
83,T80,T80,John Mallinger,38.89,84,216
84,T80,T80,Nick O'Hern,38.89,91,234
85,T80,T80,Louis Oosthuizen,38.89,98,252
86,T80,T80,Kyle Reifers,38.89,112,288
87,T80,T80,Brendan Steele,38.89,98,252
88,T80,T80,Steve Wheatcroft,38.89,49,126
89,T80,T80,Tiger Woods,38.89,112,288
90,91,91,Charley Hoffman,38.6,132,342
91,T92,T92,Bill Haas,38.56,118,306
92,T92,T92,Chris Stroud,38.56,118,306
93,94,94,Mark Wilson,38.52,104,270
94,95,95,Mark Anderson,38.46,90,234
95,96,96,Steve Stricker,38.24,117,306
96,T97,T97,Jeff Maggert,38.15,103,270
97,T97,T97,Michael Thompson,38.15,103,270
98,T99,T99,Ben Crane,38.1,96,252
99,T99,T99,Billy Horschel,38.1,96,252
100,101,101,Chris Couch,37.96,82,216
101,102,102,Gary Christian,37.91,116,306
102,T103,T103,K.J. Choi,37.78,102,270
103,T103,T103,J.B. Holmes,37.78,136,360
104,T103,T103,Carl Pettersson,37.78,136,360
105,T103,T103,Kyle Thompson,37.78,34,90
106,T103,T103,Gary Woodland,37.78,102,270
107,108,108,Marc Leishman,37.72,129,342
108,109,109,Ryan Moore,37.57,142,378
109,T110,T110,Bob Estes,37.5,108,288
110,T110,T110,Charl Schwartzel,37.5,81,216
111,112,112,Jimmy Walker,37.44,155,414
112,T113,T113,John Huh,37.37,148,396
113,T113,T113,Brandt Jobe,37.37,74,198
114,T115,T115,Robert Karlsson,37.22,67,180
115,T115,T115,Brendon Todd,37.22,67,180
116,T117,T117,Sergio Garcia,37.18,87,234
117,T117,T117,Jason Kokrak,37.18,87,234
118,119,119,John Merrick,37.15,107,288
119,120,120,Hunter Mahan,37.13,127,342
120,121,121,Will Claxton,37.12,147,396
121,T122,T122,Ernie Els,37.04,120,324
122,T122,T122,Martin Flores,37.04,120,324
123,T122,T122,Graeme McDowell,37.04,80,216
124,T125,T125,Tom Pernice Jr.,36.81,53,144
125,T125,T125,Justin Rose,36.81,106,288
126,127,127,Pat Perez,36.73,119,324
127,128,128,Kris Blanks,36.57,79,216
128,T129,T129,Roberto Castro,36.55,125,342
129,T129,T129,George McNeill,36.55,125,342
130,T131,T131,Matt Every,36.46,105,288
131,T131,T131,Chez Reavie,36.46,105,288
132,T131,T131,Vaughn Taylor,36.46,105,288
133,T134,T134,Tim Herron,36.42,118,324
134,T134,T134,John Senden,36.42,118,324
135,T136,T136,Tommy Biershenk,36.36,72,198
136,T136,T136,Dicky Pride,36.36,72,198
137,138,138,Kevin Streelman,36.26,124,342
138,T139,T139,Blake Adams,36.11,143,396
139,T139,T139,Edward Loar,36.11,52,144
140,141,141,Bobby Gates,35.93,97,270
141,142,142,Andres Romero,35.86,71,198
142,143,143,Matt Jones,35.8,58,162
143,144,144,Adam Scott,35.71,90,252
144,145,145,Sean O'Hair,35.67,122,342
145,146,146,Colt Knost,35.65,77,216
146,147,147,Graham DeLaet,35.62,109,306
147,148,148,Jason Dufner,35.56,128,360
148,149,149,Stewart Cink,35.47,83,234
149,150,150,Henrik Stenson,35.35,70,198
150,151,151,Justin Leonard,35.32,89,252
151,152,152,Vijay Singh,35.27,146,414
152,153,153,Chad Campbell,35.07,101,288
153,154,154,Nathan Green,34.92,88,252
154,155,155,Rod Pampling,34.88,113,324
155,156,156,Tim Clark,34.85,69,198
156,157,157,Ben Curtis,34.72,75,216
157,158,158,Lee Westwood,34.62,81,234
158,159,159,Greg Owen,34.57,112,324
159,160,160,Mathew Goggin,34.34,68,198
160,161,161,Kyle Stanley,34.31,105,306
161,T162,T162,Arjun Atwal,34.19,80,234
162,T162,T162,Scott Stallings,34.19,80,234
163,164,164,Kevin Stadler,33.99,104,306
164,165,165,Seung-Yul Noh,33.8,146,432
165,166,166,Erik Compton,33.7,91,270
166,167,167,Nick Watney,33.59,133,396
167,T168,T168,Robert Allenby,33.33,72,216
168,T168,T168,Daniel Summerhays,33.33,90,270
169,170,170,Harris English,33.08,131,396
170,171,171,Heath Slocum,33.02,107,324
171,172,172,Danny Lee,32.87,71,216
172,173,173,J.J. Henry,32.75,112,342
173,174,174,Bubba Watson,32.59,88,270
174,175,175,Roland Thatcher,32.54,41,126
175,176,176,Russell Knox,32.48,76,234
176,177,177,Miguel Angel Carballo,32.41,70,216
177,T178,T178,Michael Bradley,32.22,58,180
178,T178,T178,Scott Brown,32.22,58,180
179,180,180,Troy Matteson,31.87,109,342
180,181,181,Rocco Mediate,30.95,78,252
181,T182,T182,Charlie Beljan,30.86,50,162
182,T182,T182,Marco Dawson,30.86,50,162
183,T182,T182,Brendon de Jonge,30.86,150,486
184,T182,T182,Ryo Ishikawa,30.86,50,162
185,186,186,Patrick Sheehan,30.25,49,162
186,187,187,Camilo Villegas,29.26,79,270
187,188,188,Stephen Gangluff,28.57,36,126
188,189,189,Boo Weekley,28.21,66,234
189,190,190,Alexandre Rocha,26.26,52,198
190,191,191,Ángel Cabrera,24.07,39,162
