,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
0,1,1,Davis Love III,64,67.44,43,29
1,2,2,Henrik Stenson,51,62.5,32,20
2,3,3,Gary Christian,91,61.82,55,34
3,4,4,Jonas Blixt,72,61.22,49,30
4,5,5,Brendon Todd,78,60.47,43,26
5,6,6,Greg Chalmers,88,60.34,58,35
6,7,7,Johnson Wagner,88,60.0,60,36
7,8,8,"Ted Potter, Jr.",77,59.52,42,25
8,9,9,Jhonattan Vegas,77,58.0,50,29
9,10,10,Bo Van Pelt,84,57.89,38,22
10,11,11,Rory McIlroy,60,57.14,28,16
11,12,12,John Huh,99,56.92,65,37
12,13,13,Matt Kuchar,86,56.82,44,25
13,14,14,Matt Jones,53,56.67,30,17
14,T15,T15,Derek Lamely,64,56.25,48,27
15,T15,T15,Kevin Streelman,89,56.25,48,27
16,17,17,Brian Gay,91,55.93,59,33
17,18,18,David Mathis,83,55.81,43,24
18,19,19,Brian Harman,101,55.74,61,34
19,20,20,Jeff Overton,101,55.56,63,35
20,21,21,Russell Knox,72,55.26,38,21
21,22,22,Bobby Gates,87,55.17,58,32
22,T23,T23,Aaron Baddeley,73,55.0,40,22
23,T23,T23,Rocco Mediate,70,55.0,40,22
24,T25,T25,David Hearn,95,54.72,53,29
25,T25,T25,John Rollins,81,54.72,53,29
26,27,27,Harris English,98,54.69,64,35
27,T28,T28,Ángel Cabrera,54,54.29,35,19
28,T28,T28,Billy Horschel,63,54.29,35,19
29,30,30,Nick O'Hern,78,53.66,41,22
30,31,31,Robert Karlsson,54,53.57,28,15
31,T32,T32,Troy Matteson,100,53.49,43,23
32,T32,T32,Pat Perez,81,53.49,43,23
33,34,34,Billy Mayfair,90,53.23,62,33
34,35,35,John Senden,81,53.19,47,25
35,36,36,Charl Schwartzel,56,53.13,32,17
36,37,37,Geoff Ogilvy,73,52.94,51,27
37,38,38,Ben Crane,73,52.63,57,30
38,T39,T39,Sergio Garcia,57,52.5,40,21
39,T39,T39,Y.E. Yang,64,52.5,40,21
40,41,41,Jerry Kelly,84,52.24,67,35
41,42,42,Spencer Levin,81,52.17,46,24
42,43,43,Luke Donald,63,52.0,25,13
43,44,44,Dicky Pride,62,51.61,31,16
44,T45,T45,Blake Adams,107,51.43,70,36
45,T45,T45,Dustin Johnson,70,51.43,35,18
46,T47,T47,Stuart Appleby,75,51.28,39,20
47,T47,T47,Richard Lee,71,51.28,39,20
48,T47,T47,Alexandre Rocha,62,51.28,39,20
49,50,50,Bubba Watson,68,51.16,43,22
50,51,51,Tommy Gainey,98,51.02,49,25
51,52,52,Colt Knost,79,50.91,55,28
52,T53,T53,Miguel Angel Carballo,73,50.0,36,18
53,T53,T53,Brendon de Jonge,115,50.0,82,41
54,T53,T53,Bill Haas,79,50.0,40,20
55,T53,T53,Ryo Ishikawa,54,50.0,26,13
56,T53,T53,Bryce Molder,83,50.0,46,23
57,T53,T53,Ryan Moore,89,50.0,46,23
58,T53,T53,Tom Pernice Jr.,62,50.0,44,22
59,T53,T53,Ian Poulter,57,50.0,22,11
60,T53,T53,Chris Stroud,86,50.0,56,28
61,T53,T53,Vaughn Taylor,81,50.0,48,24
62,T53,T53,Nick Watney,97,50.0,54,27
63,64,64,Carl Pettersson,92,49.25,67,33
64,65,65,Keegan Bradley,90,49.21,63,31
65,T66,T66,Chad Campbell,84,49.09,55,27
66,T66,T66,Jason Kokrak,79,49.09,55,27
67,68,68,Charley Hoffman,88,49.06,53,26
68,69,69,Arjun Atwal,79,49.02,51,25
69,70,70,Graham DeLaet,79,48.98,49,24
70,71,71,James Driscoll,83,48.94,47,23
71,72,72,Brandt Snedeker,81,48.84,43,21
72,73,73,Kevin Kisner,69,48.78,41,20
73,74,74,Gavin Coles,72,48.65,37,18
74,75,75,Ben Curtis,62,48.48,33,16
75,T76,T76,Stewart Cink,71,48.39,31,15
76,T76,T76,Padraig Harrington,67,48.39,31,15
77,T76,T76,Zach Johnson,95,48.39,62,30
78,T76,T76,David Toms,60,48.39,31,15
79,80,80,Steve Wheatcroft,56,48.28,29,14
80,81,81,Jason Bohn,81,48.0,50,24
81,82,82,Brian Davis,91,47.69,65,31
82,83,83,Jason Dufner,83,47.62,42,20
83,84,84,Kyle Stanley,86,47.54,61,29
84,T85,T85,Jason Day,57,47.5,40,19
85,T85,T85,Stephen Gangluff,57,47.5,40,19
86,T85,T85,John Merrick,83,47.5,40,19
87,88,88,George McNeill,85,47.46,59,28
88,T89,T89,Bob Estes,78,47.37,57,27
89,T89,T89,Rickie Fowler,84,47.37,57,27
90,91,91,Michael Thompson,80,47.27,55,26
91,92,92,Marc Leishman,84,47.17,53,25
92,93,93,Phil Mickelson,79,46.94,49,23
93,T94,T94,John Daly,50,46.88,32,15
94,T94,T94,Tiger Woods,69,46.88,32,15
95,96,96,Chris Couch,61,46.67,45,21
96,T97,T97,Matt Bettencourt,80,46.34,41,19
97,T97,T97,J.B. Holmes,90,46.34,41,19
98,99,99,Roberto Castro,92,46.3,54,25
99,100,100,Steve Stricker,73,46.15,39,18
100,T101,T101,Nathan Green,73,45.95,37,17
