,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,1,Brandt Snedeker,81,7.97,622,78
1,2,2,Aaron Baddeley,73,7.96,573,72
2,3,3,Greg Chalmers,88,7.79,678,87
3,4,4,Y.E. Yang,64,7.73,479,62
4,5,5,Jonas Blixt,72,7.72,556,72
5,6,6,Phil Mickelson,79,7.7,608,79
6,T7,T7,Jason Day,57,7.67,422,55
7,T7,T7,Zach Johnson,95,7.67,721,94
8,9,9,Ian Poulter,57,7.61,426,56
9,10,10,Padraig Harrington,67,7.54,475,63
10,11,11,Brian Gay,91,7.52,654,87
11,12,12,Carl Pettersson,92,7.51,691,92
12,13,13,Ryuji Imada,78,7.5,570,76
13,14,14,Charlie Wi,86,7.48,643,86
14,15,15,Tom Gillis,75,7.47,560,75
15,16,16,Kevin Na,80,7.43,587,79
16,17,17,Ben Crane,73,7.42,534,72
17,T18,T18,Robert Karlsson,54,7.4,385,52
18,T18,T18,Rory Sabbatini,84,7.4,622,84
19,T20,T20,Matt Kuchar,86,7.39,606,82
20,T20,T20,Pat Perez,81,7.39,584,79
21,22,22,Geoff Ogilvy,73,7.38,531,72
22,T23,T23,Brian Harman,101,7.35,742,101
23,T23,T23,Rory McIlroy,60,7.35,397,54
24,T23,T23,Scott Piercy,95,7.35,698,95
25,26,26,Spencer Levin,81,7.34,580,79
26,T27,T27,Bob Estes,78,7.33,572,78
27,T27,T27,Dustin Johnson,70,7.33,491,67
28,T27,T27,Ryan Palmer,81,7.33,594,81
29,30,30,Chris Couch,61,7.32,432,59
30,31,31,Ryan Moore,89,7.28,648,89
31,T32,T32,Keegan Bradley,90,7.27,640,88
32,T32,T32,Bo Van Pelt,84,7.27,603,83
33,T34,T34,John Daly,50,7.26,334,46
34,T34,T34,Tommy Gainey,98,7.26,711,98
35,36,36,Harrison Frazar,56,7.24,391,54
36,37,37,Webb Simpson,77,7.22,549,76
37,T38,T38,Sangmoon Bae,81,7.21,555,77
38,T38,T38,Jeff Overton,101,7.21,728,101
39,T38,T38,Michael Thompson,80,7.21,577,80
40,T38,T38,Tiger Woods,69,7.21,483,67
41,42,42,Derek Lamely,64,7.2,461,64
42,T43,T43,Luke Donald,63,7.19,446,62
43,T43,T43,Charl Schwartzel,56,7.19,388,54
44,45,45,Jason Dufner,83,7.18,589,82
45,46,46,Ken Duke,104,7.16,745,104
46,T47,T47,Chris DiMarco,83,7.15,579,81
47,T47,T47,Justin Leonard,79,7.15,536,75
48,49,49,Stuart Appleby,75,7.14,507,71
49,T50,T50,Bud Cauley,99,7.12,705,99
