,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,1,1,Aaron Baddeley,49.26,133,270
1,2,2,Jason Day,47.69,103,216
2,3,3,Jonas Blixt,45.24,114,252
3,4,4,Brandt Snedeker,45.06,146,324
4,5,5,Scott Piercy,45.03,154,342
5,T6,T6,Daniel Chopra,44.44,48,108
6,T6,T6,Robert Karlsson,44.44,80,180
7,T6,T6,Michael Thompson,44.44,120,270
8,9,9,Carl Pettersson,43.89,158,360
9,10,10,Hunter Haas,43.83,71,162
10,11,11,Padraig Harrington,43.65,110,252
11,12,12,John Daly,43.21,70,162
12,13,13,Bob Estes,43.06,124,288
13,T14,T14,Tom Pernice Jr.,42.59,46,108
14,T14,T14,Rory Sabbatini,42.59,92,216
15,16,16,Ian Poulter,42.46,107,252
16,17,17,Nick O'Hern,42.42,84,198
17,18,18,Y.E. Yang,42.13,91,216
18,19,19,Rickie Fowler,42.11,144,342
19,20,20,Ben Crane,42.06,106,252
20,21,21,Spencer Levin,42.01,121,288
21,22,22,Ryuji Imada,41.98,68,162
22,23,23,Tim Clark,41.92,83,198
23,24,24,Sergio Garcia,41.88,98,234
24,T25,T25,Sangmoon Bae,41.85,113,270
25,T25,T25,Luke Donald,41.85,113,270
26,27,27,Geoff Ogilvy,41.83,128,306
27,28,28,Brian Gay,41.67,120,288
28,29,29,Greg Chalmers,41.52,142,342
29,30,30,Martin Flores,41.5,127,306
30,31,31,Keegan Bradley,41.39,149,360
31,32,32,Charlie Wi,41.36,134,324
32,33,33,Erik Compton,41.27,104,252
33,34,34,Nick Watney,41.16,163,396
34,35,35,Colt Knost,41.11,74,180
35,36,36,Stewart Cink,41.03,96,234
36,T37,T37,Davis Love III,40.91,81,198
37,T37,T37,Jeff Overton,40.91,162,396
38,T39,T39,K.J. Choi,40.74,110,270
39,T39,T39,Derek Lamely,40.74,44,108
40,T39,T39,Charl Schwartzel,40.74,88,216
41,T42,T42,Richard Lee,40.56,73,180
42,T42,T42,Garth Mulroy,40.56,73,180
43,44,44,Chris Stroud,40.48,102,252
44,45,45,Bubba Watson,40.37,109,270
45,T46,T46,Mark Anderson,40.28,87,216
46,T46,T46,Kevin Stadler,40.28,116,288
