,Total_3_Putts_-_15-20_RANK THIS WEEK,Total_3_Putts_-_15-20_RANK LAST WEEK,Total_3_Putts_-_15-20_PLAYER NAME,Total_3_Putts_-_15-20_ROUNDS,Total_3_Putts_-_15-20_TOTAL 3 PUTTS 15'-20',Total_3_Putts_-_15-20_TOTAL 3 PUTTS
0,T1,T1,John Huh,99,7,42
1,T1,T1,"Ted Potter, Jr.",77,7,46
2,T3,T3,Stephen Ames,54,6,30
3,T3,T3,Bill Lunde,83,6,48
4,T3,T3,Vaughn Taylor,81,6,34
5,T6,T6,Robert Allenby,76,5,47
6,T6,T6,Sangmoon Bae,81,5,33
7,T6,T6,Ricky Barnes,92,5,68
8,T6,T6,Brendon de Jonge,115,5,54
9,T6,T6,Scott Dunlap,57,5,43
10,T6,T6,Rickie Fowler,84,5,36
11,T6,T6,Danny Lee,74,5,34
12,T6,T6,Andres Romero,68,5,46
13,T6,T6,Scott Stallings,78,5,42
14,T6,T6,Josh Teater,97,5,62
15,T6,T6,Roland Thatcher,55,5,31
16,T6,T6,D.J. Trahan,73,5,44
17,T6,T6,Tiger Woods,69,5,25
18,T19,T19,Mark Anderson,75,4,49
19,T19,T19,Arjun Atwal,79,4,34
20,T19,T19,Charlie Beljan,61,4,28
21,T19,T19,Matt Bettencourt,80,4,33
22,T19,T19,Kris Blanks,65,4,45
23,T19,T19,Gary Christian,91,4,43
24,T19,T19,Stewart Cink,71,4,30
25,T19,T19,Gavin Coles,72,4,34
26,T19,T19,Chris DiMarco,83,4,38
27,T19,T19,Ken Duke,104,4,53
28,T19,T19,Robert Garrigus,89,4,55
29,T19,T19,Charley Hoffman,88,4,53
30,T19,T19,J.B. Holmes,90,4,45
31,T19,T19,Billy Horschel,63,4,30
32,T19,T19,Billy Mayfair,90,4,51
33,T19,T19,Rory McIlroy,60,4,20
34,T19,T19,Jeff Overton,101,4,41
35,T19,T19,D.A. Points,88,4,51
36,T19,T19,Vijay Singh,99,4,47
37,T19,T19,Brendon Todd,78,4,32
38,T19,T19,Boo Weekley,74,4,39
39,T19,T19,Charlie Wi,86,4,33
40,T41,T41,Blake Adams,107,3,51
41,T41,T41,Cameron Beckman,81,3,59
42,T41,T41,Scott Brown,65,3,42
43,T41,T41,Chad Campbell,84,3,47
44,T41,T41,Bud Cauley,99,3,47
45,T41,T41,Kevin Chappell,91,3,56
46,T41,T41,John Daly,50,3,20
47,T41,T41,James Driscoll,83,3,28
48,T41,T41,Jason Dufner,83,3,35
49,T41,T41,Stephen Gangluff,57,3,28
50,T41,T41,Bobby Gates,87,3,54
51,T41,T41,Tom Gillis,75,3,42
52,T41,T41,Mathew Goggin,65,3,32
53,T41,T41,David Hearn,95,3,46
54,T41,T41,J.J. Henry,93,3,32
55,T41,T41,Billy Hurley III,70,3,28
56,T41,T41,Sung Kang,75,3,41
57,T41,T41,Jerry Kelly,84,3,40
58,T41,T41,Jason Kokrak,79,3,40
59,T41,T41,John Mallinger,74,3,34
60,T41,T41,David Mathis,83,3,26
61,T41,T41,Troy Matteson,100,3,53
62,T41,T41,William McGirt,96,3,35
63,T41,T41,John Merrick,83,3,46
64,T41,T41,Ryan Moore,89,3,41
65,T41,T41,Seung-Yul Noh,105,3,39
66,T41,T41,Greg Owen,90,3,54
67,T41,T41,Pat Perez,81,3,39
68,T41,T41,Tom Pernice Jr.,62,3,30
69,T41,T41,Dicky Pride,62,3,21
70,T41,T41,Kyle Reifers,86,3,46
71,T41,T41,John Senden,81,3,26
72,T41,T41,Patrick Sheehan,58,3,26
73,T41,T41,Brandt Snedeker,81,3,30
74,T41,T41,Kevin Streelman,89,3,38
75,T41,T41,Daniel Summerhays,81,3,38
76,T41,T41,Kyle Thompson,51,3,29
77,T41,T41,Michael Thompson,80,3,38
78,T41,T41,Cameron Tringale,88,3,47
79,T41,T41,Jhonattan Vegas,77,3,45
80,T41,T41,Camilo Villegas,79,3,43
81,T82,T82,Stuart Appleby,75,2,32
82,T82,T82,Tommy Biershenk,74,2,33
83,T82,T82,Jonathan Byrd,69,2,35
84,T82,T82,Miguel Angel Carballo,73,2,40
85,T82,T82,Greg Chalmers,88,2,26
86,T82,T82,Tim Clark,60,2,25
87,T82,T82,Chris Couch,61,2,22
88,T82,T82,Ben Crane,73,2,31
89,T82,T82,Marco Dawson,60,2,21
90,T82,T82,Graham DeLaet,79,2,50
91,T82,T82,Ernie Els,80,2,31
92,T82,T82,Bob Estes,78,2,26
93,T82,T82,Matt Every,80,2,34
94,T82,T82,Martin Flores,95,2,32
95,T82,T82,Tommy Gainey,98,2,51
96,T82,T82,Sergio Garcia,57,2,17
97,T82,T82,Charles Howell III,98,2,43
98,T82,T82,Ryuji Imada,78,2,45
99,T82,T82,Freddie Jacobson,61,2,23
100,T82,T82,J.J. Killeen,101,2,40
101,T82,T82,Chris Kirk,93,2,56
102,T82,T82,Matt Kuchar,86,2,20
103,T82,T82,Martin Laird,77,2,37
104,T82,T82,Derek Lamely,64,2,32
105,T82,T82,Marc Leishman,84,2,54
106,T82,T82,Bryce Molder,83,2,30
107,T82,T82,Kevin Na,80,2,24
108,T82,T82,Sean O'Hair,84,2,43
109,T82,T82,Geoff Ogilvy,73,2,28
110,T82,T82,Rod Pampling,88,2,37
111,T82,T82,Scott Piercy,95,2,46
112,T82,T82,Chez Reavie,83,2,42
113,T82,T82,Alexandre Rocha,62,2,32
114,T82,T82,Justin Rose,69,2,28
115,T82,T82,Rory Sabbatini,84,2,46
116,T82,T82,Heath Slocum,93,2,47
117,T82,T82,Kevin Stadler,85,2,37
118,T82,T82,Jimmy Walker,101,2,40
119,T82,T82,Bubba Watson,68,2,21
120,T82,T82,Mark Wilson,84,2,37
121,T82,T82,Gary Woodland,70,2,48
122,T123,T123,Aaron Baddeley,73,1,24
123,T123,T123,Jonas Blixt,72,1,21
124,T123,T123,Jason Bohn,81,1,31
125,T123,T123,Ángel Cabrera,54,1,18
126,T123,T123,Roberto Castro,92,1,44
127,T123,T123,Daniel Chopra,55,1,18
128,T123,T123,Will Claxton,99,1,47
129,T123,T123,Erik Compton,81,1,35
130,T123,T123,Brian Davis,91,1,32
131,T123,T123,Jason Day,57,1,28
132,T123,T123,Harris English,98,1,52
133,T123,T123,Brian Gay,91,1,20
134,T123,T123,Nathan Green,73,1,34
135,T123,T123,Hunter Haas,69,1,26
136,T123,T123,Brian Harman,101,1,45
137,T123,T123,Tim Herron,88,1,36
138,T123,T123,Trevor Immelman,76,1,40
139,T123,T123,Ryo Ishikawa,54,1,14
140,T123,T123,Brandt Jobe,57,1,16
141,T123,T123,Colt Knost,79,1,34
142,T123,T123,Hunter Mahan,88,1,30
143,T123,T123,Phil Mickelson,79,1,31
144,T123,T123,Nick O'Hern,78,1,41
145,T123,T123,Carl Pettersson,92,1,30
146,T123,T123,Ian Poulter,57,1,19
147,T123,T123,John Rollins,81,1,40
148,T123,T123,Charl Schwartzel,56,1,18
149,T123,T123,Adam Scott,59,1,27
150,T123,T123,Webb Simpson,77,1,29
151,T123,T123,Kyle Stanley,86,1,45
152,T123,T123,Chris Stroud,86,1,29
153,T123,T123,Nick Watney,97,1,52
154,T123,T123,Steve Wheatcroft,56,1,24
155,T123,T123,Y.E. Yang,64,1,17
