,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
0,T1,T1,Michael Bradley,63,"11' 5""",1687.0829999999999,148,49,"8"""
1,T1,T1,Ben Curtis,62,"11' 5""",2004.5,176,53,"3"""
2,T1,T1,Sung Kang,75,"11' 5""",1868.4170000000001,164,55,"7"""
3,4,4,Derek Lamely,64,"11' 4""",1936.8329999999999,171,53,"4"""
4,5,5,Danny Lee,74,"11' 3""",2204.583,196,68,"5"""
5,6,6,Henrik Stenson,51,"11' 2""",1512.3329999999999,135,55,"2"""
6,7,7,Tim Clark,60,"11' 1""",1690.4170000000001,153,54,"4"""
7,8,8,Martin Flores,95,"11' 0""",2969.167,269,59,"2"""
8,T9,T9,Gary Christian,91,"10' 11""",2688.5,247,54,"5"""
9,T9,T9,Troy Kelly,68,"10' 11""",1545.4170000000001,142,53,"6"""
10,T9,T9,Brandt Snedeker,81,"10' 11""",2568.833,236,48,"6"""
11,T9,T9,Michael Thompson,80,"10' 11""",2343.0,215,51,"4"""
12,T13,T13,Gavin Coles,72,"10' 10""",2070.75,191,67,"7"""
13,T13,T13,Ben Crane,73,"10' 10""",2515.833,233,54,"2"""
14,T13,T13,Ken Duke,104,"10' 10""",3445.75,318,51,"2"""
15,T16,T16,Harrison Frazar,56,"10' 9""",1690.5829999999999,157,63,"1"""
16,T16,T16,Jhonattan Vegas,77,"10' 9""",2478.0,231,70,"3"""
17,T16,T16,Johnson Wagner,88,"10' 9""",2714.667,252,50,"5"""
18,T16,T16,Steve Wheatcroft,56,"10' 9""",1324.25,123,37,"8"""
19,20,20,Tommy Gainey,98,"10' 8""",3212.917,302,50,"3"""
20,T21,T21,Billy Hurley III,70,"10' 7""",1564.5829999999999,148,35,"5"""
21,T21,T21,Brandt Jobe,57,"10' 7""",1456.3329999999999,138,43,"5"""
22,T21,T21,Jerry Kelly,84,"10' 7""",2511.75,238,55,"3"""
23,T21,T21,William McGirt,96,"10' 7""",2641.083,249,55,"3"""
24,T21,T21,Bryce Molder,83,"10' 7""",2458.75,232,56,"5"""
25,T26,T26,Ryuji Imada,78,"10' 6""",2214.25,211,55,"2"""
26,T26,T26,Colt Knost,79,"10' 6""",2038.25,194,50,"3"""
27,T26,T26,Alexandre Rocha,62,"10' 6""",1539.75,147,54,"5"""
28,T29,T29,Brendon de Jonge,115,"10' 5""",3809.917,367,49,"2"""
29,T29,T29,James Driscoll,83,"10' 5""",2397.833,230,84,"2"""
30,T29,T29,J.J. Killeen,101,"10' 5""",2580.083,247,69,"3"""
31,T29,T29,Rod Pampling,88,"10' 5""",2166.583,208,64,"4"""
32,T29,T29,Patrick Sheehan,58,"10' 5""",1218.167,117,44,"5"""
33,T34,T34,Robert Allenby,76,"10' 4""",2033.75,197,53,"2"""
34,T34,T34,Erik Compton,81,"10' 4""",2130.583,207,41,"2"""
35,T34,T34,Sergio Garcia,57,"10' 4""",1614.75,156,59,"8"""
36,T34,T34,Nathan Green,73,"10' 4""",2051.583,198,53,"4"""
37,T34,T34,Jeff Maggert,83,"10' 4""",2538.167,245,49,"3"""
38,T34,T34,Louis Oosthuizen,65,"10' 4""",1883.5,182,45,"3"""
39,T34,T34,Kyle Reifers,86,"10' 4""",2250.167,218,47,"10"""
40,T34,T34,Daniel Summerhays,81,"10' 4""",2168.833,210,42,"4"""
41,T34,T34,Brendon Todd,78,"10' 4""",1841.6670000000001,178,42,"3"""
42,T34,T34,Charlie Wi,86,"10' 4""",2305.25,223,52,"4"""
43,T44,T44,Miguel Angel Carballo,73,"10' 3""",1796.75,176,42,"2"""
44,T44,T44,Brian Harman,101,"10' 3""",2940.417,287,52,"3"""
45,T44,T44,J.J. Henry,93,"10' 3""",2128.0,207,37,"6"""
46,T44,T44,Trevor Immelman,76,"10' 3""",1847.75,180,59,"6"""
47,T44,T44,Zach Johnson,95,"10' 3""",2781.083,272,77,"4"""
48,T44,T44,John Mallinger,74,"10' 3""",1975.6670000000001,192,56,"4"""
49,T44,T44,"Ted Potter, Jr.",77,"10' 3""",1861.0,181,49,"7"""
50,T44,T44,Webb Simpson,77,"10' 3""",2755.583,269,63,"5"""
51,T44,T44,Mark Wilson,84,"10' 3""",2029.5829999999999,198,50,"3"""
52,T44,T44,Y.E. Yang,64,"10' 3""",1625.75,158,40,"9"""
53,T54,T54,Stephen Ames,54,"10' 2""",1132.25,111,40,"8"""
54,T54,T54,Cameron Beckman,81,"10' 2""",2349.833,231,70,"1"""
55,T54,T54,Jonathan Byrd,69,"10' 2""",1974.4170000000001,194,40,"4"""
56,T54,T54,Brian Davis,91,"10' 2""",2781.417,273,45,"3"""
57,T54,T54,Luke Donald,63,"10' 2""",1692.6670000000001,166,37,"3"""
58,T54,T54,Jason Dufner,83,"10' 2""",2611.667,256,51,"3"""
59,T54,T54,David Hearn,95,"10' 2""",2840.083,280,51,"2"""
60,T54,T54,Kevin Kisner,69,"10' 2""",1661.9170000000001,163,54,"6"""
61,T54,T54,Scott Piercy,95,"10' 2""",3288.833,323,59,"2"""
62,T54,T54,Andres Romero,68,"10' 2""",1805.5829999999999,177,67,"4"""
63,T54,T54,Adam Scott,59,"10' 2""",1523.5,150,40,"4"""
64,T65,T65,Arjun Atwal,79,"10' 1""",1920.0,191,54,"3"""
65,T65,T65,Jonas Blixt,72,"10' 1""",2303.583,228,60,"1"""
66,T65,T65,Jason Bohn,81,"10' 1""",2155.167,213,64,"5"""
67,T65,T65,Roberto Castro,92,"10' 1""",2561.25,255,67,"2"""
68,T65,T65,Chris DiMarco,83,"10' 1""",2136.167,211,50,"2"""
69,T65,T65,John Huh,99,"10' 1""",3009.75,298,49,"4"""
70,T65,T65,George McNeill,85,"10' 1""",2234.75,222,36,"2"""
71,T65,T65,Rocco Mediate,70,"10' 1""",1761.0,175,51,"3"""
72,T65,T65,Lee Westwood,60,"10' 1""",1590.0,158,48,"3"""
73,T74,T74,Stewart Cink,71,"10' 0""",1667.9170000000001,167,48,"6"""
74,T74,T74,Matt Every,80,"10' 0""",2404.167,240,55,"2"""
75,T74,T74,Brian Gay,91,"10' 0""",2418.0,241,49,"8"""
76,T74,T74,Edward Loar,59,"10' 0""",1296.167,130,38,"4"""
77,T74,T74,Seung-Yul Noh,105,"10' 0""",2788.75,280,86,"3"""
78,T74,T74,Nick O'Hern,78,"10' 0""",1971.1670000000001,197,37,"2"""
79,T74,T74,Justin Rose,69,"10' 0""",1925.5829999999999,192,52,"3"""
80,T74,T74,Camilo Villegas,79,"10' 0""",2485.5,248,53,"3"""
81,T74,T74,Tiger Woods,69,"10' 0""",1970.25,197,53,"5"""
82,T83,T83,Scott Brown,65,"9' 11""",1675.1670000000001,169,79,"1"""
83,T83,T83,Greg Chalmers,88,"9' 11""",2303.083,232,58,"5"""
84,T83,T83,Kevin Chappell,91,"9' 11""",2192.0,221,54,"5"""
85,T83,T83,Tim Herron,88,"9' 11""",2464.667,248,43,"2"""
86,T83,T83,Billy Horschel,63,"9' 11""",1666.3329999999999,168,57,"3"""
87,T83,T83,Russell Knox,72,"9' 11""",1750.8329999999999,176,61,"6"""
88,T83,T83,Spencer Levin,81,"9' 11""",2047.0829999999999,207,55,"2"""
89,T83,T83,John Merrick,83,"9' 11""",2370.417,240,57,"3"""
90,T83,T83,Garth Mulroy,59,"9' 11""",1620.1670000000001,164,70,"4"""
91,T83,T83,Greg Owen,90,"9' 11""",2689.833,272,44,"3"""
92,T83,T83,D.A. Points,88,"9' 11""",2819.833,284,50,"1"""
93,T83,T83,D.J. Trahan,73,"9' 11""",1909.0829999999999,192,53,"3"""
94,T95,T95,Blake Adams,107,"9' 10""",2948.417,301,60,"3"""
95,T95,T95,Will Claxton,99,"9' 10""",2957.0,300,65,"1"""
96,T95,T95,Scott Dunlap,57,"9' 10""",1401.1670000000001,142,45,"3"""
97,T95,T95,Charles Howell III,98,"9' 10""",2411.667,245,56,"3"""
98,T95,T95,Matt Kuchar,86,"9' 10""",2269.5,230,50,"5"""
99,T95,T95,Justin Leonard,79,"9' 10""",1874.6670000000001,191,41,"3"""
100,T95,T95,Dicky Pride,62,"9' 10""",1507.9170000000001,153,55,"6"""
101,T95,T95,Chris Stroud,86,"9' 10""",2181.917,222,47,"3"""
102,T95,T95,Vaughn Taylor,81,"9' 10""",2098.5,213,43,"4"""
103,T95,T95,Nick Watney,97,"9' 10""",2723.5,277,65,"1"""
104,T105,T105,David Mathis,83,"9' 9""",2035.0829999999999,209,49,"8"""
105,T105,T105,Ian Poulter,57,"9' 9""",1307.5,134,54,"1"""
106,T107,T107,Mark Anderson,75,"9' 8""",1993.75,206,45,"2"""
107,T107,T107,Stuart Appleby,75,"9' 8""",1878.5829999999999,195,45,"9"""
108,T107,T107,Sangmoon Bae,81,"9' 8""",1890.8329999999999,196,56,"3"""
109,T107,T107,Marco Dawson,60,"9' 8""",1393.5,144,48,"7"""
110,T107,T107,Jim Furyk,85,"9' 8""",2100.75,218,42,"3"""
111,T107,T107,Bill Haas,79,"9' 8""",1900.4170000000001,196,41,"3"""
112,T107,T107,Freddie Jacobson,61,"9' 8""",1362.5829999999999,141,41,"11"""
113,T107,T107,Graeme McDowell,55,"9' 8""",1332.1670000000001,138,33,"3"""
114,T107,T107,Ryan Moore,89,"9' 8""",2853.167,295,48,"2"""
115,T116,T116,Tommy Biershenk,74,"9' 7""",1818.1670000000001,190,41,"5"""
116,T116,T116,Bob Estes,78,"9' 7""",1998.4170000000001,208,45,"5"""
117,T116,T116,Stephen Gangluff,57,"9' 7""",1113.167,116,39,"3"""
118,T116,T116,Robert Garrigus,89,"9' 7""",2643.75,276,60,"4"""
119,T116,T116,Roland Thatcher,55,"9' 7""",1375.9170000000001,144,49,"7"""
120,T116,T116,David Toms,60,"9' 7""",1372.8329999999999,143,49,"5"""
121,T122,T122,Chad Campbell,84,"9' 6""",2211.0,232,41,"2"""
122,T122,T122,Hunter Haas,69,"9' 6""",1516.25,159,59,"2"""
123,T122,T122,Padraig Harrington,67,"9' 6""",1505.9170000000001,158,75,"3"""
124,T122,T122,Phil Mickelson,79,"9' 6""",2267.25,238,63,"4"""
125,T122,T122,Jeff Overton,101,"9' 6""",3251.083,342,58,"2"""
126,T122,T122,Brendan Steele,77,"9' 6""",1753.1670000000001,184,47,"3"""
127,T128,T128,Ricky Barnes,92,"9' 5""",2533.667,269,46,"2"""
128,T128,T128,Keegan Bradley,90,"9' 5""",2587.833,274,54,"2"""
129,T128,T128,John Daly,50,"9' 5""",1323.9170000000001,140,39,"3"""
130,T128,T128,Bobby Gates,87,"9' 5""",2256.75,240,45,"2"""
131,T128,T128,J.B. Holmes,90,"9' 5""",2664.5,282,90,"1"""
132,T128,T128,Ryo Ishikawa,54,"9' 5""",936.1669999999999,99,39,"3"""
133,T128,T128,Matt Jones,53,"9' 5""",1247.917,132,47,"3"""
134,T128,T128,Billy Mayfair,90,"9' 5""",2158.417,230,73,"3"""
135,T128,T128,Pat Perez,81,"9' 5""",2307.667,245,55,"6"""
136,T128,T128,Tom Pernice Jr.,62,"9' 5""",1380.4170000000001,146,47,"2"""
137,T128,T128,Chez Reavie,83,"9' 5""",1903.6670000000001,203,39,"6"""
138,T128,T128,Charl Schwartzel,56,"9' 5""",1398.0829999999999,149,42,"1"""
139,T128,T128,Boo Weekley,74,"9' 5""",1678.0829999999999,178,53,"4"""
140,T141,T141,Dustin Johnson,70,"9' 4""",1843.4170000000001,198,54,"3"""
141,T141,T141,Chris Kirk,93,"9' 4""",2711.417,290,50,"5"""
142,T141,T141,Ryan Palmer,81,"9' 4""",2504.583,269,50,"4"""
143,T141,T141,John Rollins,81,"9' 4""",2244.25,240,62,"2"""
144,T141,T141,John Senden,81,"9' 4""",2157.25,232,45,"2"""
145,T146,T146,Matt Bettencourt,80,"9' 3""",1718.75,186,59,"4"""
146,T146,T146,Tom Gillis,75,"9' 3""",2258.75,244,68,"3"""
147,T146,T146,Jason Kokrak,79,"9' 3""",1954.0829999999999,212,40,"2"""
148,T146,T146,Hunter Mahan,88,"9' 3""",1961.0829999999999,212,41,"2"""
149,T146,T146,Troy Matteson,100,"9' 3""",2410.0,260,40,"1"""
150,T146,T146,Carl Pettersson,92,"9' 3""",2656.417,288,37,"3"""
151,T146,T146,Kevin Stadler,85,"9' 3""",2113.75,229,58,"8"""
152,T153,T153,Jason Day,57,"9' 2""",1599.0,174,39,"3"""
153,T153,T153,Davis Love III,64,"9' 2""",1708.4170000000001,186,44,"3"""
154,T153,T153,Bill Lunde,83,"9' 2""",2102.083,229,46,"4"""
155,T153,T153,Sean O'Hair,84,"9' 2""",2473.0,271,37,"1"""
156,T153,T153,Cameron Tringale,88,"9' 2""",2346.583,257,52,"3"""
157,T158,T158,Charlie Beljan,61,"9' 1""",1304.583,144,59,"2"""
158,T158,T158,Kris Blanks,65,"9' 1""",1678.5829999999999,184,48,"1"""
159,T158,T158,Bud Cauley,99,"9' 1""",2764.583,304,41,"2"""
160,T158,T158,Chris Couch,61,"9' 1""",1646.6670000000001,181,42,"3"""
161,T158,T158,Ernie Els,80,"9' 1""",1873.9170000000001,206,46,"2"""
162,T158,T158,Rory Sabbatini,84,"9' 1""",2311.167,254,46,"2"""
163,T158,T158,Josh Teater,97,"9' 1""",2716.417,300,44,"2"""
164,T158,T158,Bo Van Pelt,84,"9' 1""",2342.333,257,39,"3"""
165,T166,T166,Daniel Chopra,55,"9' 0""",1280.917,142,37,"6"""
166,T166,T166,Harris English,98,"9' 0""",2659.833,295,50,"2"""
167,T166,T166,Martin Laird,77,"9' 0""",1879.4170000000001,208,50,"2"""
168,T166,T166,Marc Leishman,84,"9' 0""",2167.667,240,59,"3"""
169,T166,T166,Steve Stricker,73,"9' 0""",1938.25,216,51,"3"""
170,T171,T171,Rickie Fowler,84,"8' 11""",2057.833,230,52,"3"""
171,T171,T171,Richard Lee,71,"8' 11""",1787.5,200,54,"2"""
172,T171,T171,Scott Stallings,78,"8' 11""",1974.75,221,57,"1"""
173,T171,T171,Jimmy Walker,101,"8' 11""",2724.833,305,58,"2"""
174,T175,T175,Mathew Goggin,65,"8' 10""",1523.0,173,67,"4"""
175,T175,T175,Gary Woodland,70,"8' 10""",1533.1670000000001,174,47,"2"""
176,T177,T177,Kevin Na,80,"8' 9""",1952.4170000000001,223,46,"4"""
177,T177,T177,Heath Slocum,93,"8' 9""",2028.3329999999999,231,56,"1"""
178,179,179,Geoff Ogilvy,73,"8' 8""",1595.0829999999999,184,36,"3"""
179,T180,T180,K.J. Choi,71,"8' 7""",1565.4170000000001,182,39,"2"""
180,T180,T180,Graham DeLaet,79,"8' 7""",2032.8329999999999,236,46,"2"""
181,T182,T182,Kevin Streelman,89,"8' 6""",2166.917,255,33,"2"""
182,T182,T182,Kyle Thompson,51,"8' 6""",947.0830000000001,111,34,1
183,T184,T184,Aaron Baddeley,73,"8' 5""",1584.6670000000001,188,49,"3"""
184,T184,T184,Robert Karlsson,54,"8' 5""",1357.6670000000001,162,51,"3"""
185,T184,T184,Vijay Singh,99,"8' 5""",2393.25,284,58,"3"""
186,187,187,Charley Hoffman,88,"8' 4""",2139.417,257,48,"3"""
187,188,188,Kyle Stanley,86,"8' 2""",1933.25,237,40,"2"""
188,189,189,Ángel Cabrera,54,"8' 1""",925.9169999999999,115,36,"1"""
189,190,190,Bubba Watson,68,"7' 11""",1505.5,190,43,"2"""
190,191,191,Rory McIlroy,60,"7' 10""",1328.3329999999999,169,40,"2"""
