,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,Hunter Mahan,88,11.09,909,82
1,2,2,Bubba Watson,68,10.92,721,66
2,3,3,John Merrick,83,10.87,859,79
3,4,4,Camilo Villegas,79,10.84,835,77
4,5,5,Robert Allenby,76,10.83,823,76
5,6,6,Tim Herron,88,10.81,951,88
6,7,7,Lee Westwood,60,10.8,583,54
7,8,8,Kyle Stanley,86,10.76,904,84
8,9,9,Chad Campbell,84,10.75,903,84
9,10,10,Alexandre Rocha,62,10.72,622,58
10,T11,T11,Sean O'Hair,84,10.7,899,84
11,T11,T11,Louis Oosthuizen,65,10.7,674,63
12,T11,T11,Chez Reavie,83,10.7,888,83
13,T11,T11,D.J. Trahan,73,10.7,738,69
14,15,15,Charles Howell III,98,10.69,1048,98
15,16,16,Stewart Cink,71,10.63,712,67
16,T17,T17,Greg Owen,90,10.62,956,90
17,T17,T17,Scott Stallings,78,10.62,828,78
18,T19,T19,K.J. Choi,71,10.61,743,70
19,T19,T19,Harris English,98,10.61,1040,98
20,T19,T19,J.J. Henry,93,10.61,944,89
21,22,22,Jim Furyk,85,10.6,890,84
22,23,23,John Senden,81,10.59,826,78
23,24,24,Boo Weekley,74,10.57,740,70
24,T25,T25,Russell Knox,72,10.56,718,68
25,T25,T25,Jhonattan Vegas,77,10.56,813,77
26,27,27,Brendan Steele,77,10.53,769,73
27,28,28,John Mallinger,74,10.5,735,70
28,29,29,Kris Blanks,65,10.48,681,65
29,T30,T30,Tim Clark,60,10.47,628,60
30,T30,T30,Ernie Els,80,10.47,817,78
31,T30,T30,Jeff Maggert,83,10.47,869,83
32,T30,T30,John Rollins,81,10.47,806,77
33,T30,T30,Adam Scott,59,10.47,607,58
34,35,35,Bill Haas,79,10.46,816,78
35,T36,T36,Mathew Goggin,65,10.43,657,63
36,T36,T36,Justin Rose,69,10.43,709,68
37,T38,T38,D.A. Points,88,10.41,916,88
38,T38,T38,Steve Stricker,73,10.41,729,70
39,T40,T40,Jason Kokrak,79,10.37,778,75
40,T40,T40,Mark Wilson,84,10.37,809,78
41,42,42,Vijay Singh,99,10.36,1026,99
42,43,43,Billy Mayfair,90,10.35,890,86
43,T44,T44,Gary Christian,91,10.34,900,87
44,T44,T44,Davis Love III,64,10.34,662,64
45,T44,T44,Cameron Tringale,88,10.34,910,88
46,T44,T44,Johnson Wagner,88,10.34,910,88
47,T48,T48,Richard Lee,71,10.33,692,67
48,T48,T48,Graeme McDowell,55,10.33,558,54
49,T50,T50,David Hearn,95,10.31,979,95
50,T50,T50,Charley Hoffman,88,10.31,907,88
51,52,52,Nick O'Hern,78,10.3,762,74
52,T53,T53,Sergio Garcia,57,10.29,576,56
53,T53,T53,Heath Slocum,93,10.29,916,89
54,T53,T53,Gary Woodland,70,10.29,710,69
55,T56,T56,Ricky Barnes,92,10.28,905,88
56,T56,T56,Kevin Streelman,89,10.28,915,89
57,T58,T58,Cameron Beckman,81,10.27,791,77
58,T58,T58,Michael Bradley,63,10.27,647,63
59,T58,T58,John Huh,99,10.27,1017,99
60,T58,T58,Kyle Reifers,86,10.27,883,86
61,T62,T62,Trevor Immelman,76,10.26,780,76
62,T62,T62,Garth Mulroy,59,10.26,585,57
63,T64,T64,Stuart Appleby,75,10.25,728,71
64,T64,T64,Bryce Molder,83,10.25,810,79
65,T64,T64,Jimmy Walker,101,10.25,1035,101
66,67,67,Bobby Gates,87,10.24,870,85
67,68,68,Steve Wheatcroft,56,10.23,532,52
68,T69,T69,Daniel Summerhays,81,10.22,828,81
69,T69,T69,David Toms,60,10.22,593,58
70,71,71,Luke Donald,63,10.21,633,62
71,72,72,Robert Garrigus,89,10.2,908,89
72,73,73,Colt Knost,79,10.19,785,77
73,74,74,Will Claxton,99,10.18,1008,99
74,T75,T75,Roberto Castro,92,10.17,915,90
75,T75,T75,Rickie Fowler,84,10.17,844,83
76,T75,T75,Chris Stroud,86,10.17,875,86
77,T75,T75,Nick Watney,97,10.17,956,94
78,T79,T79,Brendon de Jonge,115,10.16,1168,115
79,T79,T79,Seung-Yul Noh,105,10.16,1026,101
80,T81,T81,Freddie Jacobson,61,10.15,609,60
81,T81,T81,Martin Laird,77,10.15,741,73
82,T81,T81,Kevin Stadler,85,10.15,822,81
83,84,84,Jason Bohn,81,10.14,781,77
84,T85,T85,John Daly,50,10.13,466,46
85,T85,T85,Charl Schwartzel,56,10.13,547,54
86,T85,T85,Josh Teater,97,10.13,942,93
87,T88,T88,Chris Couch,61,10.12,597,59
88,T88,T88,Marc Leishman,84,10.12,850,84
89,T88,T88,Kyle Thompson,51,10.12,496,49
90,91,91,Chris Kirk,93,10.11,900,89
91,T92,T92,Jonathan Byrd,69,10.1,687,68
92,T92,T92,Ben Curtis,62,10.1,626,62
93,T92,T92,Tom Pernice Jr.,62,10.1,586,58
94,T95,T95,Blake Adams,107,10.09,1080,107
95,T95,T95,Arjun Atwal,79,10.09,757,75
96,T95,T95,William McGirt,96,10.09,969,96
97,T95,T95,Tiger Woods,69,10.09,676,67
98,99,99,Rod Pampling,88,10.08,847,84
99,100,100,Webb Simpson,77,10.07,765,76
100,T101,T101,Bud Cauley,99,10.06,996,99
101,T101,T101,Jason Dufner,83,10.06,825,82
102,T101,T101,Bob Estes,78,10.06,785,78
103,T101,T101,Michael Thompson,80,10.06,805,80
104,105,105,Brandt Jobe,57,10.05,573,57
105,106,106,Scott Dunlap,57,10.04,532,53
106,T107,T107,Kevin Chappell,91,10.03,873,87
