,Putting_from_3-5_RANK THIS WEEK,Putting_from_3-5_RANK LAST WEEK,Putting_from_3-5_PLAYER NAME,Putting_from_3-5_ROUNDS,Putting_from_3-5_% MADE,Putting_from_3-5_ATTEMPTS,Putting_from_3-5_PUTTS MADE
0,T1,T1,Sergio Garcia,57,94.16,137,129
1,T1,T1,Ian Poulter,57,94.16,154,145
2,3,3,Louis Oosthuizen,65,93.6,172,161
3,4,4,Martin Laird,77,93.43,213,199
4,5,5,Jim Furyk,85,93.4,212,198
5,6,6,Geoff Ogilvy,73,93.09,217,202
6,7,7,Brian Gay,91,92.4,263,243
7,8,8,Bo Van Pelt,84,92.39,197,182
8,9,9,Greg Chalmers,88,92.34,235,217
9,10,10,David Hearn,95,92.29,363,335
10,11,11,Luke Donald,63,92.22,180,166
11,12,12,Tiger Woods,69,92.21,154,142
12,13,13,Phil Mickelson,79,91.57,249,228
13,14,14,Billy Hurley III,70,91.55,213,195
14,15,15,William McGirt,96,91.48,270,247
15,16,16,Richard Lee,71,91.47,211,193
16,17,17,Jason Day,57,91.3,161,147
17,18,18,John Huh,99,91.23,342,312
18,19,19,Matt Kuchar,86,91.2,250,228
19,20,20,Jimmy Walker,101,91.19,318,290
20,21,21,Brandt Snedeker,81,91.15,226,206
21,22,22,Jonas Blixt,72,91.06,235,214
22,23,23,Gavin Coles,72,90.91,187,170
23,24,24,Brendon Todd,78,90.87,252,229
24,25,25,Bud Cauley,99,90.55,328,297
25,26,26,Ryan Palmer,81,90.48,252,228
26,27,27,Keegan Bradley,90,90.31,258,233
27,28,28,Jeff Overton,101,90.23,348,314
28,29,29,Steve Wheatcroft,56,90.21,143,129
29,30,30,Nathan Green,73,90.19,214,193
30,31,31,Hunter Mahan,88,90.17,234,211
31,32,32,Michael Thompson,80,90.08,242,218
32,T33,T33,Seung-Yul Noh,105,90.04,271,244
33,T33,T33,Carl Pettersson,92,90.04,241,217
34,35,35,Cameron Tringale,88,90.03,301,271
35,36,36,Harris English,98,89.84,305,274
36,37,37,Y.E. Yang,64,89.7,165,148
37,38,38,Brandt Jobe,57,89.67,184,165
38,39,39,Charlie Wi,86,89.66,290,260
39,40,40,Tommy Biershenk,74,89.47,228,204
40,41,41,Edward Loar,59,89.44,142,127
41,T42,T42,Daniel Chopra,55,89.38,160,143
42,T42,T42,Rory Sabbatini,84,89.38,273,244
43,44,44,Ben Curtis,62,89.33,150,134
44,45,45,Ben Crane,73,89.3,243,217
