,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Aaron Baddeley,26.8,402,15
1,2,2,Jason Day,27.42,329,12
2,3,3,Hunter Haas,27.44,247,9
3,4,4,Jonas Blixt,27.5,385,14
4,5,5,Scott Piercy,27.74,527,19
5,6,6,Brandt Snedeker,27.89,502,18
6,7,7,Luke Donald,27.93,419,15
7,T8,T8,Matt Bettencourt,28.0,224,8
8,T8,T8,K.J. Choi,28.0,420,15
9,T8,T8,Erik Compton,28.0,364,13
10,T8,T8,Nick O'Hern,28.0,308,11
11,12,12,Padraig Harrington,28.07,393,14
12,13,13,Carl Pettersson,28.1,562,20
13,14,14,Ryuji Imada,28.11,253,9
14,15,15,Kevin Stadler,28.2,423,15
15,T16,T16,Kevin Kisner,28.25,226,8
16,T16,T16,Charl Schwartzel,28.25,339,12
17,18,18,Robert Karlsson,28.3,283,10
18,T19,T19,Bob Estes,28.31,453,16
19,T19,T19,Sergio Garcia,28.31,368,13
20,T21,T21,Daniel Chopra,28.33,170,6
21,T21,T21,John Daly,28.33,255,9
22,T21,T21,Patrick Sheehan,28.33,170,6
23,24,24,Kevin Na,28.35,482,17
24,T25,T25,Dicky Pride,28.4,284,10
25,T25,T25,Michael Thompson,28.4,426,15
26,27,27,Jeff Overton,28.43,597,21
27,28,28,Ben Curtis,28.45,313,11
28,29,29,Martin Flores,28.47,484,17
29,T30,T30,Rory McIlroy,28.5,342,12
30,T30,T30,Tom Pernice Jr.,28.5,171,6
31,T30,T30,Roland Thatcher,28.5,171,6
32,T30,T30,Charlie Wi,28.5,513,18
33,34,34,Brian Gay,28.56,457,16
34,35,35,Ben Crane,28.57,400,14
35,T36,T36,Robert Allenby,28.6,286,10
36,T36,T36,Matt Kuchar,28.6,572,20
37,T38,T38,Mark Anderson,28.64,315,11
38,T38,T38,Tim Clark,28.64,315,11
39,T38,T38,Chris DiMarco,28.64,315,11
40,T38,T38,Chris Stroud,28.64,401,14
41,42,42,Keegan Bradley,28.65,573,20
42,T43,T43,Scott Brown,28.67,172,6
43,T43,T43,Rory Sabbatini,28.67,344,12
44,45,45,Greg Chalmers,28.68,545,19
45,46,46,Marco Dawson,28.71,201,7
46,47,47,Sangmoon Bae,28.73,431,15
47,48,48,Bo Van Pelt,28.74,546,19
48,49,49,Tommy Biershenk,28.75,230,8
49,50,50,Geoff Ogilvy,28.76,489,17
50,51,51,Troy Kelly,28.78,259,9
51,52,52,Dustin Johnson,28.81,461,16
52,53,53,Nick Watney,28.82,634,22
53,T54,T54,John Mallinger,28.83,346,12
54,T54,T54,Y.E. Yang,28.83,346,12
55,T56,T56,John Huh,28.86,635,22
56,T56,T56,Billy Hurley III,28.86,202,7
57,T56,T56,Ian Poulter,28.86,404,14
58,59,59,Tiger Woods,28.87,433,15
59,60,60,Spencer Levin,28.88,462,16
60,61,61,Miguel Angel Carballo,28.89,260,9
61,T62,T62,Colt Knost,28.9,289,10
62,T62,T62,Danny Lee,28.9,289,10
63,T62,T62,Richard Lee,28.9,289,10
64,T65,T65,Bryce Molder,28.93,434,15
65,T65,T65,Bubba Watson,28.93,434,15
66,T67,T67,Charlie Beljan,29.0,203,7
67,T67,T67,Stewart Cink,29.0,377,13
68,T67,T67,Gavin Coles,29.0,319,11
69,T67,T67,Matt Every,29.0,406,14
70,T67,T67,Brian Harman,29.0,580,20
71,T67,T67,David Hearn,29.0,551,19
72,T67,T67,Zach Johnson,29.0,667,23
73,T67,T67,John Rollins,29.0,377,13
74,T75,T75,Chris Kirk,29.05,552,19
75,T75,T75,Seung-Yul Noh,29.05,639,22
76,77,77,Jhonattan Vegas,29.08,378,13
77,T78,T78,Davis Love III,29.09,320,11
78,T78,T78,David Toms,29.09,320,11
79,T80,T80,Bud Cauley,29.1,611,21
80,T80,T80,David Mathis,29.1,291,10
81,T82,T82,Charley Hoffman,29.13,437,15
82,T82,T82,Ryan Palmer,29.13,466,16
83,84,84,Jim Furyk,29.16,554,19
84,T85,T85,John Senden,29.17,525,18
85,T85,T85,Vaughn Taylor,29.17,350,12
86,T87,T87,Jonathan Byrd,29.21,409,14
87,T87,T87,Hunter Mahan,29.21,555,19
88,89,89,Pat Perez,29.22,526,18
89,T90,T90,Bill Haas,29.24,497,17
90,T90,T90,J.B. Holmes,29.24,497,17
91,T90,T90,Webb Simpson,29.24,497,17
92,93,93,Rickie Fowler,29.26,556,19
93,94,94,Jimmy Walker,29.27,644,22
94,95,95,Brendon Todd,29.29,205,7
95,T96,T96,Blake Adams,29.3,586,20
96,T96,T96,Arjun Atwal,29.3,293,10
97,T96,T96,Jason Kokrak,29.3,293,10
98,T96,T96,Rocco Mediate,29.3,293,10
99,100,100,Kevin Chappell,29.31,469,16
100,T101,T101,Chris Couch,29.33,264,9
101,T101,T101,Tom Gillis,29.33,440,15
102,T101,T101,Derek Lamely,29.33,176,6
103,T101,T101,Graeme McDowell,29.33,352,12
104,T101,T101,Phil Mickelson,29.33,528,18
105,106,106,Robert Garrigus,29.37,558,19
106,T107,T107,Gary Christian,29.38,470,16
107,T107,T107,William McGirt,29.38,470,16
108,T107,T107,Justin Rose,29.38,470,16
109,T110,T110,Graham DeLaet,29.4,441,15
110,T110,T110,Mark Wilson,29.4,441,15
111,112,112,Harris English,29.41,647,22
112,113,113,Sean O'Hair,29.42,559,19
113,T114,T114,Michael Bradley,29.43,206,7
114,T114,T114,Freddie Jacobson,29.43,412,14
115,T114,T114,Jerry Kelly,29.43,412,14
116,T117,T117,Brendon de Jonge,29.44,736,25
117,T117,T117,George McNeill,29.44,471,16
118,119,119,Ken Duke,29.48,619,21
119,T120,T120,Stuart Appleby,29.5,354,12
120,T120,T120,Tommy Gainey,29.5,472,16
121,T120,T120,Garth Mulroy,29.5,295,10
122,T120,T120,Josh Teater,29.5,531,18
123,T124,T124,Ricky Barnes,29.53,502,17
124,T124,T124,Steve Stricker,29.53,502,17
125,126,126,Daniel Summerhays,29.54,384,13
126,T127,T127,Matt Jones,29.57,207,7
127,T127,T127,Sung Kang,29.57,207,7
128,T127,T127,J.J. Killeen,29.57,414,14
129,130,130,"Ted Potter, Jr.",29.58,355,12
130,T131,T131,Jason Dufner,29.6,592,20
131,T131,T131,Martin Laird,29.6,444,15
132,T131,T131,Billy Mayfair,29.6,444,15
133,T131,T131,D.A. Points,29.6,444,15
134,135,135,Vijay Singh,29.61,681,23
135,T136,T136,Jason Bohn,29.64,326,11
136,T136,T136,Chad Campbell,29.64,415,14
137,T138,T138,Brian Davis,29.67,445,15
138,T138,T138,Nathan Green,29.67,356,12
139,T138,T138,Rod Pampling,29.67,445,15
140,T138,T138,Kyle Thompson,29.67,89,3
141,T142,T142,Troy Matteson,29.69,475,16
142,T142,T142,Lee Westwood,29.69,386,13
143,T144,T144,Jeff Maggert,29.71,416,14
144,T144,T144,Adam Scott,29.71,416,14
145,T146,T146,Ernie Els,29.72,535,18
146,T146,T146,Cameron Tringale,29.72,535,18
147,148,148,Heath Slocum,29.73,446,15
148,149,149,Brendan Steele,29.77,387,13
149,150,150,Brandt Jobe,29.78,268,9
150,T151,T151,Ángel Cabrera,29.83,179,6
151,T151,T151,Kevin Streelman,29.83,537,18
152,153,153,James Driscoll,29.85,388,13
153,154,154,Stephen Ames,29.86,209,7
154,155,155,Scott Stallings,29.92,359,12
155,T156,T156,Bobby Gates,29.93,419,14
156,T156,T156,J.J. Henry,29.93,449,15
157,T156,T156,Chez Reavie,29.93,449,15
158,159,159,Roberto Castro,29.94,539,18
159,T160,T160,Marc Leishman,29.95,569,19
160,T160,T160,Ryan Moore,29.95,599,20
161,T162,T162,Kris Blanks,30.0,270,9
162,T162,T162,Stephen Gangluff,30.0,90,3
163,T162,T162,Mathew Goggin,30.0,270,9
164,T162,T162,Tim Herron,30.0,480,16
165,T162,T162,Trevor Immelman,30.0,390,13
166,T162,T162,Ryo Ishikawa,30.0,240,8
167,168,168,Henrik Stenson,30.1,301,10
168,T169,T169,Harrison Frazar,30.14,211,7
169,T169,T169,Alexandre Rocha,30.14,211,7
170,T171,T171,Kyle Reifers,30.2,453,15
