,3-Putt_Avoidance_-_Round_2_RANK THIS WEEK,3-Putt_Avoidance_-_Round_2_RANK LAST WEEK,3-Putt_Avoidance_-_Round_2_PLAYER NAME,3-Putt_Avoidance_-_Round_2_%,3-Putt_Avoidance_-_Round_2_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_2_TOTAL HOLES
0,1,1,Sergio Garcia,0.37,1,270
1,2,2,Bob Estes,0.72,3,414
2,3,3,Daniel Chopra,1.11,4,360
3,4,4,George McNeill,1.16,5,432
4,T5,T5,Chris Couch,1.23,4,324
5,T5,T5,J.J. Henry,1.23,6,486
6,7,7,Jonas Blixt,1.32,5,378
7,8,8,Zach Johnson,1.39,6,432
8,9,9,Graeme McDowell,1.48,4,270
9,10,10,Jason Bohn,1.5,7,468
10,T11,T11,Webb Simpson,1.59,6,378
11,T11,T11,Brandt Snedeker,1.59,6,378
12,T11,T11,Henrik Stenson,1.59,4,252
13,T11,T11,Jimmy Walker,1.59,8,504
14,15,15,Seung-Yul Noh,1.65,8,486
15,T16,T16,Jim Furyk,1.69,7,414
16,T16,T16,Kevin Kisner,1.69,7,414
17,18,18,Ben Curtis,1.75,6,342
18,T19,T19,Greg Chalmers,1.85,8,432
19,T19,T19,Brandt Jobe,1.85,6,324
20,T19,T19,Charl Schwartzel,1.85,5,270
21,22,22,Bryce Molder,1.93,8,414
22,23,23,Patrick Sheehan,1.94,7,360
23,24,24,David Mathis,1.98,10,504
24,25,25,Chris Kirk,2.0,9,450
25,T26,T26,Russell Knox,2.02,8,396
26,T26,T26,Richard Lee,2.02,8,396
27,T26,T26,Bo Van Pelt,2.02,8,396
28,29,29,Brian Gay,2.06,10,486
29,30,30,Billy Horschel,2.08,6,288
30,31,31,Charles Howell III,2.11,11,522
31,T32,T32,Matt Kuchar,2.12,8,378
32,T32,T32,Rocco Mediate,2.12,8,378
33,T34,T34,Chris DiMarco,2.18,11,504
34,T34,T34,Jeff Overton,2.18,11,504
35,T36,T36,Matt Bettencourt,2.26,11,486
36,T36,T36,Chad Campbell,2.26,11,486
37,T36,T36,James Driscoll,2.26,11,486
38,T39,T39,Michael Bradley,2.27,9,396
39,T39,T39,Rickie Fowler,2.27,9,396
40,41,41,Carl Pettersson,2.35,11,468
41,T42,T42,Will Claxton,2.38,12,504
42,T42,T42,John Daly,2.38,6,252
43,T42,T42,Jason Dufner,2.38,9,378
