,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
61,T58,T58,Steve Stricker,73,0.77,52,4.0
62,T58,T58,Bubba Watson,68,0.77,52,4.0
63,T58,T58,Boo Weekley,74,0.77,39,3.0
64,T65,T65,Spencer Levin,81,0.75,53,4.0
65,T65,T65,Webb Simpson,77,0.75,40,3.0
66,T67,T67,Harrison Frazar,56,0.74,27,2.0
67,T67,T67,Robert Garrigus,89,0.74,68,5.0
68,T67,T67,David Hearn,95,0.74,81,6.0
69,T67,T67,Brendan Steele,77,0.74,54,4.0
70,T71,T71,Tommy Biershenk,74,0.73,55,4.0
71,T71,T71,Ryan Palmer,81,0.73,55,4.0
72,73,73,Chris DiMarco,83,0.72,69,5.0
73,T74,T74,Matt Kuchar,86,0.71,56,4.0
74,T74,T74,Josh Teater,97,0.71,70,5.0
75,T74,T74,David Toms,60,0.71,42,3.0
76,T77,T77,Miguel Angel Carballo,73,0.7,43,3.0
77,T77,T77,Pat Perez,81,0.7,71,5.0
78,T77,T77,Nick Watney,97,0.7,57,4.0
79,80,80,Chris Kirk,93,0.69,58,4.0
80,T81,T81,Louis Oosthuizen,65,0.68,59,4.0
81,T81,T81,Kyle Reifers,86,0.68,73,5.0
82,T81,T81,John Rollins,81,0.68,59,4.0
83,T81,T81,D.J. Trahan,73,0.68,59,4.0
84,T81,T81,Camilo Villegas,79,0.68,73,5.0
85,T86,T86,Stephen Gangluff,57,0.67,45,3.0
86,T86,T86,Hunter Mahan,88,0.67,60,4.0
87,T86,T86,David Mathis,83,0.67,60,4.0
88,T86,T86,Mark Wilson,84,0.67,60,4.0
89,T90,T90,Ken Duke,104,0.66,76,5.0
90,T90,T90,Tim Herron,88,0.66,91,6.0
91,T92,T92,Mark Anderson,75,0.65,62,4.0
92,T92,T92,Michael Bradley,63,0.65,62,4.0
93,T92,T92,K.J. Choi,71,0.65,46,3.0
94,95,95,Brian Davis,91,0.64,78,5.0
95,T96,T96,Erik Compton,81,0.63,63,4.0
96,T96,T96,Rickie Fowler,84,0.63,64,4.0
97,T96,T96,Patrick Sheehan,58,0.63,32,2.0
98,99,99,Rod Pampling,88,0.62,65,4.0
99,T100,T100,Sangmoon Bae,81,0.61,49,3.0
100,T100,T100,Kris Blanks,65,0.61,49,3.0
101,T100,T100,Chris Couch,61,0.61,33,2.0
102,T100,T100,Jeff Maggert,83,0.61,66,4.0
103,T100,T100,Troy Matteson,100,0.61,82,5.0
104,T100,T100,Geoff Ogilvy,73,0.61,33,2.0
105,T106,T106,Greg Chalmers,88,0.6,67,4.0
106,T106,T106,Gavin Coles,72,0.6,67,4.0
107,T108,T108,Trevor Immelman,76,0.57,53,3.0
108,T108,T108,Carl Pettersson,92,0.57,70,4.0
109,T110,T110,Ricky Barnes,92,0.56,71,4.0
110,T110,T110,Brian Gay,91,0.56,54,3.0
111,T112,T112,Billy Mayfair,90,0.55,55,3.0
112,T112,T112,John Merrick,83,0.55,73,4.0
113,T114,T114,Gary Christian,91,0.54,74,4.0
114,T114,T114,Harris English,98,0.54,92,5.0
115,T114,T114,J.B. Holmes,90,0.54,56,3.0
116,T114,T114,Jeff Overton,101,0.54,93,5.0
117,118,118,Rory Sabbatini,84,0.52,58,3.0
118,119,119,Matt Jones,53,0.51,39,2.0
119,T120,T120,Matt Bettencourt,80,0.5,40,2.0
120,T120,T120,Bo Van Pelt,84,0.5,60,3.0
121,T122,T122,Ernie Els,80,0.49,61,3.0
122,T122,T122,Kyle Stanley,86,0.49,61,3.0
123,T124,T124,Zach Johnson,95,0.48,63,3.0
124,T124,T124,Andres Romero,68,0.48,42,2.0
125,T126,T126,Luke Donald,63,0.47,43,2.0
126,T126,T126,Charley Hoffman,88,0.47,64,3.0
127,T128,T128,Robert Allenby,76,0.46,65,3.0
128,T128,T128,Cameron Beckman,81,0.46,65,3.0
129,T130,T130,James Driscoll,83,0.45,66,3.0
130,T130,T130,Garth Mulroy,59,0.45,44,2.0
131,T132,T132,Scott Dunlap,57,0.44,45,2.0
132,T132,T132,Davis Love III,64,0.44,45,2.0
133,T132,T132,Ryan Moore,89,0.44,68,3.0
134,T135,T135,J.J. Killeen,101,0.43,69,3.0
135,T135,T135,Kevin Kisner,69,0.43,47,2.0
136,T135,T135,Scott Piercy,95,0.43,69,3.0
137,T135,T135,Cameron Tringale,88,0.43,69,3.0
138,139,139,Bryce Molder,83,0.42,72,3.0
139,T140,T140,Jason Bohn,81,0.41,49,2.0
140,T140,T140,Jim Furyk,85,0.41,74,3.0
141,T140,T140,Billy Horschel,63,0.41,49,2.0
142,T140,T140,Alexandre Rocha,62,0.41,49,2.0
143,T144,T144,Stewart Cink,71,0.38,52,2.0
144,T144,T144,Justin Leonard,79,0.38,52,2.0
145,T144,T144,Bill Lunde,83,0.38,53,2.0
146,147,147,Freddie Jacobson,61,0.37,27,1.0
147,T148,T148,Jonas Blixt,72,0.36,56,2.0
148,T148,T148,Jhonattan Vegas,77,0.36,56,2.0
149,150,150,William McGirt,96,0.35,86,3.0
150,151,151,Marc Leishman,84,0.34,58,2.0
151,T152,T152,Roberto Castro,92,0.33,61,2.0
152,T152,T152,Daniel Chopra,55,0.33,30,1.0
153,T152,T152,Will Claxton,99,0.33,90,3.0
154,T152,T152,Ryuji Imada,78,0.33,61,2.0
155,T152,T152,Y.E. Yang,64,0.33,30,1.0
156,157,157,Martin Flores,95,0.32,62,2.0
157,158,158,Chez Reavie,83,0.31,65,2.0
158,T159,T159,Chad Campbell,84,0.3,67,2.0
159,T159,T159,Hunter Haas,69,0.3,33,1.0
160,T159,T159,Edward Loar,59,0.3,33,1.0
161,T159,T159,Jimmy Walker,101,0.3,67,2.0
162,T163,T163,Ryo Ishikawa,54,0.29,34,1.0
163,T163,T163,Heath Slocum,93,0.29,70,2.0
164,165,165,Charles Howell III,98,0.27,73,2.0
165,T166,T166,Dustin Johnson,70,0.26,39,1.0
166,T166,T166,Kevin Na,80,0.26,39,1.0
167,T168,T168,Blake Adams,107,0.24,83,2.0
168,T168,T168,Justin Rose,69,0.24,41,1.0
169,170,170,John Senden,81,0.23,43,1.0
170,171,171,Vaughn Taylor,81,0.22,45,1.0
171,T172,T172,Arjun Atwal,79,0.21,48,1.0
172,T172,T172,Jonathan Byrd,69,0.21,48,1.0
173,T172,T172,Nathan Green,73,0.21,47,1.0
174,T172,T172,Richard Lee,71,0.21,48,1.0
175,T172,T172,Tom Pernice Jr.,62,0.21,48,1.0
176,T177,T177,Scott Brown,65,0.2,50,1.0
177,T177,T177,Roland Thatcher,55,0.2,49,1.0
178,T179,T179,Bob Estes,78,0.19,53,1.0
179,T179,T179,Mathew Goggin,65,0.19,54,1.0
180,T179,T179,Scott Stallings,78,0.19,53,1.0
181,182,182,Gary Woodland,70,0.18,57,1.0
182,183,183,Matt Every,80,0.17,58,1.0
183,184,184,Kevin Streelman,89,0.14,70,1.0
184,T185,T185,Stuart Appleby,75,0.0,57,
185,T185,T185,Ángel Cabrera,54,0.0,29,
186,T185,T185,Sergio Garcia,57,0.0,35,
187,T185,T185,Sung Kang,75,0.0,47,
188,T185,T185,Rory McIlroy,60,0.0,37,
189,T185,T185,Nick O'Hern,78,0.0,62,
190,T185,T185,Dicky Pride,62,0.0,38,
