,Putting_from_4_RANK THIS WEEK,Putting_from_4_RANK LAST WEEK,Putting_from_4_PLAYER NAME,Putting_from_4_ROUNDS,Putting_from_4_% MADE,Putting_from_4_ATTEMPTS,Putting_from_4_PUTTS MADE
0,1,1,Jim Furyk,85,99.12,114,113
1,2,2,Charl Schwartzel,56,97.83,92,90
2,3,3,Ian Poulter,57,97.75,89,87
3,4,4,Zach Johnson,95,97.2,143,139
4,5,5,Sergio Garcia,57,97.1,69,67
5,6,6,Richard Lee,71,96.83,126,122
6,7,7,Michael Thompson,80,96.77,155,150
7,8,8,Greg Chalmers,88,96.5,143,138
8,T9,T9,Ryan Moore,89,96.15,156,150
9,T9,T9,Geoff Ogilvy,73,96.15,130,125
10,11,11,Bryce Molder,83,96.12,129,124
11,12,12,Carl Pettersson,92,95.86,145,139
12,13,13,David Hearn,95,95.85,217,208
13,T14,T14,Luke Donald,63,95.8,119,114
14,T14,T14,Derek Lamely,64,95.8,119,114
15,16,16,Blake Adams,107,95.79,190,182
16,17,17,John Huh,99,95.77,189,181
17,18,18,Ben Curtis,62,95.74,94,90
18,19,19,Brian Gay,91,95.36,151,144
19,20,20,William McGirt,96,95.27,169,161
20,21,21,Brandt Snedeker,81,95.17,145,138
21,22,22,Bill Haas,79,95.15,103,98
22,23,23,Bo Van Pelt,84,95.12,123,117
23,24,24,Jimmy Walker,101,95.11,184,175
24,25,25,Ryan Palmer,81,95.07,142,135
25,26,26,Martin Flores,95,95.03,161,153
26,27,27,Scott Stallings,78,94.9,157,149
27,28,28,Steve Wheatcroft,56,94.87,78,74
28,29,29,Daniel Chopra,55,94.79,96,91
29,30,30,Martin Laird,77,94.74,133,126
30,31,31,Will Claxton,99,94.64,168,159
31,32,32,Dustin Johnson,70,94.55,110,104
32,T33,T33,Jonas Blixt,72,94.44,144,136
33,T33,T33,Ryo Ishikawa,54,94.44,72,68
34,35,35,Rickie Fowler,84,94.41,161,152
35,36,36,Rory Sabbatini,84,94.38,160,151
36,T37,T37,Aaron Baddeley,73,94.31,123,116
37,T37,T37,Jeff Overton,101,94.31,211,199
38,T39,T39,Keegan Bradley,90,94.27,157,148
39,T39,T39,Cameron Tringale,88,94.27,192,181
40,41,41,Billy Hurley III,70,94.12,119,112
41,T42,T42,Kevin Na,80,94.07,135,127
42,T42,T42,Johnson Wagner,88,94.07,135,127
43,44,44,Bubba Watson,68,94.0,100,94
44,45,45,Colt Knost,79,93.97,116,109
45,T46,T46,Charlie Beljan,61,93.94,99,93
46,T46,T46,Seung-Yul Noh,105,93.94,165,155
47,48,48,Hunter Mahan,88,93.88,147,138
48,49,49,Chris Stroud,86,93.83,162,152
49,50,50,Billy Horschel,63,93.64,110,103
50,51,51,Brandt Jobe,57,93.52,108,101
51,52,52,Brendon Todd,78,93.33,150,140
52,53,53,Erik Compton,81,93.23,133,124
53,54,54,Bud Cauley,99,93.19,191,178
54,55,55,Nathan Green,73,93.18,132,123
55,56,56,Vijay Singh,99,93.17,161,150
56,57,57,Tommy Biershenk,74,93.15,146,136
57,58,58,Jason Day,57,93.14,102,95
58,T59,T59,Harris English,98,93.1,174,162
59,T59,T59,Webb Simpson,77,93.1,145,135
60,T59,T59,Brendan Steele,77,93.1,145,135
61,62,62,Tom Pernice Jr.,62,92.97,128,119
62,T63,T63,James Driscoll,83,92.86,154,143
63,T63,T63,Freddie Jacobson,61,92.86,84,78
64,65,65,Marc Leishman,84,92.76,152,141
65,66,66,Daniel Summerhays,81,92.75,138,128
66,67,67,Brendon de Jonge,115,92.64,163,151
67,68,68,Brian Harman,101,92.61,176,163
68,69,69,Matt Every,80,92.57,148,137
69,70,70,Alexandre Rocha,62,92.45,106,98
70,71,71,Nick Watney,97,92.43,185,171
71,72,72,Jhonattan Vegas,77,92.42,132,122
72,T73,T73,John Daly,50,92.41,79,73
73,T73,T73,Tommy Gainey,98,92.41,224,207
74,75,75,Jason Dufner,83,92.37,118,109
75,T76,T76,Rocco Mediate,70,92.31,117,108
76,T76,T76,John Senden,81,92.31,104,96
77,T76,T76,Steve Stricker,73,92.31,117,108
78,79,79,Tim Herron,88,92.26,168,155
79,80,80,Gary Woodland,70,92.25,129,119
80,T81,T81,J.B. Holmes,90,92.22,167,154
81,T81,T81,Kevin Streelman,89,92.22,180,166
82,83,83,Spencer Levin,81,92.19,128,118
83,84,84,Phil Mickelson,79,92.16,153,141
84,85,85,Kevin Kisner,69,92.04,113,104
85,86,86,Gary Christian,91,92.03,138,127
86,T87,T87,Ernie Els,80,92.0,125,115
87,T87,T87,Roland Thatcher,55,92.0,100,92
88,89,89,Gavin Coles,72,91.96,112,103
89,90,90,Jonathan Byrd,69,91.89,111,102
90,91,91,Robert Karlsson,54,91.86,86,79
91,92,92,Tim Clark,60,91.82,110,101
92,93,93,Ken Duke,104,91.8,183,168
93,94,94,Ben Crane,73,91.79,134,123
94,95,95,Matt Kuchar,86,91.77,158,145
95,96,96,Louis Oosthuizen,65,91.75,97,89
96,T97,T97,Arjun Atwal,79,91.72,145,133
97,T97,T97,Matt Bettencourt,80,91.72,157,144
98,T97,T97,Tom Gillis,75,91.72,145,133
99,T97,T97,Kyle Reifers,86,91.72,157,144
100,101,101,Vaughn Taylor,81,91.6,119,109
101,102,102,Davis Love III,64,91.43,105,96
102,103,103,Justin Rose,69,91.38,116,106
103,104,104,Rod Pampling,88,91.37,139,127
104,105,105,D.A. Points,88,91.35,185,169
105,T106,T106,Harrison Frazar,56,91.26,103,94
106,T106,T106,Charlie Wi,86,91.26,183,167
107,108,108,Edward Loar,59,91.21,91,83
108,109,109,Y.E. Yang,64,91.18,102,93
109,110,110,Andres Romero,68,91.03,145,132
110,111,111,Chris Kirk,93,91.01,189,172
111,112,112,J.J. Henry,93,90.97,144,131
112,113,113,Bill Lunde,83,90.96,166,151
113,T114,T114,Miguel Angel Carballo,73,90.91,154,140
114,T114,T114,Russell Knox,72,90.91,110,100
115,T114,T114,Tiger Woods,69,90.91,88,80
116,117,117,John Mallinger,74,90.84,131,119
117,118,118,Stuart Appleby,75,90.76,119,108
118,119,119,Lee Westwood,60,90.59,85,77
119,T120,T120,Ángel Cabrera,54,90.54,74,67
120,T120,T120,Brian Davis,91,90.54,148,134
121,122,122,Justin Leonard,79,90.51,137,124
122,T123,T123,Scott Piercy,95,90.48,168,152
123,T123,T123,Chez Reavie,83,90.48,126,114
124,125,125,Mark Wilson,84,90.44,136,123
125,126,126,Garth Mulroy,59,90.38,104,94
126,T127,T127,Jerry Kelly,84,90.3,165,149
127,T127,T127,J.J. Killeen,101,90.3,165,149
128,129,129,Mathew Goggin,65,90.27,113,102
129,130,130,Pat Perez,81,90.24,164,148
130,131,131,John Merrick,83,90.21,143,129
