,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Ben Crane,73,13.4,373,50
1,2,2,Webb Simpson,77,11.08,352,39
2,3,3,Brandt Snedeker,81,10.85,378,41
3,4,4,Jason Dufner,83,10.81,370,40
4,5,5,Troy Kelly,68,10.54,313,33
5,6,6,Brian Harman,101,10.18,501,51
6,7,7,Phil Mickelson,79,10.12,336,34
7,8,8,Adam Scott,59,10.0,260,26
8,9,9,Tiger Woods,69,9.89,283,28
9,10,10,Derek Lamely,64,9.75,359,35
10,11,11,Ken Duke,104,9.69,516,50
11,12,12,J.J. Killeen,101,9.67,455,44
12,13,13,Danny Lee,74,9.58,334,32
13,14,14,Tommy Gainey,98,9.54,524,50
14,15,15,James Driscoll,83,9.28,431,40
15,T16,T16,Tim Clark,60,9.19,272,25
16,T16,T16,Matt Kuchar,86,9.19,370,34
17,18,18,Jonathan Byrd,69,9.15,328,30
18,19,19,Charlie Wi,86,9.05,420,38
19,20,20,Martin Flores,95,8.95,514,46
20,21,21,Jonas Blixt,72,8.92,370,33
21,T22,T22,Billy Horschel,63,8.91,303,27
22,T22,T22,William McGirt,96,8.91,505,45
23,24,24,George McNeill,85,8.83,419,37
24,T25,T25,Gavin Coles,72,8.81,352,31
25,T25,T25,Brendon de Jonge,115,8.81,624,55
26,27,27,Louis Oosthuizen,65,8.79,307,27
27,28,28,Henrik Stenson,51,8.78,262,23
28,29,29,Scott Piercy,95,8.7,506,44
29,30,30,J.B. Holmes,90,8.66,462,40
30,31,31,Michael Bradley,63,8.64,359,31
31,32,32,Graeme McDowell,55,8.57,210,18
32,33,33,Stewart Cink,71,8.55,351,30
33,T34,T34,John Daly,50,8.42,202,17
34,T34,T34,D.A. Points,88,8.42,475,40
35,T34,T34,Brendon Todd,78,8.42,368,31
36,37,37,Freddie Jacobson,61,8.4,238,20
37,38,38,Chris DiMarco,83,8.38,382,32
38,T39,T39,Keegan Bradley,90,8.37,442,37
39,T39,T39,Michael Thompson,80,8.37,406,34
40,41,41,Harrison Frazar,56,8.33,264,22
41,42,42,Brian Davis,91,8.27,423,35
42,43,43,Kevin Kisner,69,8.25,303,25
43,T44,T44,Sean O'Hair,84,8.18,477,39
44,T44,T44,Justin Rose,69,8.18,318,26
45,T46,T46,Dicky Pride,62,8.13,283,23
46,T46,T46,Camilo Villegas,79,8.13,455,37
47,48,48,Zach Johnson,95,8.1,395,32
48,49,49,Cameron Beckman,81,8.07,409,33
49,T50,T50,Ben Curtis,62,8.05,298,24
50,T50,T50,John Mallinger,74,8.05,385,31
51,52,52,Chris Couch,61,7.97,301,24
52,T53,T53,John Huh,99,7.96,515,41
53,T53,T53,Bryce Molder,83,7.96,427,34
54,55,55,Mark Anderson,75,7.95,390,31
55,56,56,Jeff Overton,101,7.92,530,42
