,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
0,1,1,Ben Crane,23,59
1,2,2,Brandt Snedeker,22,57
2,3,3,Derek Lamely,25,56
3,4,4,Phil Mickelson,22,55
4,T5,T5,Jonas Blixt,21,54
5,T5,T5,Martin Flores,30,54
6,T5,T5,Tommy Gainey,32,54
7,T5,T5,Henrik Stenson,15,54
8,T5,T5,Michael Thompson,25,54
9,T10,T10,Keegan Bradley,25,53
10,T10,T10,John Daly,15,53
11,T10,T10,Brian Davis,29,53
12,T10,T10,Jason Day,17,53
13,T10,T10,Luke Donald,17,53
14,T10,T10,James Driscoll,27,53
15,T10,T10,Ken Duke,30,53
16,T10,T10,Danny Lee,26,53
17,T10,T10,Andres Romero,22,53
18,T10,T10,Adam Scott,16,53
19,T10,T10,Webb Simpson,22,53
20,T10,T10,Brendon Todd,29,53
21,T10,T10,Johnson Wagner,27,53
22,T10,T10,Nick Watney,26,53
23,T24,T24,Cameron Beckman,26,52
24,T24,T24,Tommy Biershenk,27,52
25,T24,T24,Jonathan Byrd,21,52
26,T24,T24,Gavin Coles,23,52
27,T24,T24,Ben Curtis,19,52
28,T24,T24,Jason Dufner,22,52
29,T24,T24,Harrison Frazar,20,52
30,T24,T24,Robert Garrigus,26,52
31,T24,T24,Nathan Green,22,52
32,T24,T24,David Hearn,28,52
33,T24,T24,John Huh,28,52
34,T24,T24,Ryuji Imada,28,52
35,T24,T24,Zach Johnson,25,52
36,T24,T24,Matt Kuchar,22,52
37,T24,T24,Bryce Molder,25,52
38,T24,T24,Ryan Moore,24,52
39,T24,T24,Louis Oosthuizen,19,52
40,T24,T24,Jeff Overton,29,52
41,T24,T24,Ryan Palmer,24,52
42,T24,T24,"Ted Potter, Jr.",25,52
43,T24,T24,Ian Poulter,15,52
44,T24,T24,Bo Van Pelt,24,52
45,T24,T24,Charlie Wi,25,52
46,T24,T24,Tiger Woods,19,52
47,T48,T48,Tim Clark,20,51
48,T48,T48,Matt Every,25,51
49,T48,T48,Sergio Garcia,16,51
50,T48,T48,Tom Gillis,23,51
51,T48,T48,Brian Harman,30,51
52,T48,T48,Troy Kelly,23,51
53,T48,T48,Kevin Kisner,24,51
54,T48,T48,Martin Laird,22,51
55,T48,T48,Edward Loar,23,51
56,T48,T48,Graeme McDowell,16,51
57,T48,T48,William McGirt,30,51
58,T48,T48,Pat Perez,23,51
59,T48,T48,Scott Piercy,28,51
60,T48,T48,Dicky Pride,19,51
61,T48,T48,Justin Rose,19,51
62,T48,T48,Charl Schwartzel,16,51
63,T48,T48,Cameron Tringale,26,51
64,T48,T48,Jhonattan Vegas,25,51
65,T48,T48,Lee Westwood,15,51
66,T48,T48,Y.E. Yang,20,51
67,T68,T68,Blake Adams,32,50
68,T68,T68,Mark Anderson,25,50
69,T68,T68,Aaron Baddeley,22,50
70,T68,T68,Sangmoon Bae,25,50
71,T68,T68,Charlie Beljan,22,50
72,T68,T68,Michael Bradley,23,50
73,T68,T68,Miguel Angel Carballo,25,50
74,T68,T68,Greg Chalmers,25,50
75,T68,T68,Kevin Chappell,29,50
76,T68,T68,Gary Christian,28,50
77,T68,T68,Erik Compton,26,50
78,T68,T68,Chris Couch,21,50
79,T68,T68,Brendon de Jonge,31,50
80,T68,T68,Brian Gay,28,50
81,T68,T68,J.B. Holmes,25,50
82,T68,T68,Billy Hurley III,27,50
83,T68,T68,Brandt Jobe,18,50
84,T68,T68,Dustin Johnson,19,50
85,T68,T68,Sung Kang,30,50
86,T68,T68,Richard Lee,24,50
87,T68,T68,Jeff Maggert,27,50
88,T68,T68,David Mathis,29,50
89,T68,T68,Billy Mayfair,28,50
90,T68,T68,George McNeill,25,50
91,T68,T68,Seung-Yul Noh,28,50
92,T68,T68,D.A. Points,29,50
93,T68,T68,Chris Stroud,28,50
94,T68,T68,Steve Wheatcroft,22,50
95,T96,T96,Matt Bettencourt,31,49
96,T96,T96,Jason Bohn,28,49
97,T96,T96,Roberto Castro,27,49
98,T96,T96,Daniel Chopra,21,49
99,T96,T96,Stewart Cink,22,49
100,T96,T96,Will Claxton,28,49
101,T96,T96,Harris English,27,49
102,T96,T96,Rickie Fowler,23,49
103,T96,T96,Billy Horschel,17,49
104,T96,T96,Charles Howell III,29,49
105,T96,T96,Ryo Ishikawa,18,49
106,T96,T96,Jerry Kelly,26,49
107,T96,T96,Chris Kirk,27,49
108,T96,T96,Colt Knost,29,49
109,T96,T96,Russell Knox,23,49
110,T96,T96,Spencer Levin,26,49
111,T96,T96,Troy Matteson,32,49
112,T96,T96,Rory McIlroy,16,49
113,T96,T96,Garth Mulroy,20,49
114,T96,T96,Kevin Na,25,49
115,T96,T96,Sean O'Hair,24,49
116,T96,T96,Geoff Ogilvy,20,49
117,T96,T96,Rod Pampling,26,49
118,T96,T96,Carl Pettersson,26,49
119,T96,T96,Kyle Reifers,27,49
120,T96,T96,Alexandre Rocha,21,49
121,T96,T96,John Rollins,26,49
122,T96,T96,Rory Sabbatini,29,49
123,T96,T96,John Senden,22,49
124,T96,T96,Scott Stallings,27,49
125,T96,T96,Brendan Steele,24,49
126,T96,T96,Steve Stricker,19,49
127,T96,T96,Vaughn Taylor,26,49
128,T96,T96,Camilo Villegas,25,49
129,T96,T96,Jimmy Walker,28,49
130,T131,T131,Robert Allenby,27,48
131,T131,T131,Stephen Ames,20,48
132,T131,T131,Arjun Atwal,27,48
133,T131,T131,Scott Brown,24,48
134,T131,T131,Bud Cauley,28,48
135,T131,T131,Graham DeLaet,23,48
136,T131,T131,Jim Furyk,24,48
137,T131,T131,Bill Haas,23,48
138,T131,T131,Padraig Harrington,18,48
139,T131,T131,Trevor Immelman,24,48
140,T131,T131,Freddie Jacobson,17,48
141,T131,T131,Matt Jones,19,48
142,T131,T131,Robert Karlsson,17,48
143,T131,T131,J.J. Killeen,33,48
144,T131,T131,Jason Kokrak,27,48
145,T131,T131,Davis Love III,20,48
146,T131,T131,Bill Lunde,25,48
147,T131,T131,Hunter Mahan,23,48
148,T131,T131,John Mallinger,25,48
149,T131,T131,John Merrick,26,48
150,T131,T131,Greg Owen,27,48
151,T131,T131,Patrick Sheehan,21,48
152,T131,T131,Daniel Summerhays,26,48
153,T131,T131,Josh Teater,30,48
154,T131,T131,Roland Thatcher,21,48
155,T131,T131,David Toms,19,48
156,T157,T157,Stuart Appleby,24,47
157,T157,T157,Ricky Barnes,28,47
158,T157,T157,Kris Blanks,23,47
159,T157,T157,Chad Campbell,27,47
160,T157,T157,Chris DiMarco,29,47
161,T157,T157,Bob Estes,23,47
162,T157,T157,Stephen Gangluff,23,47
163,T157,T157,Bobby Gates,29,47
164,T157,T157,Mathew Goggin,23,47
165,T157,T157,Tim Herron,27,47
166,T157,T157,Rocco Mediate,23,47
167,T157,T157,Tom Pernice Jr.,23,47
168,T157,T157,Vijay Singh,27,47
169,T157,T157,D.J. Trahan,27,47
170,T157,T157,Mark Wilson,25,47
171,T157,T157,Gary Woodland,22,47
172,T173,T173,Marco Dawson,22,46
173,T173,T173,Ernie Els,22,46
174,T173,T173,Hunter Haas,24,46
175,T173,T173,Charley Hoffman,27,46
176,T173,T173,Justin Leonard,26,46
177,T173,T173,Nick O'Hern,26,46
178,T173,T173,Chez Reavie,26,46
179,T173,T173,Kevin Streelman,26,46
180,T173,T173,Bubba Watson,19,46
181,T173,T173,Boo Weekley,25,46
182,T183,T183,Ángel Cabrera,20,45
183,T183,T183,K.J. Choi,21,45
184,T183,T183,Scott Dunlap,20,45
185,T183,T183,J.J. Henry,28,45
186,T183,T183,Marc Leishman,23,45
187,T183,T183,Heath Slocum,29,45
188,T183,T183,Kevin Stadler,25,45
189,T190,T190,Kyle Stanley,27,44
190,T190,T190,Kyle Thompson,22,44
