,Putting_from_5_RANK THIS WEEK,Putting_from_5_RANK LAST WEEK,Putting_from_5_PLAYER NAME,Putting_from_5_ROUNDS,Putting_from_5_% MADE,Putting_from_5_ATTEMPTS,Putting_from_5_PUTTS MADE
0,1,1,Louis Oosthuizen,65,96.0,75,72
1,2,2,Tiger Woods,69,93.94,66,62
2,3,3,Martin Laird,77,91.25,80,73
3,4,4,Sergio Garcia,57,91.18,68,62
4,5,5,Phil Mickelson,79,90.63,96,87
5,6,6,Matt Kuchar,86,90.22,92,83
6,7,7,Graham DeLaet,79,89.41,85,76
7,8,8,Gavin Coles,72,89.33,75,67
8,9,9,Ian Poulter,57,89.23,65,58
9,10,10,Stewart Cink,71,89.19,74,66
10,11,11,Geoff Ogilvy,73,88.51,87,77
11,12,12,Brian Gay,91,88.39,112,99
12,13,13,Billy Hurley III,70,88.3,94,83
13,14,14,Jason Day,57,88.14,59,52
14,15,15,Bo Van Pelt,84,87.84,74,65
15,16,16,Y.E. Yang,64,87.3,63,55
16,17,17,Brendon Todd,78,87.25,102,89
17,18,18,Roberto Castro,92,87.18,117,102
18,19,19,David Hearn,95,86.99,146,127
19,20,20,Charlie Wi,86,86.92,107,93
20,21,21,Bud Cauley,99,86.86,137,119
21,22,22,Dicky Pride,62,86.76,68,59
22,23,23,Jim Furyk,85,86.73,98,85
23,24,24,Sean O'Hair,84,86.36,110,95
24,25,25,Edward Loar,59,86.27,51,44
25,26,26,Ben Crane,73,86.24,109,94
26,27,27,Greg Chalmers,88,85.87,92,79
27,28,28,Jimmy Walker,101,85.82,134,115
28,29,29,Jonas Blixt,72,85.71,91,78
29,30,30,John Huh,99,85.62,153,131
30,31,31,Tom Gillis,75,85.57,97,83
31,32,32,Harris English,98,85.5,131,112
32,33,33,Nathan Green,73,85.37,82,70
33,34,34,Pat Perez,81,85.29,102,87
34,35,35,Luke Donald,63,85.25,61,52
35,36,36,William McGirt,96,85.15,101,86
36,37,37,Matt Bettencourt,80,85.11,94,80
37,38,38,Jerry Kelly,84,84.95,93,79
38,39,39,Stuart Appleby,75,84.78,92,78
39,40,40,Steve Wheatcroft,56,84.62,65,55
40,41,41,Ryan Palmer,81,84.55,110,93
41,42,42,John Rollins,81,84.47,103,87
42,43,43,Ryuji Imada,78,84.34,83,70
43,44,44,Brandt Jobe,57,84.21,76,64
44,45,45,Keegan Bradley,90,84.16,101,85
45,46,46,Seung-Yul Noh,105,83.96,106,89
46,47,47,Brandt Snedeker,81,83.95,81,68
47,48,48,Jeff Overton,101,83.94,137,115
48,49,49,Ángel Cabrera,54,83.93,56,47
49,50,50,Hunter Mahan,88,83.91,87,73
50,51,51,Richard Lee,71,83.53,85,71
51,52,52,Chris Kirk,93,83.49,109,91
52,53,53,J.B. Holmes,90,83.47,121,101
53,T54,T54,Sangmoon Bae,81,83.33,84,70
54,T54,T54,Marco Dawson,60,83.33,48,40
55,T54,T54,James Driscoll,83,83.33,102,85
56,T54,T54,Jeff Maggert,83,83.33,102,85
57,T54,T54,George McNeill,85,83.33,108,90
58,59,59,"Ted Potter, Jr.",77,83.15,89,74
59,60,60,Russell Knox,72,83.1,71,59
60,61,61,David Mathis,83,83.02,106,88
61,62,62,Nick Watney,97,82.98,94,78
62,63,63,Tommy Biershenk,74,82.93,82,68
63,64,64,Cameron Beckman,81,82.71,133,110
64,65,65,Kyle Reifers,86,82.69,104,86
65,66,66,Tommy Gainey,98,82.64,144,119
66,67,67,Cameron Tringale,88,82.57,109,90
67,68,68,Tim Clark,60,82.54,63,52
68,T69,T69,Ryo Ishikawa,54,82.46,57,47
69,T69,T69,Rory McIlroy,60,82.46,57,47
70,T71,T71,Bobby Gates,87,82.3,113,93
71,T71,T71,Rory Sabbatini,84,82.3,113,93
72,73,73,Justin Rose,69,82.28,79,65
73,T74,T74,Steve Stricker,73,82.26,62,51
74,T74,T74,David Toms,60,82.26,62,51
75,76,76,Johnson Wagner,88,82.18,101,83
76,77,77,Trevor Immelman,76,82.14,84,69
77,78,78,Brian Davis,91,81.75,126,103
78,79,79,Kyle Stanley,86,81.65,109,89
79,80,80,Jhonattan Vegas,77,81.63,98,80
80,T81,T81,Jason Bohn,81,81.61,87,71
81,T81,T81,Jonathan Byrd,69,81.61,87,71
82,83,83,Rocco Mediate,70,81.58,76,62
83,84,84,John Daly,50,81.48,54,44
84,85,85,Ken Duke,104,81.43,140,114
