,Total_1_Putts_-_20-25_RANK THIS WEEK,Total_1_Putts_-_20-25_RANK LAST WEEK,Total_1_Putts_-_20-25_PLAYER NAME,Total_1_Putts_-_20-25_ROUNDS,Total_1_Putts_-_20-25_TOTAL,Total_1_Putts_-_20-25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_20-25_PCT OF ALL 1-PUTTS
0,T1,T1,Tommy Gainey,98,27,653,4.1
1,T1,T1,Scott Piercy,95,27,623,4.3
2,3,3,J.J. Killeen,101,26,629,4.1
3,T4,T4,Ken Duke,104,25,679,3.7
4,T4,T4,William McGirt,96,25,536,4.7
5,6,6,Martin Flores,95,24,581,4.1
6,T7,T7,Brendon de Jonge,115,22,691,3.2
7,T7,T7,Brian Harman,101,22,638,3.4
8,9,9,Ben Crane,73,21,464,4.5
9,T10,T10,Ryan Moore,89,20,577,3.5
10,T10,T10,Jimmy Walker,101,20,630,3.2
11,T12,T12,Cameron Beckman,81,17,466,3.6
12,T12,T12,Stewart Cink,71,17,361,4.7
13,T12,T12,James Driscoll,83,17,512,3.3
14,T12,T12,Matt Kuchar,86,17,504,3.4
15,T12,T12,George McNeill,85,17,510,3.3
16,T12,T12,Bryce Molder,83,17,508,3.3
17,T12,T12,Jeff Overton,101,17,695,2.4
18,T12,T12,Charlie Wi,86,17,536,3.2
19,T20,T20,Ricky Barnes,92,16,536,3.0
20,T20,T20,Brian Davis,91,16,600,2.7
21,T20,T20,Chris DiMarco,83,16,524,3.1
22,T20,T20,David Hearn,95,16,607,2.6
23,T20,T20,J.B. Holmes,90,16,562,2.8
24,T20,T20,Webb Simpson,77,16,486,3.3
25,T20,T20,Kevin Streelman,89,16,529,3.0
26,T27,T27,Jason Dufner,83,15,466,3.2
27,T27,T27,Chris Kirk,93,15,590,2.5
28,T27,T27,Hunter Mahan,88,15,408,3.7
29,T27,T27,Sean O'Hair,84,15,484,3.1
30,T27,T27,Nick O'Hern,78,15,467,3.2
31,T27,T27,D.A. Points,88,15,537,2.8
32,T27,T27,Vijay Singh,99,15,549,2.7
33,T27,T27,Brandt Snedeker,81,15,513,2.9
34,T27,T27,Bo Van Pelt,84,15,491,3.1
35,T36,T36,Chad Campbell,84,14,464,3.0
36,T36,T36,Gary Christian,91,14,492,2.8
37,T36,T36,Tom Gillis,75,14,510,2.7
38,T36,T36,John Huh,99,14,594,2.4
39,T36,T36,Troy Kelly,68,14,352,4.0
40,T36,T36,Spencer Levin,81,14,487,2.9
41,T36,T36,Jeff Maggert,83,14,527,2.7
42,T36,T36,John Mallinger,74,14,428,3.3
43,T36,T36,Kevin Na,80,14,489,2.9
44,T36,T36,Ryan Palmer,81,14,529,2.6
45,T36,T36,Chez Reavie,83,14,430,3.3
46,T36,T36,Kyle Reifers,86,14,470,3.0
47,T36,T36,Kyle Stanley,86,14,451,3.1
48,T36,T36,Johnson Wagner,88,14,511,2.7
49,T36,T36,Tiger Woods,69,14,347,4.0
50,T51,T51,Tommy Biershenk,74,13,421,3.1
51,T51,T51,Keegan Bradley,90,13,515,2.5
52,T51,T51,Chris Couch,61,13,393,3.3
53,T51,T51,Charles Howell III,98,13,503,2.6
54,T51,T51,Ryuji Imada,78,13,513,2.5
55,T51,T51,Colt Knost,79,13,469,2.8
56,T51,T51,Billy Mayfair,90,13,531,2.4
