,3-Putt_Avoidance_-_Inside_5_RANK THIS WEEK,3-Putt_Avoidance_-_Inside_5_RANK LAST WEEK,3-Putt_Avoidance_-_Inside_5_PLAYER NAME,3-Putt_Avoidance_-_Inside_5_ROUNDS,3-Putt_Avoidance_-_Inside_5_%,3-Putt_Avoidance_-_Inside_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Inside_5_ATTEMPTS,3-Putt_Avoidance_-_Inside_5_2 PUTT OR BETTER %
0,T1,T1,Stephen Ames,54,0.0,,135,100.0
1,T1,T1,Stuart Appleby,75,0.0,,257,100.0
2,T1,T1,Aaron Baddeley,73,0.0,,244,100.0
3,T1,T1,Sangmoon Bae,81,0.0,,216,100.0
4,T1,T1,Cameron Beckman,81,0.0,,240,100.0
5,T1,T1,Charlie Beljan,61,0.0,,146,100.0
6,T1,T1,Matt Bettencourt,80,0.0,,257,100.0
7,T1,T1,Tommy Biershenk,74,0.0,,223,100.0
8,T1,T1,Jonas Blixt,72,0.0,,266,100.0
9,T1,T1,Michael Bradley,63,0.0,,175,100.0
10,T1,T1,Miguel Angel Carballo,73,0.0,,200,100.0
11,T1,T1,Roberto Castro,92,0.0,,274,100.0
12,T1,T1,Bud Cauley,99,0.0,,369,100.0
13,T1,T1,K.J. Choi,71,0.0,,216,100.0
14,T1,T1,Daniel Chopra,55,0.0,,184,100.0
15,T1,T1,Gary Christian,91,0.0,,248,100.0
16,T1,T1,Stewart Cink,71,0.0,,195,100.0
17,T1,T1,Tim Clark,60,0.0,,188,100.0
18,T1,T1,Will Claxton,99,0.0,,311,100.0
19,T1,T1,Chris Couch,61,0.0,,236,100.0
20,T1,T1,Ben Curtis,62,0.0,,155,100.0
21,T1,T1,John Daly,50,0.0,,131,100.0
22,T1,T1,Marco Dawson,60,0.0,,176,100.0
23,T1,T1,Jason Day,57,0.0,,199,100.0
24,T1,T1,Brendon de Jonge,115,0.0,,349,100.0
25,T1,T1,Graham DeLaet,79,0.0,,256,100.0
26,T1,T1,Luke Donald,63,0.0,,182,100.0
27,T1,T1,James Driscoll,83,0.0,,277,100.0
28,T1,T1,Ernie Els,80,0.0,,254,100.0
29,T1,T1,Harris English,98,0.0,,302,100.0
30,T1,T1,Bob Estes,78,0.0,,266,100.0
31,T1,T1,Martin Flores,95,0.0,,299,100.0
32,T1,T1,Rickie Fowler,84,0.0,,263,100.0
33,T1,T1,Harrison Frazar,56,0.0,,184,100.0
34,T1,T1,Jim Furyk,85,0.0,,259,100.0
35,T1,T1,Sergio Garcia,57,0.0,,156,100.0
36,T1,T1,Brian Gay,91,0.0,,316,100.0
37,T1,T1,Nathan Green,73,0.0,,217,100.0
38,T1,T1,Bill Haas,79,0.0,,219,100.0
39,T1,T1,Brian Harman,101,0.0,,350,100.0
40,T1,T1,Padraig Harrington,67,0.0,,202,100.0
41,T1,T1,J.J. Henry,93,0.0,,242,100.0
42,T1,T1,J.B. Holmes,90,0.0,,333,100.0
43,T1,T1,Charles Howell III,98,0.0,,269,100.0
44,T1,T1,John Huh,99,0.0,,335,100.0
45,T1,T1,Billy Hurley III,70,0.0,,225,100.0
46,T1,T1,Ryuji Imada,78,0.0,,250,100.0
47,T1,T1,Trevor Immelman,76,0.0,,235,100.0
48,T1,T1,Ryo Ishikawa,54,0.0,,143,100.0
49,T1,T1,Freddie Jacobson,61,0.0,,174,100.0
50,T1,T1,Brandt Jobe,57,0.0,,168,100.0
51,T1,T1,Matt Jones,53,0.0,,179,100.0
52,T1,T1,Sung Kang,75,0.0,,236,100.0
53,T1,T1,Robert Karlsson,54,0.0,,190,100.0
54,T1,T1,Troy Kelly,68,0.0,,199,100.0
55,T1,T1,J.J. Killeen,101,0.0,,391,100.0
56,T1,T1,Chris Kirk,93,0.0,,313,100.0
57,T1,T1,Kevin Kisner,69,0.0,,224,100.0
58,T1,T1,Colt Knost,79,0.0,,244,100.0
59,T1,T1,Matt Kuchar,86,0.0,,285,100.0
60,T1,T1,Martin Laird,77,0.0,,194,100.0
61,T1,T1,Derek Lamely,64,0.0,,209,100.0
62,T1,T1,Danny Lee,74,0.0,,229,100.0
63,T1,T1,Richard Lee,71,0.0,,209,100.0
64,T1,T1,Marc Leishman,84,0.0,,324,100.0
65,T1,T1,Justin Leonard,79,0.0,,276,100.0
66,T1,T1,Davis Love III,64,0.0,,201,100.0
67,T1,T1,Bill Lunde,83,0.0,,277,100.0
68,T1,T1,Jeff Maggert,83,0.0,,288,100.0
69,T1,T1,Hunter Mahan,88,0.0,,223,100.0
70,T1,T1,John Mallinger,74,0.0,,262,100.0
71,T1,T1,Troy Matteson,100,0.0,,308,100.0
72,T1,T1,Billy Mayfair,90,0.0,,308,100.0
73,T1,T1,Graeme McDowell,55,0.0,,150,100.0
74,T1,T1,William McGirt,96,0.0,,273,100.0
75,T1,T1,Rory McIlroy,60,0.0,,182,100.0
76,T1,T1,Rocco Mediate,70,0.0,,229,100.0
77,T1,T1,John Merrick,83,0.0,,261,100.0
78,T1,T1,Phil Mickelson,79,0.0,,256,100.0
79,T1,T1,Bryce Molder,83,0.0,,254,100.0
80,T1,T1,Ryan Moore,89,0.0,,289,100.0
81,T1,T1,Garth Mulroy,59,0.0,,175,100.0
82,T1,T1,Kevin Na,80,0.0,,274,100.0
83,T1,T1,Seung-Yul Noh,105,0.0,,330,100.0
84,T1,T1,Jeff Overton,101,0.0,,377,100.0
85,T1,T1,Greg Owen,90,0.0,,292,100.0
86,T1,T1,Rod Pampling,88,0.0,,260,100.0
87,T1,T1,Pat Perez,81,0.0,,283,100.0
88,T1,T1,Tom Pernice Jr.,62,0.0,,232,100.0
89,T1,T1,Scott Piercy,95,0.0,,326,100.0
90,T1,T1,Ian Poulter,57,0.0,,157,100.0
91,T1,T1,Dicky Pride,62,0.0,,187,100.0
92,T1,T1,Kyle Reifers,86,0.0,,245,100.0
93,T1,T1,Alexandre Rocha,62,0.0,,141,100.0
94,T1,T1,Justin Rose,69,0.0,,206,100.0
95,T1,T1,Adam Scott,59,0.0,,144,100.0
96,T1,T1,John Senden,81,0.0,,232,100.0
97,T1,T1,Patrick Sheehan,58,0.0,,169,100.0
98,T1,T1,Vijay Singh,99,0.0,,333,100.0
99,T1,T1,Brandt Snedeker,81,0.0,,253,100.0
100,T1,T1,Kevin Stadler,85,0.0,,262,100.0
101,T1,T1,Scott Stallings,78,0.0,,241,100.0
102,T1,T1,Kyle Stanley,86,0.0,,287,100.0
103,T1,T1,Brendan Steele,77,0.0,,217,100.0
104,T1,T1,Henrik Stenson,51,0.0,,158,100.0
105,T1,T1,Kevin Streelman,89,0.0,,300,100.0
106,T1,T1,Daniel Summerhays,81,0.0,,232,100.0
107,T1,T1,Vaughn Taylor,81,0.0,,225,100.0
108,T1,T1,Kyle Thompson,51,0.0,,136,100.0
109,T1,T1,Michael Thompson,80,0.0,,234,100.0
110,T1,T1,Brendon Todd,78,0.0,,227,100.0
111,T1,T1,David Toms,60,0.0,,174,100.0
112,T1,T1,D.J. Trahan,73,0.0,,227,100.0
113,T1,T1,Cameron Tringale,88,0.0,,281,100.0
114,T1,T1,Bo Van Pelt,84,0.0,,240,100.0
115,T1,T1,Jhonattan Vegas,77,0.0,,233,100.0
116,T1,T1,Johnson Wagner,88,0.0,,230,100.0
117,T1,T1,Jimmy Walker,101,0.0,,315,100.0
118,T1,T1,Bubba Watson,68,0.0,,186,100.0
119,T1,T1,Boo Weekley,74,0.0,,209,100.0
120,T1,T1,Steve Wheatcroft,56,0.0,,142,100.0
121,T1,T1,Charlie Wi,86,0.0,,292,100.0
122,T1,T1,Gary Woodland,70,0.0,,190,100.0
123,T1,T1,Y.E. Yang,64,0.0,,201,100.0
124,125,125,Ken Duke,104,0.28,1.0,359,99.7
125,T126,T126,Greg Chalmers,88,0.31,1.0,327,99.6
126,T126,T126,Rory Sabbatini,84,0.31,1.0,318,99.6
127,T128,T128,Chris DiMarco,83,0.32,1.0,308,99.6
128,T128,T128,David Hearn,95,0.32,1.0,312,99.6
129,T128,T128,Zach Johnson,95,0.32,1.0,308,99.6
130,T128,T128,Carl Pettersson,92,0.32,1.0,316,99.6
131,132,132,Brian Davis,91,0.33,1.0,302,99.6
132,T133,T133,D.A. Points,88,0.34,1.0,295,99.6
133,T133,T133,Chris Stroud,86,0.34,1.0,297,99.6
134,T135,T135,Blake Adams,107,0.35,1.0,282,99.6
135,T135,T135,Charley Hoffman,88,0.35,1.0,288,99.6
136,T135,T135,David Mathis,83,0.35,1.0,285,99.6
137,T138,T138,Bobby Gates,87,0.36,1.0,277,99.6
138,T138,T138,Tim Herron,88,0.36,1.0,278,99.6
139,T138,T138,Spencer Levin,81,0.36,1.0,278,99.6
140,T138,T138,Nick Watney,97,0.36,1.0,275,99.6
141,T142,T142,George McNeill,85,0.37,1.0,269,99.6
142,T142,T142,Nick O'Hern,78,0.37,1.0,267,99.6
143,T142,T142,Ryan Palmer,81,0.37,1.0,271,99.6
144,T145,T145,Keegan Bradley,90,0.38,1.0,265,99.6
145,T145,T145,Robert Garrigus,89,0.38,1.0,261,99.6
146,T145,T145,Sean O'Hair,84,0.38,1.0,262,99.6
147,T148,T148,Jason Kokrak,79,0.39,1.0,259,99.6
148,T148,T148,John Rollins,81,0.39,1.0,256,99.6
149,T148,T148,Mark Wilson,84,0.39,1.0,254,99.6
150,T151,T151,Arjun Atwal,79,0.4,1.0,253,99.6
151,T151,T151,Erik Compton,81,0.4,1.0,248,99.6
152,T153,T153,Jason Bohn,81,0.41,1.0,243,99.5
153,T153,T153,Ben Crane,73,0.41,1.0,243,99.5
154,T153,T153,Webb Simpson,77,0.41,1.0,244,99.5
155,T156,T156,Jason Dufner,83,0.42,1.0,240,99.5
156,T156,T156,Matt Every,80,0.42,1.0,237,99.5
157,T156,T156,Geoff Ogilvy,73,0.42,1.0,236,99.5
158,T159,T159,Robert Allenby,76,0.44,1.0,228,99.5
159,T159,T159,Jonathan Byrd,69,0.44,1.0,227,99.5
160,T161,T161,Mathew Goggin,65,0.45,1.0,224,99.5
161,T161,T161,Dustin Johnson,70,0.45,1.0,220,99.5
162,T161,T161,Andres Romero,68,0.45,1.0,223,99.5
163,T164,T164,Kris Blanks,65,0.46,1.0,218,99.5
164,T164,T164,Gavin Coles,72,0.46,1.0,219,99.5
165,166,166,Hunter Haas,69,0.47,1.0,215,99.5
166,167,167,Steve Stricker,73,0.5,1.0,202,99.5
167,168,168,Russell Knox,72,0.53,1.0,190,99.4
168,T169,T169,Tommy Gainey,98,0.56,2.0,355,99.4
169,T169,T169,Billy Horschel,63,0.56,1.0,178,99.4
170,T169,T169,Tiger Woods,69,0.56,1.0,179,99.4
171,172,172,Louis Oosthuizen,65,0.57,1.0,174,99.4
172,173,173,Josh Teater,97,0.61,2.0,330,99.3
173,174,174,Stephen Gangluff,57,0.62,1.0,161,99.3
174,T175,T175,Ricky Barnes,92,0.67,2.0,299,99.3
175,T175,T175,Scott Dunlap,57,0.67,1.0,149,99.3
176,177,177,Lee Westwood,60,0.68,1.0,147,99.3
177,T178,T178,Jerry Kelly,84,0.7,2.0,287,99.3
178,T178,T178,Edward Loar,59,0.7,1.0,142,99.3
179,180,180,Heath Slocum,93,0.71,2.0,282,99.2
180,T181,T181,Ángel Cabrera,54,0.73,1.0,137,99.2
181,T181,T181,Kevin Chappell,91,0.73,2.0,274,99.2
182,183,183,Camilo Villegas,79,0.76,2.0,263,99.2
183,184,184,Mark Anderson,75,0.84,2.0,237,99.1
184,185,185,"Ted Potter, Jr.",77,0.85,2.0,234,99.1
185,186,186,Chez Reavie,83,0.86,2.0,232,99.1
186,T187,T187,Scott Brown,65,1.09,2.0,183,98.9
187,T187,T187,Tom Gillis,75,1.09,3.0,276,98.9
188,189,189,Chad Campbell,84,1.15,3.0,260,98.8
189,190,190,Roland Thatcher,55,1.25,2.0,160,98.7
190,191,191,Charl Schwartzel,56,1.3,2.0,154,98.7
