,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,1,Jimmy Walker,101,77.11,402,310
1,2,2,Brian Gay,91,76.73,318,244
2,3,3,Sergio Garcia,57,75.27,186,140
3,4,4,David Hearn,95,75.18,419,315
4,5,5,Pat Perez,81,74.92,295,221
5,6,6,Jonas Blixt,72,74.83,290,217
6,7,7,Garth Mulroy,59,74.57,173,129
7,8,8,Louis Oosthuizen,65,74.48,192,143
8,9,9,Ryan Palmer,81,73.62,307,226
9,10,10,John Huh,99,73.5,400,294
10,11,11,Bud Cauley,99,73.44,384,282
11,T12,T12,Billy Hurley III,70,73.38,263,193
12,T12,T12,Phil Mickelson,79,73.38,278,204
13,14,14,Gavin Coles,72,73.23,254,186
14,15,15,Roberto Castro,92,73.1,316,231
15,16,16,Jason Day,57,72.92,192,140
16,17,17,Geoff Ogilvy,73,72.85,221,161
17,18,18,Sangmoon Bae,81,72.65,245,178
18,19,19,Brendan Steele,77,72.54,295,214
19,20,20,Luke Donald,63,72.49,189,137
20,21,21,Zach Johnson,95,72.45,323,234
21,22,22,Tom Gillis,75,72.4,308,223
22,23,23,"Ted Potter, Jr.",77,72.36,275,199
23,24,24,Ian Poulter,57,72.25,173,125
24,25,25,Greg Chalmers,88,72.2,295,213
25,26,26,Carl Pettersson,92,71.95,303,218
26,27,27,David Mathis,83,71.84,309,222
27,28,28,Chris Couch,61,71.83,213,153
28,29,29,Charlie Wi,86,71.69,325,233
29,30,30,Jim Furyk,85,71.68,279,200
30,T31,T31,Hunter Mahan,88,71.48,256,183
31,T31,T31,Bryce Molder,83,71.48,277,198
32,33,33,James Driscoll,83,71.47,319,228
33,34,34,Kevin Na,80,71.38,311,222
34,35,35,Tiger Woods,69,71.36,199,142
35,36,36,Ben Crane,73,71.27,268,191
36,37,37,Brendon Todd,78,71.22,278,198
37,38,38,David Toms,60,71.2,191,136
38,39,39,Martin Laird,77,71.15,253,180
39,40,40,Jeff Overton,101,71.13,426,303
40,41,41,Bo Van Pelt,84,71.08,287,204
41,42,42,Steve Wheatcroft,56,71.04,183,130
42,43,43,Brian Davis,91,71.02,383,272
43,44,44,Dicky Pride,62,71.01,207,147
44,45,45,Ryuji Imada,78,70.96,303,215
45,46,46,Stephen Ames,54,70.95,179,127
46,47,47,Matt Kuchar,86,70.85,271,192
47,48,48,Tim Clark,60,70.79,202,143
48,T49,T49,Keegan Bradley,90,70.75,294,208
49,T49,T49,Steve Stricker,73,70.75,212,150
50,51,51,Kevin Kisner,69,70.74,229,162
51,52,52,Brandt Jobe,57,70.53,207,146
52,T53,T53,Richard Lee,71,70.49,244,172
53,T53,T53,Scott Piercy,95,70.49,366,258
54,55,55,George McNeill,85,70.4,321,226
55,56,56,William McGirt,96,70.37,324,228
56,57,57,Mathew Goggin,65,70.34,236,166
57,58,58,Daniel Chopra,55,70.27,185,130
58,59,59,Andres Romero,68,70.23,262,184
59,60,60,Harris English,98,70.21,376,264
60,61,61,Seung-Yul Noh,105,70.12,338,237
61,62,62,Chris Stroud,86,70.06,344,241
62,63,63,Patrick Sheehan,58,70.0,160,112
63,64,64,Stewart Cink,71,69.86,209,146
64,T65,T65,Aaron Baddeley,73,69.79,235,164
65,T65,T65,Jonathan Byrd,69,69.79,235,164
66,67,67,Brandt Snedeker,81,69.78,278,194
67,68,68,John Rollins,81,69.75,314,219
68,69,69,Martin Flores,95,69.72,327,228
69,T70,T70,Troy Kelly,68,69.59,194,135
70,T70,T70,Kevin Streelman,89,69.59,319,222
71,72,72,Graeme McDowell,55,69.46,167,116
72,73,73,Stuart Appleby,75,69.37,271,188
73,74,74,Charl Schwartzel,56,69.23,182,126
74,75,75,Blake Adams,107,69.15,376,260
75,T76,T76,Bob Estes,78,69.12,272,188
76,T76,T76,Padraig Harrington,67,69.12,217,150
77,78,78,Ryan Moore,89,69.11,369,255
78,T79,T79,Billy Horschel,63,69.06,181,125
79,T79,T79,Danny Lee,74,69.06,265,183
80,81,81,Kyle Reifers,86,69.0,300,207
81,82,82,Michael Thompson,80,68.94,293,202
82,83,83,Sean O'Hair,84,68.82,340,234
83,84,84,John Daly,50,68.78,189,130
84,85,85,Y.E. Yang,64,68.75,224,154
85,T86,T86,Bill Haas,79,68.55,248,170
86,T86,T86,Jerry Kelly,84,68.55,283,194
87,88,88,Ernie Els,80,68.5,273,187
88,89,89,Tommy Biershenk,74,68.46,260,178
89,90,90,Derek Lamely,64,68.38,234,160
90,91,91,Ken Duke,104,68.32,404,276
91,92,92,Henrik Stenson,51,68.18,154,105
92,93,93,Erik Compton,81,68.12,276,188
93,94,94,Matt Every,80,68.09,282,192
94,95,95,Cameron Beckman,81,67.98,356,242
95,96,96,Graham DeLaet,79,67.96,334,227
96,97,97,Matt Bettencourt,80,67.95,259,176
97,98,98,Cameron Tringale,88,67.77,332,225
98,99,99,Colt Knost,79,67.74,279,189
99,100,100,Johnson Wagner,88,67.7,322,218
100,101,101,Jason Dufner,83,67.58,256,173
101,102,102,Stephen Gangluff,57,67.53,194,131
