,Putts_Made_Per_Event_Over_10_RANK THIS WEEK,Putts_Made_Per_Event_Over_10_RANK LAST WEEK,Putts_Made_Per_Event_Over_10_PLAYER NAME,Putts_Made_Per_Event_Over_10_ROUNDS,Putts_Made_Per_Event_Over_10_PUTTS MADE
0,1,1,Lee Westwood,60,7.9
1,2,2,Luke Donald,63,7.5
2,3,3,Brandt Snedeker,81,7.4
3,4,4,Webb Simpson,77,7.1
4,5,5,Adam Scott,59,6.9
5,T6,T6,Jonathan Byrd,69,6.8
6,T6,T6,Zach Johnson,95,6.8
7,T6,T6,Matt Kuchar,86,6.8
8,T9,T9,Jason Dufner,83,6.7
9,T9,T9,Louis Oosthuizen,65,6.7
10,T11,T11,Jason Day,57,6.5
11,T11,T11,Sergio Garcia,57,6.5
12,T11,T11,Ryan Moore,89,6.5
13,T14,T14,Justin Rose,69,6.4
14,T14,T14,Charl Schwartzel,56,6.4
15,T14,T14,John Senden,81,6.4
16,T14,T14,Tiger Woods,69,6.4
17,18,18,Ben Crane,73,6.3
18,T19,T19,Martin Flores,95,6.2
19,T19,T19,Bryce Molder,83,6.2
20,T21,T21,Keegan Bradley,90,6.1
21,T21,T21,Ken Duke,104,6.1
22,T21,T21,Graeme McDowell,55,6.1
23,T21,T21,Steve Stricker,73,6.1
24,T21,T21,Johnson Wagner,88,6.1
25,T21,T21,Nick Watney,97,6.1
26,27,27,Bo Van Pelt,84,6.0
27,T28,T28,Stewart Cink,71,5.9
28,T28,T28,Ben Curtis,62,5.9
29,T28,T28,John Daly,50,5.9
30,T28,T28,Brendon de Jonge,115,5.9
31,T28,T28,Freddie Jacobson,61,5.9
32,T28,T28,Rory McIlroy,60,5.9
33,T28,T28,Carl Pettersson,92,5.9
34,T28,T28,Y.E. Yang,64,5.9
35,36,36,Ryo Ishikawa,54,5.8
36,T37,T37,Ernie Els,80,5.7
37,T37,T37,Robert Garrigus,89,5.7
38,T37,T37,Phil Mickelson,79,5.7
39,T37,T37,Scott Piercy,95,5.7
40,T41,T41,J.B. Holmes,90,5.6
41,T41,T41,Dustin Johnson,70,5.6
42,T41,T41,Ryan Palmer,81,5.6
43,T41,T41,Henrik Stenson,51,5.6
44,T45,T45,Harrison Frazar,56,5.5
45,T45,T45,Jim Furyk,85,5.5
46,T45,T45,Tommy Gainey,98,5.5
47,T45,T45,Geoff Ogilvy,73,5.5
48,T49,T49,Greg Chalmers,88,5.4
49,T49,T49,Tim Clark,60,5.4
50,T49,T49,Harris English,98,5.4
51,T49,T49,Brian Harman,101,5.4
52,T49,T49,Hunter Mahan,88,5.4
53,T49,T49,Jeff Overton,101,5.4
54,T49,T49,D.A. Points,88,5.4
55,T49,T49,Bubba Watson,68,5.4
56,T57,T57,Nathan Green,73,5.3
57,T57,T57,Bill Haas,79,5.3
58,T57,T57,Ian Poulter,57,5.3
59,T60,T60,Padraig Harrington,67,5.2
60,T60,T60,Billy Horschel,63,5.2
61,T60,T60,John Huh,99,5.2
62,T60,T60,Sean O'Hair,84,5.2
63,T60,T60,Pat Perez,81,5.2
64,T60,T60,Vijay Singh,99,5.2
65,T60,T60,Michael Thompson,80,5.2
66,T60,T60,Mark Wilson,84,5.2
67,T68,T68,Aaron Baddeley,73,5.1
68,T68,T68,Sangmoon Bae,81,5.1
69,T68,T68,Jonas Blixt,72,5.1
70,T68,T68,Spencer Levin,81,5.1
71,T68,T68,William McGirt,96,5.1
72,T68,T68,Kevin Na,80,5.1
73,T68,T68,Seung-Yul Noh,105,5.1
74,T68,T68,Chez Reavie,83,5.1
75,T76,T76,Erik Compton,81,5.0
76,T76,T76,Brian Davis,91,5.0
77,T76,T76,Charles Howell III,98,5.0
78,T76,T76,Martin Laird,77,5.0
79,T76,T76,Troy Matteson,100,5.0
80,T76,T76,George McNeill,85,5.0
81,T76,T76,John Merrick,83,5.0
82,T76,T76,Greg Owen,90,5.0
83,T76,T76,Rod Pampling,88,5.0
84,T76,T76,Cameron Tringale,88,5.0
85,T76,T76,Jimmy Walker,101,5.0
86,T87,T87,Stuart Appleby,75,4.9
87,T87,T87,Roberto Castro,92,4.9
88,T87,T87,Rickie Fowler,84,4.9
