,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
48,T46,T46,Patrick Sheehan,58,1.08,37,4.0
49,T50,T50,Martin Flores,95,1.07,103,11.0
50,T50,T50,John Merrick,83,1.07,75,8.0
51,52,52,J.B. Holmes,90,1.06,85,9.0
52,53,53,Miguel Angel Carballo,73,1.05,57,6.0
53,54,54,Ben Crane,73,1.04,67,7.0
54,T55,T55,Erik Compton,81,1.02,59,6.0
55,T55,T55,Harris English,98,1.02,108,11.0
56,T55,T55,D.A. Points,88,1.02,88,9.0
57,T58,T58,Zach Johnson,95,1.01,79,8.0
58,T58,T58,Pat Perez,81,1.01,79,8.0
59,60,60,Nathan Green,73,1.0,70,7.0
60,61,61,"Ted Potter, Jr.",77,0.98,61,6.0
61,62,62,Robert Allenby,76,0.96,83,8.0
62,T63,T63,Stephen Ames,54,0.95,42,4.0
63,T63,T63,Keegan Bradley,90,0.95,74,7.0
64,T63,T63,Billy Horschel,63,0.95,63,6.0
65,T66,T66,Tim Herron,88,0.94,85,8.0
66,T66,T66,Kevin Na,80,0.94,53,5.0
67,T68,T68,Tim Clark,60,0.93,54,5.0
68,T68,T68,Rocco Mediate,70,0.93,54,5.0
69,T68,T68,Scott Piercy,95,0.93,86,8.0
70,T68,T68,Rory Sabbatini,84,0.93,75,7.0
71,T68,T68,Kevin Streelman,89,0.93,75,7.0
72,73,73,Roberto Castro,92,0.92,87,8.0
73,74,74,Bob Estes,78,0.91,66,6.0
74,75,75,Ryan Palmer,81,0.9,78,7.0
75,76,76,Jason Day,57,0.89,45,4.0
76,T77,T77,Ben Curtis,62,0.88,57,5.0
77,T77,T77,Bryce Molder,83,0.88,68,6.0
78,T79,T79,Carl Pettersson,92,0.87,92,8.0
79,T79,T79,John Rollins,81,0.87,69,6.0
80,T81,T81,Chris Couch,61,0.86,58,5.0
81,T81,T81,John Mallinger,74,0.86,58,5.0
82,T83,T83,Stewart Cink,71,0.85,47,4.0
83,T83,T83,Troy Kelly,68,0.85,59,5.0
84,T83,T83,Matt Kuchar,86,0.85,59,5.0
85,T83,T83,Gary Woodland,70,0.85,59,5.0
86,T87,T87,Kevin Chappell,91,0.83,84,7.0
87,T87,T87,Brendon de Jonge,115,0.83,133,11.0
88,T87,T87,Mark Wilson,84,0.83,84,7.0
89,T90,T90,David Hearn,95,0.81,111,9.0
90,T90,T90,Lee Westwood,60,0.81,37,3.0
91,T92,T92,Sung Kang,75,0.8,50,4.0
92,T92,T92,Jeff Overton,101,0.8,100,8.0
93,T92,T92,Greg Owen,90,0.8,87,7.0
94,T92,T92,Dicky Pride,62,0.8,50,4.0
95,T92,T92,Justin Rose,69,0.8,75,6.0
96,T92,T92,David Toms,60,0.8,50,4.0
97,T98,T98,J.J. Killeen,101,0.79,76,6.0
98,T98,T98,Russell Knox,72,0.79,76,6.0
99,T98,T98,Y.E. Yang,64,0.79,38,3.0
100,T101,T101,Sangmoon Bae,81,0.78,64,5.0
101,T101,T101,Scott Dunlap,57,0.78,51,4.0
102,T101,T101,Jerry Kelly,84,0.78,90,7.0
103,T101,T101,Justin Leonard,79,0.78,64,5.0
104,T101,T101,Andres Romero,68,0.78,51,4.0
105,T106,T106,Jason Bohn,81,0.77,65,5.0
106,T106,T106,Trevor Immelman,76,0.77,65,5.0
107,T106,T106,Hunter Mahan,88,0.77,91,7.0
108,T106,T106,Roland Thatcher,55,0.77,39,3.0
109,T110,T110,John Huh,99,0.76,92,7.0
110,T110,T110,Brandt Jobe,57,0.76,66,5.0
111,T110,T110,Jason Kokrak,79,0.76,79,6.0
112,T110,T110,Michael Thompson,80,0.76,79,6.0
113,T114,T114,Ken Duke,104,0.75,93,7.0
114,T114,T114,Tommy Gainey,98,0.75,107,8.0
115,T114,T114,Billy Mayfair,90,0.75,93,7.0
116,T114,T114,Nick O'Hern,78,0.75,80,6.0
117,T114,T114,Geoff Ogilvy,73,0.75,53,4.0
118,T114,T114,Bo Van Pelt,84,0.75,67,5.0
119,T120,T120,Daniel Chopra,55,0.73,41,3.0
120,T120,T120,Johnson Wagner,88,0.73,96,7.0
121,T122,T122,Stuart Appleby,75,0.72,83,6.0
122,T122,T122,Chris DiMarco,83,0.72,83,6.0
123,T122,T122,Seung-Yul Noh,105,0.72,97,7.0
124,T125,T125,Charlie Beljan,61,0.71,70,5.0
125,T125,T125,Ángel Cabrera,54,0.71,42,3.0
126,T125,T125,Gary Christian,91,0.71,85,6.0
127,T125,T125,Charles Howell III,98,0.71,98,7.0
128,T125,T125,Tom Pernice Jr.,62,0.71,42,3.0
129,T130,T130,Blake Adams,107,0.7,100,7.0
130,T130,T130,Kris Blanks,65,0.7,57,4.0
131,T130,T130,Bud Cauley,99,0.7,100,7.0
132,T130,T130,Freddie Jacobson,61,0.7,43,3.0
133,T130,T130,Matt Jones,53,0.7,43,3.0
134,T130,T130,Marc Leishman,84,0.7,71,5.0
135,T130,T130,Rod Pampling,88,0.7,71,5.0
136,T130,T130,Daniel Summerhays,81,0.7,86,6.0
137,T138,T138,Mathew Goggin,65,0.69,58,4.0
138,T138,T138,Charlie Wi,86,0.69,72,5.0
139,T140,T140,John Daly,50,0.68,44,3.0
140,T140,T140,Bobby Gates,87,0.68,88,6.0
141,T142,T142,Luke Donald,63,0.67,60,4.0
142,T142,T142,Hunter Haas,69,0.67,60,4.0
143,T142,T142,J.J. Henry,93,0.67,90,6.0
144,T142,T142,Martin Laird,77,0.67,60,4.0
145,146,146,Bill Haas,79,0.66,61,4.0
146,T147,T147,Aaron Baddeley,73,0.63,48,3.0
147,T147,T147,Robert Garrigus,89,0.63,80,5.0
148,T147,T147,Robert Karlsson,54,0.63,32,2.0
149,150,150,Ryuji Imada,78,0.62,65,4.0
150,151,151,Spencer Levin,81,0.61,66,4.0
151,152,152,D.J. Trahan,73,0.6,67,4.0
152,T153,T153,Ernie Els,80,0.58,69,4.0
153,T153,T153,Vaughn Taylor,81,0.58,69,4.0
154,155,155,Arjun Atwal,79,0.57,70,4.0
155,156,156,Tommy Biershenk,74,0.56,54,3.0
156,T157,T157,Marco Dawson,60,0.54,37,2.0
157,T157,T157,Charl Schwartzel,56,0.54,37,2.0
158,T159,T159,Cameron Beckman,81,0.52,77,4.0
159,T159,T159,Charley Hoffman,88,0.52,77,4.0
160,T159,T159,Dustin Johnson,70,0.52,58,3.0
161,T159,T159,Heath Slocum,93,0.52,97,5.0
162,T159,T159,Steve Stricker,73,0.52,58,3.0
163,T164,T164,Kyle Stanley,86,0.51,78,4.0
164,T164,T164,Boo Weekley,74,0.51,78,4.0
165,166,166,Kyle Reifers,86,0.49,81,4.0
166,167,167,Stephen Gangluff,57,0.48,42,2.0
167,T168,T168,Jim Furyk,85,0.47,85,4.0
168,T168,T168,Ryan Moore,89,0.47,85,4.0
169,170,170,Cameron Tringale,88,0.45,89,4.0
170,T171,T171,Richard Lee,71,0.44,68,3.0
171,T171,T171,William McGirt,96,0.44,91,4.0
172,T173,T173,Graham DeLaet,79,0.41,74,3.0
173,T173,T173,Colt Knost,79,0.41,74,3.0
174,T175,T175,Davis Love III,64,0.4,50,2.0
175,T175,T175,Jimmy Walker,101,0.4,101,4.0
176,177,177,Brendan Steele,77,0.38,53,2.0
177,T178,T178,Chez Reavie,83,0.36,83,3.0
178,T178,T178,Scott Stallings,78,0.36,84,3.0
179,180,180,Tom Gillis,75,0.34,59,2.0
180,T181,T181,David Mathis,83,0.33,60,2.0
181,T181,T181,Chris Stroud,86,0.33,92,3.0
182,183,183,Ian Poulter,57,0.32,31,1.0
183,184,184,Kyle Thompson,51,0.26,39,1.0
184,185,185,Vijay Singh,99,0.24,82,2.0
185,186,186,Rory McIlroy,60,0.21,48,1.0
186,187,187,Matt Bettencourt,80,0.2,49,1.0
187,188,188,Alexandre Rocha,62,0.19,54,1.0
188,189,189,Harrison Frazar,56,0.17,58,1.0
189,190,190,Kevin Stadler,85,0.14,72,1.0
190,191,191,K.J. Choi,71,0.0,58,
