,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
0,1,1,Jonathan Byrd,69,2.24,58,13.0
1,2,2,Phil Mickelson,79,1.73,52,9.0
2,3,3,Jonas Blixt,72,1.72,64,11.0
3,4,4,Brian Harman,101,1.68,101,17.0
4,5,5,Graeme McDowell,55,1.67,48,8.0
5,T6,T6,Jason Dufner,83,1.6,81,13.0
6,T6,T6,Danny Lee,74,1.6,50,8.0
7,8,8,Adam Scott,59,1.59,44,7.0
8,9,9,Brandt Snedeker,81,1.56,64,10.0
9,10,10,Mark Anderson,75,1.5,60,9.0
10,T11,T11,Kevin Kisner,69,1.48,54,8.0
11,T11,T11,Camilo Villegas,79,1.48,81,12.0
12,13,13,Michael Bradley,63,1.47,68,10.0
13,14,14,Gavin Coles,72,1.45,62,9.0
14,15,15,Chad Campbell,84,1.39,79,11.0
15,16,16,Henrik Stenson,51,1.37,51,7.0
16,17,17,Webb Simpson,77,1.36,81,11.0
17,18,18,Bill Lunde,83,1.3,69,9.0
18,19,19,Josh Teater,97,1.29,85,11.0
19,T20,T20,Scott Brown,65,1.28,47,6.0
20,T20,T20,Sergio Garcia,57,1.28,47,6.0
21,T20,T20,Louis Oosthuizen,65,1.28,47,6.0
22,23,23,Jhonattan Vegas,77,1.24,89,11.0
23,24,24,Rickie Fowler,84,1.23,57,7.0
24,T25,T25,Matt Every,80,1.2,75,9.0
25,T25,T25,Billy Hurley III,70,1.2,50,6.0
26,27,27,Garth Mulroy,59,1.19,42,5.0
27,T28,T28,James Driscoll,83,1.18,76,9.0
28,T28,T28,Chris Kirk,93,1.18,93,11.0
29,T28,T28,Edward Loar,59,1.18,51,6.0
30,31,31,Brian Gay,91,1.17,94,11.0
31,T32,T32,John Senden,81,1.16,69,8.0
32,T32,T32,Steve Wheatcroft,56,1.16,43,5.0
33,34,34,Nick Watney,97,1.15,96,11.0
34,T35,T35,Ricky Barnes,92,1.14,88,10.0
35,T35,T35,Greg Chalmers,88,1.14,70,8.0
36,T35,T35,Padraig Harrington,67,1.14,44,5.0
37,T38,T38,George McNeill,85,1.11,72,8.0
38,T38,T38,Bubba Watson,68,1.11,54,6.0
39,T38,T38,Tiger Woods,69,1.11,63,7.0
40,T41,T41,Troy Matteson,100,1.1,73,8.0
41,T41,T41,Brendon Todd,78,1.1,73,8.0
42,T43,T43,Ryo Ishikawa,54,1.09,46,5.0
43,T43,T43,Derek Lamely,64,1.09,46,5.0
44,T43,T43,Jeff Maggert,83,1.09,92,10.0
45,T46,T46,Will Claxton,99,1.08,102,11.0
46,T46,T46,Brian Davis,91,1.08,74,8.0
47,T46,T46,Sean O'Hair,84,1.08,93,10.0
