,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
0,1,1,Sergio Garcia,57,0.92,98,9.0
1,2,2,Ben Crane,73,0.82,122,10.0
2,3,3,Ian Poulter,57,0.8,75,6.0
3,4,4,Dustin Johnson,70,0.77,104,8.0
4,5,5,Robert Garrigus,89,0.74,136,10.0
5,T6,T6,Matt Bettencourt,80,0.71,98,7.0
6,T6,T6,Harrison Frazar,56,0.71,99,7.0
7,T8,T8,Billy Horschel,63,0.69,101,7.0
8,T8,T8,John Huh,99,0.69,189,13.0
9,10,10,Michael Thompson,80,0.68,146,10.0
10,11,11,Justin Rose,69,0.67,119,8.0
11,12,12,Dicky Pride,62,0.66,106,7.0
12,13,13,Rickie Fowler,84,0.64,125,8.0
13,T14,T14,Jonas Blixt,72,0.63,144,9.0
14,T14,T14,Gary Christian,91,0.63,160,10.0
15,16,16,Ken Duke,104,0.62,178,11.0
16,T17,T17,Derek Lamely,64,0.61,132,8.0
17,T17,T17,Garth Mulroy,59,0.61,98,6.0
18,T19,T19,Adam Scott,59,0.6,83,5.0
19,T19,T19,Nick Watney,97,0.6,150,9.0
20,T21,T21,Michael Bradley,63,0.59,118,7.0
21,T21,T21,Louis Oosthuizen,65,0.59,101,6.0
22,T21,T21,Webb Simpson,77,0.59,118,7.0
23,T24,T24,Erik Compton,81,0.58,120,7.0
24,T24,T24,Kevin Kisner,69,0.58,103,6.0
25,26,26,Jhonattan Vegas,77,0.57,174,10.0
26,T27,T27,Charles Howell III,98,0.56,195,11.0
27,T27,T27,Troy Kelly,68,0.56,107,6.0
28,T29,T29,J.J. Killeen,101,0.55,163,9.0
29,T29,T29,Andres Romero,68,0.55,109,6.0
30,T31,T31,James Driscoll,83,0.53,169,9.0
31,T31,T31,Jeff Overton,101,0.53,188,10.0
32,T31,T31,Scott Stallings,78,0.53,150,8.0
33,34,34,Will Claxton,99,0.52,191,10.0
34,T35,T35,Nathan Green,73,0.51,137,7.0
35,T35,T35,William McGirt,96,0.51,176,9.0
36,T35,T35,Lee Westwood,60,0.51,79,4.0
37,T38,T38,Jason Bohn,81,0.5,141,7.0
38,T38,T38,Greg Chalmers,88,0.5,139,7.0
39,T38,T38,Kevin Chappell,91,0.5,159,8.0
40,T38,T38,Jason Dufner,83,0.5,120,6.0
41,T38,T38,J.B. Holmes,90,0.5,179,9.0
42,T43,T43,Tim Clark,60,0.49,82,4.0
43,T43,T43,Zach Johnson,95,0.49,142,7.0
44,45,45,Rod Pampling,88,0.48,168,8.0
45,T46,T46,Roberto Castro,92,0.47,190,9.0
46,T46,T46,Jason Day,57,0.47,106,5.0
47,T46,T46,Trevor Immelman,76,0.47,128,6.0
48,T46,T46,Freddie Jacobson,61,0.47,85,4.0
49,T46,T46,Sung Kang,75,0.47,127,6.0
50,T46,T46,Seung-Yul Noh,105,0.47,211,10.0
51,T52,T52,Ben Curtis,62,0.46,108,5.0
52,T52,T52,Danny Lee,74,0.46,130,6.0
53,T52,T52,Tom Pernice Jr.,62,0.46,108,5.0
54,T55,T55,Spencer Levin,81,0.44,135,6.0
55,T55,T55,Rory Sabbatini,84,0.44,91,4.0
56,T55,T55,Bubba Watson,68,0.44,113,5.0
57,T58,T58,Brian Davis,91,0.43,138,6.0
58,T58,T58,Rocco Mediate,70,0.43,117,5.0
59,T60,T60,Brendon de Jonge,115,0.42,213,9.0
60,T60,T60,Tommy Gainey,98,0.42,167,7.0
61,T60,T60,John Merrick,83,0.42,168,7.0
62,T60,T60,Camilo Villegas,79,0.42,167,7.0
63,T60,T60,Charlie Wi,86,0.42,143,6.0
64,T60,T60,Mark Wilson,84,0.42,144,6.0
65,T66,T66,Martin Flores,95,0.41,193,8.0
66,T66,T66,Brandt Snedeker,81,0.41,147,6.0
67,T66,T66,Steve Stricker,73,0.41,123,5.0
68,T66,T66,Boo Weekley,74,0.41,122,5.0
69,T70,T70,Matt Every,80,0.4,125,5.0
70,T70,T70,Brandt Jobe,57,0.4,100,4.0
71,T70,T70,Jerry Kelly,84,0.4,149,6.0
72,T70,T70,Matt Kuchar,86,0.4,125,5.0
73,T70,T70,Greg Owen,90,0.4,176,7.0
74,T70,T70,Johnson Wagner,88,0.4,173,7.0
75,76,76,Gavin Coles,72,0.39,127,5.0
76,T77,T77,Scott Brown,65,0.38,106,4.0
77,T77,T77,Marco Dawson,60,0.38,78,3.0
78,T77,T77,Mathew Goggin,65,0.38,132,5.0
79,T77,T77,Tim Herron,88,0.38,182,7.0
80,T77,T77,Robert Karlsson,54,0.38,80,3.0
81,T77,T77,Patrick Sheehan,58,0.38,80,3.0
82,T77,T77,Henrik Stenson,51,0.38,106,4.0
83,T84,T84,Blake Adams,107,0.37,215,8.0
84,T84,T84,Chris Stroud,86,0.37,162,6.0
85,T84,T84,Vaughn Taylor,81,0.37,108,4.0
86,T84,T84,Tiger Woods,69,0.37,107,4.0
87,T88,T88,Cameron Beckman,81,0.36,137,5.0
88,T88,T88,Matt Jones,53,0.36,111,4.0
89,T88,T88,Roland Thatcher,55,0.36,84,3.0
90,T91,T91,Miguel Angel Carballo,73,0.35,144,5.0
91,T91,T91,Chris DiMarco,83,0.35,113,4.0
92,T91,T91,Jeff Maggert,83,0.35,144,5.0
93,T91,T91,David Mathis,83,0.35,144,5.0
94,T91,T91,Scott Piercy,95,0.35,172,6.0
95,T91,T91,Kyle Reifers,86,0.35,173,6.0
96,T91,T91,Gary Woodland,70,0.35,113,4.0
97,T98,T98,Tom Gillis,75,0.34,147,5.0
98,T98,T98,Richard Lee,71,0.34,118,4.0
99,T98,T98,Marc Leishman,84,0.34,176,6.0
100,T98,T98,"Ted Potter, Jr.",77,0.34,146,5.0
101,T98,T98,John Rollins,81,0.34,177,6.0
102,T103,T103,Jonathan Byrd,69,0.33,120,4.0
103,T103,T103,Edward Loar,59,0.33,92,3.0
104,T103,T103,John Mallinger,74,0.33,152,5.0
105,T103,T103,Alexandre Rocha,62,0.33,120,4.0
106,T107,T107,Sangmoon Bae,81,0.32,95,3.0
107,T107,T107,Charlie Beljan,61,0.32,93,3.0
108,T107,T107,Scott Dunlap,57,0.32,95,3.0
109,T107,T107,Billy Mayfair,90,0.32,186,6.0
110,T107,T107,Cameron Tringale,88,0.32,190,6.0
111,T107,T107,Y.E. Yang,64,0.32,94,3.0
112,T113,T113,Arjun Atwal,79,0.31,128,4.0
113,T113,T113,Kevin Stadler,85,0.31,131,4.0
114,T115,T115,David Hearn,95,0.3,203,6.0
115,T115,T115,Brendon Todd,78,0.3,135,4.0
116,T117,T117,Keegan Bradley,90,0.29,170,5.0
117,T117,T117,Luke Donald,63,0.29,105,3.0
118,T117,T117,Rory McIlroy,60,0.29,69,2.0
119,T117,T117,Phil Mickelson,79,0.29,138,4.0
120,T117,T117,Pat Perez,81,0.29,140,4.0
121,T117,T117,D.A. Points,88,0.29,172,5.0
122,T117,T117,Vijay Singh,99,0.29,174,5.0
123,T124,T124,Mark Anderson,75,0.28,144,4.0
124,T124,T124,Bud Cauley,99,0.28,177,5.0
125,T124,T124,Bob Estes,78,0.28,106,3.0
126,T124,T124,Bobby Gates,87,0.28,180,5.0
127,T124,T124,Bill Haas,79,0.28,143,4.0
128,T124,T124,Chris Kirk,93,0.28,181,5.0
129,T124,T124,Colt Knost,79,0.28,144,4.0
130,T124,T124,Martin Laird,77,0.28,108,3.0
131,T124,T124,Ryan Palmer,81,0.28,142,4.0
132,T133,T133,Ángel Cabrera,54,0.27,75,2.0
133,T133,T133,Hunter Haas,69,0.27,113,3.0
134,T133,T133,Ryuji Imada,78,0.27,148,4.0
135,T133,T133,Nick O'Hern,78,0.27,112,3.0
136,T133,T133,Josh Teater,97,0.27,184,5.0
137,T138,T138,Chris Couch,61,0.25,118,3.0
138,T138,T138,Graham DeLaet,79,0.25,161,4.0
139,T138,T138,Charley Hoffman,88,0.25,159,4.0
140,T138,T138,Kevin Na,80,0.25,119,3.0
141,T142,T142,Robert Allenby,76,0.24,124,3.0
142,T142,T142,Tommy Biershenk,74,0.24,127,3.0
143,T142,T142,Russell Knox,72,0.24,123,3.0
144,T142,T142,Justin Leonard,79,0.24,124,3.0
145,T146,T146,Kris Blanks,65,0.23,132,3.0
146,T146,T146,Stephen Gangluff,57,0.23,87,2.0
147,T146,T146,Ryan Moore,89,0.23,177,4.0
148,T146,T146,D.J. Trahan,73,0.23,131,3.0
149,T146,T146,Jimmy Walker,101,0.23,214,5.0
150,T151,T151,Daniel Chopra,55,0.22,92,2.0
151,T151,T151,Charl Schwartzel,56,0.22,89,2.0
152,T153,T153,Carl Pettersson,92,0.21,144,3.0
153,T153,T153,John Senden,81,0.21,145,3.0
154,T153,T153,David Toms,60,0.21,94,2.0
155,T156,T156,Bill Lunde,83,0.2,149,3.0
156,T156,T156,Hunter Mahan,88,0.2,147,3.0
157,T156,T156,Troy Matteson,100,0.2,202,4.0
158,T159,T159,Brian Gay,91,0.19,154,3.0
159,T159,T159,Daniel Summerhays,81,0.19,155,3.0
160,T161,T161,Aaron Baddeley,73,0.18,114,2.0
161,T161,T161,Brian Harman,101,0.18,169,3.0
162,T161,T161,J.J. Henry,93,0.18,163,3.0
163,T161,T161,Davis Love III,64,0.18,111,2.0
164,T161,T161,Bryce Molder,83,0.18,166,3.0
165,T161,T161,Geoff Ogilvy,73,0.18,111,2.0
166,167,167,Jim Furyk,85,0.17,121,2.0
167,T168,T168,Ricky Barnes,92,0.16,183,3.0
168,T168,T168,Ryo Ishikawa,54,0.16,62,1.0
169,170,170,Jason Kokrak,79,0.15,135,2.0
170,T171,T171,Stuart Appleby,75,0.14,138,2.0
