,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
171,T171,T171,Stewart Cink,71,0.14,144,2.0
172,T171,T171,Ernie Els,80,0.14,138,2.0
173,T171,T171,Harris English,98,0.14,219,3.0
174,T175,T175,Stephen Ames,54,0.13,78,1.0
175,T175,T175,John Daly,50,0.13,76,1.0
176,T175,T175,Graeme McDowell,55,0.13,76,1.0
177,T175,T175,Heath Slocum,93,0.13,153,2.0
178,T179,T179,Padraig Harrington,67,0.12,85,1.0
179,T179,T179,Sean O'Hair,84,0.12,165,2.0
180,181,181,Brendan Steele,77,0.11,189,2.0
181,182,182,Steve Wheatcroft,56,0.1,98,1.0
182,183,183,Chez Reavie,83,0.09,116,1.0
183,T184,T184,K.J. Choi,71,0.08,121,1.0
184,T184,T184,Billy Hurley III,70,0.08,129,1.0
185,T184,T184,Kyle Stanley,86,0.08,129,1.0
186,T184,T184,Bo Van Pelt,84,0.08,121,1.0
187,188,188,George McNeill,85,0.07,153,1.0
188,189,189,Chad Campbell,84,0.06,165,1.0
189,T190,T190,Kevin Streelman,89,0.0,151,
190,T190,T190,Kyle Thompson,51,0.0,62,
