,Total_3_Putts_-_20-25_RANK THIS WEEK,Total_3_Putts_-_20-25_RANK LAST WEEK,Total_3_Putts_-_20-25_PLAYER NAME,Total_3_Putts_-_20-25_ROUNDS,Total_3_Putts_-_20-25_TOTAL 3 PUTTS 20'-25',Total_3_Putts_-_20-25_TOTAL 3 PUTTS
0,1,1,Bud Cauley,99,7,47
1,T2,T2,Arjun Atwal,79,6,34
2,T2,T2,Matt Every,80,6,34
3,T2,T2,Tommy Gainey,98,6,51
4,T2,T2,Robert Garrigus,89,6,55
5,T2,T2,Sung Kang,75,6,41
6,T2,T2,Rod Pampling,88,6,37
7,T2,T2,"Ted Potter, Jr.",77,6,46
8,T2,T2,Vijay Singh,99,6,47
9,T2,T2,Kevin Stadler,85,6,37
10,T2,T2,Johnson Wagner,88,6,48
11,T2,T2,Nick Watney,97,6,52
12,T13,T13,Michael Bradley,63,5,28
13,T13,T13,Keegan Bradley,90,5,47
14,T13,T13,Charles Howell III,98,5,43
15,T13,T13,John Huh,99,5,42
16,T13,T13,Robert Karlsson,54,5,40
17,T13,T13,Jeff Maggert,83,5,40
18,T13,T13,Hunter Mahan,88,5,30
19,T13,T13,Justin Rose,69,5,28
20,T13,T13,Rory Sabbatini,84,5,46
21,T13,T13,Kyle Stanley,86,5,45
22,T13,T13,Josh Teater,97,5,62
23,T13,T13,Jhonattan Vegas,77,5,45
24,T13,T13,Gary Woodland,70,5,48
25,T26,T26,Robert Allenby,76,4,47
26,T26,T26,Aaron Baddeley,73,4,24
27,T26,T26,Chad Campbell,84,4,47
28,T26,T26,Kevin Chappell,91,4,56
29,T26,T26,Ben Crane,73,4,31
30,T26,T26,Graham DeLaet,79,4,50
31,T26,T26,Jason Dufner,83,4,35
32,T26,T26,Ken Duke,104,4,53
33,T26,T26,Ernie Els,80,4,31
34,T26,T26,Stephen Gangluff,57,4,28
35,T26,T26,Chris Kirk,93,4,56
36,T26,T26,Martin Laird,77,4,37
37,T26,T26,Marc Leishman,84,4,54
38,T26,T26,Bill Lunde,83,4,48
39,T26,T26,Graeme McDowell,55,4,18
40,T26,T26,Phil Mickelson,79,4,31
41,T26,T26,Jeff Overton,101,4,41
42,T26,T26,Ryan Palmer,81,4,33
43,T26,T26,Scott Stallings,78,4,42
44,T26,T26,Daniel Summerhays,81,4,38
45,T26,T26,Michael Thompson,80,4,38
46,T26,T26,Brendon Todd,78,4,32
47,T26,T26,Bo Van Pelt,84,4,29
48,T26,T26,Boo Weekley,74,4,39
49,T50,T50,Stephen Ames,54,3,30
50,T50,T50,Sangmoon Bae,81,3,33
51,T50,T50,Kris Blanks,65,3,45
52,T50,T50,Miguel Angel Carballo,73,3,40
53,T50,T50,Daniel Chopra,55,3,18
54,T50,T50,Gary Christian,91,3,43
55,T50,T50,Stewart Cink,71,3,30
56,T50,T50,Tim Clark,60,3,25
57,T50,T50,Erik Compton,81,3,35
58,T50,T50,John Daly,50,3,20
59,T50,T50,Brian Davis,91,3,32
60,T50,T50,Marco Dawson,60,3,21
61,T50,T50,Chris DiMarco,83,3,38
62,T50,T50,James Driscoll,83,3,28
63,T50,T50,Rickie Fowler,84,3,36
64,T50,T50,Tom Gillis,75,3,42
65,T50,T50,Mathew Goggin,65,3,32
66,T50,T50,Brian Harman,101,3,45
67,T50,T50,Charley Hoffman,88,3,53
68,T50,T50,J.B. Holmes,90,3,45
69,T50,T50,Trevor Immelman,76,3,40
70,T50,T50,Freddie Jacobson,61,3,23
71,T50,T50,Troy Kelly,68,3,30
72,T50,T50,J.J. Killeen,101,3,40
73,T50,T50,Russell Knox,72,3,25
74,T50,T50,Danny Lee,74,3,34
75,T50,T50,Davis Love III,64,3,22
76,T50,T50,John Mallinger,74,3,34
77,T50,T50,Billy Mayfair,90,3,51
78,T50,T50,George McNeill,85,3,37
79,T50,T50,Seung-Yul Noh,105,3,39
80,T50,T50,Greg Owen,90,3,54
81,T50,T50,Pat Perez,81,3,39
82,T50,T50,Tom Pernice Jr.,62,3,30
83,T50,T50,Carl Pettersson,92,3,30
84,T50,T50,Chez Reavie,83,3,42
85,T50,T50,Alexandre Rocha,62,3,32
86,T50,T50,Andres Romero,68,3,46
87,T50,T50,Adam Scott,59,3,27
88,T50,T50,Patrick Sheehan,58,3,26
89,T50,T50,Henrik Stenson,51,3,31
90,T50,T50,Kevin Streelman,89,3,38
91,T50,T50,Roland Thatcher,55,3,31
92,T50,T50,D.J. Trahan,73,3,44
93,T50,T50,Cameron Tringale,88,3,47
94,T50,T50,Camilo Villegas,79,3,43
95,T50,T50,Charlie Wi,86,3,33
96,T97,T97,Blake Adams,107,2,51
97,T97,T97,Mark Anderson,75,2,49
98,T97,T97,Matt Bettencourt,80,2,33
99,T97,T97,Jonathan Byrd,69,2,35
100,T97,T97,Roberto Castro,92,2,44
101,T97,T97,Greg Chalmers,88,2,26
102,T97,T97,Will Claxton,99,2,47
103,T97,T97,Gavin Coles,72,2,34
104,T97,T97,Chris Couch,61,2,22
105,T97,T97,Brendon de Jonge,115,2,54
106,T97,T97,Luke Donald,63,2,15
107,T97,T97,Scott Dunlap,57,2,43
108,T97,T97,Harris English,98,2,52
109,T97,T97,Bob Estes,78,2,26
110,T97,T97,Jim Furyk,85,2,20
111,T97,T97,Nathan Green,73,2,34
112,T97,T97,Padraig Harrington,67,2,23
113,T97,T97,David Hearn,95,2,46
114,T97,T97,Tim Herron,88,2,36
115,T97,T97,Billy Horschel,63,2,30
116,T97,T97,Zach Johnson,95,2,31
117,T97,T97,Matt Jones,53,2,26
118,T97,T97,Colt Knost,79,2,34
119,T97,T97,Jason Kokrak,79,2,40
120,T97,T97,Derek Lamely,64,2,32
121,T97,T97,Richard Lee,71,2,22
122,T97,T97,Rocco Mediate,70,2,28
123,T97,T97,Ryan Moore,89,2,41
124,T97,T97,Garth Mulroy,59,2,25
125,T97,T97,Sean O'Hair,84,2,43
126,T97,T97,D.A. Points,88,2,51
127,T97,T97,Ian Poulter,57,2,19
128,T97,T97,Kyle Reifers,86,2,46
129,T97,T97,Charl Schwartzel,56,2,18
130,T97,T97,John Senden,81,2,26
131,T97,T97,Webb Simpson,77,2,29
132,T97,T97,Vaughn Taylor,81,2,34
133,T97,T97,David Toms,60,2,24
134,T97,T97,Jimmy Walker,101,2,40
135,T97,T97,Steve Wheatcroft,56,2,24
136,T137,T137,Stuart Appleby,75,1,32
137,T137,T137,Ricky Barnes,92,1,68
138,T137,T137,Cameron Beckman,81,1,59
139,T137,T137,Charlie Beljan,61,1,28
140,T137,T137,Tommy Biershenk,74,1,33
141,T137,T137,Jonas Blixt,72,1,21
142,T137,T137,Jason Bohn,81,1,31
143,T137,T137,Scott Brown,65,1,42
144,T137,T137,Martin Flores,95,1,32
145,T137,T137,Harrison Frazar,56,1,34
146,T137,T137,Bobby Gates,87,1,54
147,T137,T137,J.J. Henry,93,1,32
148,T137,T137,Billy Hurley III,70,1,28
149,T137,T137,Ryuji Imada,78,1,45
150,T137,T137,Ryo Ishikawa,54,1,14
