,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Robert Karlsson,54,0.9,47,52
1,T2,T2,Scott Dunlap,57,0.87,46,53
2,T2,T2,Gary Woodland,70,0.87,60,69
3,T4,T4,Cameron Beckman,81,0.84,65,77
4,T4,T4,Kyle Thompson,51,0.84,41,49
5,6,6,Ricky Barnes,92,0.83,73,88
6,T7,T7,Scott Brown,65,0.79,50,63
7,T7,T7,Brendan Steele,77,0.79,58,73
8,T9,T9,Martin Laird,77,0.77,56,73
9,T9,T9,Andres Romero,68,0.77,49,64
10,T11,T11,Charley Hoffman,88,0.74,65,88
11,T11,T11,Trevor Immelman,76,0.74,56,76
12,T11,T11,Josh Teater,97,0.74,69,93
13,T14,T14,Mark Anderson,75,0.73,53,73
14,T14,T14,Robert Garrigus,89,0.73,65,89
15,T16,T16,Kris Blanks,65,0.72,47,65
16,T16,T16,Kevin Chappell,91,0.72,63,87
17,T16,T16,Bill Lunde,83,0.72,57,79
18,19,19,Harrison Frazar,56,0.7,38,54
19,T20,T20,Marc Leishman,84,0.69,58,84
20,T20,T20,Chez Reavie,83,0.69,57,83
21,T20,T20,Henrik Stenson,51,0.69,35,51
22,T23,T23,Graham DeLaet,79,0.68,54,79
23,T23,T23,Greg Owen,90,0.68,61,90
24,T23,T23,D.J. Trahan,73,0.68,47,69
25,T26,T26,Keegan Bradley,90,0.67,59,88
26,T26,T26,Scott Stallings,78,0.67,52,78
27,T26,T26,Boo Weekley,74,0.67,47,70
28,T26,T26,Lee Westwood,60,0.67,36,54
29,T30,T30,Stewart Cink,71,0.66,44,67
30,T30,T30,Bobby Gates,87,0.66,56,85
31,T30,T30,"Ted Potter, Jr.",77,0.66,51,77
32,T30,T30,Adam Scott,59,0.66,38,58
33,T30,T30,Roland Thatcher,55,0.66,35,53
34,T35,T35,Billy Mayfair,90,0.65,56,86
35,T35,T35,Cameron Tringale,88,0.65,57,88
36,T35,T35,Jhonattan Vegas,77,0.65,50,77
37,T38,T38,Miguel Angel Carballo,73,0.64,44,69
38,T38,T38,Stephen Gangluff,57,0.64,35,55
39,T38,T38,Chris Kirk,93,0.64,57,89
40,T38,T38,Vijay Singh,99,0.64,63,99
41,T38,T38,Nick Watney,97,0.64,60,94
42,T43,T43,Robert Allenby,76,0.63,48,76
