,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,1,Tommy Biershenk,74,"85' 6""",85.5,1
1,2,2,Rocco Mediate,70,"74' 5""",74.417,1
2,3,3,Brendan Steele,77,"67' 4""",134.583,2
3,4,4,J.J. Killeen,101,"65' 11""",65.917,1
4,5,5,Hunter Mahan,88,"65' 4""",65.333,1
5,6,6,Hunter Haas,69,"61' 2""",122.333,2
6,7,7,Mark Anderson,75,"60' 10""",60.833,1
7,8,8,Justin Rose,69,"60' 5""",60.417,1
8,9,9,Kris Blanks,65,"60' 0""",60.0,1
9,10,10,Sung Kang,75,"59' 8""",119.25,2
10,11,11,Harrison Frazar,56,"59' 7""",59.583,1
11,12,12,J.B. Holmes,90,"59' 4""",118.583,2
12,T13,T13,John Mallinger,74,"56' 5""",56.417,1
13,T13,T13,Tom Pernice Jr.,62,"56' 5""",56.417,1
14,15,15,Billy Mayfair,90,"55' 4""",55.333,1
15,16,16,Robert Karlsson,54,"55' 2""",110.25,2
16,17,17,Webb Simpson,77,"54' 6""",54.5,1
17,18,18,Bubba Watson,68,"52' 4""",52.333,1
18,19,19,Kevin Chappell,91,"50' 11""",101.75,2
19,20,20,Stephen Ames,54,"50' 10""",101.667,2
20,21,21,Brendon de Jonge,115,"50' 0""",50.0,1
21,22,22,Tommy Gainey,98,"48' 5""",96.75,2
22,23,23,Bob Estes,78,"46' 5""",46.417,1
23,24,24,David Mathis,83,"45' 1""",90.083,2
24,25,25,Graeme McDowell,55,"44' 11""",44.917,1
25,26,26,Michael Thompson,80,"44' 5""",177.583,4
26,27,27,Sangmoon Bae,81,"43' 5""",43.417,1
27,28,28,Vijay Singh,99,"42' 1""",42.083,1
28,29,29,Steve Wheatcroft,56,"41' 6""",41.5,1
29,30,30,Cameron Beckman,81,"41' 5""",41.417,1
30,31,31,Russell Knox,72,"41' 0""",41.0,1
31,32,32,Sean O'Hair,84,"40' 9""",81.5,2
32,33,33,Charlie Wi,86,"40' 2""",80.25,2
33,34,34,Ken Duke,104,"40' 1""",40.083,1
34,35,35,Nick O'Hern,78,"38' 7""",38.583,1
35,36,36,Garth Mulroy,59,"35' 1""",35.083,1
36,37,37,Rickie Fowler,84,"34' 10""",34.833,1
37,38,38,Pat Perez,81,"34' 7""",69.083,2
38,T39,T39,Bud Cauley,99,"33' 10""",33.833,1
39,T39,T39,Kevin Na,80,"33' 10""",33.833,1
40,41,41,Boo Weekley,74,"32' 10""",32.833,1
41,42,42,William McGirt,96,"32' 0""",32.0,1
42,43,43,D.A. Points,88,"31' 10""",31.833000000000002,1
43,44,44,Marco Dawson,60,"30' 7""",30.583000000000002,1
44,45,45,Bill Lunde,83,"29' 11""",29.916999999999998,1
45,46,46,Chris Stroud,86,"29' 7""",29.583000000000002,1
46,47,47,Mark Wilson,84,"28' 5""",28.416999999999998,1
47,48,48,Robert Garrigus,89,"28' 1""",56.083,2
48,49,49,Brian Gay,91,"26' 9""",26.75,1
49,50,50,Scott Dunlap,57,"26' 1""",52.083,2
50,51,51,Nick Watney,97,"26' 0""",26.0,1
51,52,52,Chez Reavie,83,"25' 10""",25.833000000000002,1
52,53,53,Andres Romero,68,"25' 5""",50.75,2
53,54,54,Cameron Tringale,88,"24' 3""",48.5,2
54,55,55,Billy Horschel,63,"23' 11""",23.916999999999998,1
55,56,56,Erik Compton,81,"23' 6""",47.0,2
56,57,57,Seung-Yul Noh,105,"23' 3""",23.25,1
57,58,58,Ian Poulter,57,"22' 8""",22.666999999999998,1
58,59,59,Jason Kokrak,79,"22' 1""",44.083,2
59,60,60,Brian Davis,91,"21' 5""",21.416999999999998,1
60,61,61,Matt Every,80,"21' 2""",21.166999999999998,1
61,62,62,Nathan Green,73,"20' 8""",20.666999999999998,1
62,63,63,Chris Couch,61,"20' 3""",40.5,2
63,64,64,Charlie Beljan,61,"18' 4""",18.333,1
64,65,65,Chris Kirk,93,"17' 8""",17.667,1
65,66,66,"Ted Potter, Jr.",77,"17' 4""",17.333,1
66,67,67,Greg Owen,90,"16' 0""",16.0,1
67,68,68,Arjun Atwal,79,"15' 3""",15.25,1
68,69,69,Josh Teater,97,"12' 3""",12.25,1
69,70,70,Ryuji Imada,78,"9' 4""",9.333,1
70,71,71,Adam Scott,59,"9' 1""",9.083,1
71,72,72,Camilo Villegas,79,"8' 7""",8.583,1
72,73,73,John Senden,81,"7' 3""",7.25,1
73,74,74,Tim Herron,88,"3' 3""",3.25,1
74,75,75,Charl Schwartzel,56,"3' 0""",3.0,1
