,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
80,81,81,Charl Schwartzel,56,0.084,3.365,40
81,82,82,Chris Couch,61,0.083,4.4910000000000005,54
82,83,83,Chris Stroud,86,0.08199999999999999,6.117000000000001,75
83,84,84,Bob Estes,78,0.07400000000000001,4.782,65
84,85,85,"Ted Potter, Jr.",77,0.073,4.427,61
85,86,86,Bud Cauley,99,0.065,5.957000000000001,91
86,87,87,Davis Love III,64,0.063,3.299,52
87,88,88,Rory McIlroy,60,0.057999999999999996,2.336,40
88,89,89,Charles Howell III,98,0.054000000000000006,4.1739999999999995,77
89,90,90,Sung Kang,75,0.051,3.134,62
90,91,91,Troy Kelly,68,0.05,2.529,51
91,92,92,Roberto Castro,92,0.048,3.583,75
92,T93,T93,Danny Lee,74,0.04,2.366,59
93,T93,T93,Steve Wheatcroft,56,0.04,1.675,42
94,95,95,John Senden,81,0.039,2.436,62
95,96,96,Vaughn Taylor,81,0.031,1.9609999999999999,64
96,97,97,Harrison Frazar,56,0.023,1.124,48
97,98,98,Kyle Reifers,86,0.021,1.544,74
98,99,99,Hunter Haas,69,0.011000000000000001,0.5710000000000001,52
99,100,100,Garth Mulroy,59,0.01,0.45,46
100,101,101,Russell Knox,72,0.0,0.011000000000000001,56
101,102,102,Louis Oosthuizen,65,-0.004,-0.212,49
102,103,103,Rocco Mediate,70,-0.012,-0.7020000000000001,58
103,104,104,Padraig Harrington,67,-0.02,-0.9129999999999999,45
104,105,105,Nick Watney,97,-0.027999999999999997,-2.103,76
105,106,106,John Rollins,81,-0.034,-2.404,71
106,107,107,Jhonattan Vegas,77,-0.035,-2.424,69
107,108,108,Jason Bohn,81,-0.037000000000000005,-2.434,66
108,109,109,Ernie Els,80,-0.05,-3.28,65
109,110,110,Daniel Summerhays,81,-0.053,-3.6,68
110,T111,T111,J.J. Henry,93,-0.054000000000000006,-3.859,71
111,T111,T111,Kevin Streelman,89,-0.054000000000000006,-4.144,77
112,113,113,J.B. Holmes,90,-0.057,-4.454,78
113,114,114,Billy Horschel,63,-0.068,-3.258,48
114,T115,T115,Gary Christian,91,-0.077,-5.779,75
115,T115,T115,Jerry Kelly,84,-0.077,-5.595,73
116,117,117,John Mallinger,74,-0.086,-5.437,63
117,118,118,Matt Jones,53,-0.09,-3.98,44
118,119,119,Mark Wilson,84,-0.102,-6.952000000000001,68
119,120,120,J.J. Killeen,101,-0.107,-9.012,84
120,T121,T121,Hunter Mahan,88,-0.109,-7.0,64
121,T121,T121,D.A. Points,88,-0.109,-8.759,80
122,123,123,Brendan Steele,77,-0.11199999999999999,-7.199,64
123,124,124,Chris DiMarco,83,-0.113,-8.109,72
124,125,125,Tim Clark,60,-0.121,-6.0489999999999995,50
125,T126,T126,Trevor Immelman,76,-0.122,-6.943,57
126,T126,T126,Justin Rose,69,-0.122,-6.468,53
127,128,128,Jeff Maggert,83,-0.127,-9.933,78
128,129,129,Mark Anderson,75,-0.133,-8.095,61
129,130,130,Adam Scott,59,-0.138,-5.66,41
130,131,131,David Toms,60,-0.141,-6.185,44
131,132,132,Freddie Jacobson,61,-0.145,-6.3839999999999995,44
132,133,133,Patrick Sheehan,58,-0.149,-6.535,44
133,134,134,Rod Pampling,88,-0.153,-10.57,69
134,135,135,Will Claxton,99,-0.16699999999999998,-14.350999999999999,86
135,136,136,Tim Herron,88,-0.174,-13.187999999999999,76
136,137,137,Jason Kokrak,79,-0.184,-12.709000000000001,69
137,138,138,Michael Bradley,63,-0.18899999999999997,-10.374,55
138,139,139,John Merrick,83,-0.193,-13.925,72
139,140,140,Chris Kirk,93,-0.195,-16.611,85
140,141,141,Matt Bettencourt,80,-0.201,-12.073,60
141,142,142,Rickie Fowler,84,-0.20199999999999999,-13.34,66
142,143,143,Billy Mayfair,90,-0.205,-15.991,78
143,144,144,Chez Reavie,83,-0.20600000000000002,-13.57,66
144,145,145,Josh Teater,97,-0.209,-17.387999999999998,83
145,T146,T146,Arjun Atwal,79,-0.217,-14.324000000000002,66
146,T146,T146,Ángel Cabrera,54,-0.217,-8.033,37
147,148,148,Andres Romero,68,-0.223,-12.024000000000001,54
148,149,149,Robert Garrigus,89,-0.225,-16.613,74
149,150,150,Alexandre Rocha,62,-0.23199999999999998,-11.584000000000001,50
150,151,151,Marco Dawson,60,-0.235,-10.788,46
151,152,152,Bill Lunde,83,-0.24100000000000002,-16.132,67
152,153,153,Mathew Goggin,65,-0.242,-13.322000000000001,55
153,154,154,Stephen Gangluff,57,-0.243,-10.437000000000001,43
154,155,155,Stephen Ames,54,-0.255,-9.934,39
155,T156,T156,Kevin Chappell,91,-0.262,-18.857,72
156,T156,T156,Bobby Gates,87,-0.262,-19.929000000000002,76
157,158,158,Kevin Stadler,85,-0.263,-18.428,70
158,159,159,Graham DeLaet,79,-0.278,-19.707,71
159,160,160,Bubba Watson,68,-0.28,-14.300999999999998,51
160,161,161,Graeme McDowell,55,-0.282,-10.700999999999999,38
161,162,162,Sean O'Hair,84,-0.28600000000000003,-21.736,76
162,163,163,Miguel Angel Carballo,73,-0.294,-16.753,57
163,164,164,Tom Pernice Jr.,62,-0.318,-16.512999999999998,52
164,165,165,Justin Leonard,79,-0.325,-22.1,68
165,166,166,Marc Leishman,84,-0.331,-25.169,76
166,167,167,Camilo Villegas,79,-0.34299999999999997,-25.07,73
167,168,168,K.J. Choi,71,-0.344,-19.278,56
168,169,169,Cameron Beckman,81,-0.353,-24.355,69
169,170,170,Lee Westwood,60,-0.359,-14.374,40
170,171,171,Rory Sabbatini,84,-0.37,-26.604,72
171,172,172,Nick O'Hern,78,-0.392,-26.669,68
172,173,173,Vijay Singh,99,-0.40399999999999997,-32.738,81
173,174,174,Scott Stallings,78,-0.405,-27.522,68
174,175,175,Greg Owen,90,-0.41600000000000004,-32.064,77
175,176,176,Charlie Beljan,61,-0.42100000000000004,-18.102,43
176,177,177,Chad Campbell,84,-0.425,-31.015,73
177,178,178,Robert Allenby,76,-0.428,-28.255,66
178,179,179,Scott Brown,65,-0.46799999999999997,-23.853,51
179,180,180,Charley Hoffman,88,-0.48,-36.504,76
180,181,181,Ricky Barnes,92,-0.488,-40.006,82
181,182,182,Gary Woodland,70,-0.49700000000000005,-26.355999999999998,53
182,183,183,Roland Thatcher,55,-0.514,-22.622,44
183,184,184,Robert Karlsson,54,-0.531,-21.765,41
184,185,185,Heath Slocum,93,-0.5539999999999999,-41.536,75
185,186,186,D.J. Trahan,73,-0.579,-35.900999999999996,62
186,187,187,Kris Blanks,65,-0.608,-36.469,60
187,188,188,Scott Dunlap,57,-0.688,-31.655,46
188,189,189,Kyle Stanley,86,-0.797,-55.77,70
189,190,190,Boo Weekley,74,-1.055,-61.185,58
190,191,191,Kyle Thompson,51,-1.209,-44.748999999999995,37
