,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
0,1,1,Brandt Snedeker,81,0.86,55.901,65
1,2,2,Luke Donald,63,0.818,39.258,48
2,3,3,Jonas Blixt,72,0.804,51.477,64
3,4,4,Brian Gay,91,0.7040000000000001,54.888000000000005,78
4,5,5,Bryce Molder,83,0.6659999999999999,47.29,71
5,6,6,Martin Flores,95,0.6559999999999999,53.826,82
6,7,7,Derek Lamely,64,0.636,35.62,56
7,8,8,Aaron Baddeley,73,0.604,33.196999999999996,55
8,9,9,Gavin Coles,72,0.591,33.67,57
9,10,10,Zach Johnson,95,0.568,42.0,74
10,11,11,Phil Mickelson,79,0.562,33.707,60
11,12,12,Bo Van Pelt,84,0.542,35.208,65
12,13,13,Jason Day,57,0.526,24.741,47
13,14,14,Y.E. Yang,64,0.516,24.781,48
14,15,15,Greg Chalmers,88,0.506,37.934,75
15,16,16,Ben Curtis,62,0.505,24.238000000000003,48
16,17,17,Matt Kuchar,86,0.47200000000000003,31.151,66
17,18,18,Ryan Palmer,81,0.45299999999999996,32.168,71
18,19,19,Carl Pettersson,92,0.444,35.496,80
19,20,20,James Driscoll,83,0.434,30.362,70
20,21,21,Ben Crane,73,0.43200000000000005,26.761999999999997,62
21,T22,T22,Brendon Todd,78,0.42700000000000005,26.891,63
22,T22,T22,Jimmy Walker,101,0.42700000000000005,38.829,91
23,24,24,Ryan Moore,89,0.424,34.312,81
24,25,25,Jim Furyk,85,0.423,27.493000000000002,65
25,26,26,Sergio Garcia,57,0.4,17.601,44
26,27,27,Brian Davis,91,0.37,29.211,79
27,28,28,Michael Thompson,80,0.355,23.096999999999998,65
28,29,29,Ryuji Imada,78,0.35100000000000003,24.241999999999997,69
29,30,30,Ken Duke,104,0.349,31.447,90
30,31,31,Johnson Wagner,88,0.34600000000000003,26.284000000000002,76
31,32,32,Tiger Woods,69,0.33899999999999997,16.282,48
32,33,33,David Mathis,83,0.33799999999999997,23.324,69
33,34,34,Daniel Chopra,55,0.331,14.231,43
34,T35,T35,Keegan Bradley,90,0.33,23.445,71
35,T35,T35,Spencer Levin,81,0.33,21.79,66
36,37,37,Kevin Kisner,69,0.303,16.053,53
37,38,38,Stewart Cink,71,0.301,16.239,54
38,39,39,Jeff Overton,101,0.293,26.961,92
39,40,40,William McGirt,96,0.282,22.289,79
40,41,41,Charlie Wi,86,0.27899999999999997,20.398,73
41,42,42,Billy Hurley III,70,0.276,15.720999999999998,57
42,43,43,Jonathan Byrd,69,0.262,14.686,56
43,44,44,David Hearn,95,0.261,23.003,88
44,45,45,Brandt Jobe,57,0.257,11.552999999999999,45
45,46,46,Nathan Green,73,0.248,14.162,57
46,T47,T47,George McNeill,85,0.23800000000000002,16.899,71
47,T47,T47,Geoff Ogilvy,73,0.23800000000000002,13.062999999999999,55
48,49,49,Blake Adams,107,0.23199999999999998,20.406,88
49,50,50,Tommy Biershenk,74,0.22399999999999998,12.972000000000001,58
50,51,51,Scott Piercy,95,0.221,19.034000000000002,86
51,52,52,Tom Gillis,75,0.217,14.94,69
52,53,53,Webb Simpson,77,0.21100000000000002,13.911,66
53,54,54,Ryo Ishikawa,54,0.196,7.249,37
54,55,55,Kevin Na,80,0.193,12.574000000000002,65
55,56,56,John Daly,50,0.192,7.294,38
56,57,57,Richard Lee,71,0.18899999999999997,10.775,57
57,58,58,Dustin Johnson,70,0.185,9.8,53
58,59,59,Colt Knost,79,0.184,12.305,67
59,60,60,Harris English,98,0.175,15.234000000000002,87
60,61,61,John Huh,99,0.16699999999999998,14.225999999999999,85
61,62,62,Pat Perez,81,0.16,11.008,69
62,63,63,Stuart Appleby,75,0.154,9.991,65
63,64,64,Jason Dufner,83,0.153,9.777000000000001,64
64,65,65,Edward Loar,59,0.145,6.2170000000000005,43
65,66,66,Brendon de Jonge,115,0.14400000000000002,14.687999999999999,102
66,67,67,Seung-Yul Noh,105,0.142,12.085999999999999,85
67,68,68,Troy Matteson,100,0.136,11.302999999999999,83
68,69,69,Steve Stricker,73,0.134,7.24,54
69,70,70,Brian Harman,101,0.132,11.582,88
70,71,71,Dicky Pride,62,0.13,6.391,49
71,72,72,Sangmoon Bae,81,0.128,7.287999999999999,57
72,73,73,Tommy Gainey,98,0.113,10.183,90
73,74,74,Henrik Stenson,51,0.105,4.416,42
74,T75,T75,Bill Haas,79,0.10300000000000001,6.303999999999999,61
75,T75,T75,Ian Poulter,57,0.10300000000000001,3.932,38
76,77,77,Cameron Tringale,88,0.102,7.855,77
77,78,78,Martin Laird,77,0.099,5.356,54
78,79,79,Matt Every,80,0.096,6.172999999999999,64
79,80,80,Erik Compton,81,0.092,5.862,64
