,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,1,1,Ben Crane,73,2.5
1,T2,T2,Jason Dufner,83,2.4
2,T2,T2,Adam Scott,59,2.4
3,4,4,Brandt Snedeker,81,2.3
4,5,5,Webb Simpson,77,2.2
5,T6,T6,Matt Kuchar,86,2.0
6,T6,T6,Tiger Woods,69,2.0
7,T8,T8,Keegan Bradley,90,1.9
8,T8,T8,Jonathan Byrd,69,1.9
9,T8,T8,Brendon de Jonge,115,1.9
10,T8,T8,Billy Horschel,63,1.9
11,T8,T8,Phil Mickelson,79,1.9
12,T8,T8,Louis Oosthuizen,65,1.9
13,T8,T8,Justin Rose,69,1.9
14,T15,T15,Stewart Cink,71,1.8
15,T15,T15,Luke Donald,63,1.8
16,T15,T15,Ken Duke,104,1.8
17,T15,T15,Brian Harman,101,1.8
18,T15,T15,Sean O'Hair,84,1.8
19,T15,T15,Henrik Stenson,51,1.8
20,T15,T15,Lee Westwood,60,1.8
21,T22,T22,Jonas Blixt,72,1.7
22,T22,T22,Tim Clark,60,1.7
23,T22,T22,Martin Flores,95,1.7
24,T22,T22,J.B. Holmes,90,1.7
25,T22,T22,Freddie Jacobson,61,1.7
26,T22,T22,Troy Kelly,68,1.7
27,T22,T22,Hunter Mahan,88,1.7
28,T22,T22,William McGirt,96,1.7
29,T22,T22,Seung-Yul Noh,105,1.7
30,T22,T22,Scott Piercy,95,1.7
31,T22,T22,Charlie Wi,86,1.7
32,T33,T33,Gavin Coles,72,1.6
33,T33,T33,Ben Curtis,62,1.6
34,T33,T33,Jason Day,57,1.6
35,T33,T33,James Driscoll,83,1.6
36,T33,T33,Rickie Fowler,84,1.6
37,T33,T33,Tommy Gainey,98,1.6
38,T33,T33,John Huh,99,1.6
39,T33,T33,Zach Johnson,95,1.6
40,T33,T33,Graeme McDowell,55,1.6
41,T33,T33,George McNeill,85,1.6
42,T33,T33,Jeff Overton,101,1.6
43,T33,T33,Ian Poulter,57,1.6
44,T33,T33,Michael Thompson,80,1.6
45,T33,T33,Jhonattan Vegas,77,1.6
46,T33,T33,Bubba Watson,68,1.6
47,T48,T48,Sergio Garcia,57,1.5
48,T48,T48,Padraig Harrington,67,1.5
49,T48,T48,David Hearn,95,1.5
50,T48,T48,Dustin Johnson,70,1.5
51,T48,T48,J.J. Killeen,101,1.5
52,T48,T48,Derek Lamely,64,1.5
53,T48,T48,John Merrick,83,1.5
54,T48,T48,Bryce Molder,83,1.5
55,T48,T48,Ryan Moore,89,1.5
56,T48,T48,D.A. Points,88,1.5
57,T48,T48,John Senden,81,1.5
58,T48,T48,Camilo Villegas,79,1.5
59,T48,T48,Johnson Wagner,88,1.5
60,T48,T48,Nick Watney,97,1.5
61,T62,T62,Mark Anderson,75,1.4
62,T62,T62,Ricky Barnes,92,1.4
63,T62,T62,Cameron Beckman,81,1.4
64,T62,T62,Michael Bradley,63,1.4
65,T62,T62,Gary Christian,91,1.4
66,T62,T62,Will Claxton,99,1.4
67,T62,T62,John Daly,50,1.4
68,T62,T62,Robert Garrigus,89,1.4
69,T62,T62,Nathan Green,73,1.4
70,T62,T62,Bill Haas,79,1.4
71,T62,T62,Charles Howell III,98,1.4
72,T62,T62,Chris Kirk,93,1.4
73,T62,T62,Danny Lee,74,1.4
74,T62,T62,Spencer Levin,81,1.4
75,T62,T62,Greg Owen,90,1.4
76,T62,T62,Ryan Palmer,81,1.4
77,T62,T62,Pat Perez,81,1.4
78,T62,T62,Dicky Pride,62,1.4
79,T62,T62,Vijay Singh,99,1.4
80,T62,T62,Steve Stricker,73,1.4
81,T62,T62,Bo Van Pelt,84,1.4
82,T62,T62,Mark Wilson,84,1.4
83,T84,T84,Robert Allenby,76,1.3
84,T84,T84,Roberto Castro,92,1.3
85,T84,T84,Bud Cauley,99,1.3
86,T84,T84,Greg Chalmers,88,1.3
87,T84,T84,Erik Compton,81,1.3
88,T84,T84,Brian Davis,91,1.3
89,T84,T84,Harris English,98,1.3
90,T84,T84,Harrison Frazar,56,1.3
91,T84,T84,Tom Gillis,75,1.3
92,T84,T84,Ryo Ishikawa,54,1.3
93,T84,T84,Brandt Jobe,57,1.3
94,T84,T84,Jeff Maggert,83,1.3
95,T84,T84,John Mallinger,74,1.3
96,T84,T84,Billy Mayfair,90,1.3
97,T84,T84,Garth Mulroy,59,1.3
98,T84,T84,Kevin Na,80,1.3
99,T84,T84,Rod Pampling,88,1.3
100,T84,T84,John Rollins,81,1.3
101,T102,T102,Tommy Biershenk,74,1.2
102,T102,T102,Chad Campbell,84,1.2
103,T102,T102,Miguel Angel Carballo,73,1.2
104,T102,T102,Chris Couch,61,1.2
105,T102,T102,Chris DiMarco,83,1.2
106,T102,T102,Ernie Els,80,1.2
107,T102,T102,Matt Every,80,1.2
108,T102,T102,Brian Gay,91,1.2
109,T102,T102,Tim Herron,88,1.2
110,T102,T102,Trevor Immelman,76,1.2
111,T102,T102,Jerry Kelly,84,1.2
112,T102,T102,Kevin Kisner,69,1.2
113,T102,T102,Bill Lunde,83,1.2
114,T102,T102,Rocco Mediate,70,1.2
115,T102,T102,Nick O'Hern,78,1.2
116,T102,T102,Carl Pettersson,92,1.2
117,T102,T102,Kyle Reifers,86,1.2
118,T102,T102,Andres Romero,68,1.2
