,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
0,1,1,Bryce Molder,83,26.43,140,37
1,2,2,Ryan Moore,89,26.42,159,42
2,3,3,Dustin Johnson,70,25.53,94,24
3,T4,T4,Davis Love III,64,25.27,91,23
4,T4,T4,Y.E. Yang,64,25.27,91,23
5,6,6,Scott Piercy,95,24.86,177,44
6,7,7,Jim Furyk,85,24.63,134,33
7,8,8,Brian Davis,91,24.26,136,33
8,9,9,Luke Donald,63,24.24,99,24
9,10,10,Nathan Green,73,23.68,114,27
10,11,11,Robert Karlsson,54,23.53,85,20
11,12,12,Martin Flores,95,23.5,183,43
12,13,13,Jason Day,57,23.46,81,19
13,14,14,Gary Christian,91,23.4,141,33
14,15,15,Ryuji Imada,78,23.39,124,29
15,16,16,Matt Jones,53,23.38,77,18
16,17,17,"Ted Potter, Jr.",77,23.21,112,26
17,18,18,Zach Johnson,95,23.19,138,32
18,19,19,Andres Romero,68,23.16,95,22
19,20,20,Jonathan Byrd,69,23.08,104,24
20,21,21,John Daly,50,22.97,74,17
21,22,22,Michael Thompson,80,22.95,122,28
22,23,23,Scott Dunlap,57,22.86,105,24
23,24,24,Richard Lee,71,22.73,110,25
24,25,25,David Toms,60,22.67,75,17
25,26,26,Charl Schwartzel,56,22.62,84,19
26,27,27,Tommy Gainey,98,22.56,164,37
27,28,28,Edward Loar,59,22.54,71,16
28,29,29,Brandt Snedeker,81,22.5,120,27
29,30,30,John Senden,81,22.48,129,29
30,31,31,Garth Mulroy,59,22.34,94,21
31,32,32,Sangmoon Bae,81,22.31,121,27
32,33,33,Bill Haas,79,22.03,118,26
33,34,34,Brian Harman,101,22.01,159,35
34,35,35,Ben Crane,73,21.74,115,25
35,36,36,Daniel Chopra,55,21.62,74,16
36,37,37,Matt Every,80,21.6,125,27
37,38,38,Charles Howell III,98,21.53,144,31
