,Putting_from_10_RANK THIS WEEK,Putting_from_10_RANK LAST WEEK,Putting_from_10_PLAYER NAME,Putting_from_10_ROUNDS,Putting_from_10_% MADE,Putting_from_10_ATTEMPTS,Putting_from_10_PUTTS MADE
0,1,1,Rory McIlroy,60,68.0,25,17
1,2,2,Nathan Green,73,61.54,39,24
2,3,3,Tommy Biershenk,74,60.53,38,23
3,T4,T4,Daniel Chopra,55,60.0,25,15
4,T4,T4,Brandt Jobe,57,60.0,25,15
5,6,6,Luke Donald,63,58.82,34,20
6,7,7,Carl Pettersson,92,58.7,46,27
7,8,8,Stephen Gangluff,57,58.33,24,14
8,9,9,Phil Mickelson,79,57.58,33,19
9,10,10,Padraig Harrington,67,56.67,30,17
10,11,11,Bo Van Pelt,84,56.52,46,26
11,12,12,Camilo Villegas,79,54.55,55,30
12,13,13,Dicky Pride,62,54.29,35,19
13,14,14,Ben Curtis,62,54.17,24,13
14,15,15,Blake Adams,107,53.45,58,31
15,16,16,Arjun Atwal,79,53.33,45,24
16,17,17,Troy Kelly,68,52.78,36,19
17,18,18,Seung-Yul Noh,105,52.63,57,30
18,19,19,Ángel Cabrera,54,52.38,21,11
19,20,20,Geoff Ogilvy,73,51.16,43,22
20,21,21,Matt Every,80,51.11,45,23
21,22,22,Brian Gay,91,50.94,53,27
22,23,23,Tim Herron,88,50.91,55,28
23,T24,T24,Aaron Baddeley,73,50.0,52,26
24,T24,T24,Kris Blanks,65,50.0,52,26
25,T24,T24,Gavin Coles,72,50.0,36,18
26,T24,T24,Charles Howell III,98,50.0,50,25
27,T24,T24,Colt Knost,79,50.0,32,16
28,29,29,Chris Stroud,86,49.02,51,25
29,30,30,Cameron Tringale,88,48.84,43,21
30,31,31,Scott Dunlap,57,48.57,35,17
31,T32,T32,Chris Couch,61,48.48,33,16
32,T32,T32,Derek Lamely,64,48.48,33,16
33,34,34,Trevor Immelman,76,48.28,29,14
34,35,35,Troy Matteson,100,48.21,56,27
35,36,36,Mathew Goggin,65,48.15,27,13
36,T37,T37,Tom Gillis,75,48.08,52,25
37,T37,T37,David Mathis,83,48.08,52,25
38,T39,T39,Chris Kirk,93,47.83,69,33
39,T39,T39,Adam Scott,59,47.83,23,11
40,T39,T39,Charlie Wi,86,47.83,46,22
41,42,42,Stuart Appleby,75,47.62,42,20
42,43,43,Dustin Johnson,70,47.5,40,19
43,T44,T44,Robert Garrigus,89,47.37,57,27
44,T44,T44,Chez Reavie,83,47.37,38,18
45,T46,T46,Keegan Bradley,90,47.27,55,26
46,T46,T46,Kevin Chappell,91,47.27,55,26
47,T46,T46,Ryan Moore,89,47.27,55,26
48,T49,T49,Justin Leonard,79,46.67,45,21
49,T49,T49,Ian Poulter,57,46.67,30,14
50,T49,T49,Steve Stricker,73,46.67,30,14
51,T49,T49,Daniel Summerhays,81,46.67,30,14
52,53,53,Sung Kang,75,46.34,41,19
53,54,54,Chris DiMarco,83,46.3,54,25
54,55,55,Billy Hurley III,70,46.15,39,18
