,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
0,1,1,Brian Gay,91,1.53,24,1566
1,2,2,Kevin Kisner,69,1.62,19,1170
2,3,3,Jim Furyk,85,1.72,26,1512
3,T4,T4,Greg Chalmers,88,1.79,28,1566
4,T4,T4,Ben Curtis,62,1.79,20,1116
5,6,6,Jonas Blixt,72,1.85,24,1296
6,T7,T7,Luke Donald,63,1.88,21,1116
7,T7,T7,Sergio Garcia,57,1.88,19,1008
8,9,9,Brandt Jobe,57,1.95,20,1026
9,10,10,Matt Kuchar,86,2.03,30,1476
10,11,11,Carl Pettersson,92,2.05,34,1656
11,12,12,Bob Estes,78,2.07,29,1404
12,13,13,Daniel Chopra,55,2.1,20,954
13,14,14,Dicky Pride,62,2.11,22,1044
14,15,15,James Driscoll,83,2.14,32,1494
15,16,16,Kevin Na,80,2.18,31,1422
16,17,17,Steve Stricker,73,2.22,28,1260
17,T18,T18,Chris Couch,61,2.26,24,1062
18,T18,T18,Graeme McDowell,55,2.26,22,972
19,T18,T18,William McGirt,96,2.26,39,1728
20,T21,T21,Martin Flores,95,2.28,39,1710
21,T21,T21,Brandt Snedeker,81,2.28,32,1404
22,23,23,Marco Dawson,60,2.3,24,1044
23,T24,T24,Richard Lee,71,2.32,28,1206
24,T24,T24,Spencer Levin,81,2.32,33,1422
25,T26,T26,David Mathis,83,2.33,34,1458
26,T26,T26,Charlie Wi,86,2.33,36,1548
27,T28,T28,Russell Knox,72,2.37,29,1224
28,T28,T28,Charl Schwartzel,56,2.37,23,972
29,T30,T30,Brian Davis,91,2.38,39,1638
30,T30,T30,Ian Poulter,57,2.38,24,1008
31,32,32,Bryce Molder,83,2.39,34,1422
32,T33,T33,Seung-Yul Noh,105,2.42,44,1818
33,T33,T33,Jimmy Walker,101,2.42,44,1818
34,35,35,Ryo Ishikawa,54,2.46,23,936
35,36,36,Aaron Baddeley,73,2.47,32,1296
36,T37,T37,Zach Johnson,95,2.48,42,1692
37,T37,T37,Jeff Overton,101,2.48,45,1818
38,39,39,Dustin Johnson,70,2.49,30,1206
39,40,40,John Daly,50,2.54,21,828
40,41,41,Padraig Harrington,67,2.56,29,1134
41,42,42,Hunter Mahan,88,2.57,38,1476
42,43,43,J.J. Killeen,101,2.58,45,1746
43,44,44,Rocco Mediate,70,2.61,32,1224
44,45,45,Webb Simpson,77,2.63,36,1368
45,46,46,Chris Stroud,86,2.65,41,1548
46,47,47,Stuart Appleby,75,2.66,34,1278
47,48,48,Ryan Palmer,81,2.67,39,1458
48,T49,T49,J.J. Henry,93,2.68,43,1602
49,T49,T49,Kevin Streelman,89,2.68,43,1602
50,T51,T51,Davis Love III,64,2.69,31,1152
51,T51,T51,Bubba Watson,68,2.69,32,1188
52,T53,T53,Matt Bettencourt,80,2.7,37,1368
53,T53,T53,K.J. Choi,71,2.7,34,1260
54,T53,T53,Billy Hurley III,70,2.7,33,1224
55,T56,T56,Michael Bradley,63,2.73,31,1134
56,T56,T56,Edward Loar,59,2.73,28,1026
57,T56,T56,Louis Oosthuizen,65,2.73,31,1134
58,T59,T59,Jason Bohn,81,2.74,38,1386
