,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
59,T59,T59,Chris DiMarco,83,2.74,40,1458
60,T59,T59,Vaughn Taylor,81,2.74,39,1422
61,T59,T59,Bo Van Pelt,84,2.74,41,1494
62,63,63,Brian Harman,101,2.75,50,1818
63,T64,T64,Tim Clark,60,2.78,30,1080
64,T64,T64,Rod Pampling,88,2.78,42,1512
65,T64,T64,John Senden,81,2.78,39,1404
66,T64,T64,Y.E. Yang,64,2.78,31,1116
67,T68,T68,Arjun Atwal,79,2.81,38,1350
68,T68,T68,George McNeill,85,2.81,43,1530
69,T68,T68,Daniel Summerhays,81,2.81,41,1458
70,T71,T71,Hunter Haas,69,2.82,33,1170
71,T71,T71,Tiger Woods,69,2.82,34,1206
72,73,73,Jerry Kelly,84,2.84,43,1512
73,74,74,Brendon Todd,78,2.85,38,1332
74,75,75,David Hearn,95,2.87,49,1710
75,T76,T76,Ángel Cabrera,54,2.88,28,972
76,T76,T76,Kevin Stadler,85,2.88,42,1458
77,78,78,Ernie Els,80,2.92,41,1404
78,79,79,Geoff Ogilvy,73,2.93,38,1296
79,T80,T80,Brendon de Jonge,115,2.95,61,2070
80,T80,T80,Derek Lamely,64,2.95,34,1152
81,82,82,Erik Compton,81,2.96,41,1386
82,83,83,Michael Thompson,80,2.99,43,1440
83,84,84,Charles Howell III,98,3.0,53,1764
84,T85,T85,Roberto Castro,92,3.02,49,1620
85,T85,T85,Danny Lee,74,3.02,38,1260
86,T85,T85,Phil Mickelson,79,3.02,43,1422
87,T85,T85,Pat Perez,81,3.02,43,1422
88,T89,T89,Bud Cauley,99,3.03,54,1782
89,T89,T89,Tim Herron,88,3.03,48,1584
90,T89,T89,Colt Knost,79,3.03,42,1386
91,92,92,Matt Jones,53,3.04,29,954
92,93,93,Blake Adams,107,3.06,59,1926
93,94,94,David Toms,60,3.07,32,1044
94,95,95,Jeff Maggert,83,3.08,46,1494
95,T96,T96,Tommy Biershenk,74,3.09,40,1296
96,T96,T96,Will Claxton,99,3.09,55,1782
97,T96,T96,Mathew Goggin,65,3.09,35,1134
98,T96,T96,John Huh,99,3.09,55,1782
99,T96,T96,Rory McIlroy,60,3.09,30,972
100,T101,T101,Gavin Coles,72,3.1,39,1260
101,T101,T101,Ken Duke,104,3.1,58,1872
102,T101,T101,John Mallinger,74,3.1,39,1260
103,T101,T101,Steve Wheatcroft,56,3.1,29,936
104,T105,T105,Harris English,98,3.12,55,1764
105,T105,T105,Garth Mulroy,59,3.12,32,1026
106,107,107,Bill Haas,79,3.13,44,1404
107,108,108,Freddie Jacobson,61,3.15,34,1080
108,T109,T109,Tommy Gainey,98,3.17,56,1764
109,T109,T109,Patrick Sheehan,58,3.17,32,1008
110,111,111,Heath Slocum,93,3.18,51,1602
111,T112,T112,Gary Christian,91,3.19,50,1566
112,T112,T112,Justin Rose,69,3.19,39,1224
113,114,114,Billy Horschel,63,3.2,34,1062
114,T115,T115,Rickie Fowler,84,3.21,48,1494
115,T115,T115,Troy Kelly,68,3.21,37,1152
116,117,117,Scott Piercy,95,3.22,55,1710
117,T118,T118,Troy Matteson,100,3.23,57,1764
118,T118,T118,Kyle Reifers,86,3.23,50,1548
119,120,120,Ben Crane,73,3.24,42,1296
120,T121,T121,Sangmoon Bae,81,3.25,45,1386
121,T121,T121,Jason Dufner,83,3.25,48,1476
122,T123,T123,Matt Every,80,3.26,47,1440
123,T123,T123,Tom Gillis,75,3.26,44,1350
124,T123,T123,Justin Leonard,79,3.26,44,1350
125,T123,T123,Tom Pernice Jr.,62,3.26,34,1044
126,127,127,Mark Wilson,84,3.28,46,1404
127,128,128,J.B. Holmes,90,3.29,51,1548
128,129,129,Nathan Green,73,3.3,41,1242
129,T130,T130,Charlie Beljan,61,3.31,34,1026
130,T130,T130,Ryan Moore,89,3.31,53,1602
131,T130,T130,Sean O'Hair,84,3.31,50,1512
132,133,133,Camilo Villegas,79,3.32,46,1386
133,134,134,Jason Day,57,3.33,33,990
134,T135,T135,Jonathan Byrd,69,3.35,41,1224
135,T135,T135,Alexandre Rocha,62,3.35,35,1044
136,137,137,Nick O'Hern,78,3.38,45,1332
137,138,138,John Rollins,81,3.39,47,1386
138,139,139,Ryuji Imada,78,3.44,47,1368
139,140,140,Johnson Wagner,88,3.47,55,1584
140,141,141,Stephen Ames,54,3.5,34,972
141,T142,T142,Chad Campbell,84,3.51,53,1512
142,T142,T142,Rory Sabbatini,84,3.51,53,1512
143,T142,T142,Kyle Stanley,86,3.51,53,1512
144,145,145,John Merrick,83,3.52,50,1422
145,T146,T146,Stephen Gangluff,57,3.54,35,990
146,T146,T146,D.A. Points,88,3.54,56,1584
147,T148,T148,Robert Allenby,76,3.58,49,1368
148,T148,T148,Sung Kang,75,3.58,47,1314
149,150,150,Vijay Singh,99,3.59,64,1782
150,T151,T151,Jhonattan Vegas,77,3.61,50,1386
151,T151,T151,Nick Watney,97,3.61,61,1692
152,153,153,Miguel Angel Carballo,73,3.62,45,1242
153,154,154,Jason Kokrak,79,3.63,49,1350
154,155,155,Stewart Cink,71,3.65,44,1206
155,156,156,Roland Thatcher,55,3.67,35,954
156,T157,T157,Chris Kirk,93,3.68,59,1602
157,T157,T157,Billy Mayfair,90,3.68,57,1548
158,T159,T159,Scott Stallings,78,3.7,52,1404
159,T159,T159,Lee Westwood,60,3.7,36,972
160,161,161,Bobby Gates,87,3.73,57,1530
161,162,162,Adam Scott,59,3.74,39,1044
162,163,163,D.J. Trahan,73,3.78,47,1242
163,164,164,Graham DeLaet,79,3.8,54,1422
164,T165,T165,Henrik Stenson,51,3.81,35,918
165,T165,T165,Boo Weekley,74,3.81,48,1260
166,167,167,Greg Owen,90,3.83,62,1620
167,168,168,Marc Leishman,84,3.84,58,1512
168,169,169,Keegan Bradley,90,3.85,61,1584
169,170,170,Chez Reavie,83,3.88,58,1494
170,171,171,"Ted Potter, Jr.",77,3.9,54,1386
171,172,172,Cameron Tringale,88,3.91,62,1584
172,173,173,Harrison Frazar,56,4.01,39,972
173,174,174,Trevor Immelman,76,4.09,56,1368
174,T175,T175,Kris Blanks,65,4.1,48,1170
175,T175,T175,Charley Hoffman,88,4.1,65,1584
176,177,177,Mark Anderson,75,4.11,54,1314
177,T178,T178,Kevin Chappell,91,4.15,65,1566
178,T178,T178,Bill Lunde,83,4.15,59,1422
179,180,180,Josh Teater,97,4.18,70,1674
180,181,181,Robert Garrigus,89,4.24,68,1602
181,182,182,Martin Laird,77,4.26,56,1314
182,183,183,Scott Brown,65,4.41,50,1134
183,184,184,Brendan Steele,77,4.57,60,1314
184,185,185,Andres Romero,68,4.6,53,1152
185,186,186,Kyle Thompson,51,4.65,41,882
186,187,187,Ricky Barnes,92,4.67,74,1584
187,188,188,Cameron Beckman,81,4.83,67,1386
188,189,189,Gary Woodland,70,4.91,61,1242
189,190,190,Scott Dunlap,57,5.14,49,954
190,191,191,Robert Karlsson,54,5.24,49,936
