,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
0,T1,T1,Ben Curtis,62,"2' 0""",528,1065.75
1,T1,T1,Hunter Haas,69,"2' 0""",546,1106.333
2,T1,T1,J.J. Henry,93,"2' 0""",829,1676.5829999999999
3,T1,T1,Rocco Mediate,70,"2' 0""",623,1270.667
4,T1,T1,Kevin Stadler,85,"2' 0""",790,1608.3329999999999
5,T6,T6,Marco Dawson,60,"2' 1""",499,1031.417
6,T6,T6,Chris DiMarco,83,"2' 1""",750,1569.75
7,T6,T6,Ernie Els,80,"2' 1""",708,1487.75
8,T6,T6,Bob Estes,78,"2' 1""",669,1368.25
9,T6,T6,Nick O'Hern,78,"2' 1""",742,1543.6670000000001
10,T6,T6,Bubba Watson,68,"2' 1""",579,1198.75
11,T12,T12,Jason Bohn,81,"2' 2""",722,1544.0829999999999
12,T12,T12,Michael Bradley,63,"2' 2""",639,1404.6670000000001
13,T12,T12,K.J. Choi,71,"2' 2""",619,1354.8329999999999
14,T12,T12,Brendon de Jonge,115,"2' 2""",1126,2414.0
15,T12,T12,Jason Dufner,83,"2' 2""",676,1473.6670000000001
16,T12,T12,Scott Dunlap,57,"2' 2""",532,1171.667
17,T12,T12,Sergio Garcia,57,"2' 2""",464,993.3330000000001
18,T12,T12,Brian Gay,91,"2' 2""",790,1735.0
19,T12,T12,Padraig Harrington,67,"2' 2""",458,983.5830000000001
20,T12,T12,Tim Herron,88,"2' 2""",875,1914.25
21,T12,T12,Charles Howell III,98,"2' 2""",864,1864.1670000000001
22,T12,T12,Zach Johnson,95,"2' 2""",739,1602.6670000000001
23,T12,T12,Dustin Johnson,70,"2' 2""",550,1170.417
24,T12,T12,Matt Jones,53,"2' 2""",481,1035.083
25,T12,T12,Troy Kelly,68,"2' 2""",551,1214.417
26,T12,T12,Justin Leonard,79,"2' 2""",723,1593.3329999999999
27,T12,T12,Spencer Levin,81,"2' 2""",686,1490.3329999999999
28,T12,T12,Davis Love III,64,"2' 2""",553,1188.833
29,T12,T12,John Mallinger,74,"2' 2""",690,1511.5
30,T12,T12,John Merrick,83,"2' 2""",828,1799.3329999999999
31,T12,T12,Bryce Molder,83,"2' 2""",754,1664.5
32,T12,T12,Garth Mulroy,59,"2' 2""",497,1082.917
33,T12,T12,Chez Reavie,83,"2' 2""",743,1608.25
34,T12,T12,Patrick Sheehan,58,"2' 2""",475,1014.0
35,T12,T12,Kyle Stanley,86,"2' 2""",801,1767.0829999999999
36,T12,T12,Lee Westwood,60,"2' 2""",447,982.0
37,T12,T12,Mark Wilson,84,"2' 2""",747,1635.8329999999999
38,T12,T12,Tiger Woods,69,"2' 2""",510,1100.333
