,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
39,T40,T40,Robert Allenby,76,"2' 3""",757,1727.4170000000001
40,T40,T40,Ricky Barnes,92,"2' 3""",924,2093.667
41,T40,T40,Ángel Cabrera,54,"2' 3""",412,930.8330000000001
42,T40,T40,Greg Chalmers,88,"2' 3""",744,1654.4170000000001
43,T40,T40,Stewart Cink,71,"2' 3""",597,1333.5
44,T40,T40,Erik Compton,81,"2' 3""",675,1522.4170000000001
45,T40,T40,Ken Duke,104,"2' 3""",924,2101.583
46,T40,T40,Jim Furyk,85,"2' 3""",693,1544.75
47,T40,T40,Bill Haas,79,"2' 3""",665,1481.0
48,T40,T40,Brian Harman,101,"2' 3""",929,2086.5
49,T40,T40,Billy Horschel,63,"2' 3""",528,1187.333
50,T40,T40,Trevor Immelman,76,"2' 3""",620,1398.4170000000001
51,T40,T40,Ryo Ishikawa,54,"2' 3""",406,904.3330000000001
52,T40,T40,Freddie Jacobson,61,"2' 3""",473,1061.083
53,T40,T40,Jerry Kelly,84,"2' 3""",784,1759.3329999999999
54,T40,T40,Colt Knost,79,"2' 3""",726,1607.4170000000001
55,T40,T40,Jason Kokrak,79,"2' 3""",762,1685.1670000000001
56,T40,T40,Matt Kuchar,86,"2' 3""",667,1528.5
57,T40,T40,George McNeill,85,"2' 3""",758,1706.6670000000001
58,T40,T40,Seung-Yul Noh,105,"2' 3""",932,2112.917
59,T40,T40,Greg Owen,90,"2' 3""",877,1985.4170000000001
60,T40,T40,D.A. Points,88,"2' 3""",886,1995.5
61,T40,T40,Dicky Pride,62,"2' 3""",529,1197.0
62,T40,T40,John Rollins,81,"2' 3""",782,1789.5
63,T40,T40,Justin Rose,69,"2' 3""",575,1296.667
64,T40,T40,John Senden,81,"2' 3""",675,1504.3329999999999
65,T40,T40,Webb Simpson,77,"2' 3""",684,1550.9170000000001
66,T40,T40,Heath Slocum,93,"2' 3""",865,1980.3329999999999
67,T40,T40,Kevin Streelman,89,"2' 3""",843,1929.6670000000001
68,T40,T40,Steve Stricker,73,"2' 3""",583,1313.5829999999999
69,T40,T40,Daniel Summerhays,81,"2' 3""",770,1733.4170000000001
70,T40,T40,Vaughn Taylor,81,"2' 3""",694,1541.25
71,T40,T40,D.J. Trahan,73,"2' 3""",709,1594.3329999999999
72,T40,T40,Y.E. Yang,64,"2' 3""",473,1069.333
73,T74,T74,Stuart Appleby,75,"2' 4""",702,1634.25
74,T74,T74,Arjun Atwal,79,"2' 4""",726,1665.8329999999999
75,T74,T74,Aaron Baddeley,73,"2' 4""",534,1253.917
76,T74,T74,Sangmoon Bae,81,"2' 4""",596,1371.0
77,T74,T74,Scott Brown,65,"2' 4""",577,1343.6670000000001
78,T74,T74,Chad Campbell,84,"2' 4""",836,1925.0829999999999
79,T74,T74,Roberto Castro,92,"2' 4""",834,1953.8329999999999
80,T74,T74,Bud Cauley,99,"2' 4""",964,2222.917
81,T74,T74,Daniel Chopra,55,"2' 4""",441,1040.5
82,T74,T74,Gary Christian,91,"2' 4""",842,1983.5829999999999
83,T74,T74,Will Claxton,99,"2' 4""",962,2271.083
84,T74,T74,Chris Couch,61,"2' 4""",571,1316.0829999999999
85,T74,T74,Brian Davis,91,"2' 4""",806,1865.3329999999999
86,T74,T74,Luke Donald,63,"2' 4""",498,1178.75
87,T74,T74,James Driscoll,83,"2' 4""",740,1745.8329999999999
88,T74,T74,Matt Every,80,"2' 4""",675,1564.0
89,T74,T74,Rickie Fowler,84,"2' 4""",702,1657.6670000000001
90,T74,T74,Harrison Frazar,56,"2' 4""",511,1209.167
91,T74,T74,Bobby Gates,87,"2' 4""",852,1994.25
92,T74,T74,Charley Hoffman,88,"2' 4""",838,1975.75
93,T74,T74,J.B. Holmes,90,"2' 4""",830,1937.4170000000001
94,T74,T74,J.J. Killeen,101,"2' 4""",867,2012.8329999999999
95,T74,T74,Chris Kirk,93,"2' 4""",914,2164.0
96,T74,T74,Kevin Kisner,69,"2' 4""",556,1305.917
97,T74,T74,Russell Knox,72,"2' 4""",635,1475.4170000000001
98,T74,T74,Marc Leishman,84,"2' 4""",819,1890.0829999999999
99,T74,T74,Hunter Mahan,88,"2' 4""",736,1739.8329999999999
100,T74,T74,Troy Matteson,100,"2' 4""",900,2065.75
101,T74,T74,Rory McIlroy,60,"2' 4""",407,949.1669999999999
102,T74,T74,Rod Pampling,88,"2' 4""",774,1832.25
103,T74,T74,Carl Pettersson,92,"2' 4""",821,1882.9170000000001
104,T74,T74,Kyle Reifers,86,"2' 4""",844,1966.25
105,T74,T74,Vijay Singh,99,"2' 4""",891,2073.75
106,T74,T74,David Toms,60,"2' 4""",483,1136.583
107,T74,T74,Camilo Villegas,79,"2' 4""",841,1990.0829999999999
108,T74,T74,Jimmy Walker,101,"2' 4""",980,2294.833
109,T74,T74,Boo Weekley,74,"2' 4""",699,1652.4170000000001
110,T111,T111,Blake Adams,107,"2' 5""",979,2349.0
111,T111,T111,Stephen Ames,54,"2' 5""",426,1029.333
112,T111,T111,Jonas Blixt,72,"2' 5""",628,1511.25
113,T111,T111,Tim Clark,60,"2' 5""",542,1288.667
114,T111,T111,Graham DeLaet,79,"2' 5""",782,1900.6670000000001
115,T111,T111,Martin Flores,95,"2' 5""",870,2080.833
116,T111,T111,Stephen Gangluff,57,"2' 5""",478,1136.417
117,T111,T111,Robert Garrigus,89,"2' 5""",810,1957.3329999999999
118,T111,T111,Mathew Goggin,65,"2' 5""",625,1520.4170000000001
119,T111,T111,Billy Hurley III,70,"2' 5""",597,1463.3329999999999
120,T111,T111,Ryuji Imada,78,"2' 5""",712,1745.4170000000001
121,T111,T111,Brandt Jobe,57,"2' 5""",507,1210.417
122,T111,T111,Sung Kang,75,"2' 5""",653,1574.25
123,T111,T111,Robert Karlsson,54,"2' 5""",414,1014.25
124,T111,T111,Edward Loar,59,"2' 5""",483,1152.417
125,T111,T111,Jeff Maggert,83,"2' 5""",864,2063.333
126,T111,T111,David Mathis,83,"2' 5""",707,1726.3329999999999
127,T111,T111,Graeme McDowell,55,"2' 5""",413,990.0830000000001
128,T111,T111,William McGirt,96,"2' 5""",874,2082.667
129,T111,T111,Ryan Moore,89,"2' 5""",865,2076.333
130,T111,T111,Kevin Na,80,"2' 5""",663,1576.0
131,T111,T111,Louis Oosthuizen,65,"2' 5""",548,1337.75
132,T111,T111,Jeff Overton,101,"2' 5""",949,2291.083
133,T111,T111,Ryan Palmer,81,"2' 5""",734,1777.75
134,T111,T111,Scott Piercy,95,"2' 5""",903,2170.833
135,T111,T111,Alexandre Rocha,62,"2' 5""",596,1417.0829999999999
136,T111,T111,Rory Sabbatini,84,"2' 5""",741,1770.9170000000001
137,T111,T111,Adam Scott,59,"2' 5""",459,1127.167
138,T111,T111,Brandt Snedeker,81,"2' 5""",640,1537.8329999999999
139,T111,T111,Scott Stallings,78,"2' 5""",773,1895.6670000000001
140,T111,T111,Kyle Thompson,51,"2' 5""",429,1045.583
141,T111,T111,Bo Van Pelt,84,"2' 5""",665,1631.3329999999999
142,T111,T111,Jhonattan Vegas,77,"2' 5""",791,1933.1670000000001
143,T111,T111,Johnson Wagner,88,"2' 5""",843,2067.167
144,T111,T111,Charlie Wi,86,"2' 5""",752,1804.6670000000001
145,T146,T146,Mark Anderson,75,"2' 6""",654,1621.1670000000001
146,T146,T146,Charlie Beljan,61,"2' 6""",500,1263.833
147,T146,T146,Matt Bettencourt,80,"2' 6""",631,1565.9170000000001
148,T146,T146,Kris Blanks,65,"2' 6""",681,1705.4170000000001
149,T146,T146,Jonathan Byrd,69,"2' 6""",584,1438.5
150,T146,T146,Miguel Angel Carballo,73,"2' 6""",641,1607.0829999999999
151,T146,T146,Gavin Coles,72,"2' 6""",587,1461.5829999999999
152,T146,T146,John Daly,50,"2' 6""",400,1010.4169999999999
153,T146,T146,Harris English,98,"2' 6""",978,2452.25
154,T146,T146,Tommy Gainey,98,"2' 6""",948,2399.583
155,T146,T146,Tom Gillis,75,"2' 6""",717,1805.5829999999999
156,T146,T146,Nathan Green,73,"2' 6""",614,1558.4170000000001
157,T146,T146,Derek Lamely,64,"2' 6""",589,1455.25
158,T146,T146,Danny Lee,74,"2' 6""",630,1551.25
159,T146,T146,Richard Lee,71,"2' 6""",635,1600.0
160,T146,T146,Bill Lunde,83,"2' 6""",720,1785.5829999999999
161,T146,T146,Billy Mayfair,90,"2' 6""",855,2155.75
162,T146,T146,Sean O'Hair,84,"2' 6""",867,2132.5
163,T146,T146,Geoff Ogilvy,73,"2' 6""",564,1425.3329999999999
164,T146,T146,Pat Perez,81,"2' 6""",720,1782.1670000000001
165,T146,T146,Tom Pernice Jr.,62,"2' 6""",557,1383.25
166,T146,T146,Ian Poulter,57,"2' 6""",391,967.25
167,T146,T146,Charl Schwartzel,56,"2' 6""",422,1060.417
168,T146,T146,Chris Stroud,86,"2' 6""",806,2000.4170000000001
169,T146,T146,Josh Teater,97,"2' 6""",900,2217.417
170,T146,T146,Roland Thatcher,55,"2' 6""",502,1253.083
171,T146,T146,Brendon Todd,78,"2' 6""",670,1674.25
172,T146,T146,Steve Wheatcroft,56,"2' 6""",479,1200.083
173,T146,T146,Gary Woodland,70,"2' 6""",595,1473.6670000000001
174,T175,T175,Cameron Beckman,81,"2' 7""",766,1974.4170000000001
175,T175,T175,Tommy Biershenk,74,"2' 7""",607,1583.5829999999999
176,T175,T175,Keegan Bradley,90,"2' 7""",745,1894.6670000000001
177,T175,T175,Kevin Chappell,91,"2' 7""",780,2019.8329999999999
178,T175,T175,Ben Crane,73,"2' 7""",637,1664.0
179,T175,T175,Jason Day,57,"2' 7""",470,1195.833
180,T175,T175,John Huh,99,"2' 7""",914,2377.25
181,T175,T175,Martin Laird,77,"2' 7""",578,1500.5829999999999
182,T175,T175,"Ted Potter, Jr.",77,"2' 7""",646,1651.9170000000001
183,T175,T175,Michael Thompson,80,"2' 7""",694,1794.1670000000001
184,T175,T175,Cameron Tringale,88,"2' 7""",842,2176.833
185,T175,T175,Nick Watney,97,"2' 7""",822,2135.917
186,T187,T187,David Hearn,95,"2' 8""",957,2512.333
187,T187,T187,Phil Mickelson,79,"2' 8""",599,1618.75
188,T187,T187,Henrik Stenson,51,"2' 8""",458,1216.333
189,190,190,Andres Romero,68,"2' 9""",565,1550.0
190,191,191,Brendan Steele,77,"2' 10""",736,2071.917
