,Average_Putting_Distance_-_GIR_1_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_1_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_1_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_1_Putts_ROUNDS,Average_Putting_Distance_-_GIR_1_Putts_AVG,Average_Putting_Distance_-_GIR_1_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_1_Putts_TOTAL PUTTS
0,1,1,Henrik Stenson,51,"12' 7""",1489.0,118
1,2,2,Troy Kelly,68,"12' 6""",1724.75,138
2,T3,T3,Michael Bradley,63,"12' 5""",1718.0829999999999,138
3,T3,T3,Ben Crane,73,"12' 5""",2711.333,218
4,T5,T5,Harrison Frazar,56,"12' 2""",1735.4170000000001,143
5,T5,T5,Jhonattan Vegas,77,"12' 2""",2453.167,201
6,7,7,Martin Flores,95,"12' 1""",2938.417,243
7,T8,T8,Ben Curtis,62,"12' 0""",2000.4170000000001,167
8,T8,T8,Charles Howell III,98,"12' 0""",2710.0,226
9,T10,T10,Danny Lee,74,"11' 11""",2201.25,185
10,T10,T10,Brandt Snedeker,81,"11' 11""",2614.667,219
11,T10,T10,Michael Thompson,80,"11' 11""",2394.5,201
12,T13,T13,Gary Christian,91,"11' 10""",2700.833,229
13,T13,T13,Sung Kang,75,"11' 10""",1864.6670000000001,158
14,T13,T13,Derek Lamely,64,"11' 10""",1906.5,161
15,T13,T13,Adam Scott,59,"11' 10""",1586.6670000000001,134
16,T13,T13,Johnson Wagner,88,"11' 10""",2742.75,232
17,18,18,Sergio Garcia,57,"11' 8""",1645.9170000000001,141
18,T19,T19,James Driscoll,83,"11' 7""",2491.083,215
19,T19,T19,Ken Duke,104,"11' 7""",3541.833,306
20,21,21,Jonas Blixt,72,"11' 6""",2431.583,212
21,T22,T22,Brendon de Jonge,115,"11' 5""",3848.75,337
22,T22,T22,Jason Dufner,83,"11' 5""",2641.833,232
23,T22,T22,Louis Oosthuizen,65,"11' 5""",1892.5829999999999,166
24,T22,T22,Steve Wheatcroft,56,"11' 5""",1351.0,118
25,T22,T22,Tiger Woods,69,"11' 5""",1996.8329999999999,175
26,T27,T27,Scott Brown,65,"11' 4""",1662.6670000000001,147
27,T27,T27,Tim Clark,60,"11' 4""",1698.5829999999999,150
28,T27,T27,Erik Compton,81,"11' 4""",2159.5,191
29,T27,T27,Tommy Gainey,98,"11' 4""",3252.25,286
30,T27,T27,Trevor Immelman,76,"11' 4""",1843.4170000000001,163
31,T27,T27,Brandt Jobe,57,"11' 4""",1431.5,126
32,T27,T27,William McGirt,96,"11' 4""",2636.583,233
33,T27,T27,Rod Pampling,88,"11' 4""",2126.833,187
34,T27,T27,Scott Piercy,95,"11' 4""",3305.167,292
35,T36,T36,Charlie Beljan,61,"11' 3""",1339.0829999999999,119
36,T36,T36,Robert Garrigus,89,"11' 3""",2813.75,250
37,T36,T36,Nathan Green,73,"11' 3""",2016.6670000000001,179
38,T36,T36,Brian Harman,101,"11' 3""",3058.0,272
39,T36,T36,Rocco Mediate,70,"11' 3""",1916.4170000000001,170
40,T36,T36,John Merrick,83,"11' 3""",2376.5,211
41,T36,T36,Alexandre Rocha,62,"11' 3""",1496.5,133
42,T43,T43,Gavin Coles,72,"11' 2""",2039.75,182
43,T43,T43,Billy Hurley III,70,"11' 2""",1602.4170000000001,144
44,T43,T43,J.J. Killeen,101,"11' 2""",2574.25,231
45,T43,T43,Kevin Kisner,69,"11' 2""",1698.75,152
46,T43,T43,Russell Knox,72,"11' 2""",1836.5,165
47,T43,T43,Jeff Maggert,83,"11' 2""",2548.833,229
48,T43,T43,Seung-Yul Noh,105,"11' 2""",2851.583,255
49,T50,T50,Ryo Ishikawa,54,"11' 1""",1005.9169999999999,91
50,T50,T50,Jerry Kelly,84,"11' 1""",2504.417,226
51,T50,T50,Edward Loar,59,"11' 1""",1362.75,123
52,T50,T50,Bryce Molder,83,"11' 1""",2410.417,217
53,T50,T50,Webb Simpson,77,"11' 1""",2745.583,247
54,T50,T50,Daniel Summerhays,81,"11' 1""",2191.167,198
55,T56,T56,Jonathan Byrd,69,"11' 0""",1934.1670000000001,176
56,T56,T56,Miguel Angel Carballo,73,"11' 0""",1770.4170000000001,161
57,T56,T56,Tim Herron,88,"11' 0""",2480.75,225
58,T56,T56,Colt Knost,79,"11' 0""",2049.583,187
59,T56,T56,John Mallinger,74,"11' 0""",1968.5,179
60,T56,T56,George McNeill,85,"11' 0""",2250.583,205
61,T56,T56,Ian Poulter,57,"11' 0""",1311.0,119
62,T56,T56,Kyle Reifers,86,"11' 0""",2241.333,204
63,T56,T56,Brendon Todd,78,"11' 0""",1838.4170000000001,167
64,T56,T56,D.J. Trahan,73,"11' 0""",1837.9170000000001,167
65,T66,T66,Stephen Ames,54,"10' 11""",1114.833,102
66,T66,T66,Roberto Castro,92,"10' 11""",2556.917,235
67,T66,T66,Stewart Cink,71,"10' 11""",1667.0,153
68,T66,T66,Ryuji Imada,78,"10' 11""",2185.333,200
69,T66,T66,Greg Owen,90,"10' 11""",2624.917,240
70,T66,T66,D.A. Points,88,"10' 11""",2813.667,258
71,T66,T66,Andres Romero,68,"10' 11""",1816.5,167
72,T66,T66,Camilo Villegas,79,"10' 11""",2453.083,225
73,T66,T66,Lee Westwood,60,"10' 11""",1626.25,149
74,T66,T66,Charlie Wi,86,"10' 11""",2310.0,212
75,T76,T76,Robert Allenby,76,"10' 10""",2000.3329999999999,184
76,T76,T76,Cameron Beckman,81,"10' 10""",2346.667,217
77,T76,T76,Jason Bohn,81,"10' 10""",2152.5,199
78,T76,T76,Kevin Chappell,91,"10' 10""",2167.0,200
79,T76,T76,Bobby Gates,87,"10' 10""",2278.833,210
80,T76,T76,Bill Haas,79,"10' 10""",1855.5,171
81,T76,T76,David Hearn,95,"10' 10""",2804.25,259
82,T76,T76,J.J. Henry,93,"10' 10""",2080.917,192
