,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
0,1,1,Troy Matteson,100,84,576,14.6
1,2,2,Brendon de Jonge,115,82,691,11.9
2,T3,T3,Ken Duke,104,81,679,11.9
3,T3,T3,Tommy Gainey,98,81,653,12.4
4,5,5,Harris English,98,78,571,13.7
5,T6,T6,D.A. Points,88,75,537,14.0
6,T6,T6,Johnson Wagner,88,75,511,14.7
7,8,8,Martin Flores,95,72,581,12.4
8,9,9,Carl Pettersson,92,71,602,11.8
9,T10,T10,Zach Johnson,95,70,580,12.1
10,T10,T10,Bryce Molder,83,70,508,13.8
11,T10,T10,Ryan Moore,89,70,577,12.1
12,T10,T10,Ryan Palmer,81,70,529,13.2
13,T14,T14,Robert Garrigus,89,69,506,13.6
14,T14,T14,Ryuji Imada,78,69,513,13.5
15,T16,T16,Brian Davis,91,67,600,11.2
16,T16,T16,Jeff Overton,101,67,695,9.6
17,T18,T18,Greg Chalmers,88,66,584,11.3
18,T18,T18,J.B. Holmes,90,66,562,11.7
19,T20,T20,Blake Adams,107,65,581,11.2
20,T20,T20,Cameron Tringale,88,65,528,12.3
21,T22,T22,Stuart Appleby,75,64,461,13.9
22,T22,T22,Chris DiMarco,83,64,524,12.2
23,T22,T22,Brian Harman,101,64,638,10.0
24,T22,T22,Colt Knost,79,64,469,13.6
25,T22,T22,Jeff Maggert,83,64,527,12.1
26,T22,T22,Rory Sabbatini,84,64,539,11.9
27,T22,T22,Webb Simpson,77,64,486,13.2
28,T22,T22,Brandt Snedeker,81,64,513,12.5
29,T22,T22,Nick Watney,97,64,534,12.0
30,31,31,David Mathis,83,63,518,12.2
31,T32,T32,Bud Cauley,99,62,649,9.6
32,T32,T32,Jerry Kelly,84,62,519,11.9
33,T32,T32,Chez Reavie,83,62,430,14.4
34,T32,T32,Kyle Reifers,86,62,470,13.2
35,T36,T36,Ricky Barnes,92,61,536,11.4
36,T36,T36,George McNeill,85,61,510,12.0
37,T38,T38,Robert Allenby,76,60,417,14.4
38,T38,T38,Jason Bohn,81,60,453,13.2
39,T38,T38,Charley Hoffman,88,60,515,11.7
40,T38,T38,John Huh,99,60,594,10.1
41,T38,T38,Spencer Levin,81,60,487,12.3
42,T43,T43,Graham DeLaet,79,59,484,12.2
