,Average_Putting_Distance_-_All_2_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_2_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_2_putts_PLAYER NAME,Average_Putting_Distance_-_All_2_putts_ROUNDS,Average_Putting_Distance_-_All_2_putts_AVG,Average_Putting_Distance_-_All_2_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_2_putts_TOTAL PUTTS
0,1,1,Luke Donald,63,"24' 8""",11909.083,483
1,2,2,Stewart Cink,71,"24' 6""",13901.833,567
2,3,3,Gavin Coles,72,"24' 4""",13471.0,553
3,T4,T4,Harris English,98,"24' 3""",22419.917,926
4,T4,T4,Martin Flores,95,"24' 3""",20323.75,838
5,T4,T4,Derek Lamely,64,"24' 3""",13492.667,557
6,T4,T4,"Ted Potter, Jr.",77,"24' 3""",14560.667,600
7,T4,T4,Brendan Steele,77,"24' 3""",16595.083,684
8,9,9,Jonas Blixt,72,"24' 2""",14672.083,607
9,T10,T10,Keegan Bradley,90,"24' 1""",16788.833,698
10,T10,T10,James Driscoll,83,"24' 1""",17164.0,712
11,T12,T12,Brandt Jobe,57,"24' 0""",11786.083,491
12,T12,T12,Seung-Yul Noh,105,"24' 0""",21451.167,893
13,T14,T14,Bryce Molder,83,"23' 11""",17333.917,724
14,T14,T14,Henrik Stenson,51,"23' 11""",10204.25,427
15,T16,T16,Blake Adams,107,"23' 9""",22033.417,928
16,T16,T16,Nathan Green,73,"23' 9""",13761.917,580
17,T16,T16,J.J. Henry,93,"23' 9""",18916.583,797
18,T19,T19,Jason Day,57,"23' 8""",10469.333,442
19,T19,T19,Brandt Snedeker,81,"23' 8""",14447.0,610
20,T19,T19,Michael Thompson,80,"23' 8""",15514.25,656
21,T19,T19,Cameron Tringale,88,"23' 8""",18816.417,795
22,T19,T19,Jimmy Walker,101,"23' 8""",22211.833,940
23,T24,T24,Daniel Chopra,55,"23' 7""",9975.833,423
24,T24,T24,Brian Gay,91,"23' 7""",18149.417,770
25,T24,T24,Mathew Goggin,65,"23' 7""",14008.417,593
26,T24,T24,Charles Howell III,98,"23' 7""",19365.667,821
27,T24,T24,John Huh,99,"23' 7""",20548.75,872
28,T24,T24,Billy Mayfair,90,"23' 7""",18975.25,804
29,T24,T24,Phil Mickelson,79,"23' 7""",13394.0,568
30,T24,T24,Steve Wheatcroft,56,"23' 7""",10743.417,455
31,T32,T32,Tim Herron,88,"23' 6""",19710.667,839
32,T32,T32,Matt Jones,53,"23' 6""",10710.5,455
33,T32,T32,Kyle Reifers,86,"23' 6""",18761.083,798
34,T32,T32,Daniel Summerhays,81,"23' 6""",17230.167,732
35,T32,T32,Jhonattan Vegas,77,"23' 6""",17503.75,746
36,T32,T32,Tiger Woods,69,"23' 6""",11387.25,485
37,T38,T38,Tom Gillis,75,"23' 5""",15779.583,675
38,T38,T38,Bill Haas,79,"23' 5""",14765.0,630
39,T38,T38,David Hearn,95,"23' 5""",21340.25,911
40,T38,T38,Troy Matteson,100,"23' 5""",19859.333,847
41,T38,T38,William McGirt,96,"23' 5""",19661.667,839
42,T38,T38,John Rollins,81,"23' 5""",17403.25,742
43,T44,T44,Mark Anderson,75,"23' 4""",14094.833,605
44,T44,T44,Roberto Castro,92,"23' 4""",18414.75,790
45,T44,T44,Greg Chalmers,88,"23' 4""",16723.5,718
46,T44,T44,Jim Furyk,85,"23' 4""",15701.833,673
47,T44,T44,John Merrick,83,"23' 4""",18254.667,782
48,T44,T44,Ryan Moore,89,"23' 4""",19200.25,824
49,T44,T44,Johnson Wagner,88,"23' 4""",18521.083,795
50,T51,T51,Rod Pampling,88,"23' 3""",17155.75,737
51,T51,T51,Pat Perez,81,"23' 3""",15826.75,681
52,T51,T51,Steve Stricker,73,"23' 3""",13095.583,563
53,T51,T51,Chris Stroud,86,"23' 3""",18062.583,777
54,T55,T55,Stuart Appleby,75,"23' 2""",15544.75,670
55,T55,T55,Aaron Baddeley,73,"23' 2""",11807.667,510
56,T55,T55,Tommy Biershenk,74,"23' 2""",13298.083,574
57,T55,T55,Jonathan Byrd,69,"23' 2""",12740.583,549
58,T55,T55,Brendon Todd,78,"23' 2""",14805.75,638
59,T60,T60,Ben Curtis,62,"23' 1""",11828.083,512
60,T60,T60,Billy Hurley III,70,"23' 1""",13129.333,569
61,T60,T60,Marc Leishman,84,"23' 1""",17664.25,765
62,T63,T63,Sergio Garcia,57,"23' 0""",10280.25,447
63,T63,T63,Hunter Mahan,88,"23' 0""",16251.0,706
64,T63,T63,John Mallinger,74,"23' 0""",15108.417,656
65,T63,T63,Alexandre Rocha,62,"23' 0""",12968.583,564
66,T63,T63,Charl Schwartzel,56,"23' 0""",9291.0,404
67,T68,T68,Miguel Angel Carballo,73,"22' 11""",13748.167,601
68,T68,T68,J.B. Holmes,90,"22' 11""",17986.333,785
69,T68,T68,Kevin Kisner,69,"22' 11""",12426.417,542
70,T68,T68,Martin Laird,77,"22' 11""",12389.833,541
71,T68,T68,Bill Lunde,83,"22' 11""",15387.5,672
72,T68,T68,David Mathis,83,"22' 11""",15589.917,681
73,T68,T68,Geoff Ogilvy,73,"22' 11""",12264.667,536
74,T68,T68,Louis Oosthuizen,65,"22' 11""",11955.0,522
75,T68,T68,Carl Pettersson,92,"22' 11""",18142.5,791
76,T68,T68,Ian Poulter,57,"22' 11""",8538.417,372
77,T68,T68,John Senden,81,"22' 11""",14888.833,649
78,T68,T68,Camilo Villegas,79,"22' 11""",18280.917,798
79,T80,T80,Ángel Cabrera,54,"22' 10""",8994.667,394
80,T80,T80,Kevin Chappell,91,"22' 10""",16504.667,724
81,T80,T80,Chris Couch,61,"22' 10""",12514.917,549
82,T80,T80,Stephen Gangluff,57,"22' 10""",10286.583,450
83,T80,T80,Bobby Gates,87,"22' 10""",18218.75,798
84,T80,T80,Trevor Immelman,76,"22' 10""",13257.5,580
85,T80,T80,Russell Knox,72,"22' 10""",13939.333,610
86,T80,T80,Richard Lee,71,"22' 10""",13984.583,613
87,T80,T80,Edward Loar,59,"22' 10""",10627.5,465
