,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
0,1,1,Brandt Snedeker,81,20.09,667,134
1,2,2,Ben Crane,73,19.5,646,126
2,3,3,Y.E. Yang,64,19.47,457,89
3,4,4,Webb Simpson,77,18.77,682,128
4,5,5,Ken Duke,104,18.59,925,172
5,6,6,Harrison Frazar,56,18.58,506,94
6,7,7,John Daly,50,18.54,383,71
7,8,8,Martin Flores,95,18.51,902,167
8,T9,T9,Tommy Gainey,98,18.14,948,172
9,T9,T9,Bryce Molder,83,18.14,783,142
10,11,11,Zach Johnson,95,18.07,747,135
11,12,12,Jonathan Byrd,69,18.03,599,108
12,13,13,Lee Westwood,60,17.95,440,79
13,14,14,Ryuji Imada,78,17.84,712,127
14,15,15,Brian Davis,91,17.56,769,135
15,16,16,Ryo Ishikawa,54,17.5,400,70
16,17,17,Matt Kuchar,86,17.34,669,116
17,18,18,Luke Donald,63,17.31,520,90
18,19,19,Jason Day,57,17.28,486,84
19,20,20,Derek Lamely,64,17.27,608,105
20,21,21,Tiger Woods,69,17.12,520,89
21,22,22,Ryan Moore,89,17.1,877,150
22,23,23,Phil Mickelson,79,17.02,605,103
23,24,24,Sangmoon Bae,81,16.92,597,101
24,25,25,Jason Dufner,83,16.91,674,114
25,26,26,Ryan Palmer,81,16.87,735,124
26,27,27,Charl Schwartzel,56,16.79,417,70
27,28,28,Graeme McDowell,55,16.71,401,67
28,29,29,Bo Van Pelt,84,16.69,683,114
29,30,30,Sung Kang,75,16.67,648,108
30,31,31,Brian Harman,101,16.65,913,152
31,32,32,Danny Lee,74,16.64,625,104
32,33,33,D.A. Points,88,16.59,874,145
33,34,34,Aaron Baddeley,73,16.54,520,86
34,35,35,Stewart Cink,71,16.53,605,100
35,36,36,Tommy Biershenk,74,16.5,606,100
36,T37,T37,Erik Compton,81,16.49,661,109
37,T37,T37,Louis Oosthuizen,65,16.49,570,94
38,T39,T39,Ben Curtis,62,16.45,535,88
39,T39,T39,Adam Scott,59,16.45,462,76
40,41,41,John Senden,81,16.42,664,109
41,42,42,Robert Garrigus,89,16.39,793,130
42,43,43,Brendon Todd,78,16.34,667,109
43,44,44,David Mathis,83,16.33,698,114
44,45,45,Andres Romero,68,16.31,558,91
45,46,46,Justin Rose,69,16.3,552,90
46,47,47,Edward Loar,59,16.24,474,77
47,48,48,Scott Piercy,95,16.23,906,147
48,T49,T49,Jonas Blixt,72,16.22,629,102
49,T49,T49,Johnson Wagner,88,16.22,863,140
50,51,51,Carl Pettersson,92,16.21,839,136
51,T52,T52,Keegan Bradley,90,16.2,753,122
52,T52,T52,Rory Sabbatini,84,16.2,710,115
53,54,54,Mark Anderson,75,16.1,646,104
54,T55,T55,Nathan Green,73,16.08,622,100
55,T55,T55,Patrick Sheehan,58,16.08,479,77
56,57,57,Vaughn Taylor,81,16.03,680,109
57,T58,T58,Chris DiMarco,83,16.0,725,116
58,T58,T58,Nick Watney,97,16.0,806,129
59,60,60,J.B. Holmes,90,15.99,807,129
60,61,61,Colt Knost,79,15.98,732,117
61,T62,T62,Spencer Levin,81,15.97,670,107
62,T62,T62,Rory McIlroy,60,15.97,407,65
63,64,64,Chris Couch,61,15.96,564,90
64,65,65,Michael Thompson,80,15.94,690,110
65,66,66,Stuart Appleby,75,15.93,703,112
66,T67,T67,Greg Chalmers,88,15.92,741,118
67,T67,T67,Gavin Coles,72,15.92,603,96
68,69,69,Hunter Haas,69,15.87,523,83
69,70,70,Troy Matteson,100,15.86,914,145
70,71,71,Matt Jones,53,15.81,468,74
71,72,72,Henrik Stenson,51,15.73,464,73
72,T73,T73,Bob Estes,78,15.67,638,100
73,T73,T73,Matt Every,80,15.67,651,102
74,T75,T75,Jeff Maggert,83,15.65,837,131
75,T75,T75,Jeff Overton,101,15.65,933,146
76,T77,T77,William McGirt,96,15.61,884,138
77,T77,T77,"Ted Potter, Jr.",77,15.61,647,101
78,79,79,Freddie Jacobson,61,15.6,455,71
79,80,80,Kevin Na,80,15.59,648,101
80,81,81,Daniel Chopra,55,15.58,430,67
81,82,82,Sergio Garcia,57,15.55,463,72
82,83,83,George McNeill,85,15.52,741,115
83,84,84,Billy Hurley III,70,15.51,593,92
84,85,85,Robert Allenby,76,15.49,736,114
85,86,86,Dustin Johnson,70,15.44,544,84
86,87,87,Marco Dawson,60,15.43,473,73
87,88,88,Brendon de Jonge,115,15.41,1110,171
88,T89,T89,Jason Bohn,81,15.4,682,105
89,T89,T89,Padraig Harrington,67,15.4,435,67
90,91,91,Jim Furyk,85,15.35,684,105
91,92,92,Davis Love III,64,15.34,528,81
92,T93,T93,Matt Bettencourt,80,15.31,601,92
93,T93,T93,Tim Clark,60,15.31,529,81
94,T93,T93,Charlie Wi,86,15.31,738,113
95,T96,T96,Rod Pampling,88,15.28,746,114
96,T96,T96,Chez Reavie,83,15.28,733,112
97,98,98,James Driscoll,83,15.21,723,110
98,99,99,Russell Knox,72,15.18,626,95
99,T100,T100,Jerry Kelly,84,15.16,752,114
100,T100,T100,Nick O'Hern,78,15.16,699,106
101,102,102,Martin Laird,77,15.15,561,85
102,103,103,Richard Lee,71,15.14,634,96
103,104,104,Cameron Tringale,88,15.06,830,125
104,105,105,Pat Perez,81,15.01,726,109
105,106,106,Roland Thatcher,55,14.96,488,73
106,107,107,Miguel Angel Carballo,73,14.95,622,93
107,T108,T108,Arjun Atwal,79,14.94,696,104
108,T108,T108,Dicky Pride,62,14.94,522,78
109,110,110,Jason Kokrak,79,14.93,737,110
110,111,111,Tom Gillis,75,14.91,711,106
111,112,112,John Mallinger,74,14.89,658,98
112,113,113,Ernie Els,80,14.87,686,102
113,114,114,Kevin Kisner,69,14.86,525,78
114,115,115,Robert Karlsson,54,14.85,404,60
115,116,116,Greg Owen,90,14.83,843,125
116,117,117,Geoff Ogilvy,73,14.8,561,83
117,118,118,Troy Kelly,68,14.78,548,81
118,119,119,Brian Gay,91,14.77,792,117
119,120,120,Rocco Mediate,70,14.69,599,88
120,121,121,Steve Stricker,73,14.66,580,85
121,122,122,John Merrick,83,14.53,826,120
122,T123,T123,Bill Lunde,83,14.51,696,101
