,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
123,T123,T123,Alexandre Rocha,62,14.51,586,85
124,125,125,Bill Haas,79,14.48,663,96
125,T126,T126,Gary Christian,91,14.44,824,119
126,T126,T126,Vijay Singh,99,14.44,831,120
127,T128,T128,Harris English,98,14.43,977,141
128,T128,T128,J.J. Killeen,101,14.43,804,116
129,130,130,John Huh,99,14.4,910,131
130,T131,T131,Charlie Beljan,61,14.37,487,70
131,T131,T131,D.J. Trahan,73,14.37,668,96
132,133,133,Charley Hoffman,88,14.36,794,114
133,134,134,Tom Pernice Jr.,62,14.34,530,76
134,135,135,Michael Bradley,63,14.33,607,87
135,136,136,Daniel Summerhays,81,14.32,754,108
136,137,137,Cameron Beckman,81,14.25,737,105
137,138,138,Justin Leonard,79,14.24,681,97
138,139,139,Steve Wheatcroft,56,14.23,485,69
139,140,140,Jhonattan Vegas,77,14.21,767,109
140,141,141,Charles Howell III,98,14.2,852,121
141,142,142,Scott Brown,65,14.18,557,79
142,143,143,Mark Wilson,84,14.17,734,104
143,144,144,Ricky Barnes,92,14.16,890,126
144,145,145,Gary Woodland,70,14.11,574,81
145,146,146,Sean O'Hair,84,14.08,817,115
146,147,147,Scott Dunlap,57,14.04,520,73
147,148,148,Kyle Reifers,86,13.98,837,117
148,T149,T149,Brandt Jobe,57,13.91,496,69
149,T149,T149,Garth Mulroy,59,13.91,496,69
150,151,151,Billy Horschel,63,13.88,526,73
151,T152,T152,Josh Teater,97,13.84,867,120
152,T152,T152,David Toms,60,13.84,477,66
153,154,154,Scott Stallings,78,13.82,731,101
154,155,155,Stephen Ames,54,13.8,413,57
155,156,156,Chris Stroud,86,13.75,771,106
156,157,157,Jimmy Walker,101,13.69,979,134
157,158,158,Ian Poulter,57,13.66,388,53
158,159,159,Kevin Chappell,91,13.62,749,102
159,160,160,Trevor Immelman,76,13.61,595,81
160,161,161,Roberto Castro,92,13.58,825,112
161,162,162,Bubba Watson,68,13.56,553,75
162,T163,T163,Tim Herron,88,13.43,834,112
163,T163,T163,John Rollins,81,13.43,752,101
164,T165,T165,Blake Adams,107,13.42,969,130
165,T165,T165,Hunter Mahan,88,13.42,723,97
166,167,167,Chad Campbell,84,13.38,777,104
167,168,168,Seung-Yul Noh,105,13.37,920,123
168,169,169,Rickie Fowler,84,13.34,667,89
169,170,170,Billy Mayfair,90,13.32,811,108
170,171,171,Kris Blanks,65,13.27,648,86
171,172,172,Chris Kirk,93,13.25,868,115
172,173,173,K.J. Choi,71,13.23,567,75
173,174,174,Kevin Streelman,89,13.22,832,110
174,175,175,David Hearn,95,13.21,954,126
175,176,176,Will Claxton,99,13.18,918,121
176,177,177,Kevin Stadler,85,13.16,752,99
177,178,178,Graham DeLaet,79,13.12,762,100
178,179,179,Boo Weekley,74,13.1,649,85
179,180,180,J.J. Henry,93,13.03,821,107
180,181,181,Bud Cauley,99,13.01,938,122
181,182,182,Brendan Steele,77,12.97,748,97
182,183,183,Bobby Gates,87,12.96,810,105
183,184,184,Camilo Villegas,79,12.67,797,101
184,185,185,Heath Slocum,93,12.38,808,100
185,186,186,Stephen Gangluff,57,12.28,448,55
186,187,187,Marc Leishman,84,12.21,778,95
187,188,188,Mathew Goggin,65,12.07,613,74
188,189,189,Kyle Thompson,51,11.17,376,42
189,190,190,Ángel Cabrera,54,11.14,377,42
190,191,191,Kyle Stanley,86,10.79,732,79
