,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Luke Donald,63,53.64,302,162
1,2,2,Aaron Baddeley,73,53.57,392,210
2,3,3,Gavin Coles,72,52.54,394,207
3,4,4,Jonas Blixt,72,52.44,450,236
4,5,5,Y.E. Yang,64,51.41,354,182
5,6,6,Brandt Snedeker,81,51.22,449,230
6,7,7,Greg Chalmers,88,51.16,516,264
7,8,8,Bo Van Pelt,84,51.15,479,245
8,9,9,Martin Flores,95,50.94,532,271
9,10,10,Brian Gay,91,50.86,521,265
10,11,11,Derek Lamely,64,50.77,390,198
11,12,12,"Ted Potter, Jr.",77,50.58,433,219
12,13,13,David Mathis,83,50.4,494,249
13,14,14,Ryan Palmer,81,50.29,515,259
14,15,15,Sangmoon Bae,81,50.26,384,193
15,16,16,Padraig Harrington,67,50.16,309,155
16,17,17,Carl Pettersson,92,50.0,552,276
17,18,18,Matt Kuchar,86,49.88,419,209
18,19,19,Ryuji Imada,78,49.53,527,261
19,20,20,Keegan Bradley,90,49.48,481,238
20,21,21,David Hearn,95,49.43,611,302
21,22,22,Brian Davis,91,49.42,601,297
22,23,23,Ben Curtis,62,49.38,320,158
23,24,24,Jimmy Walker,101,49.28,621,306
24,25,25,Blake Adams,107,49.27,619,305
25,26,26,Zach Johnson,95,49.15,529,260
26,27,27,Troy Matteson,100,49.14,584,287
27,T28,T28,John Huh,99,49.13,572,281
28,T28,T28,Charl Schwartzel,56,49.13,287,141
29,30,30,Ryan Moore,89,49.12,568,279
30,31,31,Stuart Appleby,75,49.11,450,221
31,32,32,Brendon Todd,78,48.88,448,219
32,T33,T33,James Driscoll,83,48.72,470,229
33,T33,T33,Michael Thompson,80,48.72,470,229
34,35,35,Kevin Kisner,69,48.7,347,169
35,36,36,Bob Estes,78,48.58,459,223
36,37,37,Davis Love III,64,48.52,371,180
37,T38,T38,Jason Day,57,48.5,334,162
38,T38,T38,Johnson Wagner,88,48.5,567,275
39,40,40,Geoff Ogilvy,73,48.49,365,177
40,T41,T41,Daniel Chopra,55,48.47,295,143
41,T41,T41,Ken Duke,104,48.47,621,301
42,43,43,Phil Mickelson,79,48.36,428,207
43,44,44,Spencer Levin,81,48.35,455,220
44,45,45,Kevin Na,80,48.32,476,230
45,46,46,Tommy Biershenk,74,48.2,417,201
46,47,47,Pat Perez,81,48.16,490,236
47,48,48,Cameron Tringale,88,48.12,532,256
48,49,49,John Daly,50,48.08,312,150
49,50,50,Tom Gillis,75,48.03,483,232
50,51,51,Martin Laird,77,47.94,413,198
51,52,52,Billy Hurley III,70,47.92,409,196
52,T53,T53,Jeff Overton,101,47.87,635,304
53,T53,T53,Brendan Steele,77,47.87,445,213
54,55,55,Ángel Cabrera,54,47.78,270,129
55,56,56,Bryce Molder,83,47.76,490,234
56,57,57,Webb Simpson,77,47.71,480,229
57,58,58,Matt Every,80,47.7,457,218
58,59,59,Jim Furyk,85,47.61,418,199
59,60,60,Dicky Pride,62,47.6,334,159
60,61,61,Chris Stroud,86,47.54,528,251
61,62,62,Scott Piercy,95,47.51,602,286
62,T63,T63,Seung-Yul Noh,105,47.43,544,258
63,T63,T63,Nick Watney,97,47.43,565,268
64,T65,T65,Chris Couch,61,47.31,353,167
65,T65,T65,Jason Dufner,83,47.31,427,202
66,67,67,Colt Knost,79,47.27,476,225
67,68,68,Stephen Gangluff,57,47.16,299,141
68,69,69,Harris English,98,47.1,603,284
69,70,70,George McNeill,85,47.02,521,245
70,71,71,Richard Lee,71,47.01,402,189
71,72,72,Steve Stricker,73,46.97,379,178
72,73,73,Stewart Cink,71,46.94,343,161
73,74,74,Ben Crane,73,46.92,422,198
74,75,75,Rory McIlroy,60,46.91,275,129
75,76,76,Robert Garrigus,89,46.86,557,261
76,77,77,Sergio Garcia,57,46.84,316,148
77,78,78,Brandt Jobe,57,46.82,299,140
78,79,79,Stephen Ames,54,46.81,282,132
79,T80,T80,William McGirt,96,46.67,525,245
80,T80,T80,Henrik Stenson,51,46.67,285,133
81,82,82,Charlie Wi,86,46.61,502,234
82,83,83,Russell Knox,72,46.6,382,178
83,T84,T84,Matt Jones,53,46.53,288,134
84,T84,T84,Kyle Reifers,86,46.53,475,221
85,86,86,Billy Mayfair,90,46.47,538,250
86,87,87,Vaughn Taylor,81,46.3,460,213
87,88,88,Nathan Green,73,46.28,376,174
88,89,89,Mark Anderson,75,46.19,433,200
89,90,90,Tommy Gainey,98,45.99,648,298
90,91,91,Kevin Streelman,89,45.93,516,237
91,92,92,Bill Haas,79,45.82,419,192
92,93,93,Roberto Castro,92,45.8,500,229
93,94,94,John Rollins,81,45.75,518,237
94,95,95,Graham DeLaet,79,45.72,538,246
95,96,96,Bill Lunde,83,45.67,462,211
96,97,97,Brendon de Jonge,115,45.64,734,335
97,98,98,Erik Compton,81,45.6,443,202
98,99,99,Mark Wilson,84,45.49,466,212
99,100,100,Jason Bohn,81,45.44,493,224
100,101,101,Kevin Chappell,91,45.4,522,237
101,102,102,Ernie Els,80,45.27,444,201
102,103,103,John Senden,81,45.24,431,195
103,104,104,Tiger Woods,69,45.18,332,150
104,105,105,Jonathan Byrd,69,45.08,386,174
105,106,106,Josh Teater,97,44.99,589,265
106,T107,T107,Bud Cauley,99,44.94,623,280
107,T107,T107,Gary Christian,91,44.94,563,253
108,109,109,Steve Wheatcroft,56,44.91,285,128
109,110,110,Billy Horschel,63,44.79,317,142
110,111,111,Charlie Beljan,61,44.75,295,132
111,112,112,Chez Reavie,83,44.72,445,199
112,113,113,Sung Kang,75,44.69,452,202
113,114,114,Jerry Kelly,84,44.66,506,226
114,115,115,Bobby Gates,87,44.59,536,239
115,116,116,Jason Kokrak,79,44.58,480,214
116,117,117,Rickie Fowler,84,44.37,462,205
117,118,118,Miguel Angel Carballo,73,44.36,417,185
118,119,119,Andres Romero,68,44.25,400,177
119,120,120,Chris DiMarco,83,44.22,493,218
120,121,121,Troy Kelly,68,44.21,328,145
121,122,122,Sean O'Hair,84,44.2,543,240
122,123,123,Harrison Frazar,56,44.19,353,156
123,124,124,Chris Kirk,93,44.14,623,275
124,125,125,Dustin Johnson,70,44.13,358,158
125,126,126,John Merrick,83,44.12,451,199
126,127,127,Scott Dunlap,57,44.01,334,147
127,128,128,Adam Scott,59,44.0,275,121
128,129,129,Camilo Villegas,79,43.92,485,213
129,130,130,Tom Pernice Jr.,62,43.91,353,155
130,131,131,Chad Campbell,84,43.87,522,229
131,132,132,Michael Bradley,63,43.86,399,175
132,T133,T133,Ian Poulter,57,43.82,267,117
133,T133,T133,Alexandre Rocha,62,43.82,372,163
134,T135,T135,J.J. Killeen,101,43.81,582,255
135,T135,T135,David Toms,60,43.81,315,138
136,137,137,Mathew Goggin,65,43.75,352,154
137,138,138,K.J. Choi,71,43.69,396,173
138,139,139,Jeff Maggert,83,43.65,559,244
139,140,140,Rocco Mediate,70,43.64,401,175
140,141,141,Trevor Immelman,76,43.58,374,163
141,142,142,Garth Mulroy,59,43.52,324,141
142,143,143,Edward Loar,59,43.47,329,143
143,144,144,Tim Herron,88,43.45,504,219
144,145,145,Scott Brown,65,43.44,343,149
145,146,146,Ryo Ishikawa,54,43.41,258,112
146,T147,T147,Freddie Jacobson,61,43.4,318,138
147,T147,T147,Danny Lee,74,43.4,424,184
148,149,149,Arjun Atwal,79,43.38,468,203
149,150,150,Ricky Barnes,92,43.33,577,250
150,151,151,Charles Howell III,98,43.21,523,226
151,152,152,J.B. Holmes,90,43.18,528,228
152,153,153,Hunter Haas,69,43.16,373,161
153,154,154,Tim Clark,60,43.04,388,167
154,155,155,Justin Rose,69,42.98,356,153
155,156,156,Graeme McDowell,55,42.91,268,115
156,T157,T157,Cameron Beckman,81,42.8,507,217
157,T157,T157,Rod Pampling,88,42.8,479,205
158,159,159,Kris Blanks,65,42.72,426,182
159,160,160,Will Claxton,99,42.63,617,263
160,161,161,Kevin Stadler,85,42.53,475,202
161,T162,T162,Robert Karlsson,54,42.52,301,128
162,T162,T162,Lee Westwood,60,42.52,294,125
163,164,164,Gary Woodland,70,42.41,382,162
164,165,165,Hunter Mahan,88,42.36,432,183
165,T166,T166,Daniel Summerhays,81,42.33,463,196
166,T166,T166,Jhonattan Vegas,77,42.33,489,207
167,168,168,Heath Slocum,93,42.32,501,212
168,169,169,Justin Leonard,79,42.31,494,209
169,170,170,Patrick Sheehan,58,42.27,317,134
170,171,171,Nick O'Hern,78,42.12,482,203
171,172,172,Brian Harman,101,41.95,615,258
172,173,173,Charley Hoffman,88,41.88,554,232
173,174,174,Rory Sabbatini,84,41.87,535,224
174,175,175,John Mallinger,74,41.85,399,167
175,176,176,Bubba Watson,68,41.84,337,141
176,177,177,Robert Allenby,76,41.83,471,197
177,178,178,Vijay Singh,99,41.7,554,231
178,179,179,Matt Bettencourt,80,41.63,430,179
179,T180,T180,Greg Owen,90,41.48,499,207
180,T180,T180,D.A. Points,88,41.48,540,224
181,T182,T182,J.J. Henry,93,41.34,433,179
182,T182,T182,Louis Oosthuizen,65,41.34,329,136
183,184,184,Scott Stallings,78,41.22,490,202
184,185,185,Marco Dawson,60,41.18,323,133
185,186,186,Marc Leishman,84,40.92,501,205
186,187,187,Kyle Stanley,86,40.55,471,191
187,188,188,Roland Thatcher,55,40.19,321,129
188,189,189,Kyle Thompson,51,40.07,302,121
189,190,190,D.J. Trahan,73,39.06,448,175
190,191,191,Boo Weekley,74,38.35,399,153
