,Putting_from_7_RANK THIS WEEK,Putting_from_7_RANK LAST WEEK,Putting_from_7_PLAYER NAME,Putting_from_7_ROUNDS,Putting_from_7_% MADE,Putting_from_7_ATTEMPTS,Putting_from_7_PUTTS MADE
0,1,1,Pat Perez,81,74.65,71,53
1,2,2,Tim Clark,60,73.91,46,34
2,3,3,Patrick Sheehan,58,73.33,30,22
3,4,4,Luke Donald,63,72.97,37,27
4,5,5,Bud Cauley,99,72.84,81,59
5,6,6,James Driscoll,83,71.93,57,41
6,T7,T7,Ben Curtis,62,71.43,42,30
7,T7,T7,Jason Day,57,71.43,35,25
8,T7,T7,Bill Haas,79,71.43,49,35
9,10,10,Jason Dufner,83,71.15,52,37
10,11,11,Sung Kang,75,70.77,65,46
11,12,12,Billy Horschel,63,70.73,41,29
12,13,13,Chez Reavie,83,70.69,58,41
13,14,14,Michael Thompson,80,70.42,71,50
14,15,15,Ryan Palmer,81,70.37,54,38
15,16,16,Garth Mulroy,59,69.77,43,30
16,17,17,Mathew Goggin,65,69.57,46,32
17,18,18,Billy Hurley III,70,69.49,59,41
18,19,19,K.J. Choi,71,68.89,45,31
19,20,20,Gavin Coles,72,68.85,61,42
20,21,21,Jimmy Walker,101,68.6,86,59
21,22,22,Charlie Wi,86,68.35,79,54
22,23,23,Stephen Ames,54,68.29,41,28
23,24,24,Hunter Mahan,88,68.0,50,34
24,25,25,Brendan Steele,77,67.92,53,36
25,26,26,Richard Lee,71,67.39,46,31
26,27,27,Stuart Appleby,75,67.14,70,47
27,28,28,David Hearn,95,67.05,88,59
28,T29,T29,Kevin Chappell,91,66.67,63,42
29,T29,T29,Brandt Jobe,57,66.67,36,24
30,T29,T29,Ryan Moore,89,66.67,84,56
31,T29,T29,Geoff Ogilvy,73,66.67,36,24
32,T29,T29,Y.E. Yang,64,66.67,45,30
33,34,34,Brian Gay,91,66.2,71,47
34,35,35,Brendon Todd,78,66.15,65,43
35,36,36,George McNeill,85,66.13,62,41
36,37,37,"Ted Potter, Jr.",77,66.0,50,33
37,38,38,Jeff Overton,101,65.98,97,64
38,39,39,Tiger Woods,69,65.91,44,29
39,40,40,Jonas Blixt,72,65.67,67,44
40,41,41,John Huh,99,65.48,84,55
41,T42,T42,Aaron Baddeley,73,65.38,52,34
42,T42,T42,Kevin Kisner,69,65.38,52,34
43,44,44,J.J. Killeen,101,65.33,75,49
44,45,45,Scott Piercy,95,65.31,98,64
45,46,46,Stephen Gangluff,57,65.22,46,30
46,47,47,John Daly,50,65.12,43,28
47,T48,T48,Jason Kokrak,79,64.71,51,33
48,T48,T48,Sean O'Hair,84,64.71,68,44
49,T50,T50,Justin Leonard,79,64.62,65,42
50,T50,T50,Spencer Levin,81,64.62,65,42
51,T52,T52,Dustin Johnson,70,64.29,42,27
52,T52,T52,Chris Stroud,86,64.29,84,54
53,T52,T52,Vaughn Taylor,81,64.29,56,36
54,55,55,Dicky Pride,62,64.15,53,34
55,56,56,Brian Davis,91,64.0,75,48
56,57,57,Harris English,98,63.95,86,55
57,58,58,Jim Furyk,85,63.93,61,39
58,59,59,Greg Chalmers,88,63.49,63,40
59,T60,T60,John Merrick,83,63.46,52,33
60,T60,T60,Phil Mickelson,79,63.46,52,33
61,T60,T60,Louis Oosthuizen,65,63.46,52,33
62,63,63,Josh Teater,97,63.37,101,64
63,T64,T64,Derek Lamely,64,63.27,49,31
64,T64,T64,Mark Wilson,84,63.27,49,31
65,T66,T66,John Mallinger,74,63.16,38,24
66,T66,T66,Rocco Mediate,70,63.16,57,36
67,T66,T66,Kyle Reifers,86,63.16,57,36
68,69,69,Bob Estes,78,63.08,65,41
69,70,70,Hunter Haas,69,63.04,46,29
70,71,71,Keegan Bradley,90,63.01,73,46
71,72,72,Brian Harman,101,62.96,81,51
72,73,73,Charl Schwartzel,56,62.86,35,22
73,T74,T74,Charlie Beljan,61,62.5,32,20
74,T74,T74,Steve Stricker,73,62.5,48,30
75,T74,T74,Bo Van Pelt,84,62.5,72,45
76,77,77,Robert Karlsson,54,62.16,37,23
77,78,78,Tommy Biershenk,74,62.07,58,36
78,79,79,Padraig Harrington,67,62.0,50,31
79,80,80,Sergio Garcia,57,61.9,42,26
80,81,81,Nick Watney,97,61.84,76,47
81,82,82,Bryce Molder,83,61.82,55,34
82,T83,T83,Troy Kelly,68,61.76,34,21
83,T83,T83,Marc Leishman,84,61.76,68,42
