,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
0,1,1,Ricky Barnes,92,54,68
1,T2,T2,Troy Matteson,100,48,53
2,T2,T2,Brendan Steele,77,48,52
3,T2,T2,Josh Teater,97,48,62
4,5,5,Chris Kirk,93,46,56
5,6,6,Bobby Gates,87,45,54
6,T7,T7,Blake Adams,107,44,51
7,T7,T7,Brendon de Jonge,115,44,54
8,T7,T7,Harris English,98,44,52
9,T7,T7,Marc Leishman,84,44,54
10,11,11,Greg Owen,90,43,54
11,12,12,Kevin Chappell,91,42,56
12,T13,T13,Cameron Beckman,81,41,59
13,T13,T13,Graham DeLaet,79,41,50
14,T13,T13,Charley Hoffman,88,41,53
15,T13,T13,Scott Piercy,95,41,46
16,T13,T13,D.A. Points,88,41,51
17,T18,T18,Will Claxton,99,40,47
18,T18,T18,Heath Slocum,93,40,47
19,T18,T18,Johnson Wagner,88,40,48
20,T21,T21,Mark Anderson,75,39,49
21,T21,T21,Roberto Castro,92,39,44
22,T21,T21,Ken Duke,104,39,53
23,T21,T21,John Merrick,83,39,46
24,T21,T21,Nick Watney,97,39,52
25,T26,T26,David Hearn,95,38,46
26,T26,T26,Justin Leonard,79,38,42
27,T28,T28,Kyle Reifers,86,37,46
28,T28,T28,Gary Woodland,70,37,48
29,T30,T30,Keegan Bradley,90,36,47
30,T30,T30,Cameron Tringale,88,36,47
31,T32,T32,Kris Blanks,65,35,45
32,T32,T32,Chad Campbell,84,35,47
33,T32,T32,Bud Cauley,99,35,47
34,T32,T32,Robert Garrigus,89,35,55
35,T32,T32,Brian Harman,101,35,45
36,T32,T32,Ryuji Imada,78,35,45
37,T32,T32,Ryan Moore,89,35,41
38,T32,T32,Sean O'Hair,84,35,43
39,T32,T32,John Rollins,81,35,40
40,T41,T41,Robert Allenby,76,34,47
41,T41,T41,Gary Christian,91,34,43
42,T41,T41,J.B. Holmes,90,34,45
43,T41,T41,Trevor Immelman,76,34,40
44,T41,T41,Bill Lunde,83,34,48
45,T41,T41,Nick O'Hern,78,34,41
46,T41,T41,Vijay Singh,99,34,47
47,T41,T41,Kyle Stanley,86,34,45
48,T41,T41,Jhonattan Vegas,77,34,45
49,T41,T41,Jimmy Walker,101,34,40
50,T51,T51,Tommy Gainey,98,33,51
51,T51,T51,Bill Haas,79,33,35
52,T51,T51,Charles Howell III,98,33,43
53,T51,T51,Jerry Kelly,84,33,40
54,T51,T51,J.J. Killeen,101,33,40
55,T51,T51,Jeff Maggert,83,33,40
56,T51,T51,D.J. Trahan,73,33,44
57,T58,T58,Jeff Overton,101,32,41
58,T58,T58,Chez Reavie,83,32,42
59,T58,T58,Andres Romero,68,32,46
60,T58,T58,Mark Wilson,84,32,37
61,62,62,Harrison Frazar,56,31,34
62,T63,T63,Scott Dunlap,57,30,43
63,T63,T63,Tim Herron,88,30,36
64,T63,T63,John Huh,99,30,42
65,T63,T63,Robert Karlsson,54,30,40
66,T63,T63,Billy Mayfair,90,30,51
67,T63,T63,William McGirt,96,30,35
68,T63,T63,Seung-Yul Noh,105,30,39
69,T63,T63,Rory Sabbatini,84,30,46
70,T71,T71,Miguel Angel Carballo,73,29,40
71,T71,T71,K.J. Choi,71,29,29
72,T71,T71,Tom Gillis,75,29,42
73,T71,T71,Jason Kokrak,79,29,40
74,T71,T71,Martin Laird,77,29,37
75,T71,T71,George McNeill,85,29,37
76,T77,T77,Martin Flores,95,28,32
77,T77,T77,J.J. Henry,93,28,32
78,T77,T77,Sung Kang,75,28,41
79,T77,T77,Bryce Molder,83,28,30
80,T77,T77,Kevin Stadler,85,28,37
81,T77,T77,Kevin Streelman,89,28,38
82,T77,T77,Camilo Villegas,79,28,43
83,T77,T77,Boo Weekley,74,28,39
84,T85,T85,Jason Bohn,81,27,31
85,T85,T85,Scott Brown,65,27,42
86,T85,T85,Jonathan Byrd,69,27,35
87,T85,T85,Colt Knost,79,27,34
88,T85,T85,Derek Lamely,64,27,32
89,T85,T85,Ryan Palmer,81,27,33
90,T85,T85,Rod Pampling,88,27,37
91,T85,T85,Michael Thompson,80,27,38
92,T93,T93,Stuart Appleby,75,26,32
93,T93,T93,Tommy Biershenk,74,26,33
94,T93,T93,Erik Compton,81,26,35
95,T93,T93,Chris DiMarco,83,26,38
96,T93,T93,Jason Dufner,83,26,35
97,T93,T93,Troy Kelly,68,26,30
98,T93,T93,Pat Perez,81,26,39
99,T93,T93,Scott Stallings,78,26,42
100,T93,T93,Daniel Summerhays,81,26,38
101,T102,T102,Gavin Coles,72,25,34
102,T102,T102,Mathew Goggin,65,25,32
103,T102,T102,Zach Johnson,95,25,31
104,T102,T102,Spencer Levin,81,25,27
105,T102,T102,Webb Simpson,77,25,29
106,T102,T102,Kyle Thompson,51,25,29
107,T108,T108,Sangmoon Bae,81,24,33
108,T108,T108,Jason Day,57,24,28
109,T108,T108,Ernie Els,80,24,31
110,T108,T108,Nathan Green,73,24,34
111,T108,T108,Billy Hurley III,70,24,28
112,T108,T108,Danny Lee,74,24,34
113,T108,T108,Carl Pettersson,92,24,30
114,T108,T108,"Ted Potter, Jr.",77,24,46
115,T108,T108,Alexandre Rocha,62,24,32
116,T108,T108,Brandt Snedeker,81,24,30
117,T108,T108,Bo Van Pelt,84,24,29
118,T119,T119,Matt Bettencourt,80,23,33
119,T119,T119,Matt Every,80,23,34
120,T119,T119,John Mallinger,74,23,34
121,T119,T119,Rocco Mediate,70,23,28
122,T119,T119,Henrik Stenson,51,23,31
123,T119,T119,Vaughn Taylor,81,23,34
124,T119,T119,Brendon Todd,78,23,32
125,T119,T119,Charlie Wi,86,23,33
126,T127,T127,Rickie Fowler,84,22,36
127,T127,T127,Billy Horschel,63,22,30
128,T127,T127,Matt Jones,53,22,26
129,T127,T127,Phil Mickelson,79,22,31
130,T127,T127,Louis Oosthuizen,65,22,26
131,T127,T127,Chris Stroud,86,22,29
132,T133,T133,Charlie Beljan,61,21,28
133,T133,T133,Michael Bradley,63,21,28
134,T133,T133,Greg Chalmers,88,21,26
135,T133,T133,Stewart Cink,71,21,30
136,T133,T133,Brian Davis,91,21,32
137,T133,T133,Hunter Haas,69,21,26
138,T133,T133,Dustin Johnson,70,21,24
139,T133,T133,Hunter Mahan,88,21,30
140,T133,T133,Geoff Ogilvy,73,21,28
141,T133,T133,Tom Pernice Jr.,62,21,30
142,T133,T133,Justin Rose,69,21,28
143,T133,T133,Steve Wheatcroft,56,21,24
144,T145,T145,Ben Crane,73,20,31
145,T145,T145,Russell Knox,72,20,25
146,T145,T145,Richard Lee,71,20,22
147,T145,T145,David Mathis,83,20,26
148,T145,T145,Garth Mulroy,59,20,25
149,T145,T145,Patrick Sheehan,58,20,26
150,T145,T145,Roland Thatcher,55,20,31
151,T145,T145,David Toms,60,20,24
152,T153,T153,Stephen Ames,54,19,30
153,T153,T153,Arjun Atwal,79,19,34
