,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
154,T153,T153,Bob Estes,78,19,26
155,T153,T153,Padraig Harrington,67,19,23
156,T153,T153,Kevin Na,80,19,24
157,T153,T153,Adam Scott,59,19,27
158,T153,T153,Steve Stricker,73,19,20
159,T153,T153,Bubba Watson,68,19,21
160,T161,T161,Aaron Baddeley,73,18,24
161,T161,T161,Jim Furyk,85,18,20
162,T161,T161,Davis Love III,64,18,22
163,T161,T161,John Senden,81,18,26
164,T165,T165,James Driscoll,83,17,28
165,T165,T165,Stephen Gangluff,57,17,28
166,T165,T165,Lee Westwood,60,17,23
167,T168,T168,Ángel Cabrera,54,16,18
168,T168,T168,Tim Clark,60,16,25
169,T168,T168,Chris Couch,61,16,22
170,T168,T168,Marco Dawson,60,16,21
171,T168,T168,Brian Gay,91,16,20
172,T168,T168,Matt Kuchar,86,16,20
173,T168,T168,Rory McIlroy,60,16,20
174,T168,T168,Dicky Pride,62,16,21
175,T168,T168,Tiger Woods,69,16,25
176,T168,T168,Y.E. Yang,64,16,17
177,T178,T178,Ben Curtis,62,15,16
178,T178,T178,Brandt Jobe,57,15,16
179,T178,T178,Ian Poulter,57,15,19
180,T181,T181,Jonas Blixt,72,14,21
181,T181,T181,Freddie Jacobson,61,14,23
182,T181,T181,Edward Loar,59,14,18
183,T184,T184,Daniel Chopra,55,13,18
184,T184,T184,John Daly,50,13,20
185,T184,T184,Sergio Garcia,57,13,17
186,T184,T184,Kevin Kisner,69,13,14
187,T184,T184,Graeme McDowell,55,13,18
188,T184,T184,Charl Schwartzel,56,13,18
189,190,190,Luke Donald,63,12,15
190,191,191,Ryo Ishikawa,54,11,14
