,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
45,T44,T44,Morgan Hoffmann,64,"7' 9""",2279.5,293
46,T44,T44,John Senden,79,"7' 9""",2624.583,337
47,T44,T44,Bo Van Pelt,72,"7' 9""",2267.583,292
48,T49,T49,Jonas Blixt,76,"7' 10""",3147.75,401
49,T49,T49,Brian Davis,91,"7' 10""",3982.333,511
50,T49,T49,Ernie Els,63,"7' 10""",2155.75,276
51,T49,T49,Martin Flores,83,"7' 10""",3246.25,415
52,T49,T49,Rickie Fowler,75,"7' 10""",2681.667,343
53,T49,T49,Sergio Garcia,65,"7' 10""",1800.0,231
54,T49,T49,Chris Kirk,89,"7' 10""",3387.333,432
55,T49,T49,Phil Mickelson,78,"7' 10""",2353.5,299
56,T49,T49,Camilo Villegas,79,"7' 10""",2658.833,340
57,T58,T58,John Rollins,77,"7' 11""",2740.833,345
58,T58,T58,Cameron Tringale,80,"7' 11""",3188.0,401
59,T60,T60,Keegan Bradley,88,"8' 0""",2967.417,371
60,T60,T60,Charley Hoffman,84,"8' 0""",3014.167,376
61,T60,T60,D.H. Lee,65,"8' 0""",2534.667,318
62,T60,T60,Marc Leishman,77,"8' 0""",2821.25,351
63,T60,T60,Hunter Mahan,91,"8' 0""",2605.417,324
64,T60,T60,William McGirt,75,"8' 0""",3200.833,400
65,T60,T60,Mark Wilson,56,"8' 0""",2232.917,278
66,T67,T67,Brendon de Jonge,110,"8' 1""",3903.667,481
67,T67,T67,James Driscoll,76,"8' 1""",2794.5,347
68,T67,T67,Tim Herron,45,"8' 1""",2213.0,275
69,T67,T67,John Huh,88,"8' 1""",3238.083,399
70,T67,T67,Trevor Immelman,73,"8' 1""",2647.333,326
71,T67,T67,Jeff Maggert,63,"8' 1""",2388.667,295
72,T67,T67,Rod Pampling,46,"8' 1""",1672.6670000000001,206
73,T67,T67,Scott Piercy,78,"8' 1""",2855.583,353
74,T67,T67,Charlie Wi,75,"8' 1""",3403.167,419
75,T76,T76,Bud Cauley,67,"8' 2""",2553.25,312
76,T76,T76,Matt Every,89,"8' 2""",3464.0,424
77,T76,T76,Brad Fritsch,81,"8' 2""",2959.333,361
78,T76,T76,Brandt Jobe,62,"8' 2""",2194.417,270
79,T76,T76,Scott Langley,79,"8' 2""",2883.0,353
80,T76,T76,Rory McIlroy,56,"8' 2""",1727.9170000000001,212
81,T76,T76,Jeff Overton,78,"8' 2""",3386.667,416
82,T76,T76,D.A. Points,87,"8' 2""",3269.5,400
83,T76,T76,Vijay Singh,61,"8' 2""",1993.6670000000001,245
84,T76,T76,Brendan Steele,86,"8' 2""",3242.167,398
85,T76,T76,Brian Stuard,78,"8' 2""",2830.0,346
86,T76,T76,Jimmy Walker,84,"8' 2""",3213.75,392
87,T88,T88,Ricky Barnes,74,"8' 3""",2522.083,305
88,T88,T88,Erik Compton,74,"8' 3""",2943.167,356
89,T88,T88,Richard Lee,81,"8' 3""",3097.0,374
90,T88,T88,Troy Matteson,68,"8' 3""",2615.75,318
91,T88,T88,John Merrick,79,"8' 3""",2943.417,355
92,T88,T88,Cameron Percy,68,"8' 3""",2505.333,304
93,T88,T88,"Ted Potter, Jr.",65,"8' 3""",2616.333,317
94,T88,T88,Alistair Presnell,59,"8' 3""",2278.917,277
95,T88,T88,Tag Ridings,69,"8' 3""",2552.25,309
96,T88,T88,Kevin Stadler,83,"8' 3""",2815.917,343
97,T88,T88,Aaron Watkins,46,"8' 3""",1715.0,208
98,T88,T88,Y.E. Yang,56,"8' 3""",1995.25,241
99,T100,T100,Robert Allenby,58,"8' 4""",2478.417,296
100,T100,T100,Graham DeLaet,94,"8' 4""",3124.75,375
101,T100,T100,Luke Guthrie,82,"8' 4""",3184.083,381
102,T100,T100,Graeme McDowell,53,"8' 4""",1873.25,225
103,T100,T100,Robert Streb,75,"8' 4""",2901.333,347
104,T100,T100,Daniel Summerhays,83,"8' 4""",3610.333,434
105,T100,T100,Josh Teater,86,"8' 4""",2788.25,333
106,T100,T100,Nick Watney,88,"8' 4""",3004.75,360
107,T100,T100,Boo Weekley,100,"8' 4""",3477.5,419
108,T109,T109,Michael Bradley,56,"8' 5""",1846.0,220
109,T109,T109,Scott Brown,65,"8' 5""",2682.25,319
110,T109,T109,Ben Curtis,59,"8' 5""",2178.833,260
111,T109,T109,Brian Harman,89,"8' 5""",3799.917,453
112,T109,T109,David Hearn,88,"8' 5""",3480.667,412
113,T109,T109,Jim Herman,59,"8' 5""",1859.5,222
114,T109,T109,Zach Johnson,84,"8' 5""",2791.917,333
115,T109,T109,David Mathis,71,"8' 5""",2999.25,356
116,T109,T109,Seung-Yul Noh,71,"8' 5""",2722.833,325
117,T109,T109,Jin Park,52,"8' 5""",2157.083,256
118,T109,T109,Andres Romero,63,"8' 5""",2699.5,320
119,T109,T109,Brandt Snedeker,79,"8' 5""",2517.5,298
120,T109,T109,Bubba Watson,76,"8' 5""",2290.75,272
121,T122,T122,Stephen Ames,49,"8' 6""",2284.167,268
122,T122,T122,Chad Campbell,78,"8' 6""",2989.333,350
123,T122,T122,Ben Crane,62,"8' 6""",2797.917,328
124,T122,T122,George McNeill,68,"8' 6""",3008.667,354
125,T126,T126,Jason Bohn,70,"8' 7""",3263.25,380
126,T126,T126,Stewart Cink,71,"8' 7""",2301.25,268
127,T126,T126,Rory Sabbatini,86,"8' 7""",3118.583,363
128,T126,T126,Adam Scott,61,"8' 7""",1849.0,216
129,T126,T126,Andrew Svoboda,46,"8' 7""",1596.6670000000001,186
130,T131,T131,Aaron Baddeley,68,"8' 8""",3375.083,389
131,T131,T131,Pat Perez,69,"8' 8""",2724.917,313
132,T133,T133,Billy Horschel,96,"8' 9""",3821.667,436
133,T133,T133,Patrick Reed,83,"8' 9""",3794.167,435
134,T133,T133,Nicholas Thompson,99,"8' 9""",3881.417,445
135,T133,T133,Tiger Woods,61,"8' 9""",1848.25,211
136,T137,T137,James Hahn,78,"8' 10""",3298.333,372
137,T137,T137,Russell Henley,80,"8' 10""",3111.667,353
138,T137,T137,Jason Kokrak,78,"8' 10""",3327.833,377
139,T137,T137,David Lingmerth,68,"8' 10""",2966.333,337
140,T137,T137,Chez Reavie,72,"8' 10""",3271.25,371
141,T137,T137,Charl Schwartzel,69,"8' 10""",2397.583,271
142,T143,T143,Will Claxton,67,"8' 11""",2836.667,317
143,T143,T143,Ken Duke,87,"8' 11""",3920.417,441
144,T143,T143,Dustin Johnson,71,"8' 11""",2272.083,256
145,T143,T143,Luke List,65,"8' 11""",2676.75,300
146,T143,T143,Ryan Moore,72,"8' 11""",2876.583,323
147,T143,T143,Dicky Pride,71,"8' 11""",3109.25,348
148,T149,T149,Justin Bolli,59,"9' 0""",2746.333,304
149,T149,T149,Ángel Cabrera,73,"9' 0""",2800.083,310
150,T151,T151,Greg Chalmers,77,"9' 1""",3749.0,412
151,T151,T151,Harris English,95,"9' 1""",3790.5,419
152,T151,T151,Ryo Ishikawa,72,"9' 1""",2587.75,286
153,T151,T151,Steve LeBrun,66,"9' 1""",2534.0,279
154,T151,T151,Henrik Norlander,70,"9' 1""",2868.917,315
155,T156,T156,Scott Gardiner,61,"9' 2""",2801.417,306
156,T156,T156,Colt Knost,69,"9' 2""",3135.5,342
157,T156,T156,Martin Laird,68,"9' 2""",2649.583,288
158,T156,T156,Michael Thompson,66,"9' 2""",2844.083,310
159,T156,T156,Gary Woodland,94,"9' 2""",3882.5,424
160,T161,T161,J.J. Henry,83,"9' 3""",3376.25,366
161,T161,T161,Ryan Palmer,79,"9' 3""",3317.083,360
162,T163,T163,Bobby Gates,49,"9' 4""",2062.583,221
163,T163,T163,Shawn Stefani,63,"9' 4""",2799.167,299
164,T163,T163,Vaughn Taylor,50,"9' 4""",2110.667,227
165,166,166,Tommy Gainey,84,"9' 6""",4209.167,445
166,T167,T167,Nicolas Colsaerts,50,"9' 7""",1747.5,183
167,T167,T167,Derek Ernst,58,"9' 7""",2716.917,283
168,T167,T167,Ben Kohles,75,"9' 7""",3300.583,343
169,170,170,Doug LaBelle II,72,"9' 8""",3250.083,336
170,T171,T171,Sean O'Hair,56,"9' 9""",2994.083,307
171,T171,T171,Johnson Wagner,64,"9' 9""",2842.5,292
172,T173,T173,Eric Meierdierks,48,"9' 10""",2061.5,209
173,T173,T173,Scott Stallings,79,"9' 10""",3405.167,346
174,T173,T173,Kyle Stanley,71,"9' 10""",3030.75,307
175,T176,T176,Charlie Beljan,62,"9' 11""",3011.833,304
176,T176,T176,Robert Garrigus,69,"9' 11""",2464.833,249
177,T176,T176,Martin Kaymer,61,"9' 11""",2199.667,222
178,179,179,Sangmoon Bae,83,"10' 0""",3927.75,393
179,180,180,Justin Hicks,79,"10' 8""",3625.75,341
