,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
0,1,1,Justin Rose,62,"6' 5""",1449.4170000000001,225
1,2,2,Lee Williams,62,"6' 6""",2030.4170000000001,313
2,3,3,Tim Clark,64,"6' 7""",1786.8329999999999,271
3,4,4,Roberto Castro,97,"6' 9""",2981.917,440
4,T5,T5,Luke Donald,60,"6' 10""",1804.4170000000001,265
5,T5,T5,Bob Estes,66,"6' 10""",2306.75,339
6,T5,T5,Steve Stricker,51,"6' 10""",1098.333,160
7,8,8,Stuart Appleby,88,"7' 0""",2963.5,423
8,9,9,Bryce Molder,82,"7' 1""",2913.583,413
9,T10,T10,K.J. Choi,85,"7' 2""",2398.167,335
10,T10,T10,Jim Furyk,80,"7' 2""",2341.5,326
11,T10,T10,Padraig Harrington,52,"7' 2""",1517.9170000000001,211
12,T10,T10,Webb Simpson,92,"7' 2""",2622.917,368
13,T10,T10,Casey Wittenberg,72,"7' 2""",2516.5,352
14,T15,T15,Lucas Glover,65,"7' 3""",1943.6670000000001,268
15,T15,T15,Peter Hanson,45,"7' 3""",1396.1670000000001,193
16,T15,T15,Charles Howell III,87,"7' 3""",3001.333,414
17,T15,T15,Matt Kuchar,93,"7' 3""",2675.417,371
18,T15,T15,Justin Leonard,86,"7' 3""",3218.167,446
19,T15,T15,Geoff Ogilvy,57,"7' 3""",1831.25,253
20,T15,T15,Ian Poulter,59,"7' 3""",1612.5,222
21,T15,T15,Lee Westwood,70,"7' 3""",1950.8329999999999,268
22,T23,T23,Freddie Jacobson,63,"7' 4""",1981.5829999999999,269
23,T23,T23,Robert Karlsson,56,"7' 4""",1552.5,211
24,T23,T23,Kevin Streelman,86,"7' 4""",2594.583,352
25,T26,T26,Jason Dufner,78,"7' 5""",2410.083,325
26,T26,T26,Henrik Stenson,65,"7' 5""",1429.25,192
27,T28,T28,Bill Haas,85,"7' 6""",2628.75,352
28,T28,T28,Matt Jones,83,"7' 6""",2935.333,391
29,T28,T28,Jerry Kelly,75,"7' 6""",2745.917,365
30,T28,T28,Greg Owen,73,"7' 6""",2553.583,341
31,T28,T28,Chris Stroud,88,"7' 6""",3340.333,444
32,T28,T28,D.J. Trahan,48,"7' 6""",1484.5829999999999,197
33,T34,T34,Carl Pettersson,82,"7' 7""",2648.75,349
34,T34,T34,Jordan Spieth,82,"7' 7""",2678.417,354
35,T34,T34,Darron Stiles,51,"7' 7""",1976.8329999999999,260
36,T34,T34,Mike Weir,60,"7' 7""",2430.083,319
37,T38,T38,Steven Bowditch,67,"7' 8""",2636.75,344
38,T38,T38,Kevin Chappell,80,"7' 8""",2680.25,348
39,T38,T38,Brian Gay,79,"7' 8""",3719.083,483
40,T38,T38,Tom Gillis,69,"7' 8""",2835.417,369
41,T38,T38,David Lynn,70,"7' 8""",2447.417,320
42,T38,T38,David Toms,49,"7' 8""",1421.5,186
43,T44,T44,Jason Day,86,"7' 9""",2718.167,351
44,T44,T44,Fabián Gómez,65,"7' 9""",2493.083,320
