,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
72,T67,T67,Zach Johnson,84,50.0,13,26
73,T67,T67,Richard Lee,81,50.0,16,32
74,T67,T67,Eric Meierdierks,48,50.0,9,18
75,T67,T67,Scott Piercy,78,50.0,13,26
76,T67,T67,Henrik Stenson,65,50.0,8,16
77,T67,T67,Aaron Watkins,46,50.0,5,10
78,T79,T79,Brian Gay,79,48.78,20,41
79,T79,T79,D.A. Points,87,48.78,20,41
80,T79,T79,Chris Stroud,88,48.78,20,41
81,82,82,Scott Stallings,79,48.65,18,37
82,T83,T83,Tommy Gainey,84,48.57,17,35
83,T83,T83,Jeff Overton,78,48.57,17,35
84,85,85,Russell Henley,80,48.39,15,31
85,86,86,Cameron Tringale,80,48.28,14,29
86,T87,T87,D.H. Lee,65,48.0,12,25
87,T87,T87,Tag Ridings,69,48.0,12,25
88,89,89,Ben Curtis,59,47.83,11,23
89,T90,T90,Jason Dufner,78,47.62,10,21
90,T90,T90,William McGirt,75,47.62,20,42
91,92,92,Jimmy Walker,84,47.5,19,40
92,T93,T93,Martin Flores,83,47.37,18,38
93,T93,T93,Morgan Hoffmann,64,47.37,9,19
94,T93,T93,Y.E. Yang,56,47.37,9,19
95,96,96,Charley Hoffman,84,47.06,16,34
96,T97,T97,Ken Duke,87,46.88,15,32
97,T97,T97,Chris Kirk,89,46.88,15,32
98,T99,T99,Robert Karlsson,56,46.67,7,15
99,T99,T99,Ian Poulter,59,46.67,7,15
100,T99,T99,Dicky Pride,71,46.67,14,30
101,102,102,Bryce Molder,82,46.34,19,41
102,T103,T103,Robert Garrigus,69,46.15,12,26
103,T103,T103,Martin Laird,68,46.15,12,26
104,T105,T105,Stephen Ames,49,45.83,11,24
105,T105,T105,Jason Bohn,70,45.83,11,24
106,T105,T105,"Ted Potter, Jr.",65,45.83,11,24
107,T105,T105,Boo Weekley,100,45.83,22,48
108,T109,T109,Ernie Els,63,45.0,9,20
109,T109,T109,Jordan Spieth,82,45.0,9,20
110,T111,T111,James Hahn,78,44.83,13,29
111,T111,T111,Webb Simpson,92,44.83,13,29
112,T113,T113,Luke Guthrie,82,44.44,12,27
113,T113,T113,Martin Kaymer,61,44.44,8,18
114,T113,T113,Ben Kohles,75,44.44,12,27
115,T113,T113,Daniel Summerhays,83,44.44,16,36
116,117,117,Sergio Garcia,65,44.0,11,25
117,T118,T118,John Huh,88,43.75,14,32
118,T118,T118,Brian Stuard,78,43.75,14,32
119,T118,T118,Josh Teater,86,43.75,14,32
120,121,121,Brendon de Jonge,110,43.59,17,39
121,T122,T122,Charlie Beljan,62,43.48,10,23
122,T122,T122,Tim Herron,45,43.48,10,23
123,T122,T122,Marc Leishman,77,43.48,10,23
124,T125,T125,Robert Allenby,58,42.86,9,21
125,T125,T125,Jerry Kelly,75,42.86,15,35
126,T125,T125,Jason Kokrak,78,42.86,15,35
127,T125,T125,John Senden,79,42.86,15,35
128,T125,T125,Robert Streb,75,42.86,12,28
129,T125,T125,Andrew Svoboda,46,42.86,6,14
130,T125,T125,Camilo Villegas,79,42.86,9,21
131,T125,T125,Tiger Woods,61,42.86,9,21
132,T133,T133,John Merrick,79,42.31,11,26
133,T133,T133,Ryan Moore,72,42.31,11,26
134,T135,T135,Peter Hanson,45,42.11,8,19
135,T135,T135,Steve LeBrun,66,42.11,8,19
136,T137,T137,Stewart Cink,71,41.94,13,31
137,T137,T137,Matt Every,89,41.94,13,31
138,T139,T139,Henrik Norlander,70,41.67,10,24
139,T139,T139,Pat Perez,69,41.67,15,36
140,T139,T139,Vijay Singh,61,41.67,10,24
141,T139,T139,Kyle Stanley,71,41.67,10,24
142,T143,T143,Scott Brown,65,41.38,12,29
143,T143,T143,Nicholas Thompson,99,41.38,12,29
144,145,145,Adam Scott,61,40.91,9,22
145,T146,T146,Ryo Ishikawa,72,40.74,11,27
146,T146,T146,Greg Owen,73,40.74,11,27
147,T146,T146,Rory Sabbatini,86,40.74,11,27
148,149,149,Brad Fritsch,81,40.63,13,32
149,150,150,Brian Harman,89,39.39,13,33
150,151,151,Carl Pettersson,82,39.29,11,28
151,152,152,Ángel Cabrera,73,39.13,9,23
152,T153,T153,Ricky Barnes,74,38.89,7,18
153,T153,T153,Alistair Presnell,59,38.89,7,18
154,T155,T155,David Hearn,88,38.71,12,31
155,T155,T155,Brendan Steele,86,38.71,12,31
156,157,157,Jeff Maggert,63,38.1,8,21
157,158,158,Scott Langley,79,37.93,11,29
158,T159,T159,Justin Bolli,59,37.5,9,24
159,T159,T159,Nicolas Colsaerts,50,37.5,6,16
160,T159,T159,Brandt Jobe,62,37.5,9,24
161,T159,T159,Geoff Ogilvy,57,37.5,9,24
162,T159,T159,Ryan Palmer,79,37.5,12,32
163,T164,T164,Sangmoon Bae,83,37.14,13,35
164,T164,T164,James Driscoll,76,37.14,13,35
165,166,166,David Mathis,71,37.04,10,27
166,167,167,Dustin Johnson,71,36.84,7,19
167,168,168,J.J. Henry,83,36.67,11,30
168,169,169,Derek Ernst,58,35.71,10,28
169,170,170,Gary Woodland,94,34.88,15,43
170,171,171,Hunter Mahan,91,34.48,10,29
171,172,172,Will Claxton,67,34.21,13,38
172,173,173,Justin Hicks,79,33.33,9,27
173,T174,T174,Michael Bradley,56,31.58,6,19
174,T174,T174,Sean O'Hair,56,31.58,6,19
175,176,176,D.J. Trahan,48,31.25,5,16
176,177,177,Bud Cauley,67,29.63,8,27
177,178,178,Kevin Streelman,86,23.33,7,30
178,179,179,Seung-Yul Noh,71,22.22,6,27
179,180,180,Bo Van Pelt,72,10.53,2,19
