,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
0,1,1,Bob Estes,66,"5' 1""",8.706,142,1
1,2,2,Steve Stricker,51,"5' 3""",4.168,66,2
2,3,3,Brian Gay,79,"5' 4""",8.115,127,10
3,T4,T4,Roberto Castro,97,"5' 7""",11.398,171,26
4,T4,T4,John Rollins,77,"5' 7""",9.111,135,93
5,T4,T4,Chris Stroud,88,"5' 7""",10.704,159,6
6,T7,T7,Martin Flores,83,"5' 9""",11.370999999999999,166,15
7,T7,T7,Steve LeBrun,66,"5' 9""",7.737,112,97
8,T7,T7,Lee Westwood,70,"5' 9""",6.452999999999999,93,21
9,T10,T10,Charles Howell III,87,"5' 10""",11.583,165,5
10,T10,T10,Darron Stiles,51,"5' 10""",6.477,93,29
11,T10,T10,Daniel Summerhays,83,"5' 10""",9.285,132,68
12,T10,T10,Lee Williams,62,"5' 10""",7.888999999999999,112,7
13,T10,T10,Casey Wittenberg,72,"5' 10""",7.968999999999999,114,37
14,T15,T15,Luke Donald,60,"5' 11""",5.858,82,22
15,T15,T15,D.J. Trahan,48,"5' 11""",5.483,77,118
16,T15,T15,Mike Weir,60,"5' 11""",6.7860000000000005,96,70
17,T18,T18,Ben Curtis,59,"6' 0""",7.167000000000001,100,141
18,T18,T18,John Merrick,79,"6' 0""",8.187999999999999,114,115
19,T18,T18,Adam Scott,61,"6' 0""",4.0489999999999995,56,119
20,T18,T18,John Senden,79,"6' 0""",8.533,119,153
21,T18,T18,Brian Stuard,78,"6' 0""",8.106,113,43
22,T18,T18,Andrew Svoboda,46,"6' 0""",7.097,98,167
23,T24,T24,Aaron Baddeley,68,"6' 1""",9.62,132,92
24,T24,T24,James Hahn,78,"6' 1""",8.586,117,128
25,T24,T24,Trevor Immelman,73,"6' 1""",9.091000000000001,124,68
26,T24,T24,Ian Poulter,59,"6' 1""",6.075,83,25
27,T28,T28,Jason Dufner,78,"6' 2""",9.627,130,70
28,T28,T28,Fabián Gómez,65,"6' 2""",7.867999999999999,106,49
29,T28,T28,Luke Guthrie,82,"6' 2""",8.59,116,75
30,T28,T28,Robert Karlsson,56,"6' 2""",4.788,65,100
31,T28,T28,Phil Mickelson,78,"6' 2""",8.218,111,78
32,T28,T28,Ryan Palmer,79,"6' 2""",9.164,124,133
33,T28,T28,Dicky Pride,71,"6' 2""",9.533999999999999,128,60
34,T28,T28,Camilo Villegas,79,"6' 2""",9.266,126,123
35,T36,T36,Harris English,95,"6' 3""",11.699000000000002,156,125
36,T36,T36,Brian Harman,89,"6' 3""",14.22,190,77
37,T36,T36,Russell Henley,80,"6' 3""",7.867000000000001,105,104
38,T36,T36,Freddie Jacobson,63,"6' 3""",7.3839999999999995,99,54
39,T36,T36,Matt Jones,83,"6' 3""",11.695,156,8
40,T36,T36,Matt Kuchar,93,"6' 3""",8.6,115,12
41,T36,T36,Justin Leonard,86,"6' 3""",13.395999999999999,179,72
42,T36,T36,Bryce Molder,82,"6' 3""",10.834000000000001,145,19
43,T36,T36,Geoff Ogilvy,57,"6' 3""",5.521,74,132
44,T36,T36,Bo Van Pelt,72,"6' 3""",7.087999999999999,94,159
45,T36,T36,Gary Woodland,94,"6' 3""",12.335999999999999,165,148
46,T47,T47,Tim Clark,64,"6' 4""",7.318,96,45
47,T47,T47,Chris Kirk,89,"6' 4""",12.827,168,3
48,T47,T47,Scott Langley,79,"6' 4""",10.527999999999999,138,59
49,T47,T47,Chez Reavie,72,"6' 4""",9.332,122,48
50,T47,T47,Brandt Snedeker,79,"6' 4""",7.332999999999999,96,33
51,T47,T47,Shawn Stefani,63,"6' 4""",7.437,98,79
52,T47,T47,David Toms,49,"6' 4""",5.539,73,51
53,T47,T47,Tiger Woods,61,"6' 4""",5.502000000000001,72,46
54,T55,T55,Stuart Appleby,88,"6' 5""",10.824000000000002,141,4
55,T55,T55,Rickie Fowler,75,"6' 5""",8.039,105,56
56,T55,T55,Colt Knost,69,"6' 5""",10.868,141,116
57,T55,T55,Richard Lee,81,"6' 5""",10.138,131,11
58,T55,T55,Seung-Yul Noh,71,"6' 5""",8.845,115,158
59,T55,T55,Carl Pettersson,82,"6' 5""",9.007,117,147
60,T55,T55,Alistair Presnell,59,"6' 5""",6.625,86,101
61,T55,T55,Patrick Reed,83,"6' 5""",10.98,143,40
62,T63,T63,Scott Brown,65,"6' 6""",10.199,131,130
63,T63,T63,Will Claxton,67,"6' 6""",9.695,124,156
64,T63,T63,Ken Duke,87,"6' 6""",9.48,121,108
65,T63,T63,Jim Furyk,80,"6' 6""",6.314,81,57
66,T63,T63,Tom Gillis,69,"6' 6""",9.173,118,44
67,T63,T63,John Huh,88,"6' 6""",11.639000000000001,150,62
68,T63,T63,Jerry Kelly,75,"6' 6""",11.043,142,14
69,T63,T63,Troy Matteson,68,"6' 6""",9.701,124,63
70,T63,T63,Rory McIlroy,56,"6' 6""",6.672000000000001,86,145
71,T63,T63,Scott Piercy,78,"6' 6""",10.206,131,161
72,T63,T63,Justin Rose,62,"6' 6""",5.891,76,35
73,T63,T63,Y.E. Yang,56,"6' 6""",5.541,71,110
74,T75,T75,Stephen Ames,49,"6' 7""",8.818,111,67
75,T75,T75,Jonas Blixt,76,"6' 7""",10.5,133,24
76,T75,T75,Kevin Chappell,80,"6' 7""",9.064,115,81
77,T75,T75,Ben Crane,62,"6' 7""",8.766,111,9
78,T75,T75,Brad Fritsch,81,"6' 7""",10.206,130,136
79,T75,T75,Zach Johnson,84,"6' 7""",9.6,121,54
80,T75,T75,Graeme McDowell,53,"6' 7""",5.23,66,30
81,T75,T75,Greg Owen,73,"6' 7""",9.835,125,142
82,T75,T75,D.A. Points,87,"6' 7""",10.755,136,129
83,T75,T75,Aaron Watkins,46,"6' 7""",6.06,77,58
84,T85,T85,Steven Bowditch,67,"6' 8""",11.012,137,17
85,T85,T85,Keegan Bradley,88,"6' 8""",11.078,138,32
86,T85,T85,Brian Davis,91,"6' 8""",11.812999999999999,148,73
87,T85,T85,Jason Day,86,"6' 8""",7.638,96,27
88,T85,T85,Ernie Els,63,"6' 8""",7.906000000000001,99,84
89,T85,T85,Peter Hanson,45,"6' 8""",4.409,55,82
90,T85,T85,Tim Herron,45,"6' 8""",8.075,101,117
91,T85,T85,Brandt Jobe,62,"6' 8""",7.95,100,146
92,T85,T85,Henrik Norlander,70,"6' 8""",11.319,142,138
93,T85,T85,Rod Pampling,46,"6' 8""",8.162,102,127
94,T85,T85,Charl Schwartzel,69,"6' 8""",7.34,92,140
95,T85,T85,Kevin Stadler,83,"6' 8""",10.481,131,143
96,T85,T85,Bubba Watson,76,"6' 8""",8.905,111,150
97,T98,T98,Ricky Barnes,74,"6' 9""",10.890999999999998,134,162
98,T98,T98,Michael Bradley,56,"6' 9""",7.644,94,166
99,T98,T98,Greg Chalmers,77,"6' 9""",12.005,149,63
100,T98,T98,David Hearn,88,"6' 9""",11.945,147,90
101,T98,T98,Eric Meierdierks,48,"6' 9""",6.229,77,177
102,T98,T98,Sean O'Hair,56,"6' 9""",10.817,133,169
103,T98,T98,Vijay Singh,61,"6' 9""",6.053999999999999,75,103
104,T98,T98,Jordan Spieth,82,"6' 9""",11.213,139,31
105,T98,T98,Kevin Streelman,86,"6' 9""",9.287,114,61
106,T107,T107,Padraig Harrington,52,"6' 10""",8.196,100,113
107,T107,T107,Morgan Hoffmann,64,"6' 10""",8.546,104,85
108,T107,T107,David Lingmerth,68,"6' 10""",8.015,98,80
109,T107,T107,Jeff Maggert,63,"6' 10""",10.265999999999998,125,42
110,T107,T107,Jimmy Walker,84,"6' 10""",12.2,149,36
111,T107,T107,Mark Wilson,56,"6' 10""",8.137,99,27
112,T113,T113,Jason Bohn,70,"6' 11""",12.769,154,144
113,T113,T113,Lucas Glover,65,"6' 11""",7.385,89,174
114,T113,T113,Jason Kokrak,78,"6' 11""",11.842,143,83
115,T113,T113,Webb Simpson,92,"6' 11""",11.259,135,86
116,T113,T113,Scott Stallings,79,"6' 11""",9.984,120,139
117,T113,T113,Brendan Steele,86,"6' 11""",10.34,125,104
118,T113,T113,Vaughn Taylor,50,"6' 11""",6.706,81,107
119,T113,T113,Charlie Wi,75,"6' 11""",10.422,125,47
120,T121,T121,Bud Cauley,67,"7' 0""",9.287,110,165
121,T121,T121,Stewart Cink,71,"7' 0""",7.602,90,164
122,T121,T121,Ryo Ishikawa,72,"7' 0""",8.427,100,160
123,T121,T121,Dustin Johnson,71,"7' 0""",6.37,76,163
124,T121,T121,Marc Leishman,77,"7' 0""",11.91,142,96
125,T121,T121,David Lynn,70,"7' 0""",8.827,105,38
126,T121,T121,Hunter Mahan,91,"7' 0""",10.942,131,73
127,T121,T121,Rory Sabbatini,86,"7' 0""",10.640999999999998,126,91
128,T121,T121,Josh Teater,86,"7' 0""",12.411,148,157
129,T121,T121,Michael Thompson,66,"7' 0""",8.074,96,93
130,T121,T121,Cameron Tringale,80,"7' 0""",12.431,148,20
131,T121,T121,Johnson Wagner,64,"7' 0""",10.654000000000002,127,120
132,T121,T121,Boo Weekley,100,"7' 0""",12.162,144,135
133,T134,T134,Jim Herman,59,"7' 1""",8.094,95,149
134,T134,T134,Martin Kaymer,61,"7' 1""",7.44,88,171
135,T134,T134,D.H. Lee,65,"7' 1""",10.789000000000001,127,89
136,T134,T134,William McGirt,75,"7' 1""",13.683,161,39
137,T134,T134,Tag Ridings,69,"7' 1""",10.414000000000001,122,98
138,T139,T139,Sangmoon Bae,83,"7' 2""",11.382,133,176
139,T139,T139,Erik Compton,74,"7' 2""",10.944,128,23
140,T139,T139,Brendon de Jonge,110,"7' 2""",15.675999999999998,182,16
141,T139,T139,Graham DeLaet,94,"7' 2""",12.466,145,51
142,T139,T139,Derek Ernst,58,"7' 2""",7.466,87,179
143,T144,T144,K.J. Choi,85,"7' 3""",10.008,115,13
144,T144,T144,Robert Garrigus,69,"7' 3""",8.552,98,180
145,T144,T144,Bobby Gates,49,"7' 3""",7.2010000000000005,83,137
146,T144,T144,Bill Haas,85,"7' 3""",10.630999999999998,122,18
147,T144,T144,Charley Hoffman,84,"7' 3""",13.169,151,154
148,T149,T149,Justin Bolli,59,"7' 4""",9.01,102,106
149,T149,T149,James Driscoll,76,"7' 4""",10.644,121,53
150,T149,T149,Luke List,65,"7' 4""",9.484,108,151
151,T149,T149,David Mathis,71,"7' 4""",10.703,122,172
152,T149,T149,Pat Perez,69,"7' 4""",10.367,118,111
153,T154,T154,Sergio Garcia,65,"7' 5""",7.1370000000000005,80,99
154,T154,T154,Billy Horschel,96,"7' 5""",10.665999999999999,120,131
155,T154,T154,"Ted Potter, Jr.",65,"7' 5""",11.317,127,34
156,T154,T154,Kyle Stanley,71,"7' 5""",10.808,121,155
157,T158,T158,Ángel Cabrera,73,"7' 6""",11.919,132,134
158,T158,T158,Nicholas Thompson,99,"7' 6""",13.454,150,109
159,T160,T160,Tommy Gainey,84,"7' 7""",14.855,164,152
160,T160,T160,Scott Gardiner,61,"7' 7""",8.875,98,173
161,T160,T160,Martin Laird,68,"7' 7""",7.702000000000001,85,122
162,T160,T160,George McNeill,68,"7' 7""",11.780999999999999,129,49
163,T160,T160,Ryan Moore,72,"7' 7""",8.704,96,95
164,T160,T160,Jin Park,52,"7' 7""",8.47,93,65
165,T166,T166,Chad Campbell,78,"7' 8""",12.427,135,76
166,T166,T166,Andres Romero,63,"7' 8""",12.179,133,88
167,T168,T168,Robert Allenby,58,"7' 9""",6.632999999999999,71,168
168,T168,T168,Charlie Beljan,62,"7' 9""",11.844000000000001,127,170
169,T168,T168,J.J. Henry,83,"7' 9""",13.306,143,112
170,T171,T171,Matt Every,89,"7' 10""",17.605999999999998,188,113
171,T171,T171,Justin Hicks,79,"7' 10""",10.177999999999999,108,175
172,T173,T173,Jeff Overton,78,"7' 11""",14.677,154,66
173,T173,T173,Robert Streb,75,"7' 11""",12.783,134,86
174,T175,T175,Doug LaBelle II,72,"8' 1""",12.174000000000001,126,123
175,T175,T175,Henrik Stenson,65,"8' 1""",8.059,83,102
176,177,177,Nick Watney,88,"8' 2""",13.18,134,121
177,178,178,Cameron Percy,68,"8' 4""",11.513,115,40
178,179,179,Ben Kohles,75,"8' 6""",10.136000000000001,99,126
179,180,180,Nicolas Colsaerts,50,"8' 8""",6.322,61,178
