,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
108,T107,T107,Pat Perez,69,83.33,55,66
109,T107,T107,Henrik Stenson,65,83.33,30,36
110,111,111,Jordan Spieth,82,83.16,79,95
111,112,112,Brian Stuard,78,83.12,64,77
112,T113,T113,Martin Laird,68,83.08,54,65
113,T113,T113,Mike Weir,60,83.08,54,65
114,115,115,Chez Reavie,72,83.0,83,100
115,T116,T116,Stewart Cink,71,82.98,39,47
116,T116,T116,Martin Kaymer,61,82.98,39,47
117,T118,T118,Dustin Johnson,71,82.86,58,70
118,T118,T118,Y.E. Yang,56,82.86,58,70
119,T120,T120,Steve LeBrun,66,82.81,53,64
120,T120,T120,Andres Romero,63,82.81,53,64
121,122,122,Lee Westwood,70,82.61,57,69
122,T123,T123,Luke Donald,60,82.46,47,57
123,T123,T123,Rory McIlroy,56,82.46,47,57
124,125,125,Ben Kohles,75,82.42,75,91
125,T126,T126,John Huh,88,82.35,70,85
126,T126,T126,D.A. Points,87,82.35,70,85
127,128,128,Vijay Singh,61,82.26,51,62
128,T129,T129,Sean O'Hair,56,82.14,46,56
129,T129,T129,Adam Scott,61,82.14,46,56
130,131,131,Greg Owen,73,82.02,73,89
131,132,132,Mark Wilson,56,81.97,50,61
132,133,133,Dicky Pride,71,81.94,59,72
133,134,134,John Rollins,77,81.93,68,83
134,135,135,Cameron Tringale,80,81.82,72,88
135,136,136,Erik Compton,74,81.71,67,82
136,137,137,David Mathis,71,81.69,58,71
137,138,138,Seung-Yul Noh,71,81.67,49,60
138,T139,T139,Justin Hicks,79,81.61,71,87
139,T139,T139,Camilo Villegas,79,81.61,71,87
140,141,141,Scott Brown,65,81.58,62,76
141,142,142,J.J. Henry,83,81.54,53,65
142,143,143,Jason Bohn,70,81.52,75,92
143,T144,T144,Bud Cauley,67,81.48,66,81
144,T144,T144,Charlie Wi,75,81.48,66,81
145,T146,T146,Derek Ernst,58,81.25,52,64
146,T146,T146,Freddie Jacobson,63,81.25,52,64
147,T146,T146,Geoff Ogilvy,57,81.25,39,48
148,149,149,George McNeill,68,81.18,69,85
149,T150,T150,Sangmoon Bae,83,81.0,81,100
150,T150,T150,Roberto Castro,97,81.0,81,100
151,T152,T152,Ricky Barnes,74,80.95,51,63
152,T152,T152,Brandt Jobe,62,80.95,51,63
153,154,154,Will Claxton,67,80.56,58,72
154,155,155,Brad Fritsch,81,80.49,66,82
155,156,156,Fabián Gómez,65,80.28,57,71
156,T157,T157,Chad Campbell,78,80.0,64,80
157,T157,T157,Boo Weekley,100,80.0,80,100
158,159,159,Gary Woodland,94,79.8,79,99
159,160,160,Kevin Stadler,83,79.78,71,89
160,161,161,D.H. Lee,65,79.45,58,73
161,162,162,Scott Gardiner,61,79.31,46,58
162,163,163,Aaron Baddeley,68,79.1,53,67
163,164,164,Trevor Immelman,73,78.95,45,57
164,165,165,Charl Schwartzel,69,78.85,41,52
165,166,166,Robert Allenby,58,78.57,55,70
166,167,167,Ben Crane,62,78.46,51,65
167,168,168,Robert Streb,75,78.31,65,83
168,169,169,Johnson Wagner,64,77.97,46,59
169,170,170,Colt Knost,69,77.92,60,77
170,171,171,Ken Duke,87,76.7,79,103
171,172,172,Charlie Beljan,62,76.19,48,63
172,173,173,Morgan Hoffmann,64,75.71,53,70
173,174,174,Robert Garrigus,69,75.36,52,69
174,175,175,Rod Pampling,46,73.91,34,46
175,176,176,Eric Meierdierks,48,73.21,41,56
176,T177,T177,Ryo Ishikawa,72,73.13,49,67
177,T177,T177,Henrik Norlander,70,73.13,49,67
178,T177,T177,Bo Van Pelt,72,73.13,49,67
179,180,180,Nicolas Colsaerts,50,70.59,24,34
