,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
54,T51,T51,Justin Rose,62,"11' 3""",371.917,33,35
55,T56,T56,James Driscoll,76,"11' 4""",590.4169999999999,52,53
56,T56,T56,Morgan Hoffmann,64,"11' 4""",406.583,36,85
57,58,58,Bo Van Pelt,72,"11' 5""",331.167,29,159
58,T59,T59,Steven Bowditch,67,"11' 6""",564.75,49,17
59,T59,T59,Jason Kokrak,78,"11' 6""",551.6669999999999,48,83
60,T59,T59,Ryan Moore,72,"11' 6""",574.0830000000001,50,95
61,T59,T59,D.A. Points,87,"11' 6""",481.833,42,129
62,T63,T63,Robert Allenby,58,"11' 7""",439.75,38,168
63,T63,T63,Tom Gillis,69,"11' 7""",589.8330000000001,51,44
64,T65,T65,Roberto Castro,97,"11' 8""",725.6669999999999,62,26
65,T65,T65,Nicolas Colsaerts,50,"11' 8""",268.25,23,178
66,T65,T65,John Huh,88,"11' 8""",700.3330000000001,60,62
67,T65,T65,Robert Karlsson,56,"11' 8""",384.417,33,100
68,T65,T65,Pat Perez,69,"11' 8""",537.1669999999999,46,111
69,T65,T65,John Senden,79,"11' 8""",537.5830000000001,46,153
70,T71,T71,Stuart Appleby,88,"11' 9""",717.0830000000001,61,4
71,T71,T71,Chris Kirk,89,"11' 9""",729.25,62,3
72,T73,T73,Ángel Cabrera,73,"11' 10""",401.5,34,134
73,T73,T73,Bobby Gates,49,"11' 10""",438.833,37,137
74,T73,T73,Justin Leonard,86,"11' 10""",826.75,70,72
75,T73,T73,Mark Wilson,56,"11' 10""",379.25,32,27
76,T77,T77,Erik Compton,74,"11' 11""",573.8330000000001,48,23
77,T77,T77,Dustin Johnson,71,"11' 11""",499.833,42,163
78,T79,T79,Stewart Cink,71,"12' 0""",469.25,39,164
79,T79,T79,Matt Every,89,"12' 0""",731.4169999999999,61,113
80,T79,T79,Ian Poulter,59,"12' 0""",324.58299999999997,27,25
81,T79,T79,Patrick Reed,83,"12' 0""",745.8330000000001,62,40
82,T79,T79,Chris Stroud,88,"12' 0""",765.9169999999999,64,6
83,T79,T79,Camilo Villegas,79,"12' 0""",395.0,33,123
84,T85,T85,Jason Dufner,78,"12' 1""",482.25,40,70
85,T85,T85,Rod Pampling,46,"12' 1""",363.583,30,127
86,T85,T85,Adam Scott,61,"12' 1""",398.167,33,119
87,T88,T88,Michael Bradley,56,"12' 2""",401.833,33,166
88,T88,T88,Ken Duke,87,"12' 2""",691.5,57,108
89,T88,T88,Bryce Molder,82,"12' 2""",510.667,42,19
90,T88,T88,Jeff Overton,78,"12' 2""",744.0,61,66
91,T88,T88,John Rollins,77,"12' 2""",706.6669999999999,58,93
92,93,93,Graham DeLaet,94,"12' 3""",712.0830000000001,58,51
93,T94,T94,Bud Cauley,67,"12' 4""",556.0,45,165
94,T94,T94,Kevin Stadler,83,"12' 4""",517.25,42,143
95,T96,T96,Tim Clark,64,"12' 5""",371.5,30,45
96,T96,T96,Graeme McDowell,53,"12' 5""",236.167,19,30
97,T96,T96,Alistair Presnell,59,"12' 5""",471.25,38,101
98,T96,T96,Brendan Steele,86,"12' 5""",732.3330000000001,59,104
99,100,100,Charl Schwartzel,69,"12' 6""",500.917,40,140
100,T101,T101,Sergio Garcia,65,"12' 7""",490.333,39,99
101,T101,T101,Ryo Ishikawa,72,"12' 7""",577.1669999999999,46,160
102,T101,T101,Matt Jones,83,"12' 7""",807.75,64,8
103,T101,T101,Richard Lee,81,"12' 7""",652.1669999999999,52,11
104,T101,T101,Jin Park,52,"12' 7""",427.333,34,65
105,T101,T101,Michael Thompson,66,"12' 7""",502.0,40,93
106,T107,T107,Keegan Bradley,88,"12' 8""",659.25,52,32
107,T107,T107,Doug LaBelle II,72,"12' 8""",800.0830000000001,63,123
108,T107,T107,William McGirt,75,"12' 8""",849.3330000000001,67,39
109,T107,T107,Rory McIlroy,56,"12' 8""",444.333,35,145
110,T107,T107,Robert Streb,75,"12' 8""",761.25,60,86
111,T112,T112,Aaron Baddeley,68,"12' 9""",702.6669999999999,55,92
112,T112,T112,Russell Henley,80,"12' 9""",561.3330000000001,44,104
113,T112,T112,Luke List,65,"12' 9""",724.5,57,151
114,T112,T112,Eric Meierdierks,48,"12' 9""",357.917,28,177
115,T116,T116,Jason Day,86,"12' 10""",630.0,49,27
116,T116,T116,Trevor Immelman,73,"12' 10""",642.1669999999999,50,68
117,T116,T116,Marc Leishman,77,"12' 10""",797.6669999999999,62,96
118,T116,T116,Scott Piercy,78,"12' 10""",691.6669999999999,54,161
119,T116,T116,"Ted Potter, Jr.",65,"12' 10""",552.0,43,34
120,T116,T116,Bubba Watson,76,"12' 10""",629.8330000000001,49,150
121,T122,T122,David Mathis,71,"12' 11""",633.75,49,172
122,T122,T122,Dicky Pride,71,"12' 11""",553.6669999999999,43,60
123,T122,T122,Tiger Woods,61,"12' 11""",479.083,37,46
124,T125,T125,Brad Fritsch,81,"13' 0""",492.5,38,136
125,T125,T125,Scott Gardiner,61,"13' 0""",416.25,32,173
126,T125,T125,Vaughn Taylor,50,"13' 0""",428.0,33,107
127,T128,T128,Derek Ernst,58,"13' 1""",432.25,33,179
128,T128,T128,Sean O'Hair,56,"13' 1""",679.9169999999999,52,169
129,T128,T128,Kyle Stanley,71,"13' 1""",601.6669999999999,46,155
130,T131,T131,Troy Matteson,68,"13' 2""",633.4169999999999,48,63
131,T131,T131,Ryan Palmer,79,"13' 2""",578.5830000000001,44,133
132,T131,T131,David Toms,49,"13' 2""",343.25,26,51
133,T134,T134,Stephen Ames,49,"13' 3""",502.167,38,67
134,T134,T134,Cameron Percy,68,"13' 3""",649.25,49,40
135,T136,T136,K.J. Choi,85,"13' 4""",479.0,36,13
136,T136,T136,Tommy Gainey,84,"13' 4""",869.1669999999999,65,152
137,T136,T136,Henrik Norlander,70,"13' 4""",465.833,35,138
138,T136,T136,Rory Sabbatini,86,"13' 4""",615.1669999999999,46,91
139,T140,T140,Jason Bohn,70,"13' 5""",780.1669999999999,58,144
140,T140,T140,David Lingmerth,68,"13' 5""",444.083,33,80
141,T140,T140,Tag Ridings,69,"13' 5""",669.25,50,98
142,T143,T143,Sangmoon Bae,83,"13' 6""",727.6669999999999,54,176
143,T143,T143,Harris English,95,"13' 6""",906.3330000000001,67,125
144,T143,T143,Steve LeBrun,66,"13' 6""",513.75,38,97
145,T143,T143,Aaron Watkins,46,"13' 6""",498.167,37,58
146,T147,T147,Brian Harman,89,"13' 7""",924.0830000000001,68,77
147,T147,T147,Ben Kohles,75,"13' 7""",611.25,45,126
148,T147,T147,Greg Owen,73,"13' 7""",652.25,48,142
149,T147,T147,Andrew Svoboda,46,"13' 7""",393.5,29,167
150,T151,T151,Ricky Barnes,74,"13' 8""",615.25,45,162
151,T151,T151,Scott Stallings,79,"13' 8""",804.5,59,139
152,T151,T151,Nick Watney,88,"13' 8""",725.0,53,121
153,T154,T154,David Hearn,88,"13' 9""",894.9169999999999,65,90
154,T154,T154,Colt Knost,69,"13' 9""",548.8330000000001,40,116
155,T154,T154,Daniel Summerhays,83,"13' 9""",536.25,39,68
156,T154,T154,D.J. Trahan,48,"13' 9""",302.16700000000003,22,118
157,T154,T154,Johnson Wagner,64,"13' 9""",716.5830000000001,52,120
158,T159,T159,Brandt Jobe,62,"13' 10""",511.667,37,146
159,T159,T159,Hunter Mahan,91,"13' 10""",939.75,68,73
160,T161,T161,J.J. Henry,83,"13' 11""",944.5,68,112
161,T161,T161,Martin Kaymer,61,"13' 11""",416.833,30,171
162,T161,T161,Vijay Singh,61,"13' 11""",390.0,28,103
163,T164,T164,Justin Bolli,59,"14' 0""",533.25,38,106
164,T164,T164,Padraig Harrington,52,"14' 0""",447.833,32,113
165,T164,T164,Boo Weekley,100,"14' 0""",656.8330000000001,47,135
166,T164,T164,Lee Westwood,70,"14' 0""",572.5,41,21
167,T164,T164,Charlie Wi,75,"14' 0""",771.6669999999999,55,47
168,169,169,Nicholas Thompson,99,"14' 4""",858.6669999999999,60,109
169,170,170,Andres Romero,63,"14' 5""",822.6669999999999,57,88
170,T171,T171,Charlie Beljan,62,"14' 7""",684.0830000000001,47,170
171,T171,T171,Cameron Tringale,80,"14' 7""",904.3330000000001,62,20
172,173,173,Martin Laird,68,"14' 9""",679.9169999999999,46,122
173,174,174,Jeff Maggert,63,"14' 10""",562.8330000000001,38,42
174,175,175,Chez Reavie,72,"15' 1""",737.25,49,48
175,176,176,George McNeill,68,"15' 2""",680.6669999999999,45,49
176,177,177,Luke Guthrie,82,"15' 4""",750.0,49,75
177,178,178,Robert Garrigus,69,"15' 8""",688.25,44,180
178,179,179,Chad Campbell,78,"16' 8""",750.5830000000001,45,76
179,180,180,Justin Hicks,79,"18' 9""",843.25,45,175
