,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
0,1,1,Steve Stricker,51,"5' 3""",425.667,81,2
1,T2,T2,Sergio Garcia,65,"6' 3""",657.4169999999999,105,99
2,T2,T2,Ian Poulter,59,"6' 3""",650.0830000000001,104,25
3,4,4,D.H. Lee,65,"6' 5""",800.0,124,89
4,5,5,Peter Hanson,45,"6' 6""",753.4169999999999,116,82
5,T6,T6,Jonas Blixt,76,"6' 7""",1313.75,199,24
6,T6,T6,Josh Teater,86,"6' 7""",824.8330000000001,125,157
7,T8,T8,Robert Karlsson,56,"6' 8""",728.1669999999999,109,100
8,T8,T8,Darron Stiles,51,"6' 8""",682.5,102,29
9,T10,T10,Michael Bradley,56,"6' 9""",571.6669999999999,85,166
10,T10,T10,Zach Johnson,84,"6' 9""",1143.5,170,54
11,T10,T10,Justin Leonard,86,"6' 9""",1242.0,183,72
12,T10,T10,Kevin Streelman,86,"6' 9""",1164.25,172,61
13,T10,T10,Mike Weir,60,"6' 9""",850.1669999999999,126,70
14,T15,T15,Tim Clark,64,"6' 10""",720.8330000000001,105,45
15,T15,T15,Jim Furyk,80,"6' 10""",892.25,130,57
16,T15,T15,Luke Guthrie,82,"6' 10""",1303.25,190,75
17,T15,T15,John Huh,88,"6' 10""",1237.25,182,62
18,T15,T15,Brandt Snedeker,79,"6' 10""",974.0,143,33
19,T20,T20,Luke Donald,60,"6' 11""",855.75,123,22
20,T20,T20,Charles Howell III,87,"6' 11""",1348.25,194,5
21,T20,T20,Freddie Jacobson,63,"6' 11""",814.4169999999999,118,54
22,T20,T20,Phil Mickelson,78,"6' 11""",1090.667,157,78
23,T24,T24,Stuart Appleby,88,"7' 0""",1313.0,188,4
24,T24,T24,Scott Brown,65,"7' 0""",994.0,142,130
25,T24,T24,Morgan Hoffmann,64,"7' 0""",1049.333,150,85
26,T24,T24,Matt Kuchar,93,"7' 0""",1164.083,167,12
27,T24,T24,Doug LaBelle II,72,"7' 0""",879.6669999999999,126,123
28,T24,T24,David Lynn,70,"7' 0""",1244.75,178,38
29,T24,T24,Geoff Ogilvy,57,"7' 0""",855.25,122,132
30,T24,T24,Jeff Overton,78,"7' 0""",1177.417,169,66
31,T24,T24,Carl Pettersson,82,"7' 0""",1114.167,160,147
32,T24,T24,Scott Piercy,78,"7' 0""",1191.75,171,161
33,T24,T24,Tiger Woods,61,"7' 0""",753.0830000000001,107,46
34,T35,T35,James Driscoll,76,"7' 1""",1153.667,163,53
35,T35,T35,Bob Estes,66,"7' 1""",860.0830000000001,122,1
36,T37,T37,Roberto Castro,97,"7' 2""",1381.0829999999999,193,26
37,T37,T37,Hunter Mahan,91,"7' 2""",1097.167,153,73
38,T37,T37,D.A. Points,87,"7' 2""",1346.5829999999999,188,129
39,T37,T37,Lee Williams,62,"7' 2""",822.5,115,7
40,T41,T41,Chris Kirk,89,"7' 3""",1286.917,178,3
41,T41,T41,Rory McIlroy,56,"7' 3""",886.0,122,145
42,T41,T41,Rory Sabbatini,86,"7' 3""",1324.3329999999999,182,91
43,T41,T41,Webb Simpson,92,"7' 3""",1490.0829999999999,206,86
44,T41,T41,Camilo Villegas,79,"7' 3""",1049.5,145,123
45,T46,T46,Keegan Bradley,88,"7' 4""",1320.0,181,32
46,T46,T46,Jason Day,86,"7' 4""",1393.0829999999999,191,27
47,T46,T46,Matt Every,89,"7' 4""",1312.25,178,113
48,T46,T46,Jerry Kelly,75,"7' 4""",970.75,132,14
49,T46,T46,John Merrick,79,"7' 4""",1224.833,167,115
50,T46,T46,Seung-Yul Noh,71,"7' 4""",1238.5,168,158
51,T46,T46,Rod Pampling,46,"7' 4""",620.0830000000001,85,127
52,T46,T46,Cameron Tringale,80,"7' 4""",1434.3329999999999,195,20
53,T46,T46,Bo Van Pelt,72,"7' 4""",981.9169999999999,134,159
54,T46,T46,Y.E. Yang,56,"7' 4""",767.3330000000001,105,110
55,T56,T56,Brian Davis,91,"7' 5""",1588.0829999999999,214,73
56,T56,T56,Cameron Percy,68,"7' 5""",1050.0,141,40
57,T56,T56,"Ted Potter, Jr.",65,"7' 5""",943.1669999999999,127,34
58,T56,T56,Chris Stroud,88,"7' 5""",1360.3329999999999,183,6
59,T56,T56,Aaron Watkins,46,"7' 5""",624.25,84,58
60,T56,T56,Nick Watney,88,"7' 5""",1184.167,159,121
61,T56,T56,Casey Wittenberg,72,"7' 5""",1180.083,159,37
62,T63,T63,Steven Bowditch,67,"7' 6""",1204.333,160,17
63,T63,T63,Tim Herron,45,"7' 6""",857.9169999999999,114,117
64,T63,T63,Bryce Molder,82,"7' 6""",1177.833,157,19
65,T63,T63,Andres Romero,63,"7' 6""",939.25,125,88
