,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
66,T63,T63,Vijay Singh,61,"7' 6""",857.4169999999999,114,103
67,T63,T63,Kevin Stadler,83,"7' 6""",1111.75,148,143
68,T63,T63,Brendan Steele,86,"7' 6""",1462.25,195,104
69,T63,T63,Shawn Stefani,63,"7' 6""",1050.417,140,79
70,T71,T71,Graham DeLaet,94,"7' 7""",1258.083,166,51
71,T71,T71,Ken Duke,87,"7' 7""",1441.5829999999999,191,108
72,T71,T71,Padraig Harrington,52,"7' 7""",683.5,90,113
73,T71,T71,David Hearn,88,"7' 7""",1344.1670000000001,177,90
74,T71,T71,Trevor Immelman,73,"7' 7""",1072.417,142,68
75,T71,T71,Scott Langley,79,"7' 7""",1104.333,146,59
76,T71,T71,Jeff Maggert,63,"7' 7""",918.1669999999999,121,42
77,T71,T71,Jin Park,52,"7' 7""",744.25,98,65
78,T71,T71,Patrick Reed,83,"7' 7""",1715.25,226,40
79,T71,T71,Tag Ridings,69,"7' 7""",1082.917,143,98
80,T71,T71,D.J. Trahan,48,"7' 7""",800.0830000000001,105,118
81,T71,T71,Mark Wilson,56,"7' 7""",808.0830000000001,106,27
82,T83,T83,Stephen Ames,49,"7' 8""",764.1669999999999,100,67
83,T83,T83,Jason Bohn,70,"7' 8""",1168.167,153,144
84,T83,T83,Chad Campbell,78,"7' 8""",1174.917,153,76
85,T83,T83,Will Claxton,67,"7' 8""",949.75,124,156
86,T83,T83,Erik Compton,74,"7' 8""",1215.833,158,23
87,T83,T83,Tom Gillis,69,"7' 8""",1335.5,174,44
88,T83,T83,Colt Knost,69,"7' 8""",957.75,125,116
89,T83,T83,Martin Laird,68,"7' 8""",1129.5,147,122
90,T83,T83,Marc Leishman,77,"7' 8""",1396.25,183,96
91,T83,T83,Ryan Moore,72,"7' 8""",1286.0,168,95
92,T83,T83,Dicky Pride,71,"7' 8""",1012.9169999999999,132,60
93,T94,T94,Ángel Cabrera,73,"7' 9""",1226.917,159,134
94,T94,T94,Nicolas Colsaerts,50,"7' 9""",633.6669999999999,82,178
95,T94,T94,Brendon de Jonge,110,"7' 9""",1735.5,225,16
96,T94,T94,Rickie Fowler,75,"7' 9""",1411.1670000000001,182,56
97,T94,T94,Bobby Gates,49,"7' 9""",646.1669999999999,83,137
98,T94,T94,Brian Harman,89,"7' 9""",1515.25,196,77
99,T94,T94,Dustin Johnson,71,"7' 9""",1245.417,160,163
100,T94,T94,Pat Perez,69,"7' 9""",1085.917,140,111
101,T94,T94,Charl Schwartzel,69,"7' 9""",965.4169999999999,125,140
102,T94,T94,Jordan Spieth,82,"7' 9""",1350.6670000000001,175,31
103,T94,T94,Henrik Stenson,65,"7' 9""",691.0,89,102
104,T94,T94,Robert Streb,75,"7' 9""",1209.5,156,86
105,T106,T106,Aaron Baddeley,68,"7' 10""",1562.1670000000001,200,92
106,T106,T106,Ben Crane,62,"7' 10""",943.5830000000001,120,9
107,T106,T106,Martin Flores,83,"7' 10""",1418.1670000000001,182,15
108,T106,T106,David Lingmerth,68,"7' 10""",1382.5829999999999,176,80
109,T106,T106,Brian Stuard,78,"7' 10""",1132.417,145,43
110,T106,T106,David Toms,49,"7' 10""",557.8330000000001,71,51
111,T112,T112,K.J. Choi,85,"7' 11""",1029.333,130,13
112,T112,T112,Ernie Els,63,"7' 11""",1003.5,127,84
113,T112,T112,Scott Gardiner,61,"7' 11""",1051.25,133,173
114,T112,T112,Brian Gay,79,"7' 11""",1767.4170000000001,223,10
115,T112,T112,Bill Haas,85,"7' 11""",1341.9170000000001,170,18
116,T112,T112,James Hahn,78,"7' 11""",1532.8329999999999,194,128
117,T112,T112,Matt Jones,83,"7' 11""",1343.0,170,8
118,T112,T112,William McGirt,75,"7' 11""",1233.75,156,39
119,T112,T112,Greg Owen,73,"7' 11""",1159.25,147,142
120,T112,T112,Chez Reavie,72,"7' 11""",1231.667,155,48
121,T112,T112,Daniel Summerhays,83,"7' 11""",1548.1670000000001,196,68
122,T112,T112,Bubba Watson,76,"7' 11""",1223.667,154,150
123,T112,T112,Boo Weekley,100,"7' 11""",1540.0,195,135
124,T125,T125,Ben Curtis,59,"8' 0""",897.0830000000001,112,141
125,T125,T125,Brad Fritsch,81,"8' 0""",1214.083,151,136
126,T125,T125,Fabián Gómez,65,"8' 0""",1056.083,132,49
127,T125,T125,Jimmy Walker,84,"8' 0""",1519.5,190,36
128,T125,T125,Gary Woodland,94,"8' 0""",1681.1670000000001,210,148
129,T130,T130,Robert Allenby,58,"8' 1""",1150.667,142,168
130,T130,T130,Sangmoon Bae,83,"8' 1""",1509.0829999999999,186,176
131,T130,T130,Greg Chalmers,77,"8' 1""",1466.25,181,63
132,T130,T130,Kevin Chappell,80,"8' 1""",1470.5,182,81
133,T130,T130,Ben Kohles,75,"8' 1""",1312.5,162,126
134,T130,T130,Graeme McDowell,53,"8' 1""",869.3330000000001,108,30
135,T130,T130,Ryan Palmer,79,"8' 1""",1358.6670000000001,168,133
136,T130,T130,Adam Scott,61,"8' 1""",1026.833,127,119
137,T130,T130,John Senden,79,"8' 1""",1331.8329999999999,165,153
138,T130,T130,Scott Stallings,79,"8' 1""",1497.5829999999999,185,139
139,T130,T130,Michael Thompson,66,"8' 1""",1248.917,154,93
140,T141,T141,Ricky Barnes,74,"8' 2""",990.0830000000001,121,162
141,T141,T141,Martin Kaymer,61,"8' 2""",759.4169999999999,93,171
142,143,143,Stewart Cink,71,"8' 3""",960.3330000000001,116,164
143,T144,T144,Jason Dufner,78,"8' 4""",1179.417,142,70
144,T144,T144,Lucas Glover,65,"8' 4""",1008.0830000000001,121,174
145,T144,T144,Vaughn Taylor,50,"8' 4""",887.5,107,107
146,T147,T147,Harris English,95,"8' 5""",1760.5,210,125
147,T147,T147,Jim Herman,59,"8' 5""",890.8330000000001,106,149
148,T147,T147,Jason Kokrak,78,"8' 5""",1605.5,191,83
149,T150,T150,Derek Ernst,58,"8' 6""",1283.167,151,179
150,T150,T150,Ryo Ishikawa,72,"8' 6""",1131.167,133,160
151,T150,T150,Brandt Jobe,62,"8' 6""",901.75,106,146
152,T150,T150,David Mathis,71,"8' 6""",1323.8329999999999,156,172
153,T150,T150,Nicholas Thompson,99,"8' 6""",1736.25,205,109
154,T155,T155,Justin Bolli,59,"8' 7""",1118.5,130,106
155,T155,T155,Billy Horschel,96,"8' 7""",1831.75,213,131
156,T155,T155,Justin Rose,62,"8' 7""",921.0830000000001,107,35
157,T155,T155,Johnson Wagner,64,"8' 7""",988.9169999999999,115,120
158,T155,T155,Lee Westwood,70,"8' 7""",1247.0,145,21
159,160,160,Steve LeBrun,66,"8' 8""",1029.583,119,97
160,T161,T161,Bud Cauley,67,"8' 9""",1284.417,147,165
161,T161,T161,Justin Hicks,79,"8' 9""",1326.5829999999999,151,175
162,T161,T161,Charley Hoffman,84,"8' 9""",1520.25,173,154
163,T161,T161,Richard Lee,81,"8' 9""",1392.5829999999999,159,11
164,T161,T161,Troy Matteson,68,"8' 9""",1281.417,147,63
165,T161,T161,Alistair Presnell,59,"8' 9""",1020.3330000000001,117,101
166,167,167,John Rollins,77,"8' 10""",1269.833,144,93
167,T168,T168,Charlie Beljan,62,"8' 11""",1139.583,128,170
168,T168,T168,Kyle Stanley,71,"8' 11""",1424.0,159,155
169,T168,T168,Charlie Wi,75,"8' 11""",1584.0,178,47
170,171,171,Luke List,65,"9' 0""",1379.5829999999999,154,151
171,T172,T172,Tommy Gainey,84,"9' 2""",1751.4170000000001,191,152
172,T172,T172,George McNeill,68,"9' 2""",1314.4170000000001,143,49
173,T174,T174,Russell Henley,80,"9' 3""",1593.5,173,104
174,T174,T174,Sean O'Hair,56,"9' 3""",1326.5,144,169
175,T174,T174,Andrew Svoboda,46,"9' 3""",779.5830000000001,84,167
176,177,177,Robert Garrigus,69,"9' 4""",1410.1670000000001,151,180
177,178,178,Henrik Norlander,70,"9' 5""",1236.333,131,138
178,179,179,J.J. Henry,83,"9' 9""",1512.6670000000001,155,112
179,180,180,Eric Meierdierks,48,"10' 0""",922.0830000000001,92,177
