,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
0,1,1,Justin Leonard,86,"2' 3""",265.66700000000003,117,72
1,2,2,Tiger Woods,61,"2' 7""",180.167,69,46
2,T3,T3,Bob Estes,66,"2' 8""",253.417,96,1
3,T3,T3,Jerry Kelly,75,"2' 8""",288.5,108,14
4,T3,T3,Steve Stricker,51,"2' 8""",115.417,43,2
5,T3,T3,Chris Stroud,88,"2' 8""",356.917,133,6
6,T3,T3,Aaron Watkins,46,"2' 8""",146.417,55,58
7,T8,T8,Jin Park,52,"2' 9""",214.667,78,65
8,T8,T8,Webb Simpson,92,"2' 9""",360.25,131,86
9,T10,T10,Matt Every,89,"2' 10""",372.583,132,113
10,T10,T10,Jim Furyk,80,"2' 10""",275.66700000000003,98,57
11,T10,T10,Matt Kuchar,93,"2' 10""",315.91700000000003,111,12
12,T10,T10,Graeme McDowell,53,"2' 10""",178.083,62,30
13,T10,T10,Greg Owen,73,"2' 10""",325.41700000000003,116,142
14,T10,T10,Henrik Stenson,65,"2' 10""",137.833,49,102
15,T16,T16,K.J. Choi,85,"2' 11""",301.41700000000003,103,13
16,T16,T16,Jason Dufner,78,"2' 11""",295.66700000000003,102,70
17,T16,T16,Scott Langley,79,"2' 11""",299.75,102,59
18,T16,T16,Marc Leishman,77,"2' 11""",347.75,120,96
19,T16,T16,Hunter Mahan,91,"2' 11""",303.41700000000003,104,73
20,T16,T16,Dicky Pride,71,"2' 11""",235.083,81,60
21,T16,T16,Tag Ridings,69,"2' 11""",269.5,93,98
22,T16,T16,David Toms,49,"2' 11""",170.333,59,51
23,T24,T24,Tim Clark,64,"3' 0""",237.25,80,45
24,T24,T24,Martin Flores,83,"3' 0""",363.167,122,15
25,T24,T24,Lucas Glover,65,"3' 0""",270.33299999999997,89,174
26,T24,T24,Brian Harman,89,"3' 0""",450.917,150,77
27,T24,T24,Tim Herron,45,"3' 0""",226.5,75,117
28,T24,T24,Matt Jones,83,"3' 0""",320.91700000000003,107,8
29,T24,T24,Martin Kaymer,61,"3' 0""",199.25,66,171
30,T24,T24,Jason Kokrak,78,"3' 0""",406.0,134,83
31,T24,T24,Luke List,65,"3' 0""",253.333,84,151
32,T24,T24,Troy Matteson,68,"3' 0""",301.08299999999997,99,63
33,T24,T24,Camilo Villegas,79,"3' 0""",316.16700000000003,105,123
34,T24,T24,Jimmy Walker,84,"3' 0""",334.25,110,36
35,T24,T24,Casey Wittenberg,72,"3' 0""",325.66700000000003,110,37
36,T37,T37,Stuart Appleby,88,"3' 1""",412.083,132,4
37,T37,T37,Aaron Baddeley,68,"3' 1""",308.08299999999997,100,92
38,T37,T37,Justin Bolli,59,"3' 1""",249.333,80,106
39,T37,T37,Michael Bradley,56,"3' 1""",187.583,61,166
40,T37,T37,Sergio Garcia,65,"3' 1""",236.0,77,99
41,T37,T37,Chris Kirk,89,"3' 1""",444.0,145,3
42,T37,T37,William McGirt,75,"3' 1""",337.833,111,39
43,T37,T37,Ryan Moore,72,"3' 1""",294.25,95,95
