,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
44,T37,T37,Daniel Summerhays,83,"3' 1""",436.75,140,68
45,T46,T46,Stephen Ames,49,"3' 2""",262.16700000000003,83,67
46,T46,T46,Ricky Barnes,74,"3' 2""",263.25,83,162
47,T46,T46,Steven Bowditch,67,"3' 2""",328.667,103,17
48,T46,T46,Kevin Chappell,80,"3' 2""",350.917,112,81
49,T46,T46,Graham DeLaet,94,"3' 2""",450.083,144,51
50,T46,T46,James Driscoll,76,"3' 2""",310.25,99,53
51,T46,T46,Rod Pampling,46,"3' 2""",178.583,56,127
52,T46,T46,Kyle Stanley,71,"3' 2""",370.5,117,155
53,T46,T46,Kevin Streelman,86,"3' 2""",327.08299999999997,103,61
54,T46,T46,Josh Teater,86,"3' 2""",334.167,106,157
55,T56,T56,Jason Bohn,70,"3' 3""",370.583,114,144
56,T56,T56,Brian Davis,91,"3' 3""",494.333,152,73
57,T56,T56,Jason Day,86,"3' 3""",321.75,100,27
58,T56,T56,Brendon de Jonge,110,"3' 3""",489.583,149,16
59,T56,T56,Fabián Gómez,65,"3' 3""",289.66700000000003,89,49
60,T56,T56,Bill Haas,85,"3' 3""",268.25,82,18
61,T56,T56,Padraig Harrington,52,"3' 3""",186.75,57,113
62,T56,T56,Brandt Jobe,62,"3' 3""",283.16700000000003,88,146
63,T56,T56,Dustin Johnson,71,"3' 3""",299.41700000000003,93,163
64,T56,T56,John Merrick,79,"3' 3""",355.0,108,115
65,T56,T56,"Ted Potter, Jr.",65,"3' 3""",317.0,98,34
66,T56,T56,Ian Poulter,59,"3' 3""",209.667,64,25
67,T56,T56,Vijay Singh,61,"3' 3""",261.33299999999997,81,103
68,T56,T56,Lee Williams,62,"3' 3""",292.75,89,7
69,T70,T70,Greg Chalmers,77,"3' 4""",357.833,107,63
70,T70,T70,Luke Guthrie,82,"3' 4""",378.75,114,75
71,T70,T70,Charles Howell III,87,"3' 4""",406.833,121,5
72,T70,T70,Zach Johnson,84,"3' 4""",357.667,108,54
73,T70,T70,Robert Karlsson,56,"3' 4""",249.833,75,100
74,T70,T70,Darron Stiles,51,"3' 4""",272.25,81,29
75,T70,T70,Vaughn Taylor,50,"3' 4""",219.917,66,107
76,T70,T70,Nick Watney,88,"3' 4""",390.417,118,121
77,T70,T70,Mark Wilson,56,"3' 4""",254.167,77,27
78,T79,T79,Ángel Cabrera,73,"3' 5""",288.33299999999997,85,134
79,T79,T79,Will Claxton,67,"3' 5""",325.25,95,156
80,T79,T79,Ben Curtis,59,"3' 5""",224.5,66,141
81,T79,T79,Luke Donald,60,"3' 5""",260.0,77,22
82,T79,T79,Ernie Els,63,"3' 5""",305.16700000000003,90,84
83,T79,T79,Brian Gay,79,"3' 5""",497.417,146,10
84,T79,T79,James Hahn,78,"3' 5""",432.5,128,128
85,T79,T79,David Hearn,88,"3' 5""",417.917,122,90
86,T79,T79,J.J. Henry,83,"3' 5""",291.58299999999997,86,112
87,T79,T79,Freddie Jacobson,63,"3' 5""",287.91700000000003,84,54
88,T79,T79,Steve LeBrun,66,"3' 5""",268.66700000000003,78,97
89,T79,T79,Phil Mickelson,78,"3' 5""",283.75,84,78
90,T79,T79,Scott Piercy,78,"3' 5""",393.25,115,161
91,T79,T79,Jordan Spieth,82,"3' 5""",397.083,116,31
92,T79,T79,Scott Stallings,79,"3' 5""",445.083,129,139
93,T79,T79,Mike Weir,60,"3' 5""",289.58299999999997,84,70
94,T95,T95,Stewart Cink,71,"3' 6""",231.75,66,164
95,T95,T95,Ken Duke,87,"3' 6""",471.0,135,108
96,T95,T95,Brad Fritsch,81,"3' 6""",423.0,120,136
97,T95,T95,John Huh,88,"3' 6""",412.667,117,62
98,T95,T95,Ryo Ishikawa,72,"3' 6""",312.08299999999997,89,160
99,T95,T95,D.H. Lee,65,"3' 6""",333.167,95,89
100,T95,T95,David Lynn,70,"3' 6""",314.25,89,38
101,T95,T95,Jeff Maggert,63,"3' 6""",363.25,104,42
102,T95,T95,Rory Sabbatini,86,"3' 6""",445.583,128,91
103,T95,T95,Charl Schwartzel,69,"3' 6""",254.333,73,140
104,T95,T95,Shawn Stefani,63,"3' 6""",322.41700000000003,92,79
105,T95,T95,D.J. Trahan,48,"3' 6""",249.25,72,118
106,T95,T95,Boo Weekley,100,"3' 6""",444.25,128,135
107,T108,T108,Sangmoon Bae,83,"3' 7""",499.833,138,176
108,T108,T108,Scott Brown,65,"3' 7""",372.167,103,130
109,T108,T108,Bud Cauley,67,"3' 7""",376.25,105,165
110,T108,T108,Harris English,95,"3' 7""",458.583,129,125
111,T108,T108,Rickie Fowler,75,"3' 7""",395.5,111,56
112,T108,T108,Jim Herman,59,"3' 7""",235.667,66,149
113,T108,T108,David Mathis,71,"3' 7""",317.91700000000003,88,172
114,T108,T108,D.A. Points,87,"3' 7""",434.917,120,129
115,T108,T108,Justin Rose,62,"3' 7""",306.08299999999997,85,35
116,T108,T108,Kevin Stadler,83,"3' 7""",419.333,118,143
117,T108,T108,Brian Stuard,78,"3' 7""",362.25,100,43
118,T108,T108,Andrew Svoboda,46,"3' 7""",178.083,50,167
119,T108,T108,Michael Thompson,66,"3' 7""",290.75,82,93
120,T108,T108,Cameron Tringale,80,"3' 7""",405.583,113,20
121,T108,T108,Bo Van Pelt,72,"3' 7""",342.833,95,159
122,T123,T123,Roberto Castro,97,"3' 8""",455.75,123,26
123,T123,T123,Morgan Hoffmann,64,"3' 8""",330.5,90,85
124,T123,T123,Doug LaBelle II,72,"3' 8""",331.417,90,123
125,T123,T123,Bryce Molder,82,"3' 8""",347.917,95,19
126,T123,T123,Sean O'Hair,56,"3' 8""",262.58299999999997,71,169
127,T123,T123,Pat Perez,69,"3' 8""",365.917,99,111
128,T123,T123,Patrick Reed,83,"3' 8""",496.25,135,40
129,T123,T123,John Senden,79,"3' 8""",342.25,94,153
130,T123,T123,Bubba Watson,76,"3' 8""",305.58299999999997,83,150
131,T132,T132,Charlie Beljan,62,"3' 9""",301.25,81,170
132,T132,T132,Chad Campbell,78,"3' 9""",388.0,103,76
133,T132,T132,Bobby Gates,49,"3' 9""",185.583,50,137
134,T132,T132,Trevor Immelman,73,"3' 9""",305.75,81,68
135,T132,T132,Seung-Yul Noh,71,"3' 9""",297.0,79,158
136,T132,T132,Carl Pettersson,82,"3' 9""",399.75,106,147
137,T132,T132,Alistair Presnell,59,"3' 9""",291.83299999999997,77,101
138,T132,T132,Adam Scott,61,"3' 9""",274.83299999999997,74,119
139,T132,T132,Nicholas Thompson,99,"3' 9""",543.8330000000001,144,109
140,T141,T141,Jonas Blixt,76,"3' 10""",417.25,108,24
141,T141,T141,Tommy Gainey,84,"3' 10""",553.9169999999999,146,152
142,T141,T141,Tom Gillis,69,"3' 10""",438.5,114,44
143,T141,T141,Justin Hicks,79,"3' 10""",433.5,113,175
144,T141,T141,Ryan Palmer,79,"3' 10""",468.5,122,133
145,T141,T141,Brandt Snedeker,79,"3' 10""",337.167,88,33
146,T141,T141,Brendan Steele,86,"3' 10""",420.917,111,104
147,T141,T141,Y.E. Yang,56,"3' 10""",328.0,86,110
148,T149,T149,Keegan Bradley,88,"3' 11""",496.333,126,32
149,T149,T149,Erik Compton,74,"3' 11""",415.667,107,23
150,T149,T149,Russell Henley,80,"3' 11""",425.25,108,104
151,T149,T149,Billy Horschel,96,"3' 11""",453.333,116,131
152,T149,T149,Ben Kohles,75,"3' 11""",468.0,119,126
153,T149,T149,Gary Woodland,94,"3' 11""",522.4169999999999,132,148
154,T155,T155,Robert Allenby,58,"4' 0""",317.25,80,168
155,T155,T155,Peter Hanson,45,"4' 0""",238.833,60,82
156,T155,T155,Colt Knost,69,"4' 0""",425.417,107,116
157,T155,T155,David Lingmerth,68,"4' 0""",377.25,95,80
158,T155,T155,Jeff Overton,78,"4' 0""",553.3330000000001,139,66
159,T155,T155,Chez Reavie,72,"4' 0""",479.5,121,48
160,T155,T155,John Rollins,77,"4' 0""",406.167,102,93
161,T162,T162,Ben Crane,62,"4' 1""",339.417,83,9
162,T162,T162,Rory McIlroy,56,"4' 1""",325.5,79,145
163,T162,T162,Robert Streb,75,"4' 1""",416.417,102,86
164,T162,T162,Lee Westwood,70,"4' 1""",335.5,83,21
165,166,166,Andres Romero,63,"4' 2""",339.583,82,88
166,T167,T167,Scott Gardiner,61,"4' 3""",329.25,78,173
167,T167,T167,Charley Hoffman,84,"4' 3""",518.0830000000001,123,154
168,T167,T167,Martin Laird,68,"4' 3""",369.25,87,122
169,T167,T167,Eric Meierdierks,48,"4' 3""",304.0,72,177
170,T167,T167,Henrik Norlander,70,"4' 3""",380.5,90,138
171,T167,T167,Charlie Wi,75,"4' 3""",447.917,105,47
172,173,173,Nicolas Colsaerts,50,"4' 4""",217.667,50,178
173,T174,T174,Derek Ernst,58,"4' 5""",404.917,91,179
174,T174,T174,Johnson Wagner,64,"4' 5""",366.333,83,120
175,T176,T176,Geoff Ogilvy,57,"4' 7""",305.08299999999997,66,132
176,T176,T176,Cameron Percy,68,"4' 7""",446.0,98,40
177,178,178,George McNeill,68,"4' 9""",466.25,99,49
178,T179,T179,Robert Garrigus,69,"4' 10""",425.75,88,180
179,T179,T179,Richard Lee,81,"4' 10""",419.583,87,11
