,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,1,Freddie Jacobson,63,69.81,37,53
1,2,2,Ben Crane,62,67.53,52,77
2,3,3,Steve Stricker,51,66.67,24,36
3,4,4,K.J. Choi,85,66.13,41,62
4,5,5,Aaron Baddeley,68,65.09,69,106
5,6,6,Stuart Appleby,88,64.37,56,87
6,7,7,Luke Donald,60,63.77,44,69
7,8,8,Matt Kuchar,93,63.51,47,74
8,9,9,Johnson Wagner,64,63.38,45,71
9,10,10,Dicky Pride,71,62.32,43,69
10,T11,T11,Stephen Ames,49,62.3,38,61
11,T11,T11,Bob Estes,66,62.3,38,61
12,13,13,Jim Herman,59,61.54,24,39
13,14,14,Erik Compton,74,61.45,51,83
14,15,15,Richard Lee,81,60.98,50,82
15,16,16,Jason Day,86,60.53,46,76
16,17,17,Y.E. Yang,56,60.47,26,43
17,18,18,Bill Haas,85,60.29,41,68
18,19,19,Steven Bowditch,67,60.26,47,78
19,T20,T20,Peter Hanson,45,60.0,30,50
20,T20,T20,Trevor Immelman,73,60.0,42,70
21,T20,T20,Graeme McDowell,53,60.0,27,45
22,23,23,Charles Howell III,87,59.8,61,102
23,24,24,Jonas Blixt,76,59.78,55,92
24,25,25,Andres Romero,63,59.42,41,69
25,26,26,Jimmy Walker,84,59.41,60,101
26,27,27,Lee Williams,62,59.38,38,64
27,28,28,Bobby Gates,49,59.26,32,54
28,T29,T29,Morgan Hoffmann,64,59.02,36,61
29,T29,T29,Mark Wilson,56,59.02,36,61
30,T31,T31,Tim Clark,64,58.82,30,51
31,T31,T31,Eric Meierdierks,48,58.82,20,34
32,T31,T31,Brian Stuard,78,58.82,40,68
33,T34,T34,Rory McIlroy,56,58.54,24,41
34,T34,T34,Henrik Stenson,65,58.54,24,41
35,36,36,Jason Dufner,78,58.21,39,67
36,37,37,Tom Gillis,69,58.06,36,62
37,38,38,Brian Gay,79,57.89,66,114
38,39,39,Zach Johnson,84,57.81,37,64
39,40,40,Chris Kirk,89,57.69,45,78
40,41,41,Brendon de Jonge,110,57.58,57,99
41,42,42,Aaron Watkins,46,57.5,23,40
42,T43,T43,Robert Karlsson,56,57.14,20,35
43,T43,T43,Charl Schwartzel,69,57.14,28,49
44,T43,T43,Shawn Stefani,63,57.14,36,63
45,46,46,Chris Stroud,88,56.96,45,79
46,47,47,Justin Rose,62,56.82,25,44
47,48,48,David Toms,49,56.76,21,37
48,49,49,Sergio Garcia,65,56.25,27,48
49,50,50,Brandt Snedeker,79,56.14,32,57
50,T51,T51,Russell Henley,80,56.0,42,75
51,T51,T51,John Merrick,79,56.0,42,75
52,53,53,Mike Weir,60,55.74,34,61
53,54,54,Tim Herron,45,55.71,39,70
54,55,55,Alistair Presnell,59,55.38,36,65
55,56,56,Bryce Molder,82,55.24,58,105
56,57,57,Phil Mickelson,78,55.22,37,67
57,58,58,Harris English,95,55.17,48,87
58,59,59,Vaughn Taylor,50,55.0,22,40
59,T60,T60,Ben Curtis,59,54.84,34,62
60,T60,T60,Hunter Mahan,91,54.84,34,62
61,T60,T60,Michael Thompson,66,54.84,34,62
62,63,63,Casey Wittenberg,72,54.55,42,77
63,64,64,Robert Streb,75,54.43,43,79
64,65,65,Nick Watney,88,54.41,37,68
65,66,66,D.H. Lee,65,54.39,31,57
66,67,67,Ian Poulter,59,54.29,19,35
67,T68,T68,Geoff Ogilvy,57,54.24,32,59
68,T68,T68,Jin Park,52,54.24,32,59
69,70,70,James Driscoll,76,54.22,45,83
70,71,71,Greg Chalmers,77,54.21,58,107
71,72,72,Scott Gardiner,61,54.05,40,74
72,73,73,"Ted Potter, Jr.",65,53.97,34,63
73,74,74,John Huh,88,53.95,41,76
74,75,75,Chez Reavie,72,53.73,36,67
75,76,76,Martin Flores,83,53.66,44,82
76,77,77,Ryan Moore,72,53.62,37,69
77,78,78,Darron Stiles,51,53.57,30,56
78,79,79,Kyle Stanley,71,53.33,32,60
79,80,80,Roberto Castro,97,53.25,41,77
80,81,81,Robert Allenby,58,53.23,33,62
81,82,82,Matt Jones,83,53.16,42,79
82,83,83,Seung-Yul Noh,71,53.09,43,81
83,84,84,Tag Ridings,69,52.86,37,70
84,T85,T85,Kevin Chappell,80,52.78,38,72
85,T85,T85,John Rollins,77,52.78,38,72
86,87,87,Colt Knost,69,52.63,40,76
87,88,88,Charlie Wi,75,52.5,42,80
88,89,89,Doug LaBelle II,72,52.44,43,82
89,90,90,Martin Kaymer,61,52.38,22,42
90,T91,T91,Scott Brown,65,52.24,35,67
91,T91,T91,Fabián Gómez,65,52.24,35,67
92,T93,T93,Brian Harman,89,52.17,48,92
93,T93,T93,Carl Pettersson,82,52.17,36,69
94,95,95,David Hearn,88,52.0,52,100
95,96,96,Brendan Steele,86,51.65,47,91
96,T97,T97,Justin Leonard,86,51.58,49,95
97,T97,T97,William McGirt,75,51.58,49,95
98,99,99,Jason Kokrak,78,51.52,34,66
99,100,100,Adam Scott,61,51.22,21,41
100,101,101,George McNeill,68,51.16,44,86
101,102,102,Stewart Cink,71,50.94,27,53
102,103,103,Padraig Harrington,52,50.88,29,57
103,104,104,Ryan Palmer,79,50.82,31,61
104,105,105,Scott Langley,79,50.67,38,75
105,T106,T106,Chad Campbell,78,50.65,39,77
106,T106,T106,Ken Duke,87,50.65,39,77
107,108,108,Jeff Overton,78,50.62,41,81
108,T109,T109,Ryo Ishikawa,72,50.0,29,58
109,T109,T109,Cameron Percy,68,50.0,26,52
110,T109,T109,D.J. Trahan,48,50.0,22,44
111,T109,T109,Cameron Tringale,80,50.0,40,80
112,T109,T109,Lee Westwood,70,50.0,20,40
113,114,114,Luke Guthrie,82,49.32,36,73
114,T115,T115,Graham DeLaet,94,49.28,34,69
115,T115,T115,Camilo Villegas,79,49.28,34,69
116,117,117,Martin Laird,68,49.12,28,57
117,T118,T118,Michael Bradley,56,49.09,27,55
118,T118,T118,Jordan Spieth,82,49.09,27,55
119,120,120,Gary Woodland,94,48.94,46,94
120,121,121,Brian Davis,91,48.89,44,90
121,122,122,Luke List,65,48.65,36,74
122,123,123,John Senden,79,48.57,34,70
123,124,124,Boo Weekley,100,48.39,45,93
124,125,125,Patrick Reed,83,48.31,43,89
125,T126,T126,Ernie Els,63,48.21,27,56
126,T126,T126,Kevin Stadler,83,48.21,27,56
127,128,128,Marc Leishman,77,48.1,38,79
128,129,129,Andrew Svoboda,46,48.08,25,52
129,T130,T130,Daniel Summerhays,83,48.0,48,100
130,T130,T130,Nicholas Thompson,99,48.0,36,75
131,132,132,Scott Stallings,79,47.95,35,73
132,T133,T133,Ben Kohles,75,47.83,33,69
133,T133,T133,Rod Pampling,46,47.83,22,46
134,135,135,Bubba Watson,76,47.73,21,44
135,136,136,Jerry Kelly,75,47.56,39,82
136,T137,T137,Charlie Beljan,62,47.54,29,61
137,T137,T137,Troy Matteson,68,47.54,29,61
138,139,139,Pat Perez,69,47.44,37,78
139,140,140,D.A. Points,87,47.37,45,95
140,T141,T141,Brad Fritsch,81,46.97,31,66
141,T141,T141,Jim Furyk,80,46.97,31,66
142,T141,T141,Scott Piercy,78,46.97,31,66
143,144,144,Rickie Fowler,75,46.67,21,45
144,T145,T145,Charley Hoffman,84,46.58,34,73
145,T145,T145,Webb Simpson,92,46.58,34,73
146,147,147,Sean O'Hair,56,46.48,33,71
147,148,148,David Lingmerth,68,46.38,32,69
