,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
148,149,149,Kevin Streelman,86,46.27,31,67
149,150,150,Tommy Gainey,84,45.88,39,85
150,151,151,Rory Sabbatini,86,45.59,31,68
151,152,152,Ángel Cabrera,73,45.57,36,79
152,T153,T153,Keegan Bradley,88,45.45,30,66
153,T153,T153,David Lynn,70,45.45,35,77
154,155,155,Bo Van Pelt,72,45.1,23,51
155,156,156,Vijay Singh,61,45.0,18,40
156,T157,T157,Lucas Glover,65,44.83,26,58
157,T157,T157,Steve LeBrun,66,44.83,26,58
158,159,159,Josh Teater,86,44.59,33,74
159,160,160,Billy Horschel,96,44.44,40,90
160,161,161,J.J. Henry,83,44.05,37,84
161,T162,T162,Brandt Jobe,62,44.0,22,50
162,T162,T162,David Mathis,71,44.0,33,75
163,164,164,Sangmoon Bae,83,43.9,36,82
164,165,165,Henrik Norlander,70,43.48,30,69
165,166,166,Nicolas Colsaerts,50,43.33,13,30
166,167,167,Robert Garrigus,69,43.18,19,44
167,T168,T168,Matt Every,89,42.86,30,70
168,T168,T168,Jeff Maggert,63,42.86,24,56
169,170,170,Tiger Woods,61,42.42,14,33
170,171,171,Greg Owen,73,42.19,27,64
171,172,172,Ricky Barnes,74,41.67,25,60
172,173,173,James Hahn,78,41.18,28,68
173,174,174,Justin Bolli,59,40.63,26,64
174,T175,T175,Jason Bohn,70,40.0,26,65
175,T175,T175,Will Claxton,67,40.0,28,70
176,T175,T175,Justin Hicks,79,40.0,32,80
177,178,178,Dustin Johnson,71,39.62,21,53
178,179,179,Bud Cauley,67,35.62,26,73
179,180,180,Derek Ernst,58,34.78,24,69
