,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,1,1,Jerry Kelly,75,46.0,23,50
1,2,2,Mark Wilson,56,43.18,19,44
2,T3,T3,Ryan Moore,72,42.62,26,61
3,T3,T3,Jordan Spieth,82,42.62,26,61
4,5,5,Lee Westwood,70,41.67,20,48
5,6,6,Charlie Wi,75,40.54,30,74
6,7,7,Fabián Gómez,65,40.0,24,60
7,8,8,J.J. Henry,83,38.64,34,88
8,9,9,Jimmy Walker,84,37.5,30,80
9,10,10,Bobby Gates,49,37.29,22,59
10,T11,T11,Kevin Chappell,80,37.14,26,70
11,T11,T11,Bob Estes,66,37.14,26,70
12,13,13,Bill Haas,85,37.1,23,62
13,14,14,Chris Kirk,89,36.84,35,95
14,15,15,Billy Horschel,96,36.71,29,79
15,16,16,Ben Crane,62,36.54,19,52
16,17,17,Michael Thompson,66,36.36,24,66
17,18,18,John Senden,79,36.17,17,47
18,19,19,Brian Davis,91,36.05,31,86
19,20,20,Mike Weir,60,35.96,32,89
20,21,21,Brandt Snedeker,79,35.38,23,65
21,22,22,Derek Ernst,58,35.19,19,54
22,T23,T23,Jim Herman,59,35.14,13,37
23,T23,T23,David Toms,49,35.14,13,37
24,T25,T25,Jason Dufner,78,35.09,20,57
25,T25,T25,Matt Jones,83,35.09,20,57
26,27,27,Chris Stroud,88,35.0,35,100
27,T28,T28,Peter Hanson,45,34.62,18,52
28,T28,T28,Dustin Johnson,71,34.62,18,52
29,30,30,Phil Mickelson,78,34.55,19,55
30,31,31,Ian Poulter,59,34.15,14,41
31,32,32,Stuart Appleby,88,34.02,33,97
32,33,33,Webb Simpson,92,33.87,21,62
33,T34,T34,Roberto Castro,97,33.33,23,69
34,T34,T34,Ernie Els,63,33.33,15,45
35,T34,T34,Sergio Garcia,65,33.33,13,39
36,T34,T34,Vijay Singh,61,33.33,12,36
37,T34,T34,Steve Stricker,51,33.33,8,24
38,39,39,Russell Henley,80,32.86,23,70
39,40,40,Ángel Cabrera,73,32.79,20,61
40,41,41,Freddie Jacobson,63,32.69,17,52
41,42,42,Harris English,95,32.67,33,101
42,43,43,Shawn Stefani,63,32.31,21,65
43,44,44,Kevin Streelman,86,32.26,20,62
44,45,45,David Lingmerth,68,32.0,16,50
45,46,46,Charles Howell III,87,31.87,29,91
46,47,47,Richard Lee,81,31.76,27,85
47,48,48,John Huh,88,31.75,20,63
48,49,49,Troy Matteson,68,31.71,26,82
49,50,50,Brian Gay,79,31.52,29,92
50,51,51,Brendon de Jonge,110,31.4,27,86
51,T52,T52,"Ted Potter, Jr.",65,31.25,15,48
52,T52,T52,Brian Stuard,78,31.25,25,80
53,54,54,Hunter Mahan,91,31.17,24,77
54,55,55,Ken Duke,87,31.08,23,74
55,T56,T56,Steve LeBrun,66,31.03,18,58
56,T56,T56,Graeme McDowell,53,31.03,9,29
57,58,58,Tim Clark,64,30.95,13,42
58,59,59,Scott Brown,65,30.91,17,55
59,60,60,Justin Leonard,86,30.77,32,104
60,61,61,Brandt Jobe,62,30.65,19,62
61,62,62,Martin Kaymer,61,30.61,15,49
62,63,63,Justin Rose,62,30.56,11,36
63,64,64,Jason Day,86,30.51,18,59
64,65,65,Scott Langley,79,30.43,28,92
65,66,66,David Hearn,88,30.34,27,89
66,T67,T67,D.A. Points,87,30.3,20,66
67,T67,T67,Casey Wittenberg,72,30.3,30,99
68,69,69,Jonas Blixt,76,30.23,26,86
69,70,70,David Lynn,70,30.16,19,63
70,T71,T71,Charlie Beljan,62,30.0,21,70
71,T71,T71,Morgan Hoffmann,64,30.0,18,60
72,T71,T71,Chez Reavie,72,30.0,15,50
73,T74,T74,Sangmoon Bae,83,29.9,29,97
74,T74,T74,Chad Campbell,78,29.9,29,97
75,76,76,Patrick Reed,83,29.89,26,87
76,77,77,Robert Streb,75,29.87,23,77
77,T78,T78,William McGirt,75,29.73,22,74
78,T78,T78,Lee Williams,62,29.73,22,74
79,80,80,Luke Guthrie,82,29.58,21,71
80,81,81,Alistair Presnell,59,29.51,18,61
81,82,82,James Driscoll,76,29.35,27,92
82,83,83,Pat Perez,69,29.33,22,75
83,84,84,Jeff Maggert,63,29.31,17,58
84,85,85,Camilo Villegas,79,29.23,19,65
85,86,86,Colt Knost,69,29.21,26,89
86,T87,T87,Doug LaBelle II,72,29.11,23,79
87,T87,T87,Marc Leishman,77,29.11,23,79
88,89,89,George McNeill,68,29.03,18,62
89,90,90,Ryan Palmer,79,28.95,22,76
90,T91,T91,Henrik Norlander,70,28.81,17,59
91,T91,T91,Josh Teater,86,28.81,17,59
92,93,93,Daniel Summerhays,83,28.75,23,80
93,94,94,Brendan Steele,86,28.72,27,94
94,T95,T95,Nicolas Colsaerts,50,28.57,10,35
