,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
108,T100,T100,Luke Guthrie,82,50.0,4.0,8
109,T100,T100,Brian Harman,89,50.0,5.0,10
110,T100,T100,John Huh,88,50.0,3.0,6
111,T100,T100,Trevor Immelman,73,50.0,1.0,2
112,T100,T100,Zach Johnson,84,50.0,2.0,4
113,T100,T100,Dustin Johnson,71,50.0,3.0,6
114,T100,T100,Martin Kaymer,61,50.0,2.0,4
115,T100,T100,Martin Laird,68,50.0,3.0,6
116,T100,T100,David Lingmerth,68,50.0,2.0,4
117,T100,T100,Troy Matteson,68,50.0,2.0,4
118,T100,T100,Rory McIlroy,56,50.0,3.0,6
119,T100,T100,Ryan Palmer,79,50.0,3.0,6
120,T100,T100,Ian Poulter,59,50.0,1.0,2
121,T100,T100,Rory Sabbatini,86,50.0,6.0,12
122,T100,T100,Webb Simpson,92,50.0,2.0,4
123,T100,T100,Henrik Stenson,65,50.0,2.0,4
124,T100,T100,Robert Streb,75,50.0,7.0,14
125,T100,T100,David Toms,49,50.0,2.0,4
126,T100,T100,Mike Weir,60,50.0,2.0,4
127,T100,T100,Mark Wilson,56,50.0,2.0,4
128,T100,T100,Gary Woodland,94,50.0,2.0,4
129,130,130,Brendan Steele,86,44.44,4.0,9
130,T131,T131,Ricky Barnes,74,42.86,3.0,7
131,T131,T131,Justin Hicks,79,42.86,3.0,7
132,T131,T131,"Ted Potter, Jr.",65,42.86,3.0,7
133,T134,T134,Ángel Cabrera,73,40.0,2.0,5
134,T134,T134,Scott Gardiner,61,40.0,2.0,5
135,T134,T134,Padraig Harrington,52,40.0,2.0,5
136,T134,T134,Jerry Kelly,75,40.0,2.0,5
137,T134,T134,Bryce Molder,82,40.0,2.0,5
138,T139,T139,Ben Kohles,75,37.5,3.0,8
139,T139,T139,Brian Stuard,78,37.5,3.0,8
140,T141,T141,Bud Cauley,67,33.33,2.0,6
141,T141,T141,Fabián Gómez,65,33.33,2.0,6
142,T141,T141,James Hahn,78,33.33,2.0,6
143,T141,T141,Charley Hoffman,84,33.33,1.0,3
144,T141,T141,Billy Horschel,96,33.33,2.0,6
145,T141,T141,Luke List,65,33.33,1.0,3
146,T141,T141,Jeff Overton,78,33.33,2.0,6
147,T141,T141,Adam Scott,61,33.33,1.0,3
148,T141,T141,Kevin Streelman,86,33.33,1.0,3
149,T141,T141,Daniel Summerhays,83,33.33,2.0,6
150,T141,T141,D.J. Trahan,48,33.33,1.0,3
151,T141,T141,Charlie Wi,75,33.33,2.0,6
152,T141,T141,Y.E. Yang,56,33.33,2.0,6
153,154,154,Ken Duke,87,30.0,3.0,10
154,T155,T155,Stewart Cink,71,25.0,1.0,4
155,T155,T155,Erik Compton,74,25.0,3.0,12
156,T155,T155,Graham DeLaet,94,25.0,2.0,8
157,T155,T155,Bill Haas,85,25.0,1.0,4
158,T155,T155,David Hearn,88,25.0,1.0,4
159,T155,T155,Jim Herman,59,25.0,1.0,4
160,T155,T155,Scott Langley,79,25.0,1.0,4
161,T155,T155,Phil Mickelson,78,25.0,2.0,8
162,T155,T155,Geoff Ogilvy,57,25.0,1.0,4
163,T155,T155,Bo Van Pelt,72,25.0,2.0,8
164,165,165,David Lynn,70,20.0,1.0,5
165,T166,T166,Chad Campbell,78,16.67,1.0,6
166,T166,T166,Carl Pettersson,82,16.67,1.0,6
167,T168,T168,Aaron Baddeley,68,0.0,,3
168,T168,T168,Scott Brown,65,0.0,,2
169,T168,T168,Nicolas Colsaerts,50,0.0,,2
170,T168,T168,Steve LeBrun,66,0.0,,1
171,T168,T168,David Mathis,71,0.0,,1
172,T168,T168,Pat Perez,69,0.0,,6
173,T168,T168,Kevin Stadler,83,0.0,,4
174,T168,T168,Andrew Svoboda,46,0.0,,3
175,T168,T168,Nick Watney,88,0.0,,1
