,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
123,124,124,Roberto Castro,97,50.77,33,65
124,T125,T125,Justin Bolli,59,50.0,23,46
125,T125,T125,Fabián Gómez,65,50.0,29,58
126,T125,T125,Seung-Yul Noh,71,50.0,26,52
127,T125,T125,Josh Teater,86,50.0,28,56
128,129,129,Pat Perez,69,49.25,33,67
129,130,130,James Hahn,78,49.15,29,59
130,131,131,Charlie Beljan,62,49.12,28,57
131,132,132,Ricky Barnes,74,49.02,25,51
132,133,133,Geoff Ogilvy,57,48.98,24,49
133,134,134,Rory McIlroy,56,48.65,18,37
134,135,135,Brian Harman,89,48.61,35,72
135,136,136,Jeff Overton,78,48.53,33,68
136,T137,T137,Martin Kaymer,61,48.28,14,29
137,T137,T137,John Merrick,79,48.28,28,58
138,139,139,Graham DeLaet,94,48.21,27,56
139,140,140,Mark Wilson,56,47.92,23,48
140,141,141,Ken Duke,87,47.14,33,70
141,T142,T142,Tommy Gainey,84,47.06,32,68
142,T142,T142,Chez Reavie,72,47.06,32,68
143,144,144,Carl Pettersson,82,46.97,31,66
144,145,145,Bubba Watson,76,46.67,21,45
145,146,146,Nick Watney,88,46.55,27,58
146,147,147,Lucas Glover,65,46.15,18,39
147,148,148,D.A. Points,87,46.03,29,63
148,149,149,Jim Herman,59,45.95,17,37
149,T150,T150,Scott Brown,65,45.45,25,55
150,T150,T150,Steve LeBrun,66,45.45,20,44
151,T150,T150,Scott Piercy,78,45.45,30,66
152,T150,T150,"Ted Potter, Jr.",65,45.45,20,44
153,T150,T150,Vaughn Taylor,50,45.45,15,33
154,155,155,Scott Gardiner,61,45.16,28,62
155,156,156,Johnson Wagner,64,45.1,23,51
156,T157,T157,Zach Johnson,84,45.0,18,40
157,T157,T157,Bo Van Pelt,72,45.0,27,60
158,159,159,D.H. Lee,65,44.9,22,49
159,160,160,J.J. Henry,83,44.64,25,56
160,161,161,Justin Hicks,79,44.44,24,54
161,162,162,George McNeill,68,43.75,21,48
162,163,163,Gary Woodland,94,43.66,31,71
163,164,164,Derek Ernst,58,43.4,23,53
164,165,165,Aaron Watkins,46,43.33,13,30
165,166,166,Robert Streb,75,43.14,22,51
166,T167,T167,Ben Curtis,59,42.42,14,33
167,T167,T167,David Hearn,88,42.42,28,66
168,169,169,Marc Leishman,77,42.0,21,50
169,170,170,John Senden,79,41.94,26,62
170,171,171,Bobby Gates,49,40.0,20,50
171,172,172,Kyle Stanley,71,38.89,21,54
172,173,173,Eric Meierdierks,48,38.46,15,39
173,174,174,Robert Garrigus,69,37.78,17,45
174,175,175,Michael Bradley,56,37.5,12,32
175,176,176,Nicolas Colsaerts,50,35.0,14,40
176,177,177,Ángel Cabrera,73,34.69,17,49
177,178,178,Andrew Svoboda,46,33.33,9,27
178,179,179,D.J. Trahan,48,32.0,8,25
179,180,180,Will Claxton,67,28.95,11,38
