,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
0,1,1,Peter Hanson,45,78.95,15,19
1,2,2,Stewart Cink,71,73.91,34,46
2,3,3,David Lynn,70,72.5,29,40
3,4,4,Tiger Woods,61,72.22,26,36
4,5,5,Matt Kuchar,93,71.43,45,63
5,6,6,K.J. Choi,85,71.15,37,52
6,7,7,Padraig Harrington,52,70.83,17,24
7,8,8,Stuart Appleby,88,69.23,45,65
8,9,9,Casey Wittenberg,72,68.97,40,58
9,10,10,Tom Gillis,69,67.74,42,62
10,11,11,Brandt Snedeker,79,67.35,33,49
11,12,12,Steven Bowditch,67,67.27,37,55
12,13,13,Cameron Tringale,80,67.24,39,58
13,T14,T14,Bob Estes,66,67.19,43,64
14,T14,T14,Brian Gay,79,67.19,43,64
15,T16,T16,Robert Karlsson,56,66.67,24,36
16,T16,T16,David Toms,49,66.67,14,21
17,18,18,Bud Cauley,67,66.0,33,50
18,19,19,Lee Williams,62,65.91,29,44
19,20,20,Darron Stiles,51,65.79,25,38
20,21,21,Patrick Reed,83,65.71,46,70
21,22,22,Ian Poulter,59,65.63,21,32
22,23,23,Kevin Chappell,80,65.52,38,58
23,24,24,Brad Fritsch,81,65.43,53,81
24,T25,T25,Jason Day,86,65.38,34,52
25,T25,T25,Webb Simpson,92,65.38,34,52
26,27,27,Brendan Steele,86,64.79,46,71
27,28,28,Justin Rose,62,64.71,22,34
28,29,29,Bryce Molder,82,64.29,45,70
29,30,30,Troy Matteson,68,64.0,32,50
30,31,31,James Driscoll,76,63.79,37,58
31,32,32,Rickie Fowler,75,63.64,35,55
32,33,33,Doug LaBelle II,72,63.46,33,52
33,T34,T34,Jason Dufner,78,62.79,27,43
34,T34,T34,Adam Scott,61,62.79,27,43
35,36,36,Jason Bohn,70,62.71,37,59
36,37,37,Mike Weir,60,62.5,35,56
37,38,38,Brendon de Jonge,110,62.34,48,77
38,39,39,Tim Clark,64,62.16,23,37
39,40,40,Brian Davis,91,62.11,59,95
40,41,41,Phil Mickelson,78,61.82,34,55
41,T42,T42,Luke Donald,60,61.54,24,39
42,T42,T42,Jerry Kelly,75,61.54,32,52
43,T42,T42,Kevin Stadler,83,61.54,32,52
44,45,45,Greg Chalmers,77,61.4,35,57
45,T46,T46,Ben Crane,62,61.36,27,44
46,T46,T46,Sergio Garcia,65,61.36,27,44
47,48,48,Keegan Bradley,88,61.19,41,67
48,49,49,Jordan Spieth,82,61.02,36,59
49,50,50,Ryan Moore,72,60.87,28,46
50,51,51,Michael Thompson,66,60.78,31,51
51,52,52,Jonas Blixt,76,60.61,40,66
52,53,53,Jeff Maggert,63,60.53,23,38
53,T54,T54,Cameron Percy,68,60.42,29,48
54,T54,T54,Tag Ridings,69,60.42,29,48
55,56,56,William McGirt,75,60.38,32,53
56,57,57,Jimmy Walker,84,60.32,38,63
57,T58,T58,Jim Furyk,80,60.0,36,60
58,T58,T58,Freddie Jacobson,63,60.0,30,50
59,T58,T58,Steve Stricker,51,60.0,12,20
60,61,61,Tim Herron,45,59.52,25,42
61,62,62,Camilo Villegas,79,58.93,33,56
62,T63,T63,John Huh,88,58.82,40,68
63,T63,T63,Scott Langley,79,58.82,30,51
64,65,65,Shawn Stefani,63,58.7,27,46
65,66,66,Charles Howell III,87,58.49,31,53
66,T67,T67,Aaron Baddeley,68,58.33,35,60
67,T67,T67,Brian Stuard,78,58.33,28,48
68,T69,T69,Erik Compton,74,58.06,36,62
69,T69,T69,Andres Romero,63,58.06,36,62
70,71,71,Martin Flores,83,57.97,40,69
71,72,72,Kevin Streelman,86,57.75,41,71
72,73,73,Hunter Mahan,91,57.63,34,59
73,74,74,Chris Stroud,88,57.58,38,66
74,75,75,Charl Schwartzel,69,57.14,44,77
75,T76,T76,Sangmoon Bae,83,56.94,41,72
76,T76,T76,Harris English,95,56.94,41,72
77,T76,T76,Nicholas Thompson,99,56.94,41,72
78,79,79,Scott Stallings,79,56.92,37,65
79,80,80,Richard Lee,81,56.34,40,71
80,T81,T81,Morgan Hoffmann,64,56.25,27,48
81,T81,T81,Matt Jones,83,56.25,36,64
82,83,83,Ryan Palmer,79,55.93,33,59
83,84,84,Boo Weekley,100,55.74,34,61
84,85,85,David Lingmerth,68,55.56,35,63
85,86,86,Charlie Wi,75,55.29,47,85
86,87,87,Matt Every,89,55.26,42,76
87,T88,T88,Colt Knost,69,55.1,27,49
88,T88,T88,Henrik Norlander,70,55.1,27,49
89,90,90,Greg Owen,73,55.0,33,60
90,91,91,Vijay Singh,61,54.9,28,51
91,T92,T92,Bill Haas,85,54.55,30,55
92,T92,T92,Trevor Immelman,73,54.55,24,44
93,T92,T92,Sean O'Hair,56,54.55,24,44
94,T92,T92,Dicky Pride,71,54.55,30,55
95,96,96,Rory Sabbatini,86,54.39,31,57
96,T97,T97,Ernie Els,63,54.29,19,35
97,T97,T97,Dustin Johnson,71,54.29,19,35
98,99,99,Russell Henley,80,54.24,32,59
99,100,100,Alistair Presnell,59,53.66,22,41
100,101,101,Brandt Jobe,62,53.57,30,56
101,102,102,Charley Hoffman,84,53.42,39,73
102,103,103,Lee Westwood,70,53.33,24,45
103,T104,T104,Luke Guthrie,82,53.13,34,64
104,T104,T104,Graeme McDowell,53,53.13,17,32
105,106,106,Rod Pampling,46,52.94,18,34
106,107,107,Billy Horschel,96,52.87,46,87
107,108,108,Martin Laird,68,52.83,28,53
108,109,109,Stephen Ames,49,52.78,19,36
109,110,110,Chad Campbell,78,52.73,29,55
110,T111,T111,Ryo Ishikawa,72,52.63,30,57
111,T111,T111,John Rollins,77,52.63,30,57
112,113,113,Jason Kokrak,78,52.56,41,78
113,114,114,Daniel Summerhays,83,52.5,42,80
114,115,115,Chris Kirk,89,52.38,33,63
115,T116,T116,Robert Allenby,58,51.72,30,58
116,T116,T116,Justin Leonard,86,51.72,30,58
117,118,118,David Mathis,71,51.61,32,62
118,119,119,Jin Park,52,51.52,17,33
119,120,120,Henrik Stenson,65,51.35,19,37
120,T121,T121,Ben Kohles,75,50.98,26,51
121,T121,T121,Y.E. Yang,56,50.98,26,51
122,123,123,Luke List,65,50.91,28,55
