,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
38,T29,T29,William McGirt,75,50.0,6.0,12
39,T29,T29,Pat Perez,69,50.0,5.0,10
40,T29,T29,Ian Poulter,59,50.0,5.0,10
41,T29,T29,Justin Rose,62,50.0,1.0,2
42,T29,T29,Webb Simpson,92,50.0,3.0,6
43,T29,T29,Lee Westwood,70,50.0,4.0,8
44,45,45,Mike Weir,60,46.67,7.0,15
45,T46,T46,James Driscoll,76,46.15,6.0,13
46,T46,T46,David Hearn,88,46.15,6.0,13
47,T48,T48,D.H. Lee,65,45.45,5.0,11
48,T48,T48,Shawn Stefani,63,45.45,5.0,11
49,T48,T48,Brian Stuard,78,45.45,5.0,11
50,T51,T51,Scott Brown,65,44.44,4.0,9
51,T51,T51,Jason Dufner,78,44.44,4.0,9
52,T51,T51,Jerry Kelly,75,44.44,4.0,9
53,T54,T54,Chris Kirk,89,43.75,7.0,16
54,T54,T54,Jimmy Walker,84,43.75,7.0,16
55,T56,T56,Ricky Barnes,74,42.86,6.0,14
56,T56,T56,Charley Hoffman,84,42.86,3.0,7
57,T56,T56,Rory Sabbatini,86,42.86,6.0,14
58,T56,T56,Adam Scott,61,42.86,3.0,7
59,60,60,Brendon de Jonge,110,42.11,8.0,19
60,T61,T61,Matt Jones,83,41.67,5.0,12
61,T61,T61,Jordan Spieth,82,41.67,5.0,12
62,T63,T63,Stephen Ames,49,40.0,4.0,10
63,T63,T63,Steven Bowditch,67,40.0,6.0,15
64,T63,T63,Jason Day,86,40.0,4.0,10
65,T63,T63,Matt Every,89,40.0,6.0,15
66,T63,T63,Steve LeBrun,66,40.0,4.0,10
67,T63,T63,Marc Leishman,77,40.0,4.0,10
68,T63,T63,Cameron Tringale,80,40.0,4.0,10
69,70,70,Bubba Watson,76,38.46,5.0,13
70,T71,T71,Stuart Appleby,88,37.5,6.0,16
71,T71,T71,Tim Clark,64,37.5,3.0,8
72,T71,T71,Will Claxton,67,37.5,6.0,16
73,T71,T71,Brad Fritsch,81,37.5,3.0,8
74,T71,T71,Scott Gardiner,61,37.5,3.0,8
75,T71,T71,Bobby Gates,49,37.5,3.0,8
76,T71,T71,Brian Gay,79,37.5,3.0,8
77,T71,T71,Phil Mickelson,78,37.5,3.0,8
78,T71,T71,Vaughn Taylor,50,37.5,3.0,8
79,T80,T80,Brian Harman,89,36.36,4.0,11
80,T80,T80,Martin Laird,68,36.36,4.0,11
81,T80,T80,Greg Owen,73,36.36,4.0,11
82,T80,T80,D.A. Points,87,36.36,4.0,11
83,T80,T80,Charl Schwartzel,69,36.36,4.0,11
84,T85,T85,Justin Leonard,86,35.71,5.0,14
85,T85,T85,Andres Romero,63,35.71,5.0,14
86,87,87,Doug LaBelle II,72,35.29,6.0,17
87,88,88,Chris Stroud,88,35.0,7.0,20
88,T89,T89,Robert Allenby,58,33.33,4.0,12
89,T89,T89,Jonas Blixt,76,33.33,6.0,18
90,T89,T89,Justin Bolli,59,33.33,3.0,9
91,T89,T89,Bud Cauley,67,33.33,3.0,9
92,T89,T89,Graham DeLaet,94,33.33,5.0,15
93,T89,T89,Ernie Els,63,33.33,2.0,6
94,T89,T89,Rickie Fowler,75,33.33,3.0,9
95,T89,T89,Robert Garrigus,69,33.33,2.0,6
96,T89,T89,Tom Gillis,69,33.33,4.0,12
97,T89,T89,Graeme McDowell,53,33.33,1.0,3
98,T89,T89,George McNeill,68,33.33,3.0,9
99,T89,T89,John Merrick,79,33.33,4.0,12
100,T89,T89,Ryan Moore,72,33.33,4.0,12
101,T89,T89,Ryan Palmer,79,33.33,6.0,18
102,T89,T89,"Ted Potter, Jr.",65,33.33,3.0,9
103,T89,T89,Dicky Pride,71,33.33,3.0,9
104,T89,T89,Patrick Reed,83,33.33,3.0,9
105,T89,T89,Vijay Singh,61,33.33,2.0,6
106,T89,T89,Bo Van Pelt,72,33.33,2.0,6
107,T89,T89,Lee Williams,62,33.33,3.0,9
108,T89,T89,Mark Wilson,56,33.33,2.0,6
109,T89,T89,Tiger Woods,61,33.33,3.0,9
110,T111,T111,Hunter Mahan,91,31.25,5.0,16
111,T111,T111,Chez Reavie,72,31.25,5.0,16
112,T111,T111,Robert Streb,75,31.25,5.0,16
113,T114,T114,K.J. Choi,85,30.77,4.0,13
114,T114,T114,Derek Ernst,58,30.77,4.0,13
115,T114,T114,Scott Piercy,78,30.77,4.0,13
116,T117,T117,Sangmoon Bae,83,30.0,3.0,10
117,T117,T117,J.J. Henry,83,30.0,3.0,10
118,T117,T117,Johnson Wagner,64,30.0,3.0,10
119,T120,T120,Brandt Jobe,62,28.57,2.0,7
120,T120,T120,Martin Kaymer,61,28.57,2.0,7
121,T120,T120,Eric Meierdierks,48,28.57,2.0,7
122,T120,T120,Camilo Villegas,79,28.57,2.0,7
123,124,124,Jeff Overton,78,27.78,5.0,18
124,T125,T125,Greg Chalmers,77,27.27,3.0,11
125,T125,T125,Brian Davis,91,27.27,3.0,11
126,T125,T125,Ken Duke,87,27.27,3.0,11
127,T125,T125,Martin Flores,83,27.27,3.0,11
128,T125,T125,Colt Knost,69,27.27,3.0,11
129,T130,T130,Charles Howell III,87,26.67,4.0,15
130,T130,T130,John Rollins,77,26.67,4.0,15
131,T130,T130,Nick Watney,88,26.67,4.0,15
132,T133,T133,Tim Herron,45,25.0,2.0,8
133,T133,T133,Zach Johnson,84,25.0,3.0,12
134,T133,T133,Richard Lee,81,25.0,2.0,8
135,T133,T133,David Lingmerth,68,25.0,2.0,8
136,T133,T133,David Mathis,71,25.0,3.0,12
137,T133,T133,Gary Woodland,94,25.0,2.0,8
138,T139,T139,Erik Compton,74,23.08,3.0,13
139,T139,T139,John Huh,88,23.08,3.0,13
140,T139,T139,Aaron Watkins,46,23.08,3.0,13
141,T142,T142,Stewart Cink,71,22.22,2.0,9
142,T142,T142,Bill Haas,85,22.22,2.0,9
143,T142,T142,Ryo Ishikawa,72,22.22,2.0,9
144,T142,T142,Rory McIlroy,56,22.22,2.0,9
145,T142,T142,Cameron Percy,68,22.22,2.0,9
146,T142,T142,Michael Thompson,66,22.22,2.0,9
147,T142,T142,Y.E. Yang,56,22.22,2.0,9
148,T149,T149,Kevin Stadler,83,21.43,3.0,14
149,T149,T149,Boo Weekley,100,21.43,3.0,14
150,151,151,Nicholas Thompson,99,21.05,4.0,19
151,T152,T152,Ben Curtis,59,20.0,1.0,5
152,T152,T152,Sergio Garcia,65,20.0,2.0,10
153,T152,T152,Luke Guthrie,82,20.0,2.0,10
154,T152,T152,Ben Kohles,75,20.0,2.0,10
155,T152,T152,Brendan Steele,86,20.0,2.0,10
156,T152,T152,Darron Stiles,51,20.0,1.0,5
157,158,158,Trevor Immelman,73,18.75,3.0,16
158,159,159,Kyle Stanley,71,18.18,2.0,11
159,T160,T160,Keegan Bradley,88,16.67,1.0,6
160,T160,T160,John Senden,79,16.67,1.0,6
161,T160,T160,David Toms,49,16.67,1.0,6
162,T163,T163,Russell Henley,80,15.38,2.0,13
163,T163,T163,Scott Stallings,79,15.38,2.0,13
164,T165,T165,Chad Campbell,78,14.29,1.0,7
165,T165,T165,Scott Langley,79,14.29,1.0,7
166,T167,T167,Freddie Jacobson,63,12.5,1.0,8
167,T167,T167,Tag Ridings,69,12.5,2.0,16
168,169,169,Sean O'Hair,56,11.11,1.0,9
169,T170,T170,Dustin Johnson,71,10.0,1.0,10
170,T170,T170,Troy Matteson,68,10.0,1.0,10
171,172,172,Aaron Baddeley,68,7.69,1.0,13
172,T173,T173,Ángel Cabrera,73,0.0,,2
173,T173,T173,Justin Hicks,79,0.0,,6
174,T173,T173,Robert Karlsson,56,0.0,,3
175,T173,T173,Jeff Maggert,63,0.0,,9
176,T173,T173,Rod Pampling,46,0.0,,7
177,T173,T173,Daniel Summerhays,83,0.0,,11
178,T173,T173,Andrew Svoboda,46,0.0,,2
179,T173,T173,D.J. Trahan,48,0.0,,4
